BHID,DIP,AT,AZ
18489,80,91.44,182.31
18489,80,121.92,182.31
18490,59,0,182.31
18490,58,30.48,180.31
18490,58,45.72,179.31
18490,58,60.96,178.31
18490,58,76.2,177.31
18490,57,106.68,183.31
18490,58,137.16,189.31
18490,58,166.11,182.31
18491,67,0,182.31
18491,67,23.77,182.31
18492,45,0,182.31
18492,45,22.86,182.31
18493,63,0,182.31
18493,63,30.48,182.31
18493,63,60.96,182.31
18493,62,91.44,182.31
18493,62,106.68,182.31
18494,57,0,182.31
18494,56,30.48,182.31
18494,55,60.96,182.31
18494,54,98.75,182.31
18495,61,0,182.31
18495,61,30.48,182.31
18495,60,60.96,182.31
18495,60,91.44,182.31
18496,75,0,2.31
18496,75,30.48,2.31
18496,75,60.96,2.31
18496,75,91.44,2.31
18496,76,121.92,2.31
18496,76,152.4,2.31
18496,76,182.88,2.31
18497,74,0,182.31
18497,74,30.48,182.31
18497,73,60.96,182.31
18497,72,91.44,182.31
18497,71,121.92,182.31
18498,70,0,182.31
18498,69,30.48,182.31
18498,69,60.96,182.31
18498,68,91.44,182.31
18498,67,121.92,182.31
18499,73,0,182.31
18499,73,30.48,182.31
18499,71,60.96,182.31
18499,69,91.44,182.31
18499,67,121.92,182.31
18499,65,152.4,182.31
18500,70,0,182.31
18500,70,30.48,182.31
18500,69,60.96,182.31
18500,68,91.44,182.31
18500,68,121.92,182.31
18500,67,152.4,182.31
18500,67,182.88,182.31
18501,60,0,182.31
18501,60,900,182.31
18502,57,0,182.31
18502,57,30.48,182.31
18502,56,60.96,182.31
18502,56,91.44,182.31
18502,55,109.72,182.31
18503,45,0,2.31
18503,45,30.48,2.31
18503,45,60.96,2.31
18503,44,91.44,2.31
18503,44,106.68,2.31
18504,45,0,2.31
18504,44,30.48,2.31
18504,42,60.96,2.31
18504,40,91.44,2.31
18504,39,121.92,2.31
18509,45,0,2.31
18509,43,45.72,2.31
18510,76,0,182.31
18510,76,30.48,182.31
18510,76,60.96,182.31
18510,75,91.44,182.31
18510,75,121.92,182.31
18510,74,152.4,182.31
18510,74,182.88,182.31
18511,61,0,182.31
18511,61,36.57,180.31
18511,61,97.53,174.31
18511,61,128.01,169.31
18511,60,158.49,169.31
18511,60,188.97,169.31
18512,77,0,182.31
18512,77,30.48,182.31
18512,77,60.96,182.31
18512,76,91.44,182.31
18512,75,121.92,182.31
18512,75,152.4,182.31
18512,75,182.88,182.31
18513,68,0,182.31
18513,68,30.48,182.31
18513,67,60.96,182.31
18513,67,91.44,182.31
18513,66,121.92,182.31
18513,66,134.72,182.31
18514,78,0,182.31
18514,78,30.48,182.31
18514,78,60.96,182.31
18515,52,0,182.31
18515,52,30.48,182.31
18515,52,60.96,182.31
18515,52,85.34,182.31
18516,52,0,2.31
18516,53,30.48,2.31
18516,53,60.96,2.31
18516,52,91.44,2.31
18516,52,118.87,2.31
18517,82,0,182.31
18517,82,30.48,182.31
18517,81,60.96,182.31
18517,80,91.44,182.31
18517,79,121.92,182.31
18518,84,0,182.31
18518,84,30.48,182.31
18518,83,60.96,182.31
18519,52,0,182.31
18519,52,30.48,182.31
18519,51,60.96,182.31
18519,50,91.44,182.31
18519,49,121.92,182.31
18520,90,0,2.31
18520,90,30.48,2.31
18520,90,60.96,2.31
18520,89,91.44,2.31
18520,89,121.92,2.31
18521,86,0,2.31
18521,86,30.48,2.31
18521,86,60.96,2.31
18521,85,91.44,2.31
18521,85,121.92,2.31
18522,57,0,182.31
18522,57,30.48,182.31
18522,56,60.96,182.31
18522,56,91.44,182.31
18522,55,121.92,182.31
18522,55,152.4,182.31
18522,54,167.64,182.31
18523,80,0,182.31
18523,79,45.72,182.31
18523,78,94.48,182.31
18524,65,0,2.31
18524,65,30.48,2.31
18524,64,60.96,2.31
18524,64,91.44,2.31
18524,63,121.92,2.31
18524,63,152.4,2.31
18525,76,0,2.31
18525,76,30.48,2.31
18525,76,60.96,2.31
18525,75,91.44,2.31
18525,75,121.92,2.31
18525,75,152.4,2.31
18525,75,182.88,2.31
18525,75,197.81,2.31
18526,45,0,2.31
18526,45,30.48,2.31
18526A,45,0,2.31
18526A,45,45.72,2.31
18526A,44,91.44,2.31
18528,67,0,182.31
18528,67,900,182.31
18529,45,0,182.31
18529,49,30.48,182.31
18529,48,60.96,182.31
18529,48,91.44,182.31
18529,47,121.92,182.31
18529,47,140.2,182.31
18530,67,0,2.31
18530,67,30.48,2.31
18530,66,60.96,2.31
18530,66,91.44,2.31
18530,66,121.92,2.31
18530,65,152.4,2.31
18530,65,182.88,2.31
18531,84,0,2.31
18531,84,30.48,2.31
18531,84,60.96,2.31
18531,84,91.44,2.31
18532,63,0,182.31
18532,63,30.48,182.31
18532,62,60.96,182.31
18532,62,88.39,182.31
18533,62,0,182.31
18533,62,30.48,182.31
18533,61,60.96,182.31
18533,61,91.44,182.31
18533,60,121.92,182.31
18533,59,152.4,182.31
18533,59,182.88,182.31
18534,40,0,182.31
18534,39,30.48,182.31
18534,39,60.96,182.31
18534,39,91.44,182.31
18534,38,121.92,182.31
18534,38,146.3,182.31
18536,90,0,2.31
18536,89,30.48,2.31
18537,45,0,182.31
18537,46,30.48,182.31
18537,46,60.96,182.31
18545,57,0,2.31
18545,56,30.48,2.31
18545,56,60.96,2.31
18545,55,103.63,2.31
18546,71,0,2.31
18546,71,30.48,2.31
18546,70,60.96,2.31
18546,70,91.44,2.31
18546,70,121.92,2.31
18546,70,152.4,2.31
18546,70,182.88,2.31
18546,69,213.36,2.31
18546,69,238.96,2.31
18547,86,0,2.31
18547,86,30.48,2.31
18547,86,60.96,2.31
18547,86,91.44,2.31
18548,84,0,2.31
18548,84,30.48,2.31
18548,84,60.96,2.31
18549,74,0,182.31
18549,74,45.72,182.31
18549,73,91.44,182.31
18550,70,0,182.31
18550,69,45.72,182.31
18551,70,0,182.31
18551,70,45.72,182.31
18551,69,80.77,182.31
18552,64,0,182.31
18552,64,30.48,182.31
18552,63,60.96,182.31
18558,45,0,2.31
18558,45,45.72,7.37
18558,43,126.49,16.31
18558,40,249.93,19.31
18571,82,0,2.31
18571,82,45.72,2.31
18571,82,91.44,2.31
18590,46,0,179.31
18590,45,45.72,179.31
18590,44,76.2,179.31
18590,43,137.16,179.31
18590,43,152.4,179.31
18591,78,0,2.31
18591,78,45.72,2.31
18591,78,91.44,2.31
18592,78,0,182.31
18592,76,105.15,181.81
18592,76,184.4,185.81
18593,58,0,182.31
18593,54,108.2,187.31
18594,40,0,179.31
18594,41,76.2,184.31
18595,70,0,182.31
18595,70,45.72,178.11
18595,69,76.2,175.31
18595,68,137.16,175.31
18595,67,144.78,175.31
18596,78,0,182.31
18596,78,45.72,182.31
18596,78,91.44,182.31
18597,76,0,182.31
18597,76,45.72,182.31
18598,72,0,182.31
18598,71,67.05,178.31
18598,70,138.68,175.31
18599,45,0,182.31
18599,43,76.2,182.31
18599,42,173.73,182.31
18600,85,0,2.31
18600,85,900,2.31
18601,80,0,182.31
18601,73,131.06,187.31
18602,45,0,182.31
18602,43,45.72,182.31
18602,41,91.44,182.31
18613,45,0,182.31
18613,42,106.68,184.31
18613,45,204.21,184.31
18614,81,0,182.31
18614,81,45.72,182.31
18614,81,91.44,182.31
18614,80,128.93,182.31
18615,74,0,182.31
18615,74,45.72,182.31
18615,73,91.44,182.31
18615,72,128.01,182.31
18616,49,0,182.31
18616,46,67.05,183.31
18616,45,137.16,184.31
18617,80,0,182.31
18617,80,45.72,182.31
18617,79,91.44,182.31
18618,68,0,182.31
18618,68,45.72,185.91
18618,68,76.2,188.31
18618,68,152.4,188.31
18619,70,0,182.31
18619,68,45.72,182.31
18619,68,91.44,182.31
18620,56,0,182.31
18620,56,900,182.31
18621,67,0,182.31
18621,66,80.77,182.31
18622,86,0,182.31
18622,86,45.72,182.31
18622,85,91.44,182.31
18623,70,0,182.31
18623,68,45.72,182.31
18623,67,91.44,182.31
18624,45,0,182.31
18624,42,70.1,182.31
18624,40,140.2,182.31
18625,78,0,2.31
18625,78,45.72,2.31
18625,78,91.44,2.31
18626,74,0,182.31
18626,74,45.72,182.31
18626,73,91.44,182.31
18627,74,0,182.31
18627,73,45.72,182.31
18631,70,0,182.31
18631,68,91.44,182.31
18631,65,193.54,184.31
18632,75,0,182.31
18632,75,45.72,182.31
18632,74,67.05,178.31
18632,74,91.44,182.31
18632,73,145.38,180.31
18635,66,0,182.31
18635,65,45.72,182.31
18635,62,96.01,192.31
18635,59,187.45,191.31
18637,69,0,182.31
18637,68,45.72,182.31
18637,67,67.05,182.31
18637,65,137.16,182.31
18637,63,182.88,182.31
18642,77,0,182.31
18642,77,45.72,182.31
18642,77,76.2,186.31
18642,76,91.44,186.31
18642,76,129.54,183.31
18648,90,0,2.31
18648,89,45.72,2.31
18649,90,0,2.31
18649,89,45.72,2.31
18650,47,0,2.31
18650,46,45.72,2.31
18651,84,0,2.31
18651,84,45.72,2.31
18652,80,0,2.31
18652,79,45.72,2.31
18653,53,0,182.31
18653,53,45.72,182.31
18654,65,0,2.31
18654,65,45.72,2.31
18654,64,91.44,2.31
18655,90,0,2.31
18655,89,45.72,2.31
18656,47,0,182.31
18656,46,45.72,182.31
18657,82,0,182.31
18657,82,45.72,182.31
18658,90,0,2.31
18658,89,45.72,2.31
18659,45,0,182.31
18659,44,45.72,182.31
18660,90,0,2.31
18660,89,45.72,2.31
18660,88,76.2,2.31
18662,73,0,2.31
18662,73,45.72,2.31
18662,75,91.44,2.31
18663,78,0,182.31
18663,77,45.72,182.31
18663,76,91.44,182.31
18667,47,0,182.31
18667,46,33.52,182.31
18672,76,0,182.31
18672,74,45.72,182.31
18673,45,0,182.31
18673,45,900,182.31
18684,90,0,2.31
18684,90,41.14,2.31
18685,77,0,2.31
18685,77,45.72,2.31
18686,62,0,2.31
18686,62,30.48,2.31
18687,90,0,2.31
18687,90,45.72,2.31
18688,45,0,182.31
18688,44,39.62,182.31
18689,75,0,182.31
18689,75,44.19,182.31
18690,71,0,182.31
18690,71,39.62,182.31
18691,90,0,2.31
18691,89,24.38,2.31
18692,40,0,182.31
18692,39,41.14,182.31
18693,90,0,2.31
18693,90,39.62,2.31
18694,90,0,2.31
18694,89,36.57,2.31
18695,90,0,2.31
18695,90,24.38,2.31
18696,50,0,272.31
18696,50,28.95,272.31
18697,90,0,2.31
18697,88,60.96,2.31
18698,50,0,272.31
18698,49,28.95,272.31
18699,90,0,2.31
18699,90,900,2.31
18700,60,0,182.31
18700,60,45.72,182.31
18701,80,0,2.31
18701,80,45.72,2.31
18702,65,0,2.31
18702,64,30.48,2.31
18703,90,0,2.31
18703,89,45.72,2.31
18704,75,0,182.31
18704,75,900,182.31
18705,85,0,2.31
18705,85,45.72,2.31
18706,90,0,2.31
18706,90,54.86,2.31
18708,62,0,182.31
18708,66,45.72,182.31
18708,62,91.44,182.31
18709,85,0,182.31
18709,85,900,182.31
18710,85,0,182.31
18710,85,900,182.31
18712,90,0,2.31
18712,90,45.72,2.31
18713,90,0,2.31
18713,89,45.72,2.31
18714,85,0,227.31
18714,85,45.72,227.31
18715,90,0,2.31
18715,89,45.72,2.31
18716,90,0,2.31
18716,90,45.72,2.31
18717,90,0,2.31
18717,89,45.72,2.31
18741,47,0,98.31
18741,47,30.48,96.21
18741,48,57.91,94.31
18741,47,60.96,94.31
18742,67,0,124.31
18742,67,36.57,115.51
18742,69,45.72,113.31
18743,45,0,57.31
18743,45,30.48,63.07
18743,45,60.96,68.82
18743,46,76.8,71.81
18744,83,0,2.31
18744,83,30.48,2.31
18744,83,60.96,2.31
18744,83,91.44,2.31
18745,65,0,2.31
18745,65,30.48,2.31
18745,65,60.96,2.31
18745,66,89.91,2.81
18745,65,91.44,2.31
18746,57,0,132.31
18746,57,30.48,132.31
18746,57,60.96,132.31
18746,57,91.44,132.31
18747,68,0,154.31
18747,67,30.48,158.6
18747,65,96.01,167.81
18748,60,0,182.31
18748,60,30.48,185.36
18748,58,60.04,188.31
18748,59,60.96,188.31
18749,70,0,182.31
18749,70,30.48,184.31
18749,69,60.96,186.31
18749,69,91.44,188.31
18749,69,99.06,188.81
18750,70,0,182.31
18750,70,30.48,185.8
18750,70,60.96,189.3
18750,69,91.44,192.79
18750,68,96.01,193.31
18751,60,0,182.31
18751,60,30.48,182.31
18751,60,57.91,184.81
18751,59,60.96,182.31
18752,70,0,182.31
18752,70,30.48,182.31
18752,68,60.96,182.31
18752,68,76.2,182.31
18753,50,0,182.31
18753,49,30.48,182.31
18753,48,67.05,182.31
18753,46,73.76,182.39
18754,70,0,182.31
18754,71,18.28,182.81
18754,70,30.48,183.66
18754,69,60.96,185.77
18754,69,91.44,187.89
18754,68,97.53,188.31
18755,55,0,182.31
18755,54,21.33,182.81
18755,55,30.48,182.81
18755,56,77.72,185.81
18755,55,79.24,182.81
18756,70,0,182.31
18756,70,30.48,182.31
18756,69,60.96,182.31
18756,68,91.44,182.31
18756,69,102.1,181.81
18757,55,0,277.31
18757,55,30.48,277.31
18757,55,60.96,277.31
18758,50,0,182.31
18758,48,30.48,182.31
18758,46,60.04,180.31
18758,47,60.96,180.31
18759,70,0,182.31
18759,65,30.48,182.46
18759,64,60.96,182.61
18759,60,91.44,182.76
18759,68,101.8,182.81
18760,50,0,182.31
18760,48,30.48,179.63
18760,48,60.96,176.95
18760,47,68.27,176.31
18761,70,0,182.31
18761,66,30.48,180.52
18761,66,60.96,178.72
18761,65,91.44,176.92
18761,64,101.8,176.31
18762,90,0,2.31
18762,90,30.48,2.31
18762,90,60.96,2.31
18762,90,91.44,2.31
18763,70,0,2.31
18763,70,30.48,362.14
18763,69,60.96,361.97
18763,69,91.44,361.8
18763,69,121.92,361.63
18763,70,152.4,361.46
18763,71,179.83,361.31
18764,35,0,2.31
18764,35,36.57,3.31
18765,90,0,2.31
18765,90,30.48,2.31
18765,90,60.96,2.31
18765,89,91.44,2.31
18766,70,0,2.31
18766,69,30.48,3.16
18766,69,60.96,4.01
18766,69,91.44,4.86
18766,69,121.92,5.7
18766,69,152.4,6.55
18766,69,179.83,7.31
18767,37,0,2.31
18767,37,30.48,2.31
18767,38,55.47,13.81
18768,75,0,182.31
18768,75,30.48,182.31
18768,75,60.96,182.31
18768,76,88.39,181.36
18768,75,91.44,181.36
18769,63,0,2.31
18769,60,30.48,2.31
18769,60,60.96,2.31
18769,60,91.44,2.31
18769,60,121.92,2.31
18769,60,152.4,2.31
18770,45,0,2.31
18770,45,30.48,2.31
18770,45,60.96,2.31
18770,45,91.44,2.31
18770,45,121.92,2.31
18770,45,152.4,2.31
18770,45,182.88,2.31
18771,70,0,182.31
18771,69,30.48,182.31
18771,68,60.96,182.31
18771,67,91.44,182.31
18772,57,0,2.31
18772,57,30.48,3.21
18772,57,60.96,4.11
18772,57,91.44,5
18772,56,118.87,5.81
18772,56,121.92,5.31
18773,70,0,182.31
18773,70,30.48,178.86
18773,70,60.96,175.42
18773,70,88.39,172.31
18773,70,91.44,172.31
18774,70,0,2.31
18774,70,30.48,3.84
18774,70,60.96,5.37
18774,69,91.44,6.9
18774,69,121.92,8.43
18774,68,149.35,9.81
18774,69,152.4,9.81
18775,45,0,2.31
18775,44,30.48,2.31
18775,44,60.96,2.31
18776,70,0,182.31
18776,69,30.48,182.31
18776,68,60.96,182.31
18776,68,91.44,182.31
18777,70,0,2.31
18777,70,30.48,3.85
18777,70,60.96,5.4
18777,69,91.44,6.94
18777,70,98.75,7.31
18778,45,0,2.31
18778,40,30.48,361.04
18778,40,60.96,359.77
18778,40,91.44,358.5
18778,39,121.92,357.23
18778,38,152.4,355.96
18778,38,179.83,354.81
18779,60,0,182.31
18779,59,30.48,182.31
18779,59,60.96,182.31
18779,57,91.44,182.31
18780,75,0,2.31
18780,75,30.48,3.78
18780,75,60.96,5.25
18780,75,91.44,6.72
18780,74,103.63,7.31
18780,75,106.68,7.31
18781,55,0,2.31
18781,55,30.48,3.3
18781,54,60.96,4.28
18781,55,91.44,5.26
18781,55,121.92,6.25
18781,53,152.4,7.23
18781,53,182.88,8.21
18781,56,185.92,8.31
18782,35,0,2.31
18782,35,30.48,357.55
18782,35,60.96,352.79
18782,35,91.44,348.03
18782,36,102.41,346.31
18783,55,0,2.31
18783,54,30.48,2.31
18783,55,60.96,2.31
18783,55,91.44,2.31
18783,56,121.92,2.31
18784,65,0,182.31
18784,64,60.96,182.31
18784,64,91.44,182.31
18784,63,107.89,175.81
18785,60,0,2.31
18785,55,30.48,2.31
18785,55,60.96,2.31
18785,58,91.44,2.31
18785,59,152.4,2.31
18786,35,0,2.31
18786,39,30.48,2.31
18786,39,60.96,2.31
18786,41,91.44,2.31
18786,43,94.48,8.81
18787,57,0,2.31
18787,56,30.48,2.31
18788,70,0,182.31
18788,68,30.48,185.41
18788,67,60.96,188.5
18788,67,64,188.81
18789,63,0,2.31
18789,60,30.48,2.31
18789,60,60.96,2.31
18789,60,91.44,2.31
18789,60,121.92,2.31
18789,60,152.4,2.31
18790,40,0,362.31
18790,40,30.48,362.31
18791,75,0,2.31
18791,74,30.48,7.41
18791,73,60.96,12.5
18791,75,80.77,15.81
18792,80,0,182.31
18792,80,30.48,182.31
18792,80,60.96,182.31
18792,79,91.44,182.31
18793,70,0,182.31
18793,70,900,182.31
18794,85,0,182.31
18794,85,30.48,182.31
18794,85,60.96,182.31
18794,85,91.44,182.31
18795,75,0,182.31
18795,76,30.48,182.31
18795,75,60.96,182.31
18795,74,101.19,183.81
18795,75,104.24,183.81
18796,73,0,2.31
18796,73,30.48,361.44
18796,73,60.96,360.57
18796,74,94.48,359.61
18796,73,96.01,359.61
18797,73,0,182.31
18797,73,900,182.31
18798,85,0,2.31
18798,85,30.48,2.31
18798,85,60.96,2.31
18798,86,91.44,2.31
18799,72,0,182.31
18799,71,30.48,182.31
18800,83,0,2.31
18800,83,30.48,2.31
18800,83,60.96,2.31
18801,75,0,182.31
18801,75,30.48,182.47
18801,75,60.96,182.62
18801,74,91.44,182.78
18801,75,97.53,182.81
18802,82,0,2.31
18802,82,30.48,5.45
18802,81,53.34,7.81
18802,82,60.96,7.81
18802,82,91.44,7.81
18803,60,0,244.31
18803,60,30.48,244.31
18803,60,107.89,242.81
18804,45,0,107.31
18804,45,30.48,106.5
18804,45,60.96,105.68
18804,45,91.44,104.86
18804,46,121.92,104.05
18804,46,149.35,103.31
18804,46,152.4,103.31
18805,47,0,242.31
18805,47,30.48,242.31
18805,47,60.96,242.31
18805,49,91.44,242.31
18805,49,121.92,242.31
18805,51,138.07,252.36
18806,50,0,242.31
18806,49,30.48,244.72
18806,47,60.96,247.14
18806,47,69.49,247.81
18807,50,0,250.31
18807,50,30.48,250.31
18807,50,60.96,250.31
18807,49,91.44,250.31
18807,49,121.92,250.31
18808,45,0,2.31
18808,45,30.48,360.99
18808,45,60.96,359.66
18808,45,91.44,358.33
18808,44,121.92,357.01
18808,43,149.35,355.81
18808,43,152.4,355.81
18820,45,0,182.31
18820,45,33.52,182.31
18821,45,0,182.31
18821,45,21.33,182.31
18822,45,0,182.31
18822,45,27.43,182.31
18823,45,0,182.31
18823,45,36.57,182.31
18824,45,0,182.31
18824,45,30.48,182.31
18825,45,0,182.31
18825,45,54.86,182.31
18826,60,0,32.31
18826,60,42.67,32.31
18827,45,0,182.31
18827,45,24.38,182.31
18828,45,0,182.31
18828,45,30.48,182.31
18829,45,0,182.31
18829,45,36.57,182.31
18830,45,0,182.31
18830,45,900,182.31
18831,45,0,182.31
18831,45,30.48,182.31
18832,45,0,182.31
18832,45,48.76,182.31
18833,45,0,182.31
18833,45,24.38,182.31
18834,45,0,182.31
18834,45,33.52,182.31
18835,45,0,182.31
18835,45,36.57,182.31
18836,45,0,182.31
18836,45,30.48,182.31
18837,45,0,182.31
18837,45,30.48,182.31
18838,45,0,182.31
18838,45,34.74,182.31
18839,45,0,182.31
18839,45,900,182.31
18840,45,0,182.31
18840,45,900,182.31
18841,45,0,182.31
18841,45,54.86,182.31
18842,45,0,182.31
18842,45,42.67,182.31
18843,45,0,182.31
18843,45,900,182.31
18843A,55,0,182.31
18843A,55,48.76,182.31
18844,72,0,182.31
18844,71,44.19,182.31
18845,70,0,182.31
18845,70,30.48,182.31
19,45,0,353.31
19,47,30.48,353.31
19,47,60.96,353.31
19,45,91.44,353.31
19,44,121.92,353.31
197,59.65,0,106.81
197,59.65,900,106.81
2,42,0,173.31
2,37,51.81,173.31
2,33,92.35,173.31
2,30,119.78,173.31
20,45,0,353.31
20,37,30.48,353.31
20,34,60.96,353.31
20,31,91.44,353.31
20,26,121.92,353.31
20,24,152.4,353.31
2092,59.08,0,181.08
2092,59.08,900,181.08
2093,90,0,2.31
2093,90,900,2.31
2094,50,0,361.71
2094,50,900,361.71
2095,50.97,0,3.23
2095,50.97,900,3.23
2096,47.9,0,359.41
2096,47.9,900,359.41
2097,47.28,0,5.96
2097,47.28,900,5.96
2098,49.2,0,360.49
2098,49.2,900,360.49
2099,48.1,0,3.23
2099,48.1,900,3.23
21,55,0,2.31
21,51,30.48,2.31
21,46,60.96,2.31
21,43,91.44,2.31
21,35,121.92,2.31
2100,90,0,2.31
2100,90,900,2.31
2101,43,0,181.79
2101,32.5,71.01,182.31
2102,50,0,361.14
2102,35.75,67.05,361.31
2103,38,0,185.26
2103,35,30.48,184.31
2103,32,91.44,184.31
2106,49.5,0,361.89
2106,41,60.65,2.31
2107,45,0,3.31
2107,34.5,75.89,3.31
2113,59.55,0,5.04
2113,48.5,60.96,5.04
2114,39.72,0,182.73
2114,27.75,75.59,182.73
2120,45.88,0,361.31
2120,26,83.82,361.31
2121,70.05,0,359.14
2121,59.5,77.11,359.14
2131,71,0,354.31
2131,53.5,91.13,354.31
2132,57.5,0,2.74
2132,36.5,91.13,2.31
2133,62,0,2.31
2133,52.5,65.53,2.31
2192,90,0,2.31
2192,90,900,2.31
2193,90,0,2.31
2193,90,900,2.31
2194,90,0,2.31
2194,90,900,2.31
2195,59.42,0,7.68
2195,50,60.04,7.31
2196,59,0,8.31
2196,52,43.28,8.31
22,55,0,353.31
22,55,30.48,353.31
22,53,60.96,353.31
22,48,91.44,353.31
22,45,121.92,353.31
2210,46.62,0,5.06
2210,37.5,68.88,5.06
2211,43,0,5.31
2211,43,900,5.31
2212,44,0,5.31
2212,44,900,5.31
2213,49.77,0,5.89
2213,49.77,900,5.89
2214,50,0,5.31
2214,47,40.53,5.31
2215,53.58,0,2.31
2215,48,45.72,2.31
2215,45,83.51,2.31
2216,54.9,0,361.31
2216,47,60.96,361.31
2217,58.78,0,182.01
2217,48.5,60.35,182.01
2218,60,0,183.48
2218,52,60.35,183.31
2219,62,0,12.31
2219,58.75,60.35,12.31
2220,85,0,26.31
2220,87,45.72,26.31
2220,83,105.46,26.31
23,35,0,353.31
23,35,30.48,353.31
23,30,60.96,353.31
23,25,91.44,353.31
23,22,121.92,353.31
23,20,152.4,353.31
24,55,0,353.31
24,55,30.48,353.31
24,50,60.96,353.31
24,40,91.44,353.31
24,31,121.92,353.31
24,28,152.4,353.31
2401,42.7,0,9.54
2401,42.7,900,9.54
2402,44.35,0,187.39
2402,44.35,900,187.39
2403,43.87,0,3.86
2403,43.87,900,3.86
2404,44.48,0,184.38
2404,44.48,900,184.38
2405,43.13,0,3.44
2405,43.13,900,3.44
2406,45.37,0,185.76
2406,45.37,900,185.76
2412,46,0,3.31
2412,46,900,3.31
2413,44.23,0,3.83
2413,44.23,900,3.83
2422,31.25,0,185.98
2422,31.25,900,185.98
2423,47.05,0,184.44
2423,47.05,900,184.44
2424,43,0,183.31
2424,43,900,183.31
2425,44,0,3.31
2425,44,900,3.31
2426,46,0,182.31
2426,46,900,182.31
2427,46,0,2.31
2427,46,900,2.31
25,35,0,353.31
25,35,30.48,353.31
25,34,60.96,353.31
25,28,91.44,353.31
25,22,121.92,353.31
25,19,146.3,353.31
2586,90,0,2.31
2586,90,900,2.31
2587,90,0,2.31
2587,90,900,2.31
2588,90,0,2.31
2588,90,900,2.31
2589,90,0,2.31
2589,90,900,2.31
2590,90,0,2.31
2590,90,900,2.31
26,45,0,353.31
26,40,30.48,353.31
27,45,0,353.31
27,45,30.48,353.31
27,43,60.96,353.31
27,37,91.44,353.31
3,45,0,353.31
3,45,900,353.31
4,51,0,353.31
4,42,30.48,353.31
4,37,60.96,353.31
4,35.5,91.44,353.31
4,32,121.92,353.31
5,50,0,353.31
5,39,30.48,353.31
5,35.5,60.96,353.31
5,37,91.44,353.31
5,31,121.92,353.31
523,63.95,0,351.68
523,63,30.48,351.31
523,60,60.96,351.31
523,59,91.44,351.31
525,45.6,0,352.44
525,41,30.48,352.31
525,34,76.2,352.31
527,90,0,2.31
527,90,900,2.31
529,90,0,2.31
529,90,900,2.31
531,90,0,2.31
531,90,900,2.31
532,90,0,2.31
532,90,900,2.31
534,90,0,2.31
534,90,900,2.31
537,90,0,2.31
537,90,900,2.31
543,90,0,2.31
543,90,900,2.31
545,90,0,2.31
545,90,900,2.31
56,32.4,0,349.31
56,27,30.48,349.31
56,24,60.96,349.31
56,21,91.44,349.31
56,15,121.92,349.31
59,75,0,167.31
59,70,30.48,167.31
59,69,60.96,167.31
59,65,91.44,167.31
59,61,121.92,167.31
59,57,144.17,167.31
59,55,182.88,167.31
59,51,213.36,167.31
59,49,243.84,167.31
6,48,0,353.31
6,51,30.48,353.31
6,48,60.96,353.31
60,38,0,347.18
60,32,30.48,346.31
60,25,60.96,346.31
60,16,91.44,346.31
60,11,121.92,346.31
60,6,152.4,346.31
60,3,182.42,346.31
61,75,0,168.81
61,73,30.48,168.31
61,65,60.96,168.31
61,57,91.44,168.31
61,53,121.92,168.31
61,49,152.4,168.31
61,45,182.88,168.31
61,39,213.36,168.31
61,37,243.84,168.31
61,36,274.32,168.31
62,75.66,0,167.31
62,71,30.48,167.31
62,68,60.96,167.31
62,65,91.44,167.31
62,57,121.92,167.31
63,75.33,0,169.59
63,69.5,30.48,169.31
63,59,60.96,169.31
63,55,91.44,169.31
63,52,121.92,169.31
63,50,152.4,169.31
63,45,182.88,169.31
63,41,213.36,169.31
63,39,243.84,169.31
640,90,0,2.31
640,90,900,2.31
641,90,0,2.31
641,90,900,2.31
642,90,0,2.31
642,90,900,2.31
643,90,0,2.31
643,90,900,2.31
644,90,0,2.31
644,90,900,2.31
649,90,0,2.31
649,90,900,2.31
650,90,0,2.31
650,90,900,2.31
7,51,0,173.31
7,47,30.48,173.31
7,49,60.96,173.31
7,47,91.44,173.31
7,43,121.92,173.31
756,45,0,4.31
756,45,900,4.31
773,42,0,182.31
773,42,900,182.31
8,51,0,173.31
8,51,30.48,173.31
8,50,60.96,173.31
8,41,91.44,173.31
8925,90,0,188.81
8925,86.5,21.33,188.81
8925,85.75,45.72,188.81
8925,77,76.2,188.81
8925,72.5,106.68,188.81
8925,62.25,137.16,188.81
8925,51.5,167.64,188.81
8925,51,195.07,188.81
8933,90,0,193.81
8933,87.5,18.28,193.81
8933,86.5,76.2,193.81
8933,67,121.92,193.81
8933,47,176.78,193.81
9,46,0,173.31
9,46,900,173.31
9082,90,0,184.31
9082,83,91.44,184.31
9082,65.5,169.16,184.31
9082,68,186.84,184.31
9082,62,217.62,184.31
9083,90,0,179.31
9083,76,91.44,179.31
9083,68.5,121.92,179.31
9094,75,0,2.31
9094,75,60.96,9.31
9094,82.5,121.92,355.31
9094,79,182.88,16.31
9105,90,0,182.31
9105,78,57.91,183.31
9105,70,121.92,185.81
9105,56,225.85,187.31
9108,70,0,2.31
9108,70,91.44,5.31
9108,63,182.88,7.31
9108,52,266.7,9.31
9111,76,0,2.31
9111,79,76.2,19.31
9111,80,152.4,336.31
9111,83,243.84,276.31
9475,90,0,320.31
9475,82,59.43,320.31
9475,58,124.96,187.31
9476,90,0,169.81
9476,81,59.43,169.81
9476,58,132.58,186.81
