BHID,DIP,AT,AZ
17986,90,900,2.31
17987,90,0,2.31
17987,90,900,2.31
17988,90,0,2.31
17988,90,900,2.31
17989,90,0,2.31
17989,90,30.48,2.31
17992,85,0,182.31
17992,85,30.48,182.31
17992,85,44.8,182.31
17993,85,0,182.31
17993,85,30.48,182.31
17993,85,47.85,182.31
17994,56,0,182.31
17994,56,27.43,182.31
17995,45,0,2.31
17995,48,30.48,2.31
17995,48,60.96,2.31
17996,45,0,2.31
17996,46,30.48,2.31
17996,46,60.96,2.31
17996,46,73.15,2.31
17997,45,0,2.31
17997,46,30.48,2.31
17997,46,60.96,2.31
17997,46,71.93,2.31
17997,46,71.96,2.31
18,35,0,353.31
18,35,30.48,353.31
18,31,60.96,353.31
18,25,91.44,353.31
18,20,121.92,353.31
18007,45,0,2.31
18007,45,900,2.31
18008,45,0,2.31
18008,45,900,2.31
18009,45,0,2.31
18009,45,900,2.31
18010,45,0,2.31
18010,45,900,2.31
18011,45,0,2.31
18011,48,30.48,2.31
18011,47,60.96,2.31
18012,45,0,2.31
18012,47,30.48,2.31
18012,47,60.96,2.31
18012,47,76.2,2.31
18012,47,89.91,2.31
18013,45,0,2.31
18013,45,30.48,2.31
18013,42,60.96,2.31
18013,41,89.91,2.31
18014,45,0,2.31
18014,44,30.48,2.31
18014,44,60.96,2.31
18014,44,89.91,2.31
18018,45,0,2.31
18018,45,30.48,2.31
18018,44,60.96,2.31
18018,44,89.91,2.31
18019,85,0,182.31
18019,85,900,182.31
18020,84,0,182.31
18020,84,900,182.31
18024,82,0,182.31
18024,82,900,182.31
18025,82,0,182.31
18025,82,30.48,182.31
18025,82,41.75,182.31
18026,45,0,182.31
18026,45,30.48,182.31
18026,43,60.96,182.31
18026,42,76.2,182.31
18027,45,0,182.31
18027,45,30.48,182.31
18027,45,60.96,182.31
18028,90,0,2.31
18028,90,900,2.31
18033,90,0,2.31
18033,90,900,2.31
18034,90,0,2.31
18034,90,900,2.31
18035,90,0,2.31
18035,90,900,2.31
18036,90,0,2.31
18036,90,900,2.31
18037,90,0,2.31
18037,90,900,2.31
18038,90,0,2.31
18038,90,900,2.31
18039,47,0,182.31
18039,47,30.48,182.31
18039,47,53.94,182.31
18039,47,77.72,182.31
18040,45,0,182.31
18040,45,30.48,182.31
18040,44,63.39,182.31
18049,45,0,182.31
18049,45,30.48,182.31
18049,45,44.8,182.31
18050,58,0,182.31
18050,58,900,182.31
18051,45,0,182.31
18051,45,900,182.31
18052,45,0,182.31
18052,45,30.48,182.31
18052,46,53.94,182.31
18053,45,0,182.31
18053,45,30.48,182.31
18053,45,44.8,182.31
18054,45,0,182.31
18054,45,30.48,182.31
18054,45,53.94,182.31
18055,90,0,2.31
18055,90,900,2.31
18056,90,0,2.31
18056,90,900,2.31
18057,45,0,182.31
18057,45,30.48,182.31
18057,46,65.83,182.31
18063,45,0,2.31
18063,44,29.87,2.31
18063,43,59.74,2.31
18063,43,92.96,2.31
18064,50,0,2.31
18064,49,30.48,2.31
18064,47,60.96,2.31
18065,45,0,2.31
18065,45,30.48,2.31
18065,44,60.96,2.31
18066,45,0,2.31
18066,43,30.48,2.31
18066,42,60.96,2.31
18067,45,0,2.31
18067,42,30.48,2.31
18067,42,60.96,2.31
18069,45,0,2.31
18069,43,30.48,2.31
18069,42,60.96,2.31
18069,41,91.44,2.31
18069A,45,0,2.31
18069A,45,30.48,2.31
18071,90,0,2.31
18071,90,900,2.31
18072,65,0,182.31
18072,65,30.48,182.31
18072,65,44.8,182.31
18073,72,0,2.31
18073,72,29.99,2.31
18074,78,0,2.31
18074,78,29.87,2.31
18075,55,0,182.31
18075,55,20.72,182.31
18076,75,0,2.31
18076,75,35.96,2.31
18077,75,0,2.31
18077,75,35.96,2.31
18078,64,0,182.31
18078,64,26.82,182.31
18079,90,0,2.31
18079,90,900,2.31
18080,86,0,182.31
18080,86,900,182.31
18081,58,0,182.31
18081,57,29.87,182.31
18082,45,0,2.31
18082,44,44.98,2.31
18083,45,0,2.31
18083,44,30.48,2.31
18083,45,62.78,2.31
18084,58,0,182.31
18084,57,39.01,182.31
18085,45,0,2.31
18085,44,24.38,2.31
18085,44,42,2.31
18086,68,0,182.31
18086,44,30.48,182.31
18086,43,39.01,182.31
18087,45,0,2.31
18087,44,59.74,2.31
18088,45,0,2.31
18088,44,30.48,2.31
18088,43,60.01,2.31
18089,55,0,182.31
18089,55,30.48,182.31
18089,54,47.85,182.31
18098,45,0,182.31
18098,50,30.48,182.31
18098,50,60.01,182.31
18099,45,0,182.31
18099,45,30.48,182.31
18100,45,0,2.31
18100,45,32.91,2.31
18101,60,0,182.31
18101,60,23.77,182.31
18102,45,0,2.31
18102,45,30.48,2.31
18102,45,53.94,2.31
18103,80,0,2.31
18103,80,21,2.31
18104,90,0,2.31
18104,90,900,2.31
18105,45,0,2.31
18105,45,30.48,2.31
18105,45,59.74,2.31
18105,45,60.01,2.31
18106,78,0,2.31
18106,78,900,2.31
18107,45,0,2.31
18107,45,29.87,2.31
18108,45,0,182.31
18108,45,900,182.31
18109,45,0,2.31
18109,45,35.96,2.31
18110,50,0,2.31
18110,50,30.48,2.31
18110,50,71.93,2.31
18111,60,0,2.31
18111,60,30.48,2.31
18111,60,53.94,2.31
18112,45,0,182.31
18112,45,30.48,182.31
18112,45,60.96,182.31
18112,45,89.91,182.31
18113,58,0,182.31
18113,58,900,182.31
18114,86,0,182.31
18114,86,900,182.31
18115,45,0,182.31
18115,45,74.98,182.31
18116,45,0,2.31
18116,45,900,2.31
18117,55,0,182.31
18117,54,30.48,182.31
18117,54,60.96,182.31
18118,45,0,2.31
18118,45,30.48,2.31
18118,45,53.94,2.31
18119,45,0,182.31
18119,45,30.48,182.31
18119,45,53.94,182.31
18120,45,0,2.31
18120,44,35.96,2.31
18121,45,0,2.31
18121,45,30.48,2.31
18121,45,50.9,2.31
18122,45,0,2.31
18122,45,30.48,2.31
18122,45,44.98,2.31
18123,45,0,182.31
18123,45,30.48,182.31
18123,45,48,182.31
18124,56,0,182.31
18124,56,33,182.31
18125,45,0,2.31
18125,45,32.91,2.31
18126,45,0,2.31
18126,65,30.48,2.31
18126,65,41.75,2.31
18127,55,0,182.31
18127,55,30.48,182.31
18127,55,56.38,182.31
18128,45,0,182.31
18128,45,89.91,182.31
18129,52,0,182.31
18129,52,30.48,182.31
18129,52,53.94,182.31
18130,45,0,2.31
18130,46,30.48,2.31
18130,46,43.28,2.31
18131,45,0,182.31
18131,45,30.48,182.31
18131,45,43.28,182.31
18132,62,0,182.31
18132,62,30.48,182.31
18132,62,47.85,182.31
18133,45,0,182.31
18133,45,39.01,182.31
18133,45,60.96,182.31
18133,45,89,182.31
18134,45,0,2.31
18134,45,29.99,2.31
18134,46,60.96,2.31
18135,45,0,2.31
18135,45,900,2.31
18136,45,0,2.31
18136,45,30.48,2.31
18136,45,62.78,2.31
18137,70,0,2.31
18137,65,30.48,2.31
18138,45,0,2.31
18138,45,30.48,2.31
18138,45,60.96,2.31
18138,45,76.2,2.31
18138,45,91.44,2.31
18139,45,0,182.31
18139,45,30.48,182.31
18139,45,60.96,182.31
18139,45,76.2,182.31
18160,45,0,2.31
18160,43,30.48,2.31
18160,43,60.96,2.31
18160,42,76.2,2.31
18161,45,0,2.31
18161,42,30.48,2.31
18161,42,60.96,2.31
18161,41,76.2,2.31
18162,45,0,2.31
18162,40,30.48,2.31
18162,40,60.96,2.31
18162,40,76.2,2.31
18163,45,0,2.31
18163,45,900,2.31
18164,45,0,2.31
18164,42,60.96,2.31
18164,42,76.2,2.31
18164,42,91.44,2.31
18165,45,0,2.31
18165,43,60.96,2.31
18165,42,76.2,2.31
18165,42,91.44,2.31
18166,45,0,2.31
18166,45,60.96,2.31
18166,43,76.2,2.31
18166,43,91.44,2.31
18167,45,0,2.31
18167,45,30.48,2.31
18167,45,60.96,2.31
18167,45,91.44,2.31
18168,45,0,2.31
18168,43,30.48,2.31
18168,43,60.96,2.31
18168,43,91.44,2.31
18169,45,0,2.31
18169,44,30.48,2.31
18169,43,60.96,2.31
18169,43,91.44,2.31
18170,45,0,2.31
18170,45,30.48,2.31
18170,45,60.96,2.31
18170,45,91.44,2.31
18171,45,0,2.31
18171,40,30.48,2.31
18171,40,60.96,2.31
18171,40,91.44,2.31
18172,45,0,2.31
18172,45,30.48,2.31
18172,45,60.96,2.31
18172,45,91.44,2.31
18173,45,0,2.31
18173,45,30.48,2.31
18173,43,60.96,2.31
18173,42,91.44,2.31
18176,45,0,2.31
18176,44,30.48,2.31
18176,44,60.96,2.31
18176,44,85.34,2.31
18177,70,0,182.31
18177,70,30.48,182.31
18177,70,60.96,182.31
18177,70,74.98,182.31
18178,70,0,182.31
18178,70,30.48,182.31
18178,70,60.01,182.31
18179,70,0,2.31
18179,70,30.48,2.31
18179,70,47.85,2.31
18180,75,0,182.31
18180,75,30.48,182.31
18180,70,53.94,182.31
18181,65,0,2.31
18181,65,30.48,2.31
18181,65,60.96,2.31
18183,45,0,2.31
18183,46,30.48,2.31
18183,46,60.96,2.31
18183,45,91.44,2.31
18185,70,0,182.31
18185,70,30.48,182.31
18185,70,60.96,182.31
18186,60,0,182.31
18186,60,30.48,182.31
18186,60,60.96,182.31
18186,60,91.44,182.31
18187,70,0,182.31
18187,70,30.48,182.31
18187,70,60.96,182.31
18188,65,0,2.31
18188,63,30.48,2.31
18189,65,0,182.31
18189,65,30.48,182.31
18189,65,60.96,182.31
18190,65,0,2.31
18190,65,30.48,2.31
18190,65,60.96,2.31
18191,70,0,182.31
18191,65,30.48,182.31
18191,65,60.96,182.31
18192,65,0,2.31
18192,64,30.48,2.31
18192,64,56.99,2.31
18193,75,0,182.31
18193,75,30.48,182.31
18193,75,56.99,182.31
18194,70,0,182.31
18194,70,30.48,182.31
18194,70,60.96,182.31
18195,70,0,2.31
18195,65,30.48,2.31
18196,45,0,2.31
18196,45,30.48,2.31
18196,45,60.96,2.31
18197,45,0,2.31
18197,45,30.48,2.31
18197,45,60.96,2.31
18198,45,0,2.31
18198,45,30.48,2.31
18198,45,60.96,2.31
18199,45,0,2.31
18199,44,30.48,2.31
18199,43,60.96,2.31
18199,43,91.44,2.31
18200,45,0,2.31
18200,45,30.48,2.31
18201,45,0,2.31
18201,44,30.48,2.31
18201,43,60.96,2.31
18202,45,0,2.31
18202,45,30.48,2.31
18202,45,60.96,2.31
18203,45,0,2.31
18203,45,30.48,2.31
18203,45,60.96,2.31
18203,44,90.52,2.31
18204,45,0,2.31
18204,45,30.48,2.31
18204,45,60.96,2.31
18204,45,91.44,2.31
18205,45,0,2.31
18205,45,30.48,2.31
18205,44,60.96,2.31
18205,44,90.52,2.31
18206,45,0,2.31
18206,48,30.48,2.31
18206,47,60.96,2.31
18206,45,91.44,2.31
18207,45,0,2.31
18207,45,30.48,2.31
18207,45,60.96,2.31
18207,45,91.44,2.31
18208,45,0,2.31
18208,45,30.48,2.31
18208,45,60.96,2.31
18208,45,91.44,2.31
18209,45,0,2.31
18209,45,30.48,2.31
18209,45,60.96,2.31
18209,45,91.44,2.31
18210,45,0,2.31
18210,45,30.48,2.31
18210,45,60.96,2.31
18210,45,91.44,2.31
18211,45,0,2.31
18211,45,30.48,2.31
18211,45,60.96,2.31
18211,46,91.44,2.31
18212,45,0,2.31
18212,45,30.48,2.31
18212,45,60.96,2.31
18212,45,91.44,2.31
18213,45,0,182.31
18213,44,30.48,182.31
18213,44,60.96,182.31
18214,64,0,2.31
18214,63,30.48,2.31
18214,63,68.88,2.31
18215,45,0,182.31
18215,45,30.48,182.31
18215,45,60.96,182.31
18215,45,86.86,182.31
18216,45,0,2.31
18216,49,30.48,2.31
18216,49,60.96,2.31
18216,49,89.91,2.31
18217,45,0,182.31
18217,45,30.48,182.31
18217,45,60.96,182.31
18217,45,96.49,182.31
18218,56,0,182.31
18218,56,30.48,182.31
18218,56,42,182.31
18219,45,0,2.31
18219,45,30.48,2.31
18219,45,44.8,2.31
18220,51,0,182.31
18220,51,30.48,182.31
18220,51,71.96,182.31
18221,45,0,2.31
18221,45,30.48,2.31
18221,45,48,2.31
18222,45,0,2.31
18222,45,29.87,2.31
18222,45,75.01,2.31
18223,45,0,182.31
18223,45,30.48,182.31
18223,45,47.85,182.31
18223,45,48,182.31
18224,45,0,2.31
18224,45,30.48,2.31
18224,45,47.85,2.31
18225,45,0,182.31
18225,45,29.87,182.31
18225,43,71.93,182.31
18226,45,0,2.31
18226,45,29.87,2.31
18226,45,60.01,2.31
18227,45,0,2.31
18227,45,30.48,2.31
18227,45,60.96,2.31
18227,45,89.91,2.31
18228,45,0,182.31
18228,45,30.48,182.31
18228,45,60.96,182.31
18228,45,74.98,182.31
18229,45,0,182.31
18229,45,30.48,182.31
18229,45,53.34,182.31
18230,65,0,182.31
18230,65,30.48,182.31
18230,65,53.94,182.31
18231,65,0,182.31
18231,65,35.99,182.31
18232,45,0,182.31
18232,45,30.48,182.31
18233,45,0,182.31
18233,46,33.22,182.31
18234,45,0,2.31
18234,45,42,2.31
18243,45,0,2.31
18243,45,30.48,2.31
18243,45,60.96,2.31
18244,45,0,2.31
18244,45,30.48,2.31
18244,45,60.96,2.31
18245,45,0,2.31
18245,45,30.48,2.31
18245,45,60.96,2.31
18246,45,0,2.31
18246,45,30.48,2.31
18246,45,60.96,2.31
18246,45,91.44,2.31
18247,45,0,2.31
18247,45,30.48,2.31
18248,45,0,182.31
18248,45,30.48,182.31
18249,70,0,2.31
18249,70,15.24,2.31
18250,45,0,182.31
18250,45,33.52,182.31
18250,45,60.96,182.31
18251,45,0,182.31
18251,45,30.48,182.31
18252,45,0,2.31
18252,44,30.48,2.31
18252,44,60.96,2.31
18255,45,0,2.31
18255,45,30.48,2.31
18255,45,60.96,2.31
18255,45,75.01,2.31
18256,45,0,182.31
18256,56,35.96,182.31
18257,62,0,2.31
18257,62,30.48,2.31
18257,62,53.94,2.31
18258,74,0,2.31
18258,74,30.48,2.31
18258,73,65.83,2.31
18259,45,0,182.31
18259,45,30.48,182.31
18259,44,45.5,182.31
18259,45,75.01,182.31
18260,67,0,182.31
18260,67,30.48,182.31
18260,67,59.74,182.31
18261,60,0,2.31
18261,60,30.48,2.31
18261,60,44.8,2.31
18261,60,44.98,2.31
18262,53,0,2.31
18262,53,39.01,2.31
18263,50,0,2.31
18263,50,30.48,2.31
18263,50,56.99,2.31
18264,60,0,2.31
18264,63,29.99,2.31
18264,62,53.18,2.31
18274,82,0,182.31
18274,82,30.48,182.31
18274,82,60.96,182.31
18275,85,0,182.31
18275,85,30.48,182.31
18276,45,0,182.31
18276,45,30.48,182.31
18277,56,0,182.31
18277,56,30.48,182.31
18277,56,53.94,182.31
18278,82,0,182.31
18278,82,30.48,182.31
18278,82,53.94,182.31
18279,67,0,2.31
18279,67,42.06,2.31
18280,80,0,182.31
18280,80,30.48,182.31
18291,45,0,182.31
18291,45,30.48,182.31
18291,45,60.96,182.31
18292,62,0,182.31
18292,62,30.48,182.31
18292,62,67.36,182.31
18295,48,0,182.31
18295,45,30.48,182.31
18295,45,43.89,182.31
18296,65,0,182.31
18296,65,30.48,182.31
18296,65,46.93,182.31
18297,45,0,182.31
18297,45,30.48,182.31
18297,45,48,182.31
18298,45,0,2.31
18298,45,30.48,2.31
18298,45,53.94,2.31
18299,45,0,2.31
18299,45,30.48,2.31
18299,45,68.88,2.31
18300,80,0,2.31
18300,80,30.48,2.31
18301,70,0,182.31
18301,70,30.48,182.31
18301,70,60.96,182.31
18302,60,0,182.31
18302,60,30.48,182.31
18303,60,0,182.31
18303,53,30.48,182.31
18304,62,0,2.31
18304,62,30.48,2.31
18304,62,59.74,2.31
18304,62,60.01,2.31
18305,57,0,182.31
18305,57,30.48,182.31
18305,57,60.96,182.31
18306,70,0,182.31
18306,70,30.48,182.31
18306,70,68.88,182.31
18307,70,0,182.31
18307,70,30.48,182.31
18307,70,60.96,182.31
18308,70,0,182.31
18308,70,30.48,182.31
18308,64,60.96,182.31
18308,65,73.15,182.31
18309,65,0,2.31
18309,65,30.48,2.31
18310,68,0,182.31
18310,68,30.48,182.31
18310,68,56.99,182.31
18311,60,0,182.31
18311,60,30.48,182.31
18311,60,60.96,182.31
18311,60,77.72,182.31
18325,58,0,182.31
18325,58,30.48,182.31
18326,58,0,182.31
18326,58,30.48,182.31
18327,58,0,182.31
18327,58,30.48,182.31
18328,45,0,182.31
18328,45,900,182.31
18329,45,0,182.31
18329,45,30.48,182.31
18330,45,0,182.31
18330,45,30.48,182.31
18331,45,0,182.31
18331,45,30.48,182.31
18336,45,0,182.31
18336,45,30.48,182.31
18336,45,56.99,182.31
18337,70,0,2.31
18337,70,14.93,2.31
18338,45,0,182.31
18338,45,30.48,182.31
18338,45,60.96,182.31
18339,45,0,182.31
18339,44,30.48,182.31
18339,43,60.96,182.31
18339,43,74.98,182.31
18340,45,0,182.31
18340,45,30.48,182.31
18340,45,59.74,182.31
18340,45,60.01,182.31
18341,45,0,182.31
18341,45,30.48,182.31
18341,45,68.88,182.31
18342,45,0,182.31
18342,45,30.48,182.31
18342,44,60.96,182.31
18343,45,0,182.31
18343,45,30.48,182.31
18343,45,60.96,182.31
18344,55,0,182.31
18344,54,30.48,182.31
18344,54,60.96,182.31
18345,50,0,182.31
18345,45,30.48,182.31
18345,45,60.96,182.31
18346,75,0,182.31
18346,75,29.68,182.31
18347,65,0,2.31
18347,65,27,2.31
18348,45,0,2.31
18348,45,13.41,2.31
18349,77,0,2.31
18349,77,900,2.31
18350,45,0,182.31
18350,45,35.96,182.31
18351,64,0,182.31
18351,64,30.48,182.31
18351,64,48.76,182.31
18352,56,0,182.31
18352,55,30.48,182.31
18352,55,60.96,182.31
18353,56,0,182.31
18353,56,30.48,182.31
18353,56,54.86,182.31
18354,55,0,2.31
18354,55,30.48,2.31
18354,55,47.85,2.31
18355,52,0,182.31
18355,52,30.48,182.31
18355,52,54.86,182.31
18357,45,0,182.31
18357,45,30.48,182.31
18357,45,60.96,182.31
18357,45,89,182.31
18358,65,0,182.31
18358,65,30.48,182.31
18358,64,62.78,182.31
18359,60,0,182.31
18359,60,30.48,182.31
18360,45,0,182.31
18360,45,41.75,182.31
18361,80,0,182.31
18361,80,30.48,182.31
18361,80,62.78,182.31
18362,80,0,182.31
18362,80,30.48,182.31
18362,80,62.48,182.31
18363,45,0,2.31
18363,45,35.96,2.31
18366,70,0,182.31
18366,70,30.48,182.31
18366,70,57.91,182.31
18367,45,0,182.31
18367,45,30.48,182.31
18367,45,54.86,182.31
18368,84,0,182.31
18368,85,30.48,182.31
18368,85,47.85,182.31
18369,58,0,182.31
18369,58,30.48,182.31
18370,75,0,2.31
18370,75,29.56,2.31
18371,75,0,182.31
18371,75,29.56,182.31
18372,45,0,182.31
18372,45,30.48,182.31
18373,58,0,2.31
18373,58,30.48,2.31
18373,58,68.88,2.31
18374,60,0,182.31
18374,60,30.48,182.31
18375,70,0,182.31
18375,70,30.48,182.31
18375,70,59.13,182.31
18376,74,0,182.31
18376,74,30.48,182.31
18377,45,0,182.31
18377,45,30.48,182.31
18377,45,62.78,182.31
18378,70,0,182.31
18378,70,30.48,182.31
18378,70,59.43,182.31
18379,45,0,182.31
18379,45,30.48,182.31
18380,45,0,2.31
18380,45,30.48,2.31
18380,45,71.93,2.31
18381,70,0,2.31
18381,70,30.48,2.31
18381,70,47.85,2.31
18382,58,0,182.31
18382,58,30.48,182.31
18389,65,0,182.31
18389,65,30.48,182.31
18389,65,60.96,182.31
18389,64,82.29,182.31
18390,70,0,182.31
18390,70,30.48,182.31
18390,70,65.83,182.31
18391,60,0,182.31
18391,60,30.48,182.31
18391,60,60.96,182.31
18391,59,85.03,182.31
18392,64,0,182.31
18392,64,30.48,182.31
18392,64,60.96,182.31
18392,63,91.44,182.31
18393,60,0,182.31
18393,59,30.48,183.65
18393,60,45.72,184.31
18393,58,60.96,185.81
18393,59,76.2,187.31
18393,58,106.68,187.31
18393,57,121.92,187.31
18394,55,0,2.31
18394,55,30.48,2.31
18394,55,60.96,2.31
18394,55,91.44,2.31
18394,55,121.92,2.31
18394A,49,0,2.31
18394A,49,30.48,2.31
18394A,49,60.96,2.31
18395,61,0,182.31
18395,61,30.48,182.31
18395,61,60.96,182.31
18395,61,91.44,182.31
18395,61,110.94,182.31
18402,45,0,182.31
18402,45,30.48,182.31
18402,45,50.9,182.31
18403,51,0,182.31
18403,50,41.75,182.31
18404,40,0,2.31
18404,40,30.48,2.31
18404,39,60.96,2.31
18404,38,82.29,2.31
18405,55,0,182.31
18405,55,30.48,182.31
18406,49,0,2.31
18406,49,30.48,2.31
18406,48,68.88,2.31
18407,59,0,182.31
18407,59,30.48,182.31
18407,59,50.29,182.31
18408,55,0,182.31
18408,55,41.75,182.31
18409,55,0,2.31
18409,55,30.48,2.31
18409,55,60.96,2.31
18409,55,77.72,2.31
18410,57,0,182.31
18410,60,30.48,182.31
18410,60,50.9,182.31
18411,84,0,2.31
18411,84,30.48,2.31
18411,84,60.01,2.31
18412,86,0,182.31
18412,86,30.48,182.31
18412,86,60.96,182.31
18412,85,91.44,182.31
18413,73,0,182.31
18413,73,30.48,182.31
18413,73,60.96,182.31
18413,73,91.44,182.31
18414,60,0,182.31
18414,60,28.95,185.81
18414,60,30.48,185.81
18414,59,60.96,184.81
18414,58,96.01,187.31
18415,69,0,182.31
18415,69,30.48,182.31
18416,86,0,182.31
18416,86,30.48,182.31
18416,86,60.96,182.31
18416,86,91.44,182.31
18417,81,0,182.31
18417,80,30.48,182.31
18418,60,0,182.31
18418,59,30.48,182.31
18419,51,0,2.31
18419,51,30.48,2.31
18419,51,60.96,2.31
18420,79,0,2.31
18420,79,30.48,2.31
18420,79,60.96,2.31
18420,79,85.34,2.31
18421,50,0,182.31
18421,50,30.48,182.31
18421,49,60.96,182.31
18421,49,91.44,182.31
18421,49,113.99,182.31
18422,70,0,2.31
18422,68,30.48,2.31
18423,90,0,2.31
18423,90,30.48,2.31
18423,90,60.96,2.31
18424,62,0,2.31
18424,62,30.48,2.31
18424,62,60.96,2.31
18424,61,91.44,2.31
18424,61,121.92,2.31
18425,80,0,182.31
18425,80,30.48,182.31
18425,79,60.96,182.31
18425,79,91.44,182.31
18426,75,0,2.31
18426,75,30.48,2.31
18426,75,60.96,2.31
18427,48,0,2.31
18427,48,30.48,2.31
18427,47,60.96,2.31
18428,49,0,2.31
18428,49,30.48,2.31
18428,48,60.96,2.31
18428,48,77.72,2.31
18429,85,0,2.31
18429,85,30.48,2.31
18429,84,60.96,2.31
18430,72,0,182.31
18430,70,30.48,182.31
18430,69,60.96,182.31
18430,68,91.44,182.31
18431,78,0,182.31
18431,76,30.48,182.31
18431,75,68.88,182.31
18432,73,0,2.31
18432,73,30.48,2.31
18432,73,60.96,2.31
18432,73,91.44,2.31
18432,73,121.92,2.31
18433,82,0,2.31
18433,81,30.48,2.31
18435,80,0,182.31
18435,80,30.48,182.31
18435,80,60.96,182.31
18435,79,91.44,182.31
18436,45,0,2.31
18436,44,30.48,2.31
18437,75,0,182.31
18437,72,30.48,182.31
18437,71,60.96,182.31
18437,71,91.44,182.31
18438,90,0,2.31
18438,89,30.48,2.31
18438,89,60.96,2.31
18438,89,85.34,2.31
18439,65,0,182.31
18439,63,30.48,182.31
18439,62,60.96,182.31
18440,45,0,2.31
18440,43,30.48,2.31
18440,43,60.96,2.31
18441,65,0,182.31
18441,64,30.48,182.31
18441,64,57.6,182.31
18442,84,0,2.31
18442,84,30.48,2.31
18442,84,54.86,2.31
18443,45,0,2.31
18443,44,30.48,2.31
18443,44,60.96,2.31
18444,75,0,182.31
18444,75,30.48,182.31
18444,75,60.96,182.31
18444,74,91.44,182.31
18445,45,0,182.31
18445,44,30.48,182.31
18445,44,60.96,182.31
18446,80,0,182.31
18446,79,30.48,182.31
18446,79,60.96,182.31
18447,48,0,182.31
18447,49,30.48,182.31
18447,49,60.96,182.31
18448,45,0,182.31
18448,47,30.48,182.31
18448,46,60.96,182.31
18448,45,85.34,182.31
18449,69,0,182.31
18449,69,30.48,182.31
18449,68,60.96,182.31
18449,68,90,182.31
18450,83,0,2.31
18450,83,30.48,2.31
18451,73,0,182.31
18451,74,30.17,184.79
18451,74,30.48,184.81
18451,74,60.96,184.81
18451,76,77.72,184.81
18452,45,0,182.31
18452,45,28.95,188.81
18452,45,30.48,188.71
18452,44,59.43,186.81
18452,44,60.96,186.74
18452,44,92.96,185.31
18454,84,0,182.31
18454,83,30.48,182.31
18454,82,60.96,182.31
18454,81,91.44,182.31
18454,80,121.92,182.31
18455,45,0,2.31
18455,45,30.48,2.31
18455,45,60.96,2.31
18455,45,91.44,2.31
18455,44,121.92,2.31
18455,44,137.16,2.31
18456,66,0,2.31
18456,66,30.48,2.31
18456,66,54.86,2.31
18457,51,0,2.31
18457,53,30.48,2.31
18457,54,60.96,2.31
18457,54,91.44,2.31
18458,73,0,182.31
18458,73,30.48,182.31
18458,73,60.96,182.31
18459,45,0,182.31
18459,45,30.48,182.31
18459,44,59.74,182.31
18460,62,0,182.31
18460,62,30.48,182.31
18460,62,60.96,182.31
18460,61,91.44,182.31
18460,60,121.92,182.31
18460,60,137.16,182.31
18461,69,0,182.31
18461,69,30.48,182.31
18461,68,60.96,182.31
18462,90,0,2.31
18462,90,30.48,2.31
18462,89,60.96,2.31
18462,89,91.44,2.31
18462,88,110.64,2.31
18463,90,0,2.31
18463,90,30.48,2.31
18463,89,60.96,2.31
18463,89,91.44,2.31
18463,89,113.99,2.31
18464,80,0,2.31
18464,79,28.95,14.31
18464,79,30.48,2.31
18464,79,59.43,3.31
18464,79,60.96,3.31
18464,79,89.91,8.31
18464,79,91.44,8.31
18465,77,0,182.31
18465,77,30.48,182.31
18465,76,60.96,182.31
18465,75,91.44,182.31
18465,75,113.99,182.31
18466,65,0,182.31
18466,65,30.48,182.31
18466,64,60.96,182.31
18466,64,89.91,182.31
18467,71,0,182.31
18467,70,30.48,182.31
18467,70,60.96,182.31
18467,69,91.44,182.31
18467,69,113.99,182.31
18468,76,0,182.31
18468,75,30.48,182.31
18468,75,60.96,182.31
18468,74,91.44,182.31
18468,74,110.94,182.31
18469,80,0,182.31
18469,80,45.72,182.31
18469,79,91.44,182.31
18470,63,0,2.31
18470,63,30.48,2.31
18470,63,54.86,2.31
18471,84,0,2.31
18471,84,30.48,2.31
18471,84,60.96,2.31
18472,60,0,182.31
18472,60,30.48,187.47
18472,60,38.4,188.81
18472,60,60.96,182.31
18472,60,68.88,184.81
18473,76,0,182.31
18473,75,30.48,182.31
18473,75,60.96,182.31
18474,56,0,182.31
18474,56,30.48,182.31
18474,55,60.96,182.31
18474,55,91.44,182.31
18474,55,110.94,182.31
18475,45,0,182.31
18475,45,30.48,182.31
18475,45,60.96,182.31
18475,44,89.91,182.31
18476,45,0,182.31
18476,45,30.48,182.31
18476,45,60.96,182.31
18476,44,91.44,182.31
18477,45,0,2.31
18477,45,30.48,2.31
18477,44,60.96,2.31
18477,43,91.44,2.31
18478,46,0,182.31
18478,45,30.48,182.31
18478,44,59.74,182.31
18479,81,0,2.31
18479,81,17.98,2.31
18480,80,0,2.31
18480,80,14.93,2.31
18481,45,0,2.31
18481,44,39.01,2.31
18482,48,0,182.31
18482,45,30.48,182.31
18482,45,54.01,182.31
18483,45,0,182.31
18483,44,29.87,182.31
18484,45,0,2.31
18484,45,30.48,2.31
18484,45,60.96,2.31
18485,76,0,2.31
18485,76,900,2.31
18486,65,0,2.31
18486,64,30.48,2.31
18486,64,50.9,2.31
18487,75,0,182.31
18487,74,24.38,182.31
18487,74,50.9,182.31
18488,90,0,2.31
18488,90,30.48,2.31
18488,90,60.96,2.31
18488,89,91.44,2.31
18488,89,121.92,2.31
18489,82,0,182.31
18489,81,30.48,182.31
18489,81,60.96,182.31
