BHID,XCOLLAR,YCOLLAR,ZCOLLAR,AZ_UTM,DIP,LENGTH
18327,294322.05,5331109.21,315.56,182.31,-58,33.98
18328,294300.17,5331132.39,314.4,182.31,-45,47
18329,294299.95,5331122.49,314.71,182.31,-45,46.63
18330,294273.39,5331145.34,310.75,182.31,-45,52.18
18331,294271.81,5331119.08,313.9,182.31,-45,46.51
18336,294575.79,5331160.56,316.17,182.31,-45,56.99
18337,294625.51,5331032.26,315.26,2.31,-70,14.99
18338,294654.87,5331172.13,313.19,182.31,-45,69
18339,294811.44,5331166.55,316.83,182.31,-45,75.01
18340,294822.07,5331143.43,316.33,182.31,-45,60.01
18341,294840.41,5331152.78,316.35,182.31,-45,69
18342,294858.4,5331145.01,316.49,182.31,-45,63
18343,294902.52,5331133.89,316.96,182.31,-45,68
18344,294935.5,5331137.01,318.87,182.31,-55,77.99
18345,294888.19,5331185.47,316.96,182.31,-50,76.68
18346,294588.83,5331036.37,315.87,182.31,-75,29.68
18347,294588.83,5331036.37,315.87,2.31,-65,27
18348,294634.77,5331034.94,315.26,2.31,-45,13.5
18349,294634.77,5331034.94,315.26,2.31,-77,13.5
18350,294634.77,5331034.94,315.26,182.31,-45,35.99
18351,294570.61,5331110.83,315.12,182.31,-64,49.01
18352,294572.79,5331101.35,315.17,182.31,-56,69
18353,294574.43,5331087.77,315.14,182.31,-56,55.47
18354,294603.86,5331098.93,315.3,2.31,-55,48
18355,294603.86,5331098.93,315.3,182.31,-52,56.99
18357,294873.89,5331190.08,316.76,182.31,-45,89
18358,294870.15,5331136.91,316.95,182.31,-65,63
18359,294870.5,5331098.64,316.97,182.31,-60,35.99
18360,294868.96,5331084.76,316.58,182.31,-45,42
18361,294944.37,5331222.89,319,182.31,-80,63
18362,295019.36,5331233.52,322.96,182.31,-80,62.48
18363,295040.76,5331236.38,319.69,2.31,-45,35.99
18366,294665.59,5331161.84,314.54,182.31,-70,59.43
18367,294665.59,5331161.84,314.54,182.31,-45,55.99
18368,294663.62,5331122.32,315.88,182.31,-84,48
18369,294663.62,5331122.32,315.88,182.31,-58,49.98
18370,294622.8,5331105.4,315.45,2.31,-75,29.56
18371,294622.8,5331105.4,315.45,182.31,-75,33
18372,294622.8,5331105.4,315.45,182.31,-45,41.45
18373,294383.91,5331168.02,314.65,2.31,-58,69
18374,294383.91,5331168.02,314.65,182.31,-60,47.15
18375,294383.04,5331146.4,314.65,182.31,-70,59.13
18376,294365.62,5331168.15,314.65,182.31,-74,49.98
18377,294364.96,5331166.31,314.07,182.31,-45,63
18378,294351.24,5331174.65,312.44,182.31,-70,59.49
18379,294350.92,5331158.62,312.79,182.31,-45,47
18380,294332.11,5331155.05,312.15,2.31,-45,71.99
18381,294332.11,5331155.05,312.15,2.31,-70,48
18382,294331.12,5331135.07,314.03,182.31,-58,41.14
18389,294816.22,5331374.47,309.7,182.31,-65,84
18390,294811.31,5331213.87,315.26,182.31,-70,66.99
18391,294830.55,5331179.6,316.19,182.31,-60,85.03
18392,294830.97,5331144.87,316.33,182.31,-64,96.01
18393,294830.71,5331130.82,316.51,182.31,-60,126
18394,294314.6,5331151.3,314.04,2.31,-55,122.98
18394A,294314.6,5331151.3,314.04,2.31,-49,77.99
18395,294314.6,5331151.3,314.04,182.31,-61,111
18402,294290.99,5331139.17,313.72,182.31,-45,50.99
18403,294288.13,5331116.07,314.66,182.31,-51,42
18404,294271.66,5331143.92,312.41,2.31,-40,82.99
18405,294272.44,5331102.31,314.81,182.31,-55,38.1
18406,294253.85,5331108.64,313.38,2.31,-49,69
18407,294253.36,5331118.12,313.57,182.31,-59,50.99
18408,294254.01,5331102.17,313.86,182.31,-55,41.75
18409,294235.39,5331116.07,314.34,2.31,-55,80.01
18410,294235.39,5331116.07,314.34,182.31,-57,50.99
18411,295041.02,5331228.28,321.24,2.31,-84,60.01
18412,294332.79,5331148.43,312.21,182.31,-86,96.62
18413,294332.38,5331138.38,314.04,182.31,-73,116.73
18414,294332.15,5331119.75,314.63,182.31,-60,113.99
18415,294203.92,5331088.48,322.18,182.31,-69,41.14
18416,294203.94,5331088.97,322.18,182.31,-86,96.01
18417,294263.02,5331120.44,314.04,182.31,-81,44.5
18418,294263.01,5331120.14,314.04,182.31,-60,48
18419,294273.19,5331145.65,310.68,2.31,-51,96.01
18420,294273.18,5331145.35,310.68,2.31,-79,86.98
18421,294369.89,5331159.28,313.03,182.31,-50,113.99
18422,294369.89,5331159.28,313.02,2.31,-70,48
18423,294342.82,5331168.8,312.33,2.31,-90,69
18424,294301.11,5331044.07,317.38,2.31,-62,122.98
18425,294305.17,5331142.19,314.68,182.31,-80,91.71
18426,294292.63,5331174.52,310.52,2.31,-75,84
18427,294269.76,5331171.78,310.3,2.31,-48,80.98
18428,294247.07,5331176.3,309.88,2.31,-49,77.99
18429,294247.05,5331175.84,309.88,2.31,-85,68.12
18430,294224.11,5331176.62,309.95,182.31,-72,105
18431,294213.49,5331140.41,309.88,182.31,-78,69
18432,294310.94,5331063.75,317.01,2.31,-73,122.98
18433,294314.83,5331151.72,312.53,2.31,-82,42
18435,294200.6,5331159.51,309.89,182.31,-80,98.14
18436,294188.09,5331187.26,309.32,2.31,-45,44.98
18437,294187.1,5331159.78,310.01,182.31,-75,98.99
18438,294164.41,5331168.36,309.74,2.31,-90,86.98
18439,294164.39,5331167.75,309.74,182.31,-65,70.1
18440,294164.44,5331168.97,309.74,2.31,-45,61.99
18441,294151.33,5331225.02,310.07,182.31,-65,57.6
18442,294145.24,5331149.92,309.4,2.31,-84,56.99
18443,294136.38,5331157.02,310.05,2.31,-45,71.99
18444,294080.6,5331210.83,308.85,182.31,-75,98.99
18445,294080.6,5331210.83,308.85,182.31,-45,69
18446,294027.71,5331187.74,310.67,182.31,-80,78.51
18447,294027.68,5331187.01,309.81,182.31,-48,63
18448,294005.47,5331204.96,309.76,182.31,-45,86.98
18449,294005.47,5331204.96,309.76,182.31,-68,90
18450,294003.92,5331161.34,311.05,2.31,-83,35.99
18451,293949.92,5331187.59,310.67,182.31,-73,77.99
18452,293955.23,5331199.7,310.1,182.31,-45,92.99
18454,294873.87,5331059.86,316.98,182.31,-84,134.99
18455,294074.14,5331164.35,310.91,2.31,-45,138.01
18456,294224.11,5331176.62,309.95,2.31,-66,56.99
18457,294286.31,5331014.62,319.29,2.31,-51,92.99
18458,294808.14,5331134.84,316.69,182.31,-73,65.98
18459,294807.82,5331126.74,316.63,182.31,-45,61.56
18460,294809.39,5331167.92,316.75,182.31,-62,138.01
18461,294810.99,5331203.7,315.93,182.31,-69,62.48
18462,294828.91,5331196.51,316.12,2.31,-90,110.64
18463,294888.2,5331190.81,316.9,2.31,-90,113.99
18464,294886.18,5331141.69,316.86,2.31,-80,113.99
18465,294885.7,5331126.12,316.87,182.31,-77,117.07
18466,294885.1,5331115.74,316.92,182.31,-65,90
18467,294904.08,5331129.59,316.93,182.31,-71,113.99
18468,294922.02,5331122.06,317.23,182.31,-76,111
18469,295033.72,5331053.3,325.09,182.31,-80,116
18470,294210.2,5331172,309.95,2.31,-63,56.99
18471,294210.18,5331171.69,309.95,2.31,-84,77.99
18472,294200.87,5331171.46,309.95,182.31,-60,71.99
18473,294199.64,5331137.34,310.82,182.31,-76,77.99
18474,294163.63,5331149.81,310.39,182.31,-56,111
18475,294027.7,5331213.09,309.44,182.31,-45,90
18476,293982.98,5331213.83,309.67,182.31,-45,92.99
18477,293980.6,5331152,311.9,2.31,-45,98.99
18478,294528.83,5331130.74,313.76,182.31,-46,60.01
18479,294598.75,5331050.91,315.39,2.31,-81,19.5
18480,294612.81,5331053.82,316.41,2.31,-80,15.54
18481,294635.57,5331059.28,315.74,2.31,-45,39.01
18482,294600.75,5331102.57,315.12,182.31,-48,54.01
18483,294622.97,5331081.17,315.52,182.31,-45,29.99
18484,294546.77,5331017.75,315.49,2.31,-45,65.98
18485,294626.52,5331057.93,315.85,2.31,-76,31.39
18486,294525.6,5331040.39,310.36,2.31,-65,50.99
18487,294618.33,5331080.93,311.17,182.31,-75,50.99
18488,294245.69,5331142.22,311.17,2.31,-90,138.01
18489,294213.53,5331140.44,310.88,182.31,-82,124.51
18490,294160.52,5331186.85,309.61,182.31,-59,168
18491,294612.16,5331038.6,315.67,182.31,-67,24.29
18492,294612.14,5331037.99,315.67,182.31,-45,22.86
18493,294309.54,5331252.48,314.65,182.31,-63,113.69
18494,294407.7,5331190.39,312.1,182.31,-57,107.99
18495,294341.94,5331146.23,313.69,182.31,-61,98.99
18496,294359.96,5331140.01,313.69,2.31,-75,183
18497,294389.65,5331200.4,311.51,182.31,-74,147
18498,294295.74,5331261.88,308.71,182.31,-70,122.68
18499,294413.01,5331208.63,311.31,182.31,-73,153
18500,294470.66,5331274.97,309.58,182.31,-70,189
18501,294468.63,5331224.72,306.48,182.31,-60,75.01
18502,294464.89,5331131.49,314.1,182.31,-57,111
18503,294498.24,5331167.05,313.58,2.31,-45,106.68
18504,294499.25,5331188.98,312.43,2.31,-45,122.01
18509,295222.75,5331090.61,318.58,2.31,-45,76.5
18510,294671.57,5331265.86,314.3,182.31,-76,190.75
18511,294666.62,5331113.54,314.3,182.31,-61,190.5
18512,294703.48,5331263.08,314.34,182.31,-77,189
18513,294702.95,5331249.95,314.94,182.31,-68,137.16
18514,294700.65,5331193,315.99,182.31,-78,75.01
18515,294700.19,5331181.76,317.69,182.31,-52,86.98
18516,294744.94,5331269.88,311.26,2.31,-52,119.17
18517,294743.53,5331234.89,316.02,182.31,-82,143.25
18518,294739.55,5331212.05,316.72,182.31,-84,60.96
18519,294741.43,5331183.14,316.38,182.31,-52,126.21
18520,294779.01,5331207.92,315.03,2.31,-90,137.16
18521,294777.33,5331166.41,316.04,2.31,-86,128.13
18522,294776.68,5331149.69,316.68,182.31,-57,167.64
18523,294834.11,5331211.09,316.02,182.31,-80,100.58
18524,294830.98,5331133.76,316.63,2.31,-65,200.98
18525,294830.77,5331130.72,316.67,2.31,-76,197.99
18526,294635.48,5331166.99,313.88,2.31,-45,54.8
18526A,294635.39,5331164.86,313.88,2.31,-45,122.01
18528,294634.9,5331151.15,315.04,182.31,-67,200.98
18529,294608.14,5331281.49,310.56,182.31,-45,140.2
18530,294603.37,5331163.72,314.03,2.31,-67,195.01
18531,294603.37,5331163.72,314.03,2.31,-84,96.01
18532,294603.37,5331163.72,314.03,182.31,-63,88.45
18533,294575.91,5331276.69,310.28,182.31,-62,185.98
18534,294576.16,5331282.78,310.28,182.31,-40,146.6
18536,294562.84,5331179.69,313.18,2.31,-90,42.67
18537,294562.84,5331179.69,313.18,182.31,-45,73.15
18545,294617.14,5331166.21,314.15,2.31,-57,103.63
18546,294617.13,5331165.91,314.15,2.31,-71,238.96
18547,294617.12,5331165.6,314.15,2.31,-86,94.48
18548,294639.82,5331159.8,314.21,2.31,-84,60.96
18549,294674.63,5331229.23,314.94,182.31,-74,110
18550,294672.44,5331175.05,315.63,182.31,-70,63
18551,294687.83,5331215.51,314.9,182.31,-70,80.98
18552,294755.4,5331188.41,317.68,182.31,-64,68.58
18558,294946.03,5331037.75,319.26,2.31,-45,251.3
18571,295042.28,5331040.14,322.14,2.31,-82,183
18590,294712.48,5331147.68,316.31,179.31,-46,158.34
18591,294730.66,5331143.92,316.6,2.31,-78,106.68
18592,294726.81,5331044.94,316.99,182.31,-78,191.99
18593,294726.44,5331038.85,316.94,182.31,-58,201.16
18594,294726.44,5331038.85,316.94,179.31,-40,140.2
18595,294079.64,5331224.26,309.04,182.31,-70,152.4
18596,294078.51,5331196.12,309.35,182.31,-78,94.79
18597,294077.97,5331183.75,309.82,182.31,-76,46.02
18598,294077.7,5331177.02,310.12,182.31,-72,143.56
18599,294077.7,5331177.02,310.12,182.31,-45,175.99
18600,294071.4,5331130.63,310.38,2.31,-85,149.35
18601,294071.4,5331130.63,310.38,182.31,-80,140.66
18602,294071.4,5331130.63,310.38,182.31,-45,106.68
18613,294006.28,5331222.68,309.15,182.31,-45,206.01
18614,294005.2,5331195.27,309.83,182.31,-81,128.99
18615,294004.49,5331177.88,310.19,182.31,-74,129.02
18616,294004,5331167.22,310.7,182.31,-49,143.01
18617,294002.52,5331130.64,312.77,182.31,-80,126.49
18618,294425.13,5331284.37,310.8,182.31,-68,154.68
18619,294423.99,5331257.55,310.14,182.31,-70,116.12
18620,294423.99,5331257.55,310.14,182.31,-56,73.15
18621,294423.05,5331229.89,310.74,182.31,-67,80.98
18622,294421.82,5331200.96,311.9,182.31,-86,112.98
18623,294421.85,5331200.95,311.6,182.31,-70,111.25
18624,294421.82,5331200.96,311.9,182.31,-45,140.2
18625,294415.35,5331039.54,311.52,2.31,-78,108.2
18626,294415.35,5331039.54,311.52,182.31,-74,106.68
18627,294414.69,5331025.48,311.96,182.31,-74,45.99
18631,294712.48,5331147.68,316.47,182.31,-70,195.01
18632,294684.89,5331142.76,315.95,182.31,-75,146.3
18635,294683.66,5331112.27,316.08,182.31,-66,193.24
18637,294703.56,5331152.59,316.3,182.31,-69,195.01
18642,294805.36,5331066.78,316.64,182.31,-77,143.25
18648,294505.63,5331009.81,315.56,2.31,-90,45.99
18649,294503.77,5331021.84,315.68,2.31,-90,52.12
18650,294497.9,5331042.7,311.74,2.31,-47,58
18651,294497.9,5331042.7,311.74,2.31,-84,49.01
18652,294468.77,5331003.52,317.2,2.31,-80,54.86
18653,294469.94,5331039.9,311.73,182.31,-53,60.99
18654,294469.94,5331039.9,311.73,2.31,-65,106.68
18655,294469.94,5331039.9,311.73,2.31,-90,56.99
18656,294433.3,5331036.92,311.56,182.31,-47,45.99
18657,294433.3,5331036.92,311.56,182.31,-82,49.01
18658,294433.91,5331046.72,311.6,2.31,-90,46.63
18659,294388.87,5331031.19,311.52,182.31,-45,49.01
18660,294388.05,5331044.92,312.53,2.31,-90,76.5
18662,294593.54,5330919.17,321.17,2.31,-73,92.65
18663,294730.66,5331143.92,316.6,182.31,-78,109.72
18667,294490.18,5331193.31,312.56,182.31,-47,33.52
18672,294535.55,5331183.85,313.29,182.31,-76,51.81
18673,294535.55,5331183.85,313.29,182.31,-45,30.78
18684,294570.64,5331178.77,313.32,2.31,-90,41.14
18685,294447.22,5331036.42,311.65,2.31,-77,61.26
18686,294453.81,5331048.36,312.44,2.31,-62,30.78
18687,294453.81,5331048.36,312.44,2.31,-90,54.98
18688,294453.81,5331048.36,312.44,182.31,-45,39.92
18689,294393.87,5331186.53,312.1,182.31,-75,44.19
18690,294392.7,5331160.65,314.18,182.31,-71,39.62
18691,294451.84,5331152.76,313.72,2.31,-90,24.5
18692,294433.81,5331159.59,313.24,182.31,-40,41.14
18693,294433.9,5331159.59,313.73,2.31,-90,39.62
18694,294406.29,5331156.44,313.66,2.31,-90,36.88
18695,294451.27,5331136.31,314.16,2.31,-90,24.5
18696,294569.8,5331071.21,314.9,272.31,-50,28.98
18697,294571.75,5331071.22,315.16,2.31,-90,60.99
18698,294570.41,5331076.62,314.74,272.31,-50,28.98
18699,294572.07,5331076.73,315.17,2.31,-90,60.01
18700,294421.95,5331167.09,312.87,182.31,-60,54.98
18701,294479.99,5331167.79,313.07,2.31,-80,54.86
18702,294516.02,5331153.52,313.4,2.31,-65,30.51
18703,294523.85,5331174.25,313.78,2.31,-90,52.12
18704,294550.46,5331167.69,314.1,182.31,-75,48.76
18705,294583.25,5331163.92,314.14,2.31,-85,46.63
18706,294611.5,5331160.95,313.95,2.31,-90,54.98
18708,295150.52,5331134.29,326.92,182.31,-62,91.44
18709,294732.21,5331045.64,316.17,182.31,-85,79.24
18710,294742.1,5331048.9,317.47,182.31,-85,79.24
18712,294757.33,5331046.75,316.89,2.31,-90,76.2
18713,294766.38,5331047.94,316.89,2.31,-90,76.2
18714,294778.83,5331051.99,316.84,227.31,-85,76.5
18715,294758.45,5331037.56,317.19,2.31,-90,76.2
18716,294759.58,5331029.28,316.8,2.31,-90,76.2
18717,294760.85,5331019.22,316.95,2.31,-90,76.5
18741,294076.22,5331187.85,309.4,98.31,-47,64
18742,294076.22,5331187.85,309.4,124.31,-67,55.16
18743,294076.1,5331175.07,309.5,57.31,-45,80.01
18744,294059.31,5331172.67,309.62,2.31,-83,106.37
18745,294040.14,5331153.5,310.62,2.31,-65,92.99
18746,294073.58,5331134.72,310.78,132.31,-57,111
18747,294073.58,5331134.72,310.78,154.31,-68,98.99
18748,294073.58,5331134.72,310.78,182.31,-60,63
18749,294073.58,5331134.72,310.78,182.31,-70,101.98
18750,294053.63,5331146.88,310.23,182.31,-70,98.99
18751,294026.27,5331148.41,311.05,182.31,-60,61.11
18752,294026.27,5331148.41,311.05,182.31,-70,98.99
18753,293998.97,5331155.19,311.08,182.31,-50,80.01
18754,293998.97,5331155.19,311.08,182.31,-70,97.53
18755,293971.64,5331161.15,311.54,182.31,-55,80.98
18756,293971.64,5331161.15,311.54,182.31,-70,105
18757,294134.08,5331169.52,309.07,277.31,-55,63.39
18758,294130.7,5331134.37,310.14,182.31,-50,63
18759,294130.7,5331134.37,310.14,182.31,-70,105
18760,294157.67,5331135.26,310.68,182.31,-50,68.88
18761,294157.67,5331135.26,310.68,182.31,-70,105
18762,294741.54,5330943.68,318.7,2.31,-90,98.99
18763,294741.54,5330943.68,318.7,2.31,-70,182.57
18764,294741.54,5330943.68,318.7,2.31,-35,38.1
18765,294714.25,5330947.86,318.33,2.31,-90,92.5
18766,294714.1,5330944.82,318.33,2.31,-70,183.18
18767,294714.13,5330944.82,318.33,2.31,-37,55.5
18768,294659.51,5330946.72,319.55,182.31,-75,92.04
18769,294659.51,5330946.72,319.55,2.31,-63,155.99
18770,293997.4,5331151.84,312.63,2.31,-45,183
18771,294605.05,5330948.86,319.04,182.31,-70,101.98
18772,294605.05,5330948.86,319.04,2.31,-57,122.98
18773,294550.27,5330945.83,319.64,182.31,-70,92.99
18774,294550.27,5330945.83,319.64,2.31,-70,153
18775,294550.27,5330945.83,319.64,2.31,-45,74
18776,294494.57,5330953.64,318.88,182.31,-70,111
18777,294494.57,5330953.64,318.88,2.31,-70,98.99
18778,294052.1,5331171.65,310.71,2.31,-45,183
18779,294440.27,5330948.09,318.27,182.31,-60,109.42
18780,294440.27,5330948.09,318.27,2.31,-75,110.94
18781,294440.27,5330948.09,318.27,2.31,-55,190.5
18782,294440.27,5330948.09,318.27,2.31,-35,105.46
18783,294714.13,5330944.82,318.33,2.31,-55,122.68
18784,294687.11,5330947.95,318.58,182.31,-65,111
18785,294687.11,5330947.95,318.58,2.31,-60,153
18786,294687.11,5330947.95,318.58,2.31,-35,97.99
18787,294632.42,5330947.33,319.46,2.31,-57,69
18788,294577.6,5330945.09,319.19,182.31,-70,68
18789,294577.6,5330945.09,319.19,2.31,-63,183
18790,294577.6,5330945.09,319.19,362.31,-40,73.45
18791,294073.58,5331134.72,310.78,2.31,-75,83.82
18792,294062.99,5331130.7,310.81,182.31,-80,92.99
18793,294039.77,5331147.23,310.44,182.31,-70,103.63
18794,294039.77,5331147.23,310.44,182.31,-85,92.99
18795,294012.77,5331129.86,312.97,182.31,-75,104.24
18796,294012.77,5331129.86,312.97,2.31,-73,97.47
18797,294012.78,5331179.1,310.17,182.31,-73,80.16
18798,294012.78,5331179.1,310.17,2.31,-85,92.78
18799,293985.45,5331143.63,312.45,182.31,-72,97.84
18800,293985.45,5331143.63,312.45,2.31,-83,74.37
18801,293985.74,5331169.67,310.9,182.31,-75,98.75
18802,293985.74,5331169.67,310.9,2.31,-82,109.72
18803,293985.45,5331143.63,312.45,244.31,-60,111
18804,293977.7,5331220.63,310.46,107.31,-45,153
18805,294074.92,5331265.2,310.02,242.31,-47,141
18806,293974.86,5331190.39,311.34,242.31,-50,72.54
18807,294075.45,5331224.58,310.14,250.31,-50,122.98
18808,294075.64,5331282.93,309.67,2.31,-45,153
18820,294837.34,5331178.65,314.65,182.31,-45,33.98
18821,294837.9,5331192.36,314.04,182.31,-45,22
18822,294838.45,5331206.06,314.65,182.31,-45,27.43
18823,294839.02,5331220.07,314.95,182.31,-45,36.88
18824,294835.21,5331239.14,315.56,182.31,-45,30.99
18825,294920.83,5331206.39,318,182.31,-45,55.16
18826,294881.71,5331182.05,316.47,32.31,-60,43.43
18827,294864.97,5331183.03,316.47,182.31,-45,24.99
18828,294865.53,5331196.73,316.47,182.31,-45,30.78
18829,294866.02,5331208.91,316.78,182.31,-45,36.88
18830,294866.65,5331224.45,317.69,182.31,-45,30.78
18831,294867.22,5331238.46,318.61,182.31,-45,30.78
18832,294863.06,5331128.34,316.72,182.31,-45,49.01
18833,294892.1,5331174.91,317.08,182.31,-45,24.68
18834,294892.86,5331193.8,317.39,182.31,-45,33.98
18835,294893.47,5331208.72,318,182.31,-45,36.88
18836,294893.82,5331217.55,319.52,182.31,-45,31.08
18837,294922.18,5331239.89,320.74,182.31,-45,30.78
18838,294919.93,5331184.16,317.69,182.31,-45,34.74
18839,294921.6,5331225.58,318.61,182.31,-45,61.56
18840,294922.38,5331244.77,320.13,182.31,-45,45.99
18841,294890.44,5331127.2,316.9,182.31,-45,55.71
18842,294912.77,5331125.67,316.98,182.31,-45,43.28
18843,294862.1,5331110.04,316.68,182.31,-45,18.28
18843A,294862.1,5331110.04,316.68,182.31,-55,49.07
18844,294885.33,5331090.3,316.81,182.31,-72,44.65
18845,294911.23,5331093.51,317.11,182.31,-70,30.48
19,294752.09,5330971.62,316.78,353.31,-45,138.22
197,294725.14,5331085.12,311.67,106.81,-59.65,28.04
2,294646.46,5331097.61,316.78,173.31,-42,126.49
20,294631.03,5330957.32,319.49,353.31,-45,174.95
2092,294324.67,5331169.81,310.43,181.08,-59.08,66.44
2093,294516.64,5331190.06,312.63,2.31,-90,37.79
2094,294516.52,5331174.38,312.16,361.54,-50,49.62
2095,294446.37,5331215.09,311.07,3.23,-50.97,46.42
2096,294413.87,5331213.65,310.51,359.41,-47.9,45.72
2097,294387.79,5331209.69,310.03,5.96,-47.28,45.56
2098,294353.01,5331202.09,309.74,360.49,-49.2,45.41
2099,294323.01,5331193.9,309.71,3.23,-48.1,46.93
21,294572.04,5330951.42,319.95,2.31,-55,133.65
2100,294280.39,5331140.02,311.77,2.31,-90,60.44
2101,294280.34,5331138.84,311.7,181.79,-43,71.17
2102,294237.41,5331173.31,309.6,361.14,-50,67.97
2103,294234.99,5331188.64,309.37,185.26,-38,113.08
2106,294188.95,5331168.48,309.91,361.89,-49.5,60.8
2107,294142.5,5331150.38,310.42,3.31,-46,76.04
2113,294099,5331154.74,310.31,5.04,-59.55,61.26
2114,294098.88,5331153.58,310.39,182.73,-39.72,75.59
2120,294047.85,5331127.28,312.2,361.63,-45,83.82
2121,294003.05,5331148.73,311.41,359.14,-70.05,85.03
2131,293951.36,5331157.39,312.23,354.74,-71,91.37
2132,293892.27,5331126.91,319.45,2.74,-57.5,91.28
2133,293921.46,5331136.11,319.45,2.31,-62,65.53
2192,294785.72,5331134.53,317.19,2.31,-90,24.99
2193,294817.13,5331133.07,316.89,2.31,-90,30.48
2194,294831.78,5331117.57,316.73,2.31,-90,29.8
2195,294862.42,5331151.47,316.91,7.68,-59.42,60.1
2196,294863.53,5331164.45,317.11,8.44,-59,43.28
22,294865.52,5331046.69,317.52,353.31,-55,122.83
2210,294890.25,5331130.08,317,5.06,-46.62,68.97
2211,294892.38,5331153.7,316.94,5.76,-43,37.79
2212,294923.76,5331148.69,317.13,5.48,-44,46.32
2213,294965.02,5331125.51,318.16,5.89,-49.77,63.24
2214,294966.51,5331147.48,317.91,6.14,-50,40.53
2215,294935.1,5331255.43,316.83,2.46,-53,83.51
2216,294935.61,5331276.94,312.25,361.41,-54.9,72.69
2217,294967.4,5331307.52,311.82,182.01,-58.78,69.73
2218,294968.04,5331323.02,311.87,183.48,-60,60.35
2219,295001.27,5331147.91,318.9,12.49,-62,60.35
2220,295001.22,5331147.53,318.65,26.71,-85,105.46
23,294938.57,5331068.1,316.78,353.31,-35,156.05
24,294509.52,5330932.83,322.14,353.31,-55,154.22
2401,294569.13,5331021.08,315.16,9.54,-42.7,38.7
2402,294568.94,5331019.66,315.01,187.39,-44.35,29.87
2403,294546.36,5331021.94,314.9,3.86,-43.87,38.1
2404,294547.08,5331019.48,315.13,184.38,-44.48,30.17
2405,294523.22,5331017.02,315.44,3.44,-43.13,41.81
2406,294523.14,5331015.44,315.34,185.76,-45.37,29.87
2412,294512.41,5330994.29,317.61,3.98,-46,37.79
2413,294526.4,5331000.27,316.8,3.83,-44.23,30.48
2422,294527.04,5331008.26,316.08,185.98,-31.25,57.91
2423,294527.08,5331008.85,315.82,184.44,-47.05,15.91
2424,294500.92,5331021.74,315.36,184.21,-43,30.48
2425,294500.06,5331011.91,315.9,3.69,-44,38.4
2426,294478.08,5331019.46,315.43,183.21,-46,29.87
2427,294477.64,5331009.45,316.4,2.69,-46,37.52
25,294554.24,5331055.25,315.04,353.31,-35,146.6
2586,294657.93,5331049.29,317.4,2.31,-90,31.39
2587,294643.99,5331035.4,317.23,2.31,-90,31.08
2588,294627.52,5331048.17,315.92,2.31,-90,37.94
2589,294615.13,5331071.31,315.45,2.31,-90,31.39
2590,294612.52,5331043.09,315.61,2.31,-90,26.21
26,294528.1,5331037.42,316.78,353.31,-45,62.78
27,294648.48,5331053.45,316.78,353.31,-45,97.23
3,294682.57,5331017.44,317.15,353.31,-45,145.54
4,294714.07,5331027.85,316.96,353.31,-51,124.35
5,294623.9,5331005.36,316.66,353.31,-50,136.39
523,294380.04,5330960.99,319.75,351.68,-63.95,92.96
525,294379.99,5330961.38,319.67,352.44,-45.6,76.8
527,294427.28,5331013.95,316.94,2.31,-90,91.74
529,294461.66,5331060.02,315.48,2.31,-90,48.76
531,294426.67,5331048.09,315.13,2.31,-90,30.17
532,294400.25,5331045.73,315.19,2.31,-90,98.45
534,294369.71,5331037.86,315.95,2.31,-90,98.45
537,294486.71,5331025.23,316.16,2.31,-90,90.22
543,294493.01,5331068.48,315.1,2.31,-90,18.59
545,294570.15,5331031.65,315.55,2.31,-90,22.7
56,295069.55,5331051.27,318.33,350.14,-32,125.88
59,294541.14,5331236.82,311.72,167.63,-75,255.39
6,294597.67,5331007.67,315.68,353.31,-48,130.45
60,294304.58,5330917.89,319.19,347.18,-38,182.42
61,294511.42,5331370.11,308.76,168.81,-75,281.33
62,294482.19,5331220.7,311.09,166.76,-76,137
63,294599.55,5331253.34,311.59,169.59,-75.33,251.46
640,294485.42,5331113.99,313.79,2.31,-90,60.96
641,294458.17,5331110.3,314.01,2.31,-90,85.34
642,294552.6,5331110.14,314.97,2.31,-90,55.77
643,294426.24,5331108.16,314.82,2.31,-90,85.95
644,294515.81,5331100.95,314.37,2.31,-90,91.74
649,294513.98,5331087.93,317.2,2.31,-90,78.94
650,294486.57,5331096.55,313.93,2.31,-90,91.89
7,294553.68,5331062.74,314.62,173.31,-51,121.92
756,295073.08,5331241.55,315.73,4.91,-45,365.15
773,295072.91,5331240.4,315.65,183.03,-42,106.68
8,294526.2,5331056.81,315.07,173.31,-51,110.52
8925,294755.48,5331378.78,308.89,182.31,-90,209.39
8933,294854.09,5331076.24,309.65,2.31,-90,179.52
9,294740.05,5331096.29,318,173.31,-46,97.53
9082,294655.77,5330985.74,317.82,184.31,-90,217.62
9083,294654.11,5330930.89,320.89,182.31,-90,135.33
9094,294754.54,5330947.57,318.35,2.31,-75,214.57
9105,294577.68,5330949.45,319.22,182.31,-90,225.85
9108,294511.9,5330894.82,326.62,2.31,-70,276.45
9111,294295.47,5330830.67,334.61,2.31,-76,252.67
9475,294945.1,5331014.75,320.44,2.31,-90,151.48
9476,294775.28,5331001.8,316.17,2.31,-90,152.09
9484,294713.38,5330979.9,316.17,182.31,-90,123.44
B-479,295076.75,5330999.3,319.11,93.14,-74,22.55
