BHID,FROM,TO,AU_AVG_GT
18278,13.4112,14.9352,0.017
18278,14.9352,16.4592,0.017
18278,16.4592,17.9832,0.017
18278,17.9832,19.5072,0.017
18278,19.5072,21.0312,0.017
18278,21.0312,22.5552,0.017
18278,22.5552,24.0792,0.017
18278,24.0792,25.6032,0.017
18278,25.6032,27.1272,0.017
18278,27.1272,28.6512,0.017
18278,28.6512,30.1752,0.017
18278,30.1752,31.6992,0.017
18278,31.6992,33.2232,0.017
18278,33.2232,34.7472,0.017
18278,34.7472,36.2712,0.017
18278,36.2712,37.7952,0.017
18278,37.7952,39.3192,0.017
18278,39.3192,40.8432,0.017
18278,40.8432,42.3672,0.017
18278,42.3672,43.2816,0.017
18278,43.2816,43.79976,1.886
18278,43.79976,44.22648,2.863
18278,44.22648,45.1104,0.497
18278,45.1104,46.0248,0.086
18278,46.0248,46.482,0.523
18278,46.482,46.9392,13.543
18278,46.9392,47.8536,1.474
18278,47.8536,48.4632,0.789
18278,48.4632,49.0728,3.531
18278,49.0728,49.6824,25.886
18278,49.6824,50.5968,0.12
18278,50.5968,51.5112,0.034
18278,51.5112,52.4256,0.103
18278,52.4256,53.34,0.514
18278,53.34,54.2544,0.317
18278,54.2544,54.864,0.686
18278,54.864,55.4736,0.429
18278,55.4736,56.388,0.309
18279,21.0312,22.2504,0.017
18279,22.2504,23.1648,0.017
18279,23.1648,24.384,0.017
18279,24.384,25.2984,0.034
18279,25.2984,25.908,0.017
18279,25.908,26.8224,0.017
18279,26.8224,27.7368,0.017
18279,27.7368,28.6512,0.017
18279,28.6512,29.5656,0.017
18279,29.5656,30.7848,0.017
18279,30.7848,32.004,0.017
18279,32.004,32.9184,0.017
18279,32.9184,33.8328,0.017
18279,33.8328,35.11296,0.017
18279,35.11296,35.9664,0.017
18279,35.9664,37.1856,0.017
18279,37.1856,38.4048,0.017
18279,38.4048,39.0144,0.857
18279,39.0144,39.9288,0.086
18279,39.9288,40.8432,0.051
18279,40.8432,41.4528,2.263
18279,41.4528,42.2148,0.12
18280,28.956,29.5656,0.017
18280,39.0144,40.5384,0.754
18291,45.29328,46.1772,0.017
18291,46.1772,47.0916,0.017
18291,47.0916,48.1584,0.017
18291,48.1584,49.3776,0.017
18291,49.3776,50.5968,0.017
18291,50.5968,51.816,0.017
18291,51.816,52.4256,0.051
18291,52.4256,53.82768,0.017
18291,53.82768,55.19928,0.017
18291,55.19928,56.26608,0.017
18291,56.26608,57.34812,0.017
18291,57.34812,58.5216,0.017
18291,58.5216,60.0456,0.017
18291,60.0456,61.55436,0.017
18291,61.55436,62.51448,0.034
18292,7.25424,7.83336,0.026
18292,7.83336,8.382,0.017
18292,8.382,9.144,0.017
18292,9.144,10.668,0.017
18292,10.668,12.192,0.017
18292,12.192,13.44168,0.034
18292,13.44168,14.34084,0.017
18292,14.34084,15.24,0.017
18292,15.24,15.8496,0.034
18292,15.8496,16.82496,0.017
18292,16.82496,17.80032,0.017
18292,17.80032,18.80616,0.017
18292,18.80616,19.812,0.326
18292,19.812,20.7264,28.663
18292,20.7264,21.44268,0.617
18292,21.44268,22.35708,0.069
18292,22.35708,23.27148,0.034
18292,23.27148,24.18588,0.051
18292,24.18588,24.59736,0.017
18292,24.59736,25.26792,0.24
18292,25.26792,25.908,0.437
18292,25.908,26.8224,0.034
18292,26.8224,27.7368,0.017
18292,27.7368,28.6512,0.017
18292,28.6512,29.61132,0.017
18292,29.61132,30.57144,0.034
18292,30.57144,31.48584,0.12
18292,31.48584,32.40024,0.051
18292,32.40024,33.31464,0.017
18292,33.31464,34.22904,0.977
18292,34.22904,35.3568,0.069
18292,35.3568,36.8808,0.017
18295,12.61872,14.0208,0.034
18295,14.0208,15.5448,0.154
18295,15.5448,16.764,0.017
18295,16.764,17.9832,0.017
18295,17.9832,19.2024,0.017
18295,19.2024,20.2692,0.051
18295,20.2692,21.336,0.017
18295,21.336,22.5552,0.017
18295,22.5552,23.7744,0.017
18295,23.7744,25.02408,0.017
18295,25.02408,26.27376,0.017
18295,26.27376,27.00528,0.017
18295,27.00528,27.7368,0.017
18295,27.7368,28.6512,0.017
18295,28.6512,29.83992,0.017
18295,29.83992,31.02864,0.017
18295,31.02864,32.3088,0.017
18295,32.3088,33.528,0.017
18295,33.528,34.7472,0.017
18295,34.7472,35.9664,0.017
18295,35.9664,36.8808,0.017
18295,36.8808,37.4904,0.034
18295,37.4904,38.5572,0.017
18295,38.5572,39.624,0.017
18295,39.624,40.8432,0.086
18295,40.8432,41.42232,2.28
18295,41.42232,42.09288,6.446
18295,42.09288,43.053,0.283
18295,43.053,44.01312,0.017
18296,14.6304,15.24,0.017
18296,32.4612,33.3756,0.206
18296,33.3756,33.6804,4.063
18296,33.6804,34.5948,0.017
18296,35.82924,36.86556,0.017
18296,36.86556,37.90188,0.017
18296,37.90188,38.51148,0.017
18297,26.2128,27.06624,0.017
18297,27.06624,27.7368,0.069
18297,27.7368,28.6512,0.017
18297,39.1668,40.6908,0.017
18297,40.6908,42.2148,0.017
18297,42.2148,43.7388,0.017
18297,43.7388,45.2628,0.017
18297,45.2628,46.6344,0.017
18297,46.6344,48.006,0.017
18298,15.02664,15.8496,0.017
18298,18.5928,19.9644,0.017
18298,19.9644,21.336,0.069
18298,21.336,22.64664,0.017
18298,22.64664,23.98776,0.069
18298,23.98776,24.44496,0.017
18298,24.44496,25.6032,0.017
18298,30.44952,31.3944,0.017
18298,31.3944,32.32404,0.017
18298,34.4424,35.9664,0.017
18298,35.9664,37.4904,0.017
18298,37.4904,38.80104,0.017
18299,47.5488,48.4632,0.017
18299,48.4632,49.43856,0.017
18299,49.43856,50.96256,0.017
18299,50.96256,52.48656,0.017
18299,52.48656,53.6448,0.017
18299,53.6448,54.5592,0.017
18299,54.5592,55.35168,0.017
18299,55.35168,56.12892,0.017
18299,56.12892,57.25668,0.017
18299,67.29984,68.15328,0.017
18299,68.15328,69.00672,0.017
18300,25.6032,25.908,0.017
18300,31.30296,31.60776,0.291
18300,35.814,36.1188,0.034
18300,41.7576,42.0624,0.017
18301,17.8308,18.1356,0.017
18302,37.1856,38.1,0.017
18302,50.68824,51.5112,0.034
18302,51.5112,52.76088,0.034
18302,52.76088,54.01056,0.034
18303,17.0688,17.9832,0.017
18303,47.12208,48.28032,0.034
18303,48.28032,49.89576,0.617
18303,49.89576,50.62728,0.994
18303,50.62728,50.99304,0.892
18304,14.79804,16.002,0.017
18304,22.86,23.4696,0.017
18304,30.6324,31.242,0.017
18304,34.1376,35.052,0.017
18304,36.2712,37.4904,0.017
18304,37.4904,38.4048,0.103
18304,47.5488,48.1584,0.017
18304,48.1584,49.0728,0.017
18304,49.0728,49.9872,0.017
18304,49.9872,50.5968,1.226
18305,18.31848,19.2024,0.12
18305,19.2024,20.4216,0.017
18305,20.4216,21.6408,0.017
18305,21.6408,22.86,0.017
18305,22.86,24.03348,0.017
18305,27.1272,28.6512,0.017
18305,28.6512,30.1752,0.017
18305,32.56788,33.93948,0.017
18305,35.5092,37.0332,0.017
18305,37.0332,38.5572,0.017
18305,38.5572,40.0812,0.017
18305,40.0812,41.6052,0.017
18305,41.6052,42.8244,0.017
18305,42.8244,43.9674,0.017
18305,43.9674,45.1104,0.017
18305,45.1104,46.07052,0.017
18305,46.07052,47.03064,0.017
18305,47.03064,48.3108,0.017
18305,48.3108,49.59096,0.017
18305,57.3024,58.5216,0.017
18305,61.1124,62.05728,0.017
18305,62.05728,63.00216,0.034
18306,13.89888,15.24,0.017
18306,15.24,16.1544,0.017
18306,16.1544,17.3736,0.017
18306,17.3736,18.288,0.017
18306,23.7744,24.9936,0.017
18306,26.8224,27.7368,0.017
18306,27.7368,28.6512,0.017
18306,28.6512,29.5656,0.017
18306,29.5656,30.48,0.017
18306,35.9664,36.576,0.257
18306,40.2336,41.72712,0.017
18306,44.33316,45.24756,0.017
18306,45.24756,46.0248,0.12
18306,46.0248,46.7868,0.343
18306,46.7868,47.7012,0.051
18306,52.1208,52.7304,0.034
18306,68.39712,69.00672,0.017
18307,15.8496,16.764,0.017
18307,30.38856,31.30296,0.069
18307,31.30296,31.8516,2.331
18307,31.8516,32.40024,4.834
18307,32.40024,33.0708,0.051
18307,33.0708,34.1376,0.017
18307,54.5592,55.626,0.017
18307,55.626,56.6928,0.017
18307,65.04432,65.9892,2.143
18308,48.1584,49.3776,0.086
18308,52.4256,53.30952,0.086
18308,53.30952,54.2544,1.783
18308,54.2544,55.1688,1.097
18308,55.1688,56.18988,0.96
18308,56.18988,57.21096,0.137
18308,57.21096,57.48528,6.96
18308,57.48528,58.12536,4.749
18308,58.12536,58.76544,3.223
18308,58.76544,59.31408,1.115
18308,59.31408,59.86272,3.429
18308,59.86272,60.47232,4.286
18308,60.47232,61.5696,0.12
18308,61.5696,62.7888,0.051
18308,62.7888,64.008,0.103
18308,64.008,65.2272,0.069
18308,65.2272,66.4464,0.069
18308,66.4464,67.42176,0.309
18308,67.42176,68.2752,0.343
18308,68.2752,69.1134,0.36
18308,69.1134,70.104,0.223
18308,70.104,71.628,0.051
18309,18.288,19.2024,0.017
18309,21.6408,23.1648,0.017
18309,25.908,27.1272,0.017
18309,29.5656,31.0896,0.017
18309,31.0896,31.6992,2.229
18309,42.672,43.93692,0.017
18309,43.93692,44.36364,0.034
18309,44.36364,44.98848,0.017
18309,44.98848,45.72,2.04
18309,45.72,46.6344,0.24
18309,46.6344,46.9392,8.914
18309,46.9392,47.8536,0.069
18309,47.8536,48.4632,3.051
18309,48.4632,49.0728,0.754
18309,49.0728,49.6824,1.183
18309,49.6824,50.292,1.2
18309,50.292,50.99304,1.011
18310,18.8976,20.1168,0.017
18310,20.1168,21.336,0.017
18310,24.9936,25.908,0.017
18310,25.908,26.8224,0.017
18310,26.8224,27.7368,0.017
18310,27.7368,28.3464,0.017
18310,28.3464,29.2608,0.017
18310,29.2608,30.1752,0.017
18310,30.1752,31.0896,0.017
18310,31.0896,32.004,0.017
18310,32.004,32.9184,0.017
18310,39.0144,39.86784,0.017
18310,39.86784,40.2336,0.034
18310,40.2336,40.98036,0.017
18310,40.98036,41.3004,0.531
18310,41.3004,42.0624,0.051
18311,30.48,31.3944,0.017
18311,31.3944,32.27832,0.154
18311,32.27832,32.9184,3.069
18311,32.9184,33.8328,0.026
18311,48.1584,48.768,0.017
18311,53.6448,54.2544,0.017
18311,61.29528,61.8744,0.017
18311,67.6656,68.2752,0.034
18325,17.3736,18.288,0.017
18325,23.4696,24.384,0.017
18325,28.956,29.8704,0.017
18325,29.8704,30.7848,0.017
18325,30.7848,31.6992,0.017
18325,37.7952,38.2524,0.154
18325,40.8432,42.50436,0.034
18325,42.50436,43.7388,0.017
18325,43.7388,44.98848,0.017
18326,9.4488,10.668,0.223
18326,10.668,11.8872,0.017
18326,22.95144,24.0792,0.017
18326,24.0792,25.2984,0.017
18326,25.2984,26.5176,0.017
18326,26.5176,27.7368,0.034
18326,27.7368,28.6512,0.034
18326,28.6512,29.5656,0.051
18326,29.5656,30.48,0.017
18326,30.48,31.3944,0.017
18326,31.3944,32.6136,0.017
18326,32.6136,33.8328,0.034
18327,12.71016,14.0208,0.411
18327,14.0208,15.24,0.051
18327,15.24,16.1544,0.051
18327,16.1544,16.9164,4.491
18327,16.9164,17.6784,0.223
18327,17.6784,18.39468,0.051
18327,18.39468,18.77568,0.034
18327,18.77568,19.812,4.131
18327,19.812,20.1168,7.2
18327,20.1168,21.0312,1.68
18327,21.0312,21.9456,0.274
18327,21.9456,22.86,2.434
18327,22.86,23.7744,0.463
18327,23.7744,24.6888,0.257
18327,24.6888,25.4508,1.971
18327,25.4508,26.2128,2.263
18327,26.2128,26.9748,1.303
18327,26.9748,27.7368,3.223
18327,27.7368,28.3464,3.154
18327,28.3464,29.04744,7.646
18327,29.04744,29.8704,0.12
18327,29.8704,30.7848,3.411
18327,30.7848,31.6992,3.686
18327,31.6992,32.6136,0.291
18327,32.6136,33.2994,0.017
18327,33.2994,33.9852,0.034
18328,18.01368,18.31848,0.069
18328,30.29712,31.51632,0.017
18328,31.51632,33.04032,0.017
18328,33.04032,34.56432,0.017
18328,34.56432,35.47872,0.017
18328,35.47872,36.39312,0.017
18328,36.39312,37.61232,0.017
18328,43.03776,43.95216,0.017
18328,43.95216,44.86656,0.017
18328,44.86656,46.08576,0.017
18328,46.08576,47.00016,0.034
18329,13.9446,14.6304,0.103
18329,14.6304,15.8496,0.24
18329,15.8496,17.0688,0.017
18329,17.0688,18.3642,0.017
18329,18.3642,19.6596,0.017
18329,19.6596,20.574,4.834
18329,20.574,21.336,4.594
18329,21.336,22.5552,0.24
18329,22.5552,23.7744,0.103
18329,23.7744,25.03932,0.026
18329,25.03932,26.30424,0.017
18329,26.30424,27.56916,0.017
18329,27.56916,28.77312,0.017
18329,28.77312,29.99232,0.017
18329,29.99232,30.90672,0.034
18329,30.90672,31.9278,0.137
18329,31.9278,33.02508,0.017
18329,33.02508,33.93948,0.017
18329,38.31336,39.22776,0.017
18329,39.22776,40.41648,0.026
18329,44.196,45.1104,0.017
18329,45.72,46.6344,0.034
18330,31.50108,32.41548,1.251
18330,32.41548,33.28416,0.806
18330,33.28416,34.19856,0.154
18330,39.624,40.8432,0.017
18330,48.4632,49.40808,0.017
18330,49.40808,50.292,0.017
18330,50.292,51.2064,0.017
18330,51.2064,52.18176,0.043
18331,14.08176,14.37132,6.377
18331,14.37132,14.79804,12.171
18331,14.79804,15.34668,1.577
18331,15.34668,15.89532,8.623
18331,15.89532,16.2306,0.686
18331,16.2306,16.62684,36.823
18331,16.62684,17.0688,5.949
18331,17.0688,17.9832,4.371
18331,17.9832,18.45564,24.103
18331,18.45564,18.8214,85.406
18331,18.8214,19.1262,37.954
18331,19.1262,19.87296,0.977
18331,19.87296,20.54352,7.731
18331,20.54352,21.0312,7.063
18331,21.0312,22.2504,0.463
18331,22.2504,23.1648,0.086
18331,23.1648,24.0792,0.051
18331,24.0792,24.9936,0.069
18331,24.9936,25.99944,0.017
18331,25.99944,27.00528,0.034
18331,27.00528,28.22448,0.017
18331,28.22448,29.2608,0.429
18331,29.2608,30.48,0.789
18331,30.48,31.3944,11.349
18331,31.3944,32.3088,0.309
18331,32.3088,33.2232,2.314
18331,33.2232,34.41192,0.017
18331,34.41192,35.3568,0.017
18331,35.3568,36.2712,0.017
18336,18.288,19.5072,0.017
18336,24.0792,25.2984,0.017
18336,25.2984,26.5176,0.017
18336,26.5176,27.7368,0.017
18336,31.0896,32.3088,0.017
18336,32.3088,33.528,0.017
18336,44.8056,46.0248,0.069
18337,0.67056,1.47828,7.423
18337,1.47828,2.08788,16.68
18337,2.08788,2.7432,6.034
18337,2.7432,3.6576,1.337
18337,3.6576,4.2672,12.72
18337,4.2672,4.8768,3.12
18337,4.8768,5.1816,16.423
18337,5.1816,5.7912,13.149
18337,5.7912,6.096,11.966
18337,6.096,6.9342,4.8
18337,6.9342,7.5438,3.943
18337,7.5438,8.1534,3.669
18337,8.1534,8.763,1.089
18337,8.763,9.4488,0.274
18337,9.4488,10.0584,1.114
18337,10.0584,10.668,0.051
18337,10.668,11.2776,0.189
18337,11.2776,12.192,0.017
18337,12.192,13.1064,0.017
18337,13.1064,13.9446,0.051
18337,13.9446,14.5542,1.371
18337,14.5542,14.99616,0.051
18338,15.36192,15.66672,3.686
18338,28.6512,29.4894,0.017
18338,55.30596,56.388,0.017
18338,56.388,57.3024,0.017
18338,57.3024,58.2168,0.017
18338,58.2168,59.436,0.017
18338,59.436,60.3504,0.017
18338,60.3504,61.5696,0.017
18338,61.5696,62.7888,0.017
18338,62.7888,64.008,0.026
18338,64.008,64.9224,0.017
18338,64.9224,65.74536,0.017
18339,14.9352,15.5448,0.034
18339,34.41192,35.93592,0.017
18339,35.93592,37.15512,0.017
18339,37.15512,38.37432,0.051
18339,38.37432,39.4716,0.017
18339,39.4716,40.5384,0.943
18339,40.5384,41.11752,1.629
18339,42.9768,43.8912,1.954
18339,53.17236,53.85816,0.154
18339,53.85816,54.54396,0.06
18339,54.54396,55.04688,3.429
18339,55.04688,55.7784,1.817
18339,55.7784,56.6928,0.377
18339,56.6928,57.6072,0.274
18339,57.6072,58.293,0.069
18339,58.293,58.9788,0.017
18339,62.7888,64.008,0.026
18340,27.7368,29.1084,0.034
18340,29.1084,30.4038,0.154
18340,30.4038,31.48584,0.411
18340,31.48584,32.36976,3.463
18340,32.36976,33.528,0.034
18340,33.528,34.7472,0.017
18340,34.7472,35.9664,0.017
18340,35.9664,37.1856,0.017
18340,37.1856,38.4048,0.017
18340,38.4048,39.624,0.017
18340,56.388,56.9976,0.789
18341,30.48,31.3944,0.017
18341,31.3944,32.3088,0.017
18341,32.3088,33.2232,0.017
18341,39.27348,40.73652,0.017
18341,40.73652,41.49852,3.257
18341,41.49852,42.0624,2.057
18341,42.0624,42.9768,0.051
18341,42.9768,43.7388,5.897
18341,43.7388,44.5008,0.24
18341,44.5008,45.4152,0.026
18341,45.4152,46.3296,0.017
18341,46.3296,47.22876,0.017
18342,34.32048,35.6616,0.034
18342,35.6616,37.1856,0.017
18342,37.1856,38.4048,0.017
18342,38.4048,39.243,0.034
18342,39.243,39.9288,0.051
18342,39.9288,41.148,0.034
18342,41.148,42.0624,0.017
18342,42.0624,42.7482,0.017
18342,42.7482,43.6626,0.017
18342,43.6626,44.8818,0.017
18342,44.8818,46.101,0.017
18343,25.81656,27.34056,0.017
18343,27.34056,28.86456,0.017
18343,28.86456,29.61132,0.017
18343,29.61132,30.7848,0.017
18343,30.7848,32.21736,0.017
18343,32.21736,33.63468,0.017
18343,33.63468,34.85388,0.034
18343,38.7096,39.624,0.017
18343,60.6552,61.8744,0.017
18343,67.056,68.00088,0.3
18344,51.7398,52.4256,0.171
18344,52.4256,53.50764,0.017
18344,53.50764,54.5592,0.017
18344,54.5592,55.7784,0.017
18344,55.7784,56.6928,0.017
18344,56.6928,57.65292,0.017
18344,57.65292,58.5216,0.017
18344,58.5216,59.2836,0.017
18344,59.2836,60.3504,0.017
18345,32.004,32.6136,0.017
18345,38.1,38.7096,0.017
18345,64.6176,65.2272,0.017
18345,67.3608,68.58,0.017
18345,68.58,69.342,0.017
18345,69.342,70.104,0.017
18345,70.104,70.7136,0.223
18345,70.7136,71.628,0.017
18346,1.79832,2.71272,0.017
18346,2.71272,3.62712,0.017
18346,3.62712,4.8768,0.12
18346,4.8768,5.7912,3.703
18346,5.7912,6.50748,0.874
18346,6.50748,7.22376,6.823
18346,7.22376,7.83336,0.309
18346,7.83336,8.44296,4.611
18346,8.44296,9.35736,0.12
18346,9.35736,10.0584,1.02
18346,10.0584,10.668,0.12
18346,10.668,11.5824,0.154
18346,11.5824,12.192,3.84
18346,12.192,12.8016,4.954
18346,12.8016,13.4112,14.331
18346,13.4112,13.95984,8.863
18346,13.95984,14.6304,2.194
18346,14.6304,15.33144,0.051
18346,15.33144,16.4592,0.309
18346,16.4592,17.6784,0.034
18346,20.7264,21.9456,0.069
18347,2.01168,3.048,0.034
18347,3.048,4.2672,0.017
18347,4.2672,5.4864,0.034
18347,5.4864,6.4008,0.086
18347,6.4008,7.3152,0.017
18347,7.3152,8.2296,0.051
18347,8.2296,8.9916,0.806
18347,8.9916,9.61644,3.086
18347,9.61644,9.96696,26.194
18347,9.96696,10.668,2.726
18347,10.668,11.38428,1.809
18347,11.38428,12.25296,4.971
18347,12.25296,12.8016,3.309
18347,12.8016,13.4112,0.137
18347,13.4112,14.3256,0.051
18347,14.3256,15.24,0.069
18347,15.24,16.4592,0.291
18347,16.4592,17.6784,0.206
18347,17.6784,18.5928,0.154
18347,18.5928,19.2024,5.383
18347,19.2024,20.4216,0.832
18347,20.4216,21.6408,0.943
18347,21.6408,22.86,0.051
18347,22.86,24.0792,0.017
18347,24.0792,25.6032,0.017
18347,25.6032,27.00528,0.609
18348,2.22504,3.13944,0.137
18348,3.13944,3.9624,2.794
18348,3.9624,4.8768,1.577
18348,4.8768,5.6388,2.794
18348,5.6388,6.4008,1.251
18348,6.4008,7.28472,2.331
18348,7.28472,8.13816,0.72
18348,8.13816,8.9916,5.229
18348,8.9916,9.4488,4.166
18348,9.4488,10.0584,2.486
18348,10.0584,10.9728,0.326
18348,10.9728,11.8872,0.069
18348,11.8872,12.8016,0.017
18348,12.8016,13.50264,0.069
18349,0.6096,1.0668,17.194
18349,1.0668,1.524,18.017
18349,1.524,2.1336,1.971
18349,2.1336,3.048,0.051
18349,3.048,3.90144,1.2
18349,3.90144,4.29768,15
18349,4.29768,4.61772,1.457
18349,4.61772,4.96824,2.297
18349,4.96824,5.4102,4.646
18349,5.4102,6.21792,5.469
18349,6.21792,6.52272,167.5
18349,6.52272,7.3152,16.491
18349,7.3152,7.9248,0.171
18349,7.9248,8.382,1.714
18349,8.382,8.6868,26.074
18349,8.6868,9.4488,0.909
18349,9.4488,10.0584,4.577
18349,10.0584,10.668,3.891
18349,10.668,11.5824,0.051
18349,11.5824,12.192,0.051
18349,12.192,12.84732,0.034
18350,6.096,7.0104,0.017
18350,7.0104,7.9248,0.377
18350,7.9248,8.8392,0.103
18350,20.05584,20.8788,0.034
18350,20.8788,21.1836,40.354
18350,21.1836,22.2504,1.749
18350,22.2504,23.1648,0.051
18350,23.1648,24.0792,0.429
18350,24.0792,24.9936,0.411
18350,33.00984,34.50336,0.034
18350,34.50336,35.99688,0.095
18351,9.15924,10.37844,0.017
18351,33.2232,34.1376,0.017
18351,34.1376,35.052,5.451
18351,40.9956,41.7576,0.069
18351,43.8912,44.8056,0.034
18351,44.8056,45.4152,0.017
18351,45.4152,46.3296,0.034
18351,46.3296,47.15256,0.034
18351,47.15256,48.06696,0.051
18351,48.06696,49.01184,0.051
18352,18.8976,19.5072,0.017
18352,24.6888,25.908,0.017
18352,25.908,27.02052,0.069
18352,27.02052,27.3558,5.726
18352,27.3558,27.64536,0.806
18352,27.64536,28.956,0.017
18352,33.528,34.1376,0.051
18352,52.10556,53.05044,0.171
18352,53.05044,53.67528,0.052
18352,56.388,56.9976,5.229
18353,4.83108,5.85216,0.069
18353,5.85216,6.46176,0.703
18353,6.46176,6.76656,13.011
18353,6.76656,7.37616,0.771
18353,16.4592,17.0688,0.9
18353,17.0688,17.89176,17.194
18353,17.89176,19.11096,0.343
18353,19.11096,20.02536,1.029
18353,20.02536,20.93976,0.069
18353,20.93976,21.9456,0.12
18353,28.6512,29.7942,0.017
18353,29.7942,30.81528,2.434
18353,30.81528,31.72968,0.017
18353,31.72968,32.4612,0.017
18353,32.4612,33.31464,0.017
18353,33.31464,33.92424,0.112
18353,37.1856,38.4048,0.017
18354,6.096,7.0104,0.017
18354,15.1638,16.73352,0.223
18354,16.73352,17.6784,3.206
18354,17.6784,18.4404,3.669
18354,18.4404,19.2024,12.257
18354,19.2024,20.1168,0.069
18354,20.1168,21.0312,5.091
18354,21.0312,22.2504,0.034
18354,22.2504,23.4696,0.017
18354,23.4696,24.384,0.017
18354,26.62428,28.14828,0.017
18354,41.4528,42.672,0.017
18355,14.9352,15.8496,0.034
18355,15.8496,16.764,0.034
18355,16.764,17.3736,0.549
18355,17.3736,17.9832,0.309
18355,17.9832,18.5928,4.474
18355,18.5928,19.5072,0.017
18355,19.5072,20.4216,0.034
18355,20.4216,21.336,0.069
18355,21.336,22.2504,0.017
18355,22.2504,23.1648,0.043
18355,23.1648,24.0792,0.377
18355,24.0792,24.71928,0.857
18355,24.71928,25.20696,6.034
18355,25.20696,26.12136,96.669
18355,26.12136,27.03576,5.349
18355,27.03576,27.95016,0.549
18355,27.95016,28.86456,0.309
18355,28.86456,29.77896,1.131
18355,29.77896,30.48,16.834
18355,30.48,31.36392,14.906
18355,31.36392,31.97352,7.406
18355,31.97352,32.766,2.4
18355,32.766,33.6804,0.189
18355,33.6804,34.5948,0.137
18355,34.5948,35.5092,0.257
18355,35.5092,36.43884,0.154
18355,36.43884,37.4142,3.017
18355,37.4142,38.38956,1.869
18355,38.38956,38.69436,58.954
18355,38.69436,38.99916,6.583
18355,38.99916,39.60876,2.28
18355,39.60876,40.5384,0.343
18355,40.5384,41.4528,0.034
18355,41.4528,42.3672,2.863
18355,42.3672,43.22064,0.171
18355,43.22064,44.07408,0.034
18355,44.07408,44.98848,0.034
18355,44.98848,45.90288,4.697
18355,45.90288,47.42688,1.2
18355,47.42688,48.34128,0.206
18355,48.34128,49.25568,0.514
18355,49.25568,50.17008,0.017
18355,50.17008,51.08448,0.017
18355,51.08448,52.30368,0.017
18355,52.30368,53.15712,0.017
18355,53.15712,54.01056,0.017
18355,54.01056,54.62016,0.017
18355,54.62016,55.80888,0.017
18355,55.80888,56.9976,0.017
18357,61.92012,62.83452,0.017
18357,62.83452,63.9318,0.017
18357,63.9318,64.9224,0.017
18357,64.9224,65.8368,0.017
18357,65.8368,67.14744,0.017
18357,67.14744,67.71132,0.017
18357,67.71132,68.58,0.017
18357,68.58,69.4944,0.017
18357,69.4944,70.16496,0.823
18357,70.16496,71.0184,0.103
18357,71.0184,71.9328,0.034
18357,71.9328,72.8472,0.026
18358,33.2232,33.8328,0.051
18358,40.03548,40.94988,0.051
18358,40.94988,41.78808,0.103
18358,41.78808,42.2148,1.046
18358,42.2148,43.1292,5.023
18358,43.1292,43.64736,4.834
18358,43.64736,44.3484,0.857
18358,44.3484,45.04944,0.069
18358,45.04944,45.96384,0.034
18358,45.96384,46.89348,0.034
18358,46.89348,47.64024,0.017
18358,47.64024,48.4632,0.034
18358,48.4632,49.3776,0.034
18358,49.3776,50.292,0.017
18358,50.292,51.38928,0.017
18358,51.38928,52.48656,0.034
18358,52.48656,52.83708,4.663
18358,52.83708,53.9496,0.069
18358,53.9496,54.864,0.034
18358,54.864,55.7784,0.034
18358,55.7784,56.72328,0.034
18358,56.72328,57.7596,0.017
18358,57.7596,58.70448,0.051
18358,58.70448,59.72556,0.034
18358,59.72556,60.96,0.026
18358,60.96,62.27064,0.034
18358,62.27064,63.00216,0.429
18359,17.9832,18.8976,0.017
18359,18.8976,19.812,0.017
18359,19.812,20.7264,0.017
18359,20.7264,21.6408,0.017
18359,21.6408,22.5552,0.017
18359,22.5552,23.1648,0.017
18359,23.1648,23.7744,3.24
18359,23.7744,24.6888,0.18
18359,24.6888,25.70988,0.823
18359,25.70988,26.73096,0.069
18359,26.73096,27.432,2.897
18359,27.432,28.3464,0.034
18359,28.3464,29.2608,0.034
18359,29.2608,30.1752,4.406
18360,14.84376,15.5448,0.411
18360,15.5448,16.48968,0.017
18360,16.48968,17.43456,0.017
18360,21.68652,22.2504,0.034
18360,28.8798,29.4894,0.017
18360,31.6992,32.3088,0.017
18361,21.336,22.2504,0.017
18361,22.2504,23.1648,0.017
18361,23.1648,24.0792,0.017
18361,39.0144,39.9288,0.017
18361,39.9288,40.8432,0.017
18361,46.9392,47.8536,0.017
18361,47.8536,48.768,0.017
18361,48.768,49.6824,0.017
18361,49.6824,50.5968,0.017
18361,50.5968,51.5112,0.017
18361,51.5112,52.4256,0.017
18361,52.4256,53.43144,0.017
18361,58.8264,60.0456,0.017
18361,60.0456,60.6552,0.017
18362,2.1336,2.7432,0.017
18362,10.0584,10.668,0.017
18362,12.8016,13.4112,0.017
18362,60.3504,61.2648,0.017
18362,61.2648,61.8744,0.017
18362,61.8744,62.484,0.017
18363,27.1272,27.7368,0.189
18366,17.9832,18.8976,0.017
18366,28.6512,29.2608,0.017
18366,29.8704,30.48,0.017
18366,46.9392,47.8536,0.017
18366,47.8536,48.768,0.017
18366,48.768,49.6824,0.017
18366,49.6824,50.9016,0.017
18366,50.9016,52.1208,0.017
18366,52.1208,52.7304,1.106
18367,34.7472,35.9664,0.017
18367,35.9664,37.2618,0.017
18367,54.2544,55.1688,0.017
18367,55.1688,55.99176,0.017
18368,14.6304,15.5448,0.017
18368,29.01696,30.1752,0.017
