,BHID,FROM,TO,LITHO_DESC
98926,773,5.48,45.41,Intermediate to Ultramafic Volcanics
98927,773,45.41,48.76,Felsic to Intermediate Dykes
98928,773,48.76,49.37,Intermediate to Ultramafic Volcanics
98929,773,49.37,51.51,Felsic to Intermediate Dykes
98930,773,51.51,85.19,Intermediate to Ultramafic Volcanics
98931,773,85.19,94.64,Early Diorite
98932,773,94.64,96.16,Intermediate to Ultramafic Volcanics
98933,773,96.16,96.92,Felsic to Intermediate Dykes
98934,773,96.92,103.41,Intermediate to Ultramafic Volcanics
98935,773,103.41,104.54,Early Diorite
98936,773,104.54,106.68,Intermediate to Ultramafic Volcanics
100607,8,0.0,7.19,Casing
100608,8,7.19,32.61,Intermediate to Ultramafic Volcanics
100609,8,32.61,45.72,Felsic to Intermediate Dykes
100610,8,45.72,59.13,Intermediate to Ultramafic Volcanics
100611,8,59.13,62.17,Felsic to Intermediate Dykes
100612,8,62.17,70.65,Intermediate to Ultramafic Volcanics
100613,8,70.65,72.54,Felsic to Intermediate Dykes
100614,8,72.54,109.72,Intermediate to Ultramafic Volcanics
106840,8925,0.0,20.72,Casing
106841,8925,20.72,88.81,Intermediate to Ultramafic Volcanics
106842,8925,88.81,90.58,Felsic to Intermediate Dykes
106843,8925,90.58,111.77,Intermediate to Ultramafic Volcanics
106844,8925,111.77,113.99,Felsic to Intermediate Dykes
106845,8925,113.99,142.18,Intermediate to Ultramafic Volcanics
106846,8925,142.18,143.28,Felsic to Intermediate Dykes
106847,8925,143.28,160.47,Intermediate to Ultramafic Volcanics
106848,8925,160.47,168.0,Felsic to Intermediate Dykes
106849,8925,168.0,194.67,Intermediate to Ultramafic Volcanics
106850,8925,194.67,196.5,Felsic to Intermediate Dykes
106851,8925,196.5,209.39,Intermediate to Ultramafic Volcanics
106901,8933,0.0,15.24,Casing
106902,8933,15.24,45.26,Intermediate to Ultramafic Volcanics
106903,8933,45.26,58.58,Early Diorite
106904,8933,58.58,61.81,Felsic to Intermediate Dykes
106905,8933,61.81,74.98,Early Diorite
106906,8933,74.98,129.23,Intermediate to Ultramafic Volcanics
106907,8933,129.23,133.65,Felsic to Intermediate Dykes
106908,8933,133.65,134.26,Diorite
106909,8933,134.26,134.66,Felsic to Intermediate Dykes
106910,8933,134.66,147.06,Intermediate to Ultramafic Volcanics
106911,8933,147.06,148.28,Felsic to Intermediate Dykes
106912,8933,148.28,151.33,Intermediate to Ultramafic Volcanics
106913,8933,151.33,151.97,Early Diorite
106914,8933,151.97,152.64,Felsic to Intermediate Dykes
106915,8933,152.64,156.81,Early Diorite
106916,8933,156.81,158.95,Intermediate to Ultramafic Volcanics
106917,8933,158.95,169.01,Early Diorite
106918,8933,169.01,171.38,Felsic to Intermediate Dykes
106919,8933,171.38,172.82,Early Diorite
106920,8933,172.82,173.43,Felsic to Intermediate Dykes
106921,8933,173.43,174.52,Early Diorite
106922,8933,174.52,179.52,Felsic to Intermediate Dykes
107319,9,0.0,7.19,Casing
107320,9,7.19,7.62,Early Diorite
107321,9,7.62,24.07,Shear Zone
107322,9,24.07,36.42,Early Diorite
107323,9,36.42,38.4,Shear Zone
107324,9,38.4,41.91,Early Diorite
107325,9,41.91,44.19,Felsic to Intermediate Dykes
107326,9,44.19,46.63,Early Diorite
107327,9,46.63,50.38,Shear Zone
107328,9,50.38,55.77,Early Diorite
107329,9,55.77,60.65,Felsic to Intermediate Dykes
107330,9,60.65,65.53,Early Diorite
107331,9,65.53,67.05,Felsic to Intermediate Dykes
107332,9,67.05,97.53,Early Diorite
107962,9082,0.0,5.48,Casing
107963,9082,5.48,11.03,Intermediate to Ultramafic Volcanics
107964,9082,11.03,26.21,Early Diorite
107965,9082,26.21,177.69,Intermediate to Ultramafic Volcanics
107966,9082,177.69,217.62,Early Diorite
107967,9083,0.0,5.48,Casing
107968,9083,5.48,17.67,Intermediate to Ultramafic Volcanics
107969,9083,17.67,19.2,Felsic to Intermediate Dykes
107970,9083,19.2,38.4,Intermediate to Ultramafic Volcanics
107971,9083,38.4,74.98,Early Diorite
107972,9083,74.98,78.02,Intermediate to Ultramafic Volcanics
107973,9083,78.02,84.73,Felsic to Intermediate Dykes
107974,9083,84.73,89.97,Early Diorite
107975,9083,89.97,92.2,Intermediate to Ultramafic Volcanics
107976,9083,92.2,96.1,Felsic to Intermediate Dykes
107977,9083,96.1,97.01,Intermediate to Ultramafic Volcanics
107978,9083,97.01,98.02,Felsic to Intermediate Dykes
107979,9083,98.02,98.99,Intermediate to Ultramafic Volcanics
107980,9083,98.99,100.82,Felsic to Intermediate Dykes
107981,9083,100.82,135.33,Intermediate to Ultramafic Volcanics
108021,9094,0.0,6.7,Casing
108022,9094,6.7,17.52,Intermediate to Ultramafic Volcanics
108023,9094,17.52,31.54,Felsic to Intermediate Dykes
108024,9094,31.54,44.19,Intermediate to Ultramafic Volcanics
108025,9094,44.19,61.11,Felsic to Intermediate Dykes
108026,9094,61.11,86.71,Intermediate to Ultramafic Volcanics
108027,9094,86.71,101.65,Felsic to Intermediate Dykes
108028,9094,101.65,113.44,Intermediate to Ultramafic Volcanics
108029,9094,113.44,116.67,Early Diorite
108030,9094,116.67,165.65,Intermediate to Ultramafic Volcanics
108031,9094,165.65,168.24,Early Diorite
108032,9094,168.24,177.08,Intermediate to Ultramafic Volcanics
108033,9094,177.08,214.57,Early Diorite
108086,9105,0.0,3.65,Casing
108087,9105,3.65,11.73,Early Diorite
108088,9105,11.73,14.47,Intermediate to Ultramafic Volcanics
108089,9105,14.47,36.48,Early Diorite
108090,9105,36.48,44.8,Intermediate to Ultramafic Volcanics
108091,9105,44.8,67.05,Early Diorite
108092,9105,67.05,107.89,Intermediate to Ultramafic Volcanics
108093,9105,107.89,129.05,Early Diorite
108094,9105,129.05,148.13,Intermediate to Ultramafic Volcanics
108095,9105,148.13,148.89,Early Diorite
108096,9105,148.89,150.87,Intermediate to Ultramafic Volcanics
108097,9105,150.87,151.33,Early Diorite
108098,9105,151.33,154.07,Intermediate to Ultramafic Volcanics
108099,9105,154.07,163.83,Early Diorite
108100,9105,163.83,174.58,Intermediate to Ultramafic Volcanics
108101,9105,174.58,198.42,Early Diorite
108102,9105,198.42,200.25,Intermediate to Ultramafic Volcanics
108103,9105,200.25,222.19,Early Diorite
108104,9105,222.19,225.85,Intermediate to Ultramafic Volcanics
108105,9108,0.0,3.65,Casing
108106,9108,3.65,6.7,Early Diorite
108107,9108,6.7,38.7,Intermediate to Ultramafic Volcanics
108108,9108,38.7,41.45,Felsic to Intermediate Dykes
108109,9108,41.45,100.12,Intermediate to Ultramafic Volcanics
108110,9108,100.12,106.68,Early Diorite
108111,9108,106.68,144.62,Intermediate to Ultramafic Volcanics
108112,9108,144.62,149.04,Early Diorite
108113,9108,149.04,150.11,Intermediate to Ultramafic Volcanics
108114,9108,150.11,153.0,Early Diorite
108115,9108,153.0,157.88,Intermediate to Ultramafic Volcanics
108116,9108,157.88,159.1,Early Diorite
108117,9108,159.1,171.14,Intermediate to Ultramafic Volcanics
108118,9108,171.14,173.58,Early Diorite
108119,9108,173.58,174.34,Intermediate to Ultramafic Volcanics
108120,9108,174.34,174.86,Early Diorite
108121,9108,174.86,200.71,Intermediate to Ultramafic Volcanics
108122,9108,200.71,201.19,Diorite
108123,9108,201.19,220.52,Intermediate to Ultramafic Volcanics
108124,9108,220.52,224.18,Felsic to Intermediate Dykes
108125,9108,224.18,224.48,Intermediate to Ultramafic Volcanics
108126,9108,224.48,226.92,Felsic to Intermediate Dykes
108127,9108,226.92,229.3,Intermediate to Ultramafic Volcanics
108128,9108,229.3,230.88,Felsic to Intermediate Dykes
108129,9108,230.88,231.55,Intermediate to Ultramafic Volcanics
108130,9108,231.55,235.45,Diorite
108131,9108,235.45,237.13,Intermediate to Ultramafic Volcanics
108132,9108,237.13,248.56,Early Diorite
108133,9108,248.56,249.17,Intermediate to Ultramafic Volcanics
108134,9108,249.17,251.3,Early Diorite
108135,9108,251.3,276.45,Intermediate to Ultramafic Volcanics
108174,9111,0.0,7.92,Casing
108175,9111,7.92,68.48,Intermediate to Ultramafic Volcanics
108176,9111,68.48,71.23,Felsic to Intermediate Dykes
108177,9111,71.23,143.1,Intermediate to Ultramafic Volcanics
108178,9111,143.1,148.43,Early Diorite
108179,9111,148.43,185.01,Intermediate to Ultramafic Volcanics
108180,9111,185.01,196.59,Early Diorite
108181,9111,196.59,212.44,Intermediate to Ultramafic Volcanics
108182,9111,212.44,224.63,Early Diorite
108183,9111,224.63,252.67,Intermediate to Ultramafic Volcanics
110139,9475,0.0,3.65,Casing
110140,9475,3.65,11.27,Intermediate to Ultramafic Volcanics
110141,9475,11.27,62.94,Indifferenciated Tuffs
110142,9475,62.94,65.83,Felsic to Intermediate Dykes
110143,9475,65.83,69.03,Indifferenciated Tuffs
110144,9475,69.03,72.39,Felsic to Intermediate Dykes
110145,9475,72.39,103.02,Indifferenciated Tuffs
110146,9475,103.02,105.21,Diorite
110147,9475,105.21,121.06,Indifferenciated Tuffs
110148,9475,121.06,140.81,Early Diorite
110149,9475,140.81,145.23,Intermediate to Ultramafic Volcanics
110150,9475,145.23,151.48,Early Diorite
110151,9476,0.0,3.65,Casing
110152,9476,3.65,20.26,Early Diorite
110153,9476,20.26,21.03,Intermediate to Ultramafic Volcanics
110154,9476,21.03,23.92,Early Diorite
110155,9476,23.92,27.12,Intermediate to Ultramafic Volcanics
110156,9476,27.12,62.78,Early Diorite
110157,9476,62.78,71.01,Intermediate to Ultramafic Volcanics
110158,9476,71.01,73.3,Early Diorite
110159,9476,73.3,123.59,Intermediate to Ultramafic Volcanics
110160,9476,123.59,133.65,Early Diorite
110161,9476,133.65,139.59,Felsic to Intermediate Dykes
110162,9476,139.59,146.45,Early Diorite
110163,9476,146.45,150.57,Intermediate to Ultramafic Volcanics
110164,9476,150.57,152.09,Indifferenciated Tuffs
110211,9484,0.0,9.14,Casing
110212,9484,9.14,9.44,Felsic to Intermediate Dykes
110213,9484,9.44,33.68,Early Diorite
110214,9484,33.68,38.1,Felsic to Intermediate Dykes
110215,9484,38.1,38.49,Intermediate to Ultramafic Volcanics
110216,9484,38.49,44.5,Felsic to Intermediate Dykes
110217,9484,44.5,46.17,Intermediate to Ultramafic Volcanics
110218,9484,46.17,48.7,Felsic to Intermediate Dykes
110219,9484,48.7,49.89,Intermediate to Ultramafic Volcanics
110220,9484,49.89,73.36,Felsic to Intermediate Dykes
110221,9484,73.36,76.13,Intermediate to Ultramafic Volcanics
110222,9484,76.13,76.9,Felsic to Intermediate Dykes
110223,9484,76.9,79.09,Intermediate to Ultramafic Volcanics
110224,9484,79.09,81.22,Felsic to Intermediate Dykes
110225,9484,81.22,83.05,Intermediate to Ultramafic Volcanics
110226,9484,83.05,100.43,Felsic to Intermediate Dykes
110227,9484,100.43,111.86,Intermediate to Ultramafic Volcanics
110228,9484,111.86,112.62,Felsic to Intermediate Dykes
110229,9484,112.62,118.26,Intermediate to Ultramafic Volcanics
110230,9484,118.26,118.87,Felsic to Intermediate Dykes
110231,9484,118.87,123.44,Early Diorite
113341,B-479,0.0,0.6,Casing
113342,B-479,0.6,7.46,Indifferenciated Tuffs
113343,B-479,7.46,9.93,Early Diorite
113344,B-479,9.93,22.55,Indifferenciated Tuffs
113475,CE-3090-1,0.0,2.28,Casing
113476,CE-3090-1,2.28,11.67,Felsic to Intermediate Dykes
113477,CE-3090-1,11.67,18.89,Intermediate to Ultramafic Volcanics
113478,CE-3090-1,18.89,28.92,Felsic to Intermediate Dykes
113479,CE-3090-1,28.92,34.86,Intermediate to Ultramafic Volcanics
113480,CE-3090-1,34.86,42.06,Indifferenciated Tuffs
113481,CE-3120-1,0.0,6.09,Casing
113482,CE-3120-1,6.09,33.64,Felsic to Intermediate Dykes
113483,CE-3120-1,33.64,40.87,Early Diorite
113484,CE-3120-1,40.87,49.16,Felsic to Intermediate Dykes
113485,CE-3120-1,49.16,54.89,Early Diorite
113486,CE-3120-1,54.89,56.99,Felsic to Intermediate Dykes
113487,CE-3120-2,0.0,8.99,Casing
113488,CE-3120-2,8.99,24.38,Felsic to Intermediate Dykes
113489,CE-3120-2,24.38,67.97,Intermediate to Ultramafic Volcanics
113490,CE-3120-2,67.97,76.2,Felsic to Intermediate Dykes
113491,CE-3135-1,0.0,1.21,Casing
113492,CE-3135-1,1.21,22.37,Intermediate to Ultramafic Volcanics
113493,CE-3135-1,22.37,28.25,Felsic to Intermediate Dykes
113494,CE-3135-1,28.25,43.61,Felsic to Intermediate Dykes
113495,CE-3135-1,43.61,68.88,Indifferenciated Tuffs
113496,CE-3135-2,0.0,1.21,Casing
113497,CE-3135-2,1.21,6.4,Intermediate to Ultramafic Volcanics
113498,CE-3135-2,6.4,42.67,Intermediate to Ultramafic Volcanics
113499,CE-3195-1,0.0,1.21,Casing
113500,CE-3195-1,1.21,3.26,Indifferenciated Tuffs
113501,CE-3195-1,3.26,10.3,Felsic to Intermediate Dykes
113502,CE-3195-1,10.3,40.84,Indifferenciated Tuffs
113503,CE-3195-2,0.0,1.21,Casing
113504,CE-3195-2,1.21,2.04,Felsic to Intermediate Dykes
113505,CE-3195-2,2.04,27.15,Intermediate to Ultramafic Volcanics
113506,CE-3195-2,27.15,45.72,Intermediate to Ultramafic Volcanics
113507,CE-3210-15,0.0,1.21,Casing
113508,CE-3210-15,1.21,13.13,Indifferenciated Tuffs
113509,CE-3210-15,13.13,15.2,Felsic to Intermediate Dykes
113510,CE-3210-15,15.2,18.19,Indifferenciated Tuffs
113511,CE-3210-15,18.19,18.65,Felsic to Intermediate Dykes
113512,CE-3210-15,18.65,56.38,Indifferenciated Tuffs
113516,CE-3255-14,0.0,1.21,Casing
113517,CE-3255-14,1.21,40.9,Indifferenciated Tuffs
113518,CE-3255-14,40.9,43.98,Felsic to Intermediate Dykes
113519,CE-3255-15,0.0,1.21,Casing
113520,CE-3255-15,1.21,9.84,Intermediate to Ultramafic Volcanics
113521,CE-3255-15,9.84,12.61,Felsic to Intermediate Dykes
113522,CE-3255-15,12.61,37.79,Early Diorite
113530,CE-3420-10,0.0,1.21,Casing
113531,CE-3420-10,1.21,36.27,Indifferenciated Tuffs
113554,CE-3480-4,0.0,20.42,Intermediate to Ultramafic Volcanics
113555,CE-3480-4,20.42,47.54,Intermediate to Ultramafic Volcanics
113556,CE-3480-5,0.0,32.3,Intermediate to Ultramafic Volcanics
113557,CE-3480-5,32.3,48.76,Intermediate to Ultramafic Volcanics
113887,E-001,0.0,3.96,Casing
113888,E-001,3.96,27.43,Indifferenciated Tuffs
113889,E-001,27.43,42.55,Felsic to Intermediate Dykes
113890,E-001,42.55,48.76,Early Diorite
113891,E-001A,0.0,2.43,Casing
113892,E-001A,2.43,17.37,Indifferenciated Tuffs
113893,E-001A,17.37,21.27,Felsic to Intermediate Dykes
113894,E-001A,21.27,38.7,Indifferenciated Tuffs
113895,E-001A,38.7,39.16,Felsic to Intermediate Dykes
113896,E-001A,39.16,44.56,Indifferenciated Tuffs
113897,E-001A,44.56,50.04,Intermediate to Ultramafic Volcanics
113898,E-001A,50.04,56.38,Felsic to Intermediate Dykes
113899,E-001A,56.38,81.99,Intermediate to Ultramafic Volcanics
113900,E-002,0.0,2.74,Casing
113901,E-002,2.74,14.63,Indifferenciated Tuffs
113902,E-002,14.63,17.22,Felsic to Intermediate Dykes
113903,E-002,17.22,18.28,Indifferenciated Tuffs
113904,E-002,18.28,32.91,Felsic to Intermediate Dykes
113905,E-002,32.91,36.57,Indifferenciated Tuffs
113906,E-002,36.57,42.67,Intermediate to Ultramafic Volcanics
113907,E-002A,0.0,2.43,Casing
113908,E-002A,2.43,6.7,Early Diorite
113909,E-002A,6.7,13.1,Felsic to Intermediate Dykes
113910,E-002A,13.1,17.67,Indifferenciated Tuffs
113911,E-002A,17.67,19.01,Felsic to Intermediate Dykes
113912,E-002A,19.01,26.91,Early Diorite
113913,E-002A,26.91,56.38,Indifferenciated Tuffs
113914,E-002A,56.38,67.36,Intermediate to Ultramafic Volcanics
113915,E-003,0.0,5.79,Casing
113916,E-003,5.79,13.13,Indifferenciated Tuffs
113917,E-003,13.13,19.99,Felsic to Intermediate Dykes
113918,E-003,19.99,35.44,Indifferenciated Tuffs
113919,E-003,35.44,37.85,Felsic to Intermediate Dykes
113920,E-003,37.85,40.84,Intermediate to Ultramafic Volcanics
113921,E-003A,0.0,4.57,Casing
113922,E-003A,4.57,16.3,Indifferenciated Tuffs
113923,E-003A,16.3,28.34,Felsic to Intermediate Dykes
113924,E-003A,28.34,50.29,Indifferenciated Tuffs
113925,E-003A,50.29,58.82,Intermediate to Ultramafic Volcanics
113926,E-004,0.0,1.52,Casing
113927,E-004,1.52,20.36,Indifferenciated Tuffs
113928,E-004,20.36,27.27,Felsic to Intermediate Dykes
113929,E-004,27.27,32.0,Indifferenciated Tuffs
113930,E-004,32.0,37.58,Felsic to Intermediate Dykes
113931,E-004,37.58,50.5,Indifferenciated Tuffs
113932,E-004,50.5,54.01,Early Diorite
113933,E-004,54.01,54.46,Felsic to Intermediate Dykes
113934,E-004A,0.0,1.37,Casing
113935,E-004A,1.37,10.05,Intermediate to Ultramafic Volcanics
113936,E-004A,10.05,15.54,Felsic to Intermediate Dykes
113937,E-004A,15.54,41.91,Indifferenciated Tuffs
113938,E-004A,41.91,51.81,Felsic to Intermediate Dykes
113939,E-004A,51.81,71.01,Early Diorite
113940,E-004A,71.01,72.23,Felsic to Intermediate Dykes
113941,E-004A,72.23,90.52,Intermediate to Ultramafic Volcanics
113942,E-004B,0.0,0.91,Casing
113943,E-004B,0.91,9.47,Early Diorite
113944,E-004B,9.47,41.33,Intermediate to Ultramafic Volcanics
113945,E-004B,41.33,64.83,Felsic to Intermediate Dykes
113946,E-004B,64.83,66.84,Intermediate to Ultramafic Volcanics
113947,E-004B,66.84,68.36,Early Diorite
113948,E-004B,68.36,80.37,Indifferenciated Tuffs
113949,E-004B,80.37,91.28,Early Diorite
113950,E-005,0.0,3.65,Casing
113951,E-005,3.65,6.85,Felsic to Intermediate Dykes
113952,E-005,6.85,39.01,Indifferenciated Tuffs
113953,E-005,39.01,48.76,Felsic to Intermediate Dykes
113954,E-005,48.76,53.34,Early Diorite
113955,E-005,53.34,76.8,Indifferenciated Tuffs
113956,E-005,76.8,77.57,Felsic to Intermediate Dykes
113957,E-005,77.57,91.59,Indifferenciated Tuffs
113958,E-005A,0.0,5.48,Casing
113959,E-005A,5.48,7.01,Felsic to Intermediate Dykes
113960,E-005A,7.01,19.72,Indifferenciated Tuffs
113961,E-005A,19.72,21.42,Early Diorite
113962,E-005A,21.42,22.92,Felsic to Intermediate Dykes
113963,E-005A,22.92,23.65,Early Diorite
113964,E-005A,23.65,26.57,Indifferenciated Tuffs
113965,E-005A,26.57,32.0,Early Diorite
113966,E-005A,32.0,39.1,Indifferenciated Tuffs
113967,E-005A,39.1,46.14,Felsic to Intermediate Dykes
113968,E-005A,46.14,50.62,Indifferenciated Tuffs
113969,E-005A,50.62,53.94,Early Diorite
113970,E-005A,53.94,64.4,Intermediate to Ultramafic Volcanics
113971,E-005A,64.4,65.53,Early Diorite
113972,E-005A,65.53,67.81,Intermediate to Ultramafic Volcanics
113973,E-005A,67.81,68.79,Early Diorite
113974,E-005A,68.79,71.78,Intermediate to Ultramafic Volcanics
113975,E-005A,71.78,77.11,Early Diorite
113976,E-005A,77.11,91.89,Intermediate to Ultramafic Volcanics
113977,E-006,0.0,6.4,Casing
113978,E-006,6.4,19.5,Intermediate to Ultramafic Volcanics
113979,E-006,19.5,24.07,Early Diorite
113980,E-006,24.07,27.73,Indifferenciated Tuffs
113981,E-006,27.73,31.08,Felsic to Intermediate Dykes
113982,E-006,31.08,33.98,Indifferenciated Tuffs
113983,E-006,33.98,41.39,Early Diorite
113984,E-006,41.39,46.57,Diabase
113985,E-006,46.57,50.29,Early Diorite
113986,E-006,50.29,57.66,Intermediate to Ultramafic Volcanics
113987,E-006,57.66,60.96,Indifferenciated Tuffs
113988,E-006,60.96,70.25,Intermediate to Ultramafic Volcanics
113989,E-006,70.25,82.02,Indifferenciated Tuffs
113990,E-006,82.02,85.19,Felsic to Intermediate Dykes
113991,E-006,85.19,130.51,Indifferenciated Tuffs
113992,E-006,130.51,150.47,Early Diorite
113993,E-006,150.47,223.72,Indifferenciated Tuffs
113994,E-007,0.0,8.83,Casing
113995,E-007,8.83,10.91,Intermediate to Ultramafic Volcanics
113996,E-007,10.91,17.52,Early Diorite
113997,E-007,17.52,20.57,Indifferenciated Tuffs
113998,E-007,20.57,26.21,Felsic to Intermediate Dykes
113999,E-007,26.21,34.29,Indifferenciated Tuffs
114000,E-007,34.29,37.49,Diabase
114001,E-007,37.49,53.21,Early Diorite
114002,E-007,53.21,62.39,Indifferenciated Tuffs
114003,E-007,62.39,82.54,Intermediate to Ultramafic Volcanics
114004,E-007A,0.0,5.63,Casing
114005,E-007A,5.63,45.93,Intermediate to Ultramafic Volcanics
114006,E-007A,45.93,53.34,Felsic to Intermediate Dykes
114007,E-007A,53.34,84.73,Intermediate to Ultramafic Volcanics
114008,E-007A,84.73,89.97,Early Diorite
114009,E-007A,89.97,162.15,Indifferenciated Tuffs
114010,E-007A,162.15,179.52,Early Diorite
114011,E-007A,179.52,183.33,Indifferenciated Tuffs
114086,E-018,0.0,10.82,Casing
114087,E-018,10.82,82.6,Indifferenciated Tuffs
114088,E-019,0.0,7.01,Casing
114089,E-019,7.01,116.28,Indifferenciated Tuffs
114090,E-019,116.28,118.87,Felsic to Intermediate Dykes
114091,E-019,118.87,128.62,Indifferenciated Tuffs
114092,E-019,128.62,131.06,Felsic to Intermediate Dykes
114093,E-019,131.06,140.36,Indifferenciated Tuffs
114094,E-019,140.36,143.59,Felsic to Intermediate Dykes
114095,E-019,143.59,146.36,Indifferenciated Tuffs
114096,E-019,146.36,150.26,Early Diorite
114097,E-019,150.26,176.47,Indifferenciated Tuffs
114098,E-020,0.0,9.75,Casing
114099,E-020,9.75,102.26,Indifferenciated Tuffs
114100,E-020,102.26,108.29,Early Diorite
114101,E-020,108.29,109.54,Diabase
114102,E-020,109.54,132.49,Indifferenciated Tuffs
114103,E-020,132.49,141.94,Felsic to Intermediate Dykes
