,BHID,FROM,TO,AU_AVG_GT
125061,17930,35.69208,36.8808,0.017
125062,17930,36.8808,38.2524,0.12
125063,17930,38.2524,38.5572,0.531
125064,17930,38.5572,39.0144,0.206
125065,17930,39.0144,39.53256,0.634
125066,17930,39.53256,39.98976,0.874
125067,17930,39.98976,40.29456,0.223
125068,17930,40.29456,42.0624,0.017
125069,17930,42.0624,42.8244,0.017
125070,17930,42.8244,43.7388,0.017
125071,17930,43.7388,44.98848,0.017
125072,17931,21.39696,22.00656,0.034
125073,17931,22.00656,22.31136,0.017
125074,17931,22.31136,22.92096,0.034
125075,17931,29.07792,30.60192,0.034
125076,17931,30.60192,31.6992,0.017
125077,17931,31.6992,33.2232,0.343
125078,17931,33.2232,33.77184,0.086
125079,17931,33.77184,34.07664,7.697
125080,17931,34.07664,35.60064,0.017
125081,17931,35.60064,37.12464,0.034
125082,17931,37.12464,37.52088,1.817
125083,17931,37.52088,38.77056,0.069
125084,17931,38.77056,39.1668,2.52
125085,17931,39.1668,39.53256,2.023
125086,17931,39.53256,41.02608,0.034
125087,17931,41.02608,41.33088,0.343
125088,17931,41.33088,42.672,0.411
125089,17931,42.672,42.9768,2.983
125090,17931,42.9768,44.13504,0.112
125091,17931,44.13504,44.43984,3.274
125092,17931,44.56176,44.86656,1.337
125093,17931,44.86656,45.90288,2.092
125094,17931,45.90288,46.7868,0.017
125095,17931,46.7868,47.0916,0.069
125096,17931,47.0916,48.006,0.034
125097,17931,48.006,49.0728,0.017
125098,17932,8.29056,9.66216,0.034
125099,17932,9.66216,11.1252,0.017
125100,17932,13.01496,14.3256,0.017
125101,17932,14.3256,15.5448,0.017
125102,17932,15.5448,16.764,0.017
125103,17932,16.764,17.0688,0.12
125104,17932,17.0688,17.8308,0.069
125105,17932,17.8308,19.2024,0.017
125106,17932,19.2024,20.4216,0.051
125107,17932,20.4216,20.75688,0.017
125108,17932,20.75688,21.36648,0.017
125109,17932,21.36648,21.7932,0.017
125110,17932,21.7932,22.098,0.017
125111,17932,24.6888,24.9936,0.017
125112,17932,31.6992,32.4612,0.3685
125113,17932,32.4612,33.6804,0.257
125114,17932,33.6804,35.23488,0.069
125115,17932,35.23488,35.93592,0.034
125116,17932,35.93592,36.2712,0.017
125117,17932,36.2712,37.7952,0.017
125118,17932,37.7952,39.0144,0.017
125119,17932,39.0144,40.5384,0.017
125120,17932,40.5384,42.0624,0.017
125121,17932,42.0624,43.5864,0.017
125122,17932,43.5864,44.77512,0.034
125123,17932,44.77512,46.0248,0.043
125124,17932,46.0248,46.3296,0.034
125125,17932,46.3296,47.3964,0.034
125126,17932,47.3964,47.7012,18.446
125127,17932,47.7012,48.006,21.789
125128,17932,48.006,49.49952,0.034
125129,17933,10.3632,11.2776,0.017
125130,17933,11.2776,12.192,0.017
125131,17933,12.192,12.4968,0.086
125132,17933,12.4968,13.716,0.034
125133,17933,13.716,14.9352,0.017
125134,17933,14.9352,15.24,4.371
125135,17933,15.24,15.5448,0.034
125136,17933,15.5448,15.8496,0.377
125137,17933,15.8496,16.764,0.086
125138,17933,16.764,17.0688,0.051
125139,17933,17.0688,17.9832,0.017
125140,17933,17.9832,19.05,0.051
125141,17933,19.05,19.3548,17.811
125142,17933,19.3548,20.574,0.017
125143,17933,20.574,20.8788,4.903
125144,17933,20.8788,22.2504,0.034
125145,17933,22.2504,22.5552,7.586
125146,17933,22.5552,23.7744,0.12
125147,17933,23.7744,24.0792,4.389
125148,17933,24.0792,24.384,0.086
125149,17933,24.384,24.6888,4.637
125150,17933,24.6888,25.4508,0.274
125151,17933,25.4508,25.7556,2.366
125152,17933,25.7556,26.8224,0.017
125153,17933,26.8224,27.7368,0.274
125154,17933,27.7368,28.0416,2.349
125155,17933,28.0416,28.3464,0.086
125156,17933,28.3464,28.6512,0.754
125157,17933,28.6512,30.1752,0.026
125158,17933,30.1752,30.48,12.583
125159,17933,30.48,31.6992,0.103
125160,17933,31.6992,32.004,2.811
125161,17933,32.004,33.2232,0.017
125162,17933,33.2232,34.29,1.097
125163,17933,34.29,34.5948,0.017
125164,17933,34.5948,35.6616,0.017
125165,17933,35.6616,35.9664,8.451
125166,17933,35.9664,36.4236,0.274
125167,17933,36.4236,36.7284,9.463
125168,17933,36.7284,37.0332,3.651
125169,17933,37.0332,37.338,1.869
125170,17933,37.338,37.7952,2.04
125171,17933,37.7952,38.1,13.406
125172,17933,38.1,38.4048,0.051
125173,17933,38.4048,38.7096,2.254
125174,17933,38.7096,39.0144,0.223
125175,17933,39.0144,39.3192,20.297
125176,17933,39.3192,39.624,6.857
125177,17933,39.624,39.9288,1.354
125178,17933,39.9288,40.5384,0.086
125179,17933,40.5384,40.8432,10.474
125180,17933,40.8432,41.4528,0.291
125181,17933,41.4528,41.7576,0.926
125182,17933,41.7576,43.22064,0.754
125183,17933,43.22064,43.52544,61.063
125184,17933,43.52544,44.68368,1.037
125185,17933,44.68368,44.98848,52.303
125186,17933,44.98848,45.29328,0.806
125187,17933,45.29328,45.68952,0.051
125188,17933,45.68952,46.11624,0.051
125189,17933,46.11624,46.9392,0.069
125190,17933,46.9392,47.244,0.206
125191,17933,47.244,48.4632,0.051
125192,17933,48.4632,48.768,0.017
125193,17933,48.768,50.292,0.017
125194,17933,50.292,51.816,0.069
125195,17933,51.816,53.0352,0.017
125196,17933,53.0352,54.01056,0.051
125197,17934,15.60576,17.2212,0.034
125198,17934,26.8224,27.1272,0.017
125199,17934,29.99232,30.7848,0.017
125200,17934,30.7848,31.0896,0.103
125201,17934,31.0896,32.004,0.206
125202,17934,32.004,32.9184,0.78
125203,17934,32.9184,33.2232,0.806
125204,17934,33.2232,33.8328,2.091
125205,17934,33.8328,34.22904,1.663
125206,17934,34.22904,34.5948,0.583
125207,17934,34.5948,35.052,0.086
125208,17934,35.052,35.5092,0.017
125209,17934,35.5092,35.814,0.274
125210,17934,35.814,37.338,0.034
125211,17934,37.338,38.43528,0.017
125212,17934,38.43528,38.7096,0.017
125213,17934,38.7096,39.0144,0.154
125214,17934,39.0144,39.3192,9.446
125215,17934,39.3192,39.624,7.149
125216,17934,39.624,39.9288,1.029
125217,17934,39.9288,40.87368,0.891
125218,17934,40.87368,42.0624,0.137
125219,17934,42.0624,42.3672,0.017
125220,17934,42.3672,43.2816,0.017
125221,17934,43.2816,43.5864,0.017
125222,17934,43.5864,43.8912,0.034
125223,17934,48.1584,48.4632,0.051
125224,17934,49.9872,50.292,0.017
125225,17934,52.4256,52.7304,0.137
125226,17935,14.3256,15.27048,0.017
125227,17935,15.27048,16.48968,0.017
125228,17935,16.48968,18.01368,0.017
125229,17935,19.56816,19.87296,0.017
125230,17935,20.66544,21.76272,0.017
125231,17935,22.00656,22.4028,0.017
125232,17935,24.32304,25.11552,0.034
125233,17935,26.02992,26.67,0.017
125234,17935,26.67,28.0416,0.026
125235,17935,28.0416,28.3464,0.034
125236,17935,28.3464,29.8704,0.017
125237,17935,29.8704,31.30296,0.017
125238,17935,31.30296,32.82696,0.017
125239,17935,35.93592,37.15512,0.017
125240,17936,10.0584,10.3632,0.051
125241,17936,21.00072,22.52472,0.026
125242,17936,22.52472,24.04872,0.034
125243,17936,27.00528,28.52928,0.017
125244,17936,28.52928,29.96184,0.017
125245,17936,29.96184,31.48584,0.017
125246,17936,31.48584,33.00984,0.017
125247,17936,33.00984,34.53384,0.994
125248,17936,34.53384,34.96056,0.446
125249,17936,34.96056,35.26536,5.537
125250,17936,35.26536,36.2712,0.737
125251,17936,36.2712,37.00272,0.086
125252,17936,37.00272,37.76472,5.023
125253,17936,37.76472,38.06952,1.354
125254,17936,38.06952,38.37432,0.137
125255,17936,38.37432,38.7096,0.531
125256,17936,38.7096,39.0144,0.103
125257,17936,39.0144,39.624,0.017
125258,17936,39.624,40.32504,0.034
125259,17936,40.32504,41.84904,0.017
125260,17936,41.84904,42.15384,0.051
125261,17936,44.98848,46.51248,0.034
125262,17936,47.94504,49.46904,0.034
125263,17936,49.46904,50.99304,0.017
125264,17937,18.01368,18.8976,0.051
125265,17937,18.8976,19.23288,0.617
125266,17937,19.23288,20.14728,0.154
125267,17937,21.4884,21.7932,0.051
125268,17937,21.7932,22.89048,0.051
125269,17937,22.89048,23.19528,0.017
125270,17937,23.19528,23.7744,0.086
125271,17937,23.7744,24.0792,0.103
125272,17937,26.60904,27.70632,0.12
125273,17937,28.956,30.48,0.137
125274,17937,30.48,30.90672,0.823
125275,17937,30.90672,31.42488,7.251
125276,17937,31.42488,32.3088,0.103
125277,17937,55.4736,56.9976,0.017
125278,17937,61.47816,63.00216,0.017
125279,17937,65.56248,67.08648,0.086
125280,17937,67.08648,68.61048,0.103
125281,17937,68.61048,70.13448,0.051
125282,17937,70.13448,71.65848,0.051
125283,17937,71.65848,73.18248,0.051
125284,17937,73.18248,74.5236,0.48
125285,17937,74.5236,75.01128,0.051
125286,17938,32.73552,33.04032,0.034
125287,17938,36.91128,37.21608,0.034
125288,17938,39.28872,39.59352,0.154
125289,17938,40.66032,41.148,0.017
125290,17938,43.55592,45.07992,0.077
125291,17938,45.07992,46.60392,0.034
125292,17938,46.60392,48.12792,0.051
125293,17938,48.12792,49.65192,0.051
125294,17938,49.65192,50.99304,0.051
125295,17938,53.43144,54.31536,0.051
125296,17938,57.3024,58.12536,0.034
125297,17938,58.12536,58.43016,1.851
125298,17938,58.43016,59.95416,0.206
125299,17938,60.8076,61.1124,0.034
125300,17938,62.54496,63.7032,0.034
125301,17938,63.7032,64.3128,0.034
125302,17938,64.3128,65.2272,0.206
125303,17938,65.2272,65.6844,3.051
125304,17938,65.6844,66.1416,0.171
125305,17938,66.1416,66.4464,1.783
125306,17938,66.4464,67.3608,0.086
125307,17938,67.3608,67.6656,0.051
125308,17938,67.6656,68.09232,0.206
125309,17938,68.09232,68.39712,4.371
125310,17938,68.39712,68.70192,0.977
125311,17938,68.70192,69.15912,0.737
125312,17938,69.15912,69.46392,1.783
125313,17938,69.46392,69.7992,0.909
125314,17938,69.7992,70.16496,1.235
125315,17938,70.16496,70.80504,3.703
125316,17938,71.10984,71.99376,0.154
125317,17939,25.99944,26.71572,0.154
125318,17939,29.04744,29.96184,0.138
125319,17939,32.9184,33.8328,0.086
125320,17939,44.8056,45.72,0.051
125321,17939,45.72,46.6344,0.103
125341,17940,17.0688,17.3736,0.051
125342,17940,22.79904,23.10384,0.051
125343,17940,23.10384,24.62784,0.034
125344,17940,24.62784,26.15184,0.034
125345,17940,26.15184,27.67584,0.034
125346,17940,27.67584,29.19984,0.034
125347,17940,29.19984,29.50464,0.034
125348,17940,29.50464,31.02864,0.034
125349,17940,33.528,34.1376,0.034
125350,17940,36.39312,37.91712,0.034
125351,17940,37.91712,39.0144,0.291
125352,17940,42.0624,42.3672,0.034
125353,17940,46.57344,47.48784,0.034
125354,17940,47.48784,48.28032,0.051
125355,17940,49.80432,50.38344,0.051
125356,17940,50.38344,51.69408,0.994
125357,17940,51.69408,51.99888,1.517
125358,17940,51.99888,52.76088,0.137
125359,17940,52.76088,53.06568,5.4
125360,17940,53.06568,54.58968,0.051
125361,17940,54.58968,56.11368,0.034
125362,17940,58.30824,58.70448,0.051
125363,17940,58.70448,59.31408,5.297
125364,17940,59.31408,60.83808,0.497
125365,17940,60.83808,61.14288,3.771
125366,17940,61.14288,61.44768,0.137
125367,17940,63.8556,65.3796,0.103
125368,17940,65.3796,66.9036,0.137
125369,17940,66.9036,68.4276,0.137
125370,17940,68.4276,69.9516,0.171
125371,17940,69.9516,71.4756,0.034
125372,17940,71.4756,72.9996,0.086
125373,17940,72.9996,74.5236,0.034
125374,17940,74.5236,75.01128,0.051
125375,17941,18.8976,19.78152,0.095
125376,17941,24.0792,25.2984,0.017
125377,17941,49.9872,50.9016,0.034
125378,17941,55.7784,56.6928,0.034
125379,17941,64.3128,64.9224,0.583
125380,17942,26.2128,27.1272,0.017
125381,17942,32.3088,33.2232,0.017
125382,17942,37.1856,38.1,0.017
125383,17942,79.248,80.1624,0.017
125384,17942,80.1624,81.6864,0.017
125385,17942,81.6864,82.9056,0.017
125386,17942,82.9056,84.21624,0.017
125387,17942,84.21624,85.74024,0.017
125388,17942,85.74024,87.26424,0.017
125389,17942,87.26424,88.3158,0.017
125390,17942,88.3158,88.6968,0.017
125391,17942,88.6968,90.00744,0.017
125392,17943,15.3924,16.4592,0.034
125393,17943,16.4592,17.0688,0.034
125394,17943,17.0688,17.9832,0.034
125395,17943,17.9832,18.669,8.469
125396,17943,18.669,19.5834,0.154
125397,17943,25.08504,25.92324,0.034
125398,17943,25.92324,26.53284,0.634
125399,17943,26.53284,27.2034,1.269
125400,17943,27.2034,27.813,0.034
125401,17943,42.3672,43.2816,0.034
125402,17943,46.1772,47.0916,0.034
125403,17944,26.5176,27.432,0.034
125404,17944,66.1416,67.14744,0.034
125405,17944,67.14744,67.90944,0.206
125406,17944,67.90944,68.67144,2.949
125407,17944,68.67144,69.4944,0.343
125408,17944,69.4944,70.104,0.634
125409,17944,70.104,71.04888,0.36
125410,17944,71.04888,71.99376,0.12
125411,17945,54.28488,55.80888,0.034
125412,17945,55.80888,57.33288,0.034
125413,17945,66.4464,67.40652,0.017
125414,17945,67.40652,68.58,0.017
125415,17945,78.0288,79.5528,0.017
125416,17945,79.5528,81.0768,0.017
125417,17945,81.0768,82.296,0.034
125418,17945,82.296,83.6676,0.051
125419,17945,83.6676,84.55152,0.017
125420,17946,22.69236,23.91156,0.034
125421,17946,23.91156,24.70404,2.589
125422,17946,24.70404,25.63368,0.034
125423,17946,25.63368,26.57856,0.034
125424,17946,26.57856,27.31008,0.095
125425,17946,27.31008,28.16352,0.034
125426,17947,20.16252,21.0312,0.034
125427,17947,21.0312,22.2504,0.034
125428,17947,22.2504,23.4696,0.034
125429,17947,23.4696,24.47544,0.034
125430,17947,33.6804,34.29,0.034
125431,17947,35.052,35.6616,0.086
125432,17947,56.6928,57.912,0.034
125433,17947,57.912,59.1312,0.034
125434,17947,59.1312,60.3504,0.034
125435,17947,60.3504,61.32576,0.034
125436,17947,61.32576,62.69736,0.034
125437,17947,62.69736,64.06896,0.034
125438,17947,64.06896,64.60236,1.457
125439,17947,64.60236,65.19672,28.012
125440,17947,65.19672,65.9892,1.817
125441,17947,65.9892,66.9036,0.034
125442,17947,66.9036,67.7418,0.034
125443,17948,23.07336,23.98776,0.0685
125444,17948,23.98776,24.59736,0.086
125445,17948,24.59736,25.146,17.726
125446,17948,25.146,25.7556,1.166
125447,17948,25.7556,26.67,0.069
125448,17948,26.67,28.194,0.034
125449,17948,36.1188,36.4236,0.034
125450,17948,39.9288,40.2336,0.034
125451,17948,41.08704,42.00144,0.034
125452,17949,23.0124,24.5364,0.034
125453,17949,24.5364,26.0604,0.034
125454,17949,26.0604,27.5844,0.034
125455,17949,27.5844,28.8036,0.034
125456,17949,28.8036,29.4132,0.034
125457,17949,29.4132,30.1752,0.034
125458,17949,30.1752,30.57144,0.051
125459,17949,30.57144,31.48584,0.034
125518,17950,28.956,29.8704,0.086
125519,17950,41.02608,41.94048,0.017
125520,17950,43.5864,44.8056,0.103
125521,17950,79.56804,80.3148,0.463
125522,17950,80.3148,81.3816,0.051
125523,17950,85.9536,87.4776,0.051
125524,17951,11.76528,13.22832,0.06
125525,17951,13.22832,14.87424,8.092
125526,17951,14.87424,16.39824,0.034
125527,17951,16.39824,16.64208,0.017
125528,17951,18.01368,18.65376,0.017
125529,17951,18.65376,18.95856,0.017
125530,17951,18.95856,19.56816,0.017
125531,17951,21.73224,22.03704,0.017
125532,17951,22.82952,23.13432,0.017
125533,17951,23.83536,24.14016,0.017
125534,17951,24.6888,25.02408,0.017
125535,17951,27.64536,27.95016,0.154
125536,17951,30.90672,31.21152,0.017
125537,17951,31.6992,33.2232,0.017
125538,17951,34.35096,34.71672,0.017
125539,17951,41.84904,42.45864,0.017
125540,17951,44.98848,45.84192,0.034
125541,17951,45.84192,47.30496,0.12
125542,17951,47.30496,48.1584,0.137
125543,17951,48.1584,49.65192,0.069
125544,17951,49.65192,49.95672,23.606
125545,17951,49.95672,50.68824,0.472
125546,17951,50.68824,50.99304,6.471
125547,17951,50.99304,51.72456,0.137
125548,17951,51.72456,52.36464,0.034
125549,17951,52.36464,53.88864,0.189
125550,17952,14.0208,14.9352,0.154
125551,17952,14.9352,16.4592,0.086
125552,17952,16.4592,17.9832,0.069
125553,17952,17.9832,19.5072,0.086
125554,17952,19.5072,21.0312,0.034
125555,17952,21.0312,22.5552,0.026
125556,17952,22.5552,24.0792,0.017
125557,17952,24.0792,25.6032,0.034
125558,17952,25.6032,27.1272,0.034
125559,17952,27.1272,28.6512,0.017
125560,17952,28.6512,30.1752,0.017
125561,17952,33.2232,34.7472,0.017
125562,17953,23.37816,23.68296,0.137
125563,17953,24.17064,24.62784,0.034
125564,17953,24.62784,24.93264,7.046
125565,17953,24.93264,25.38984,0.103
125566,17953,30.20568,30.69336,0.171
125567,17953,30.69336,30.99816,0.934
125568,17953,30.99816,32.18688,0.24
125569,17953,32.18688,33.71088,0.291
125570,17953,33.71088,34.1376,1.269
125571,17953,34.1376,34.4424,8.777
125572,17953,34.4424,35.9664,4.663
125573,17953,35.9664,37.4904,0.034
125574,17953,39.44112,39.74592,0.034
125575,17953,41.87952,42.18432,0.034
125576,17953,42.48912,42.79392,0.017
125577,17953,44.98848,45.8724,0.034
125578,17953,45.8724,46.9392,0.086
125579,17953,46.9392,47.244,0.789
125580,17953,47.244,47.79264,0.069
125581,17953,47.79264,48.09744,1.44
125582,17953,48.09744,48.4632,0.034
125583,17953,48.4632,49.49952,0.086
125584,17953,49.49952,50.99304,0.034
125585,17953,52.05984,52.36464,0.034
125586,17953,52.85232,54.01056,0.274
125587,17953,54.62016,55.07736,0.051
125588,17953,58.58256,59.19216,0.034
125589,17954,19.32432,19.9644,0.017
125590,17954,31.30296,31.60776,0.051
125591,17954,32.49168,33.2232,0.051
125592,17954,34.01568,34.62528,0.034
125593,17954,35.38728,35.72256,0.017
125594,17954,35.99688,36.2712,0.017
125595,17954,37.55136,38.37432,0.017
125596,17954,38.37432,39.34968,0.034
125597,17954,42.39768,43.03776,0.086
125598,17954,43.03776,43.37304,3.806
125599,17954,43.37304,44.98848,0.137
125600,17954,44.98848,45.96384,0.051
125601,17954,45.96384,47.0916,0.086
125602,17954,48.006,48.58512,0.086
125603,17954,49.53,50.26152,0.069
125604,17954,51.45024,51.9684,0.103
125605,17954,56.388,57.6072,0.154
125606,17954,57.6072,58.91784,0.069
125607,17954,62.27064,63.00216,0.086
125608,17954,63.00216,63.8556,0.069
125609,17954,65.8368,66.294,0.171
125610,17954,66.294,67.23888,0.103
125611,17954,67.23888,68.33616,0.12
125612,17954,68.33616,70.34784,0.086
125613,17954,70.34784,71.23176,0.103
125614,17954,71.23176,71.74992,0.051
125615,17954,71.74992,72.60336,0.051
125616,17954,72.60336,72.9996,0.154
125617,17954,72.9996,73.7616,0.463
125618,17954,73.7616,74.15784,1.877
125619,17954,74.15784,74.76744,0.806
125620,17954,74.76744,75.8952,1.097
125621,17954,75.8952,76.5048,12.086
125622,17954,76.5048,77.20584,1.354
125623,17954,77.20584,78.51648,39.394
125624,17954,78.51648,79.52232,26.297
125625,17954,79.52232,80.98536,10.92
125626,17955,13.4112,14.9352,0.189
125627,17955,14.9352,16.4592,0.017
125628,17955,16.4592,17.9832,0.017
125629,17955,25.908,27.432,0.017
125630,17955,27.432,28.3464,0.017
125631,17955,28.3464,29.2608,0.017
125632,17955,29.2608,30.1752,0.017
125633,17955,30.1752,31.6992,0.017
125634,17955,31.6992,33.2232,0.017
125635,17955,33.2232,34.54908,0.086
125636,17955,34.54908,35.3568,6.977
125637,17955,35.3568,35.99688,3.703
125638,17955,35.99688,36.63696,1.346
125639,17955,36.63696,36.85032,0.086
125640,17955,36.85032,37.73424,0.103
125641,17955,37.73424,38.2524,0.034
125642,17955,38.2524,38.95344,0.017
125643,17955,41.7576,43.2816,0.017
125644,17955,46.3296,47.8536,0.017
125645,17955,50.292,50.99304,4.646
125646,17956,16.4592,17.9832,0.043
125647,17956,25.48128,27.00528,0.06
125648,17956,27.00528,28.52928,0.206
125649,17956,31.79064,33.00984,3.017
125650,17956,33.00984,33.8328,8.743
125651,17956,33.8328,34.56432,4.423
125652,17956,34.56432,35.38728,0.411
125653,17956,35.38728,35.99688,0.531
125654,17956,35.99688,37.52088,0.206
125655,17956,45.4152,46.0248,14.091
125656,17956,46.0248,47.244,0.154
125657,17957,20.4216,21.336,0.034
125658,17957,21.336,22.2504,0.034
125659,17957,22.2504,23.1648,0.051
125660,17957,23.1648,24.0792,0.017
125661,17957,24.0792,24.6888,0.051
125662,17957,24.6888,25.6032,0.017
125663,17957,25.6032,26.5176,0.017
125664,17957,26.5176,27.432,0.017
125665,17957,27.432,28.3464,0.189
125666,17957,28.3464,29.2608,0.017
125667,17957,29.2608,30.1752,0.051
125668,17957,30.1752,31.44012,0.034
125669,17957,31.44012,32.70504,0.034
125670,17957,32.70504,33.528,0.017
125671,17957,33.528,34.1376,0.017
125672,17957,34.1376,35.3568,0.017
125673,17957,35.3568,36.576,0.017
125674,17957,36.576,37.47516,0.017
125675,17957,37.47516,38.4048,0.017
125676,17957,38.4048,39.3192,0.017
125677,17957,52.4256,53.34,0.017
125678,17957,53.34,54.2544,0.086
125679,17957,54.2544,55.1688,0.017
125680,17957,55.1688,56.0832,0.017
125681,17957,57.912,58.73496,0.086
125682,17957,62.484,63.3984,0.017
125683,17957,66.33972,67.3608,0.446
125684,17957,67.3608,68.2752,0.12
125685,17957,68.2752,69.1896,0.514
125686,17957,69.1896,70.14972,1.492
125687,17957,73.4568,74.0664,0.36
125688,17958,17.28216,18.53184,0.043
125689,17958,18.53184,18.83664,1.046
125690,17958,18.83664,19.84248,0.086
125691,17958,19.84248,20.60448,2.057
125692,17958,20.60448,21.21408,30.103
125693,17958,21.21408,21.67128,0.051
125694,17958,28.59024,29.04744,0.034
125695,17958,30.9372,31.91256,0.103
125696,17958,39.50208,40.26408,0.034
125697,17958,40.26408,41.05656,10.114
125698,17958,41.05656,41.66616,13.2
125699,17958,41.66616,43.09872,0.034
125700,17958,44.0436,44.3484,0.034
125701,17958,44.3484,45.04944,0.051
125702,17958,50.38344,50.68824,0.051
125703,17958,51.2064,52.1208,0.103
125704,17958,52.4256,53.34,0.017
125705,17958,68.8848,69.7992,0.017
125706,17959,33.00984,34.53384,0.0685
125707,17959,34.53384,36.05784,0.051
125708,17959,36.05784,37.58184,0.034
125709,17959,37.58184,38.5572,0.017
125710,17959,38.5572,39.0144,0.034
125711,17959,39.0144,40.32504,0.034
125712,17959,40.32504,41.84904,0.034
125713,17959,41.84904,42.15384,1.5
125714,17959,42.15384,43.09872,0.72
125715,17959,43.09872,43.40352,0.257
125716,17959,43.40352,43.70832,0.206
125717,17959,43.70832,44.25696,0.823
125718,17959,44.25696,45.04944,0.206
125719,17959,45.04944,45.4152,2.211
125720,17959,45.4152,45.81144,1.851
125721,17959,45.81144,46.11624,1.749
125722,17959,46.11624,46.45152,3.154
125723,17959,46.45152,46.90872,3.154
125724,17959,46.90872,47.64024,1.526
125725,17959,47.64024,47.94504,2.331
125726,17959,47.94504,48.64608,1.817
125727,17959,48.64608,48.95088,2.331
125728,17959,48.95088,50.07864,0.514
125729,17959,50.07864,50.38344,1.491
125730,17959,50.38344,51.14544,1.543
125731,17959,51.14544,51.6636,6.549
125732,17959,51.6636,52.30368,1.234
125733,17959,52.30368,53.82768,0.223
125734,17959,53.82768,55.35168,0.051
125735,17959,55.35168,56.63184,0.926
125736,17959,56.63184,58.15584,1.2
125737,17959,58.15584,59.67984,0.754
125738,17959,59.67984,60.8076,0.086
125739,17959,60.8076,62.3316,0.017
125740,17959,62.3316,63.8556,0.051
125741,17959,63.8556,65.3796,0.017
125742,17959,65.3796,66.9036,0.017
125743,17959,66.9036,68.09232,0.017
125744,17959,69.00672,70.53072,0.017
125745,17959,70.53072,71.99376,0.017
125793,17964,14.53896,14.84376,0.034
125794,17964,22.37232,23.56104,0.017
125795,17964,23.56104,23.86584,0.017
125796,17964,25.81656,26.12136,2.777
125797,17964,27.95016,28.25496,0.017
125798,17964,30.11424,30.41904,3.274
125799,17964,30.41904,31.94304,0.291
125800,17964,31.94304,32.52216,0.48
125801,17964,32.52216,32.82696,0.823
125802,17964,32.82696,33.77184,0.24
125803,17964,33.77184,34.1376,3.549
125804,17964,34.1376,34.4424,4.886
125805,17964,34.4424,35.2044,0.274
125806,17964,35.2044,35.5092,36.24
125807,17964,35.5092,36.4236,0.686
125808,17964,36.4236,36.7284,16.697
125809,17964,36.7284,37.1856,2.914
125810,17964,37.1856,37.4904,5.229
125811,17964,37.4904,38.64864,0.909
125812,17964,38.64864,38.95344,7.406
125813,17964,38.95344,39.25824,2.897
125814,17964,39.25824,39.59352,0.6
125815,17964,39.59352,39.89832,0.651
125816,17964,39.89832,40.50792,0.583
125817,17964,40.50792,40.96512,1.474
125818,17964,40.96512,42.3672,0.2055
125819,17964,42.3672,43.8912,0.514
125820,17964,43.8912,44.5008,0.497
125821,17964,44.5008,45.14088,0.446
125822,17964,45.14088,45.44568,1.2515
125823,17964,45.44568,46.0248,0.343
125824,17964,46.0248,47.5488,0.034
125825,17964,47.5488,48.4632,0.034
125826,17965,29.8704,31.3944,1.063
125827,17965,31.3944,32.9184,0.017
125828,17965,32.9184,33.528,0.343
125829,17965,33.528,34.7472,0.103
125830,17965,34.7472,35.9664,2.674
125831,17965,35.9664,36.576,1.046
125832,17965,36.576,38.1,0.686
125833,17965,38.1,39.59352,0.12
125834,17965,39.59352,40.24884,1.294
125835,17965,40.24884,41.36136,0.034
125836,17965,41.36136,41.78808,10.851
125837,17965,41.78808,42.73296,0.291
125838,17965,42.73296,43.67784,0.017
125932,17974,32.004,32.766,0.051
125933,17974,32.766,34.1376,0.078
125934,17974,34.1376,35.052,0.034
125935,17974,35.052,36.17976,0.034
125936,17974,36.17976,37.12464,0.043
125937,17974,37.12464,38.37432,0.017
125938,17974,38.37432,38.77056,0.034
125939,17974,38.77056,39.07536,0.017
125940,17974,39.07536,40.5384,0.017
125941,17974,40.5384,42.0624,0.017
125942,17974,42.0624,43.5864,0.017
125943,17974,43.5864,45.1104,0.017
125944,17974,45.1104,46.6344,0.017
125945,17974,46.6344,48.1584,0.017
125946,17974,48.1584,49.62144,0.034
125947,17974,49.62144,50.4444,0.017
125948,17974,50.4444,51.816,0.017
125949,17975,42.45864,43.34256,0.017
125950,17975,43.34256,43.64736,0.017
125951,17975,43.64736,44.01312,0.017
125952,17975,44.01312,44.31792,0.017
125953,17975,44.31792,45.4152,0.034
125954,17975,45.4152,46.6344,0.095
125955,17975,46.6344,47.76216,0.051
125956,17975,47.76216,48.06696,0.086
125957,17975,48.06696,48.4632,0.051
125958,17975,51.41976,51.816,0.034
125959,17975,53.9496,54.77256,0.017
125960,17976,7.25424,8.8392,0.017
125961,17976,8.8392,9.144,0.017
125962,17976,9.144,9.6012,0.017
125963,17976,9.6012,9.906,0.017
125964,17976,9.906,10.2108,0.017
125965,17976,10.2108,11.5824,0.017
125966,17976,11.5824,12.86256,0.017
125967,17976,12.86256,13.8684,0.017
125968,17976,22.86,23.4696,0.891
125969,17976,25.6032,25.908,0.034
125970,17976,25.908,26.8224,0.154
125971,17976,26.8224,27.1272,5.632
125972,17976,35.53968,35.99688,0.051
125973,17976,42.58056,42.88536,0.017
125974,17976,44.68368,46.3296,0.034
125975,17976,53.15712,53.46192,0.394
125976,17977,48.09744,48.4632,0.017
125977,17977,48.4632,48.768,2.829
125978,17977,48.768,49.16424,2.554
125979,17977,49.16424,50.20056,0.034
125980,17977,50.20056,50.50536,10.251
125981,17978,21.4884,22.12848,0.103
125982,17978,22.12848,22.43328,0.24
