,BHID,FROM,TO,AU_AVG_GT
134360,18443,12.3444,13.8684,0.014
134361,18443,13.8684,14.9352,0.014
134362,18443,14.9352,15.5448,0.017
134363,18443,15.5448,17.0688,0.013
134364,18443,17.0688,18.5928,0.014
134365,18443,18.5928,20.1168,0.012
134366,18443,20.1168,21.6408,0.005
134367,18443,21.6408,23.1648,0.015
134368,18443,23.1648,24.6888,0.009
134369,18443,24.6888,26.2128,0.021
134370,18443,26.2128,27.7368,0.01
134371,18443,27.7368,29.2608,0.005
134372,18443,29.2608,30.35808,0.005
134373,18443,30.35808,31.0896,0.005
134374,18443,31.0896,32.766,0.01
134375,18443,32.766,34.1376,0.005
134376,18443,34.1376,35.6616,0.015
134377,18443,35.6616,36.97224,0.01
134378,18443,36.97224,37.9476,0.015
134379,18443,37.9476,38.862,0.06
134380,18443,38.862,40.386,2.338
134381,18443,40.386,41.91,0.026
134382,18443,41.91,42.672,0.0275
134383,18443,42.672,44.196,0.046
134384,18443,44.196,44.8056,0.027
134385,18443,44.8056,46.3296,0.015
134386,18443,46.3296,46.9392,0.0025
134387,18443,46.9392,47.8536,0.0025
134388,18443,47.8536,48.4632,0.0025
134389,18443,48.4632,49.2252,0.029
134390,18443,49.2252,50.1396,0.005
134391,18443,50.1396,51.054,1.162
134392,18443,51.054,52.578,0.005
134393,18443,52.578,53.1876,0.0025
134394,18443,53.1876,54.7116,0.01
134395,18443,54.7116,55.626,0.271
134396,18443,55.626,56.5404,1.546
134397,18443,56.5404,57.4548,4.613
134398,18443,57.4548,58.3692,15.046
134399,18443,58.3692,59.2836,3.917
134400,18443,59.2836,60.198,0.197
134401,18443,60.198,60.8076,3.281
134402,18443,60.8076,62.3316,0.154
134403,18443,62.3316,63.5508,0.05
134404,18443,63.5508,64.3128,7.793
134405,18443,64.3128,65.8368,0.01
134406,18443,65.8368,66.5988,0.0025
134407,18443,66.5988,67.5132,0.0025
134408,18443,67.5132,69.0372,0.015
134409,18443,69.0372,70.5612,0.01
134410,18443,70.5612,71.99376,0.014
134411,18444,13.16736,14.3256,0.003
134412,18444,14.3256,15.24,0.166
134413,18444,15.24,16.1544,0.175
134414,18444,16.1544,17.0688,0.003
134415,18444,17.0688,17.9832,0.381
134416,18444,17.9832,18.8976,0.369
134417,18444,18.8976,19.812,0.146
134418,18444,19.812,20.7264,0.129
134419,18444,20.7264,21.6408,0.581
134420,18444,21.6408,22.5552,0.003
134421,18444,22.5552,23.4696,0.003
134422,18444,23.4696,24.384,0.069
134423,18444,24.384,25.2984,0.003
134424,18444,25.2984,26.2128,0.034
134425,18444,26.2128,27.1272,0.153
134426,18444,27.1272,27.432,1.428
134427,18444,27.432,28.3464,0.12
134428,18444,28.3464,29.2608,0.034
134429,18444,29.2608,30.1752,0.12
134430,18444,30.1752,30.9372,0.067
134431,18444,30.9372,31.6992,0.398
134432,18444,31.6992,32.6136,0.051
134433,18444,32.6136,34.1376,0.038
134434,18444,34.1376,35.6616,0.014
134435,18444,35.6616,37.1856,0.015
134436,18444,37.1856,38.7096,0.021
134437,18444,38.7096,40.2336,0.026
134438,18444,40.2336,41.7576,0.041
134439,18444,41.7576,43.2816,0.075
134440,18444,43.2816,44.83608,0.069
134441,18444,44.83608,46.3296,0.087
134442,18444,46.3296,47.5488,0.062
134443,18444,47.5488,48.90516,0.017
134444,18444,48.90516,50.26152,0.012
134445,18444,50.26152,51.816,0.005
134446,18444,51.816,53.34,0.015
134447,18444,53.34,54.864,0.017
134448,18444,54.864,56.388,0.012
134449,18444,56.388,57.912,0.009
134450,18444,57.912,59.436,0.003
134451,18444,59.436,60.6552,0.021
134452,18444,60.6552,61.9506,0.009
134453,18444,61.9506,63.246,0.012
134454,18444,63.246,64.6176,0.009
134455,18444,64.6176,66.1416,0.01
134456,18444,66.1416,67.6656,0.015
134457,18444,67.6656,69.1896,0.027
134458,18444,69.1896,70.7136,0.009
134459,18444,70.7136,72.2376,0.009
134460,18444,72.2376,73.7616,0.007
134461,18444,73.7616,75.2856,0.009
134462,18444,75.2856,76.8096,0.005
134463,18444,76.8096,78.3336,0.003
134464,18444,78.3336,79.8576,0.009
134465,18444,79.8576,81.3816,0.003
134466,18444,81.3816,82.9056,0.003
134467,18444,82.9056,84.03336,0.003
134468,18444,84.03336,85.16112,0.003
134469,18444,85.16112,86.5632,0.017
134470,18444,86.5632,87.7824,0.003
134471,18444,87.7824,89.0016,0.05
134472,18444,89.0016,89.6112,5.993
134473,18444,89.6112,90.55608,0.051
134474,18444,90.55608,91.50096,0.007
134475,18444,91.50096,92.6592,0.003
134476,18444,92.6592,93.8784,0.009
134477,18444,93.8784,95.0976,0.009
134478,18444,95.0976,96.30156,0.012
134479,18444,96.30156,97.26168,0.002
134480,18444,97.26168,98.1456,0.014
134481,18444,98.1456,98.99904,0.01
134482,18445,16.1544,17.61744,0.21
134483,18445,17.61744,18.288,16.831
134484,18445,18.288,19.26336,0.42
134485,18445,19.26336,19.69008,0.003
134486,18445,19.69008,20.574,0.027
134487,18445,20.574,21.45792,0.022
134488,18445,21.45792,22.4028,0.009
134489,18445,22.4028,23.65248,0.017
134490,18445,23.65248,24.9174,0.009
134491,18445,24.9174,26.2128,0.017
134492,18445,26.2128,27.52344,0.015
134493,18445,27.52344,28.83408,0.009
134494,18445,28.83408,30.23616,0.003
134495,18445,30.23616,31.63824,0.003
134496,18445,31.63824,33.10128,0.003
134497,18445,33.10128,34.56432,0.015
134498,18445,34.56432,35.99688,0.009
134499,18445,35.99688,37.15512,0.003
134500,18445,37.15512,38.31336,0.01
134501,18445,38.31336,39.28872,0.012
134502,18445,39.28872,40.47744,0.003
134503,18445,40.47744,41.66616,0.003
134504,18445,41.66616,42.85488,0.003
134505,18445,42.85488,43.92168,0.003
134506,18445,43.92168,44.98848,0.003
134507,18445,44.98848,45.88764,0.003
134508,18445,45.88764,46.58868,0.003
134509,18445,46.58868,47.5488,0.309
134510,18445,47.5488,48.21936,0.223
134511,18445,48.21936,48.9204,1.337
134512,18445,48.9204,49.6824,0.85
134513,18445,49.6824,50.5968,0.672
134514,18445,50.5968,51.5112,0.974
134515,18445,51.5112,52.4256,1.615
134516,18445,52.4256,53.1876,10.186
134517,18445,53.1876,54.49824,0.069
134518,18445,54.49824,55.74792,0.005
134519,18445,55.74792,56.9976,0.021
134520,18445,56.9976,58.24728,0.003
134521,18445,58.24728,59.5884,0.069
134522,18445,59.5884,60.92952,0.051
134523,18445,60.92952,61.90488,0.01
134524,18445,61.90488,62.88024,0.003
134525,18445,62.88024,64.25184,0.003
134526,18445,64.25184,65.6082,0.003
134527,18445,65.6082,66.7512,0.014
134528,18445,66.7512,67.87896,0.005
134529,18445,67.87896,69.00672,0.005
134530,18446,10.94232,12.32916,0.017
134531,18446,12.32916,13.716,0.003
134532,18446,13.716,14.9352,0.003
134533,18446,14.9352,16.24584,0.003
134534,18446,16.24584,17.55648,0.017
134535,18446,17.55648,18.7452,0.017
134536,18446,18.7452,19.91868,0.003
134537,18446,19.91868,21.336,0.003
134538,18446,21.336,22.86,0.003
134539,18446,22.86,24.384,0.003
134540,18446,24.384,25.908,0.017
134541,18446,25.908,27.432,0.003
134542,18446,27.432,28.74264,0.017
134543,18446,28.74264,29.8704,0.069
134544,18446,29.8704,30.7848,0.034
134545,18446,30.7848,31.5468,0.086
134546,18446,31.5468,32.3088,2.074
134547,18446,32.3088,32.82696,8.451
134548,18446,32.82696,33.43656,3.36
134549,18446,33.43656,34.09188,2.983
134550,18446,34.09188,34.86912,1.68
134551,18446,34.86912,35.9664,3.309
134552,18446,35.9664,37.1094,0.017
134553,18446,37.1094,38.2524,0.069
134554,18446,38.2524,39.0144,0.549
134555,18446,39.0144,39.9288,3.257
134556,18446,39.9288,40.8432,0.669
134557,18446,40.8432,41.7576,0.429
134558,18446,41.7576,42.3672,4.509
134559,18446,42.3672,43.2816,0.583
134560,18446,43.2816,43.8912,2.177
134561,18446,43.8912,44.8056,1.766
134562,18446,44.8056,45.4152,1.629
134563,18446,45.4152,46.3296,0.12
134564,18446,46.3296,47.244,0.051
134565,18446,47.244,48.34128,0.017
134566,18446,48.34128,49.43856,0.051
134567,18446,49.43856,50.1396,0.137
134568,18446,50.1396,51.054,2.469
134569,18446,51.054,51.5112,7.114
134570,18446,51.5112,52.1208,3.206
134571,18446,52.1208,52.82184,1.217
134572,18446,52.82184,53.50764,1.817
134573,18446,53.50764,54.5592,0.017
134574,18446,54.5592,55.4736,0.103
134575,18446,55.4736,56.388,0.034
134576,18446,56.388,56.9976,2.383
134577,18446,56.9976,57.912,0.137
134578,18446,57.912,58.5216,1.663
134579,18446,58.5216,59.3598,0.651
134580,18446,59.3598,60.3504,0.034
134581,18446,60.3504,61.5696,0.034
134582,18446,61.5696,62.1792,0.051
134583,18446,62.1792,63.7032,0.003
134584,18446,63.7032,65.2272,0.003
134585,18446,65.2272,66.7512,0.003
134586,18446,66.7512,68.2752,0.003
134587,18446,68.2752,69.82968,0.003
134588,18446,69.82968,71.38416,0.003
134589,18446,71.38416,72.93864,0.003
134590,18446,72.93864,74.49312,0.003
134591,18446,74.49312,76.0476,0.003
134592,18446,76.0476,76.6572,0.137
134593,18446,76.6572,77.58684,0.034
134594,18446,77.58684,78.51648,0.051
134595,18447,18.16608,19.08048,0.003
134596,18447,19.08048,19.99488,0.003
134597,18447,19.99488,20.89404,0.003
134598,18447,20.89404,21.76272,0.034
134599,18447,21.76272,22.61616,0.003
134600,18447,22.61616,23.19528,0.003
134601,18447,23.19528,23.6982,0.003
134602,18447,23.6982,24.90216,0.003
134603,18447,24.90216,26.10612,0.003
134604,18447,26.10612,26.47188,0.003
134605,18447,26.47188,26.9748,63.72
134606,18447,26.9748,27.7368,1.817
134607,18447,27.7368,28.956,0.003
134608,18447,28.956,30.1752,0.003
134609,18447,30.1752,31.5468,0.003
134610,18447,31.5468,32.9184,0.003
134611,18447,32.9184,33.92424,0.003
134612,18447,33.92424,35.02152,0.081
134613,18447,35.02152,36.1188,0.298
134614,18447,36.1188,36.8808,0.079
134615,18447,36.8808,38.1,0.024
134616,18447,38.1,39.3192,0.094
134617,18447,39.3192,40.0812,0.039
134618,18447,40.0812,40.8432,0.751
134619,18447,40.8432,41.3004,17.702
134620,18447,41.3004,41.91,0.024
134621,18447,41.91,42.64152,0.017
134622,18447,42.64152,44.196,0.017
134623,18447,44.196,45.72,0.003
134624,18447,45.72,46.9392,0.003
134625,18447,46.9392,48.1584,0.003
134626,18447,48.1584,49.3776,0.003
134627,18447,49.3776,50.5968,0.003
134628,18447,50.5968,51.5874,0.003
134629,18447,51.5874,52.59324,0.017
134630,18447,52.59324,53.9496,0.017
134631,18447,53.9496,55.1688,0.017
134632,18447,55.1688,56.388,0.017
134633,18447,56.388,57.3024,0.003
134634,18447,57.3024,58.2168,0.003
134635,18447,58.2168,59.1312,0.086
134636,18447,59.1312,60.3504,0.154
134637,18447,60.3504,61.5696,0.003
134638,18447,61.5696,63.00216,0.003
134639,18448,18.10512,19.52244,0.015
134640,18448,19.52244,20.955,0.021
134641,18448,20.955,22.50948,0.009
134642,18448,22.50948,23.74392,0.014
134643,18448,23.74392,24.9936,0.007
134644,18448,24.9936,26.0604,0.069
134645,18448,26.0604,27.1272,0.237
134646,18448,27.1272,28.0416,0.051
134647,18448,28.0416,29.47416,0.003
134648,18448,29.47416,30.60192,0.051
134649,18448,30.60192,31.51632,0.069
134650,18448,31.51632,32.4612,0.117
134651,18448,32.4612,33.3756,0.49
134652,18448,33.3756,34.4424,1.332
134653,18448,34.4424,35.3568,0.129
134654,18448,35.3568,36.2712,0.06
134655,18448,36.2712,37.0332,0.189
134656,18448,37.0332,37.7952,0.086
134657,18448,37.7952,38.7858,0.017
134658,18448,38.7858,39.7764,0.077
134659,18448,39.7764,40.386,0.026
134660,18448,40.386,41.148,0.051
134661,18448,41.148,41.7576,0.05
134662,18448,41.7576,43.2816,0.007
134663,18448,43.2816,44.8056,0.002
134664,18448,44.8056,46.3296,0.003
134665,18448,46.3296,47.5488,0.003
134666,18448,47.5488,48.768,0.007
134667,18448,48.768,49.3776,29.088
134668,18448,49.3776,50.17008,0.41
134669,18448,50.17008,51.2064,0.146
134670,18448,51.2064,52.1208,0.219
134671,18448,52.1208,53.34,0.091
134672,18448,53.34,54.2544,51.591
134673,18448,54.2544,55.13832,12.351
134674,18448,55.13832,56.02224,4.973
134675,18448,56.02224,56.9976,0.173
134676,18448,56.9976,58.5216,0.003
134677,18448,58.5216,60.0456,0.005
134678,18448,60.0456,61.4172,0.009
134679,18448,61.4172,62.7888,0.05
134680,18448,62.7888,63.5508,0.051
134681,18448,63.5508,64.4652,0.057
134682,18448,64.4652,65.532,0.051
134683,18448,65.532,66.9798,0.021
134684,18448,66.9798,68.199,0.009
134685,18448,68.199,69.43344,0.014
134686,18448,69.43344,70.66788,0.009
134687,18448,70.66788,71.74992,0.003
134688,18448,71.74992,72.8472,0.033
134689,18448,72.8472,74.00544,0.003
134690,18448,74.00544,74.91984,0.01
134691,18448,74.91984,75.65136,0.012
134692,18448,75.65136,76.2,0.089
134693,18448,76.2,77.1144,0.003
134694,18448,77.1144,78.3336,0.003
134695,18448,78.3336,79.248,0.003
134696,18448,79.248,80.14716,0.003
134697,18448,80.14716,81.50352,0.05
134698,18448,81.50352,82.87512,0.022
134699,18448,82.87512,84.24672,0.009
134700,18448,84.24672,85.61832,0.01
134701,18448,85.61832,86.98992,0.01
134702,18449,14.6304,16.1544,0.0025
134703,18449,16.1544,17.6784,0.0025
134704,18449,17.6784,19.09572,0.0025
134705,18449,19.09572,20.51304,0.0025
134706,18449,20.51304,21.85416,0.103
134707,18449,21.85416,23.19528,0.0025
134708,18449,23.19528,24.5364,0.017
134709,18449,24.5364,24.8412,
134710,18449,24.8412,26.0604,0.041
134711,18449,26.0604,27.2796,0.01
134712,18449,27.2796,28.4988,0.0025
134713,18449,28.4988,29.718,0.0025
134714,18449,29.718,30.96768,0.0025
134715,18449,30.96768,32.21736,0.0025
134716,18449,32.21736,33.71088,0.0025
134717,18449,33.71088,35.23488,0.0025
134718,18449,35.23488,36.75888,0.01
134719,18449,36.75888,37.7952,0.045
134720,18449,37.7952,39.0144,0.029
134721,18449,39.0144,40.2336,0.084
134722,18449,40.2336,41.4528,0.021
134723,18449,41.4528,42.672,0.039
134724,18449,42.672,43.5864,0.122
134725,18449,43.5864,44.196,10.221
134726,18449,44.196,45.4152,0.045
134727,18449,45.4152,46.1772,0.914
134728,18449,46.1772,47.3964,0.134
134729,18449,47.3964,48.006,52.157
134730,18449,48.006,48.768,7.354
134731,18449,48.768,49.3776,14.457
134732,18449,49.3776,50.1396,1.629
134733,18449,50.1396,50.7492,47.331
134734,18449,50.7492,51.5112,0.117
134735,18449,51.5112,52.1208,0.039
134736,18449,52.1208,53.34,0.024
134737,18449,53.34,54.4068,0.029
134738,18449,54.4068,55.4736,0.017
134739,18449,55.4736,56.52516,0.033
134740,18449,56.52516,57.7596,0.005
134741,18449,57.7596,58.9788,0.0025
134742,18449,58.9788,60.198,0.0025
134743,18449,60.198,61.44768,0.012
134744,18449,61.44768,62.30112,0.009
134745,18449,62.30112,63.15456,0.0025
134746,18449,63.15456,64.3128,0.034
134747,18449,64.3128,65.66916,0.021
134748,18449,65.66916,67.02552,0.022
134749,18449,67.02552,68.38188,0.021
134750,18449,68.38188,69.73824,0.053
134751,18449,69.73824,71.07936,0.019
134752,18449,71.07936,72.5424,0.006
134753,18449,72.5424,73.152,0.343
134754,18449,73.152,74.3712,0.12
134755,18449,74.3712,75.5904,0.1825
134756,18449,75.5904,76.93152,0.051
134757,18449,76.93152,78.3336,0.017
134758,18449,78.3336,79.5528,0.017
134759,18449,79.5528,80.1624,0.034
134760,18449,80.1624,81.3816,0.017
134761,18449,81.3816,82.6008,0.017
134762,18449,82.6008,83.82,0.017
134763,18449,83.82,85.0392,0.017
134764,18449,85.0392,86.2584,0.017
134765,18449,86.2584,87.4776,0.017
134766,18449,87.4776,88.0872,0.823
134767,18449,88.0872,88.72728,0.086
134768,18449,88.72728,89.33688,0.086
134769,18449,89.33688,90.00744,0.017
134811,18450,12.07008,12.954,6.823
134812,18450,12.954,13.716,0.017
134813,18450,13.716,14.6304,0.309
134814,18450,14.6304,15.5448,1.423
134815,18450,15.5448,16.4592,4.011
134816,18450,16.4592,17.3736,0.343
134817,18450,17.3736,18.1356,1.234
134818,18450,18.1356,18.8976,0.017
134819,18450,18.8976,19.6596,0.017
134820,18450,19.6596,19.9644,4.731
134821,18450,19.9644,20.7264,1.234
134822,18450,20.7264,21.4884,0.377
134823,18450,21.4884,22.098,3.857
134824,18450,22.098,22.7076,43.286
134825,18450,22.7076,23.622,2.811
134826,18450,23.622,24.5364,0.103
134827,18450,24.5364,25.2984,1.663
134828,18450,25.2984,26.2128,2.451
134829,18450,26.2128,27.1272,3.84
134830,18450,27.1272,28.0416,0.034
134831,18450,28.0416,28.956,0.003
134832,18450,28.956,29.718,9.703
134833,18450,29.718,30.48,10.971
134834,18450,30.48,31.242,1.389
134835,18450,31.242,32.004,3.034
134836,18450,32.004,32.9184,0.154
134837,18450,32.9184,33.8328,9.549
134838,18450,33.8328,34.91484,0.069
134839,18450,34.91484,35.99688,0.034
134840,18451,14.84376,16.21536,0.017
134841,18451,16.21536,17.6784,0.003
134842,18451,17.6784,19.2024,0.003
134843,18451,19.2024,20.7264,0.003
134844,18451,20.7264,22.2504,0.003
134845,18451,22.2504,23.7744,0.003
134846,18451,23.7744,25.2984,0.003
134847,18451,25.2984,26.8224,0.003
134848,18451,26.8224,28.3464,0.017
134849,18451,28.3464,29.8704,0.017
134850,18451,29.8704,31.3944,0.017
134851,18451,31.3944,32.6136,0.017
134852,18451,32.6136,33.8328,0.017
134853,18451,33.8328,35.11296,0.017
134854,18451,35.11296,36.576,0.017
134855,18451,36.576,38.1,0.003
134856,18451,38.1,39.3192,0.017
134857,18451,39.3192,40.5384,0.017
134858,18451,40.5384,41.87952,0.017
134859,18451,41.87952,43.2054,0.003
134860,18451,43.2054,44.77512,0.017
134861,18451,44.77512,45.38472,0.017
134862,18451,45.38472,46.90872,0.003
134863,18451,46.90872,48.43272,0.026
134864,18451,48.43272,48.768,0.034
134865,18451,48.768,50.292,0.017
134866,18451,50.292,51.816,0.017
134867,18451,51.816,53.34,0.017
134868,18451,53.34,54.864,0.017
134869,18451,54.864,56.388,0.017
134870,18451,56.388,57.912,0.017
134871,18451,57.912,59.436,0.017
134872,18451,59.436,60.96,0.017
134873,18451,60.96,62.484,0.017
134874,18451,62.484,63.7032,0.017
134875,18451,63.7032,64.9224,0.017
134876,18451,64.9224,66.1416,0.017
134877,18451,66.1416,67.3608,0.034
134878,18451,67.3608,67.9704,0.051
134879,18451,67.9704,69.1896,0.017
134880,18451,69.1896,70.4088,0.017
134881,18451,70.4088,71.628,0.034
134882,18451,71.628,72.8472,0.017
134883,18451,72.8472,73.7616,0.034
134884,18451,73.7616,74.3712,0.549
134885,18451,74.3712,75.5904,0.017
134886,18451,75.5904,76.8096,0.017
134887,18451,76.8096,77.99832,0.017
134888,18452,20.23872,21.73224,0.01
134889,18452,21.73224,23.22576,0.009
134890,18452,23.22576,24.71928,0.009
134891,18452,24.71928,26.2128,0.046
134892,18452,26.2128,27.7368,0.007
134893,18452,27.7368,29.2608,0.009
134894,18452,29.2608,30.7848,0.009
134895,18452,30.7848,32.3088,0.021
134896,18452,32.3088,33.8328,0.029
134897,18452,33.8328,34.7472,1.322
134898,18452,34.7472,35.6616,1.294
134899,18452,35.6616,36.576,0.065
134900,18452,36.576,37.4904,0.029
134901,18452,37.4904,38.4048,0.014
134902,18452,38.4048,39.3192,0.0255
134903,18452,39.3192,40.2336,0.0255
134904,18452,40.2336,41.148,0.0025
134905,18452,41.148,42.0624,0.0025
134906,18452,42.0624,42.9768,0.003
134907,18452,42.9768,43.8912,2.335
134908,18452,43.8912,44.6532,32.414
134909,18452,44.6532,45.4152,3.048
134910,18452,45.4152,46.43628,0.19
134911,18452,46.43628,47.45736,0.091
134912,18452,47.45736,48.4632,2.391
134913,18452,48.4632,49.19472,11.959
134914,18452,49.19472,50.292,1.215
134915,18452,50.292,51.2064,0.022
134916,18452,51.2064,52.2732,0.038
134917,18452,52.2732,53.34,0.017
134918,18452,53.34,54.4068,1.243
134919,18452,54.4068,55.4736,0.039
134920,18452,55.4736,56.6928,0.015
134921,18452,56.6928,57.912,0.009
134922,18452,57.912,59.1312,0.012
134923,18452,59.1312,60.5028,0.146
134924,18452,60.5028,61.8744,10.281
134925,18452,61.8744,62.72784,0.384
134926,18452,62.72784,63.84036,0.729
134927,18452,63.84036,64.64808,0.161
134928,18452,64.64808,65.4558,0.069
134929,18452,65.4558,66.294,0.537
134930,18452,66.294,67.2084,5.338
134931,18452,67.2084,67.9704,88.956
134932,18452,67.9704,68.8848,0.074
134933,18452,68.8848,69.8754,30.807
134934,18452,69.8754,70.866,10.464
134935,18452,70.866,72.2376,0.015
134936,18452,72.2376,73.7616,0.017
134937,18452,73.7616,75.2856,0.01
134938,18452,75.2856,76.8096,0.01
134939,18452,76.8096,78.3336,0.012
134940,18452,78.3336,79.8576,0.012
134941,18452,79.8576,81.3816,0.01
134942,18452,81.3816,82.9056,0.014
134943,18452,82.9056,84.4296,0.01
134944,18452,84.4296,85.6488,0.01
134945,18452,85.6488,86.868,0.014
134946,18452,86.868,87.79764,0.094
134947,18452,87.79764,88.392,0.099
134948,18452,88.392,89.0016,0.461
134949,18452,89.0016,89.80932,0.096
134950,18452,89.80932,90.6018,0.675
134951,18452,90.6018,91.44,2.441
134952,18452,91.44,92.99448,0.031
134970,18454,6.90372,8.35152,0.003
134971,18454,8.35152,9.79932,0.003
134972,18454,9.79932,11.32332,0.003
134973,18454,11.32332,12.84732,0.017
134974,18454,12.84732,14.3256,0.017
134975,18454,14.3256,15.8496,0.003
134976,18454,15.8496,17.3736,0.003
134977,18454,17.3736,18.8976,0.003
134978,18454,18.8976,20.4216,0.003
134979,18454,20.4216,21.9456,0.003
134980,18454,21.9456,23.4696,0.003
134981,18454,23.4696,24.9936,0.003
134982,18454,24.9936,26.5176,0.003
134983,18454,26.5176,28.0416,0.003
134984,18454,28.0416,29.5656,0.017
134985,18454,29.5656,31.0896,0.017
134986,18454,31.0896,32.6136,0.003
134987,18454,32.6136,34.1376,0.003
134988,18454,34.1376,35.6616,0.003
134989,18454,35.6616,37.1856,0.003
134990,18454,37.1856,38.7096,0.003
134991,18454,38.7096,40.2336,0.003
134992,18454,40.2336,41.7576,0.003
134993,18454,41.7576,43.2816,0.003
134994,18454,43.2816,44.8056,0.003
134995,18454,44.8056,46.3296,0.003
134996,18454,46.3296,47.8536,0.003
134997,18454,47.8536,49.3776,0.003
134998,18454,49.3776,50.9016,0.017
134999,18454,50.9016,52.4256,0.003
135000,18454,52.4256,53.9496,0.003
135001,18454,53.9496,55.4736,0.003
135002,18454,55.4736,56.9976,0.003
135003,18454,56.9976,58.5216,0.003
135004,18454,58.5216,60.0456,0.003
135005,18454,60.0456,61.5696,0.003
135006,18454,61.5696,63.0936,0.003
135007,18454,63.0936,64.6176,0.003
135008,18454,64.6176,66.1416,0.003
135009,18454,66.1416,67.6656,0.003
135010,18454,67.6656,69.1896,0.003
135011,18454,69.1896,70.7136,0.003
135012,18454,70.7136,72.2376,0.002
135013,18454,72.2376,73.7616,0.002
135014,18454,73.7616,75.2856,0.002
135015,18454,75.2856,76.8096,0.015
135016,18454,76.8096,78.3336,0.002
135017,18454,78.3336,79.8576,0.002
135018,18454,79.8576,81.3816,0.002
135019,18454,81.3816,82.9056,0.002
135020,18454,82.9056,84.4296,0.003
135021,18454,84.4296,85.9536,0.002
135022,18454,85.9536,87.4776,0.009
135023,18454,87.4776,89.0016,0.003
135024,18454,89.0016,90.5256,0.005
135025,18454,90.5256,92.0496,0.005
135026,18454,92.0496,93.46692,0.002
135027,18454,93.46692,94.869,0.002
135028,18454,94.869,96.012,0.003
135029,18454,96.012,97.47504,0.002
135030,18454,97.47504,98.72472,0.002
135031,18454,98.72472,99.94392,0.002
135032,18454,99.94392,101.46792,0.002
135033,18454,101.46792,102.99192,0.002
135034,18454,102.99192,103.9368,0.002
135035,18454,103.9368,105.20172,0.003
135036,18454,105.20172,106.46664,0.002
135037,18454,106.46664,107.8992,0.002
135038,18454,107.8992,109.4232,0.003
135039,18454,109.4232,110.9472,0.01
135040,18454,110.9472,111.7092,0.207
135041,18454,111.7092,112.4712,0.105
135042,18454,112.4712,114.04092,0.231
135043,18454,114.04092,115.61064,0.003
135044,18454,115.61064,117.16512,0.002
135045,18454,117.16512,118.62816,0.003
135046,18454,118.62816,120.0912,0.005
135047,18454,120.0912,121.6152,0.003
135048,18454,121.6152,123.1392,0.002
135049,18454,123.1392,124.6632,0.004
135050,18454,124.6632,126.1872,0.007
135051,18454,126.1872,127.7112,0.005
135052,18454,127.7112,129.2352,0.003
135053,18454,129.2352,130.7592,0.002
135054,18454,130.7592,132.2832,0.002
135055,18454,132.2832,133.6548,0.002
135056,18454,133.6548,134.99592,0.002
135057,18455,14.3256,15.5448,0.0025
135058,18455,15.5448,16.764,0.024
135059,18455,16.764,17.9832,0.031
135060,18455,17.9832,18.71472,0.063
135061,18455,18.71472,19.5072,1.111
135062,18455,19.5072,20.4216,0.0255
135063,18455,20.4216,21.336,0.3445
135064,18455,21.336,22.26564,0.0255
135065,18455,22.26564,23.19528,0.0255
135066,18455,23.19528,24.0792,0.01
135067,18455,24.0792,24.9936,0.05
135068,18455,24.9936,25.908,0.01
135069,18455,25.908,26.8224,0.01
135070,18455,26.8224,27.64536,0.033
135071,18455,27.64536,28.46832,0.0255
135072,18455,28.46832,29.2608,0.021
135073,18455,29.2608,30.05328,0.07
135074,18455,30.05328,30.84576,0.0255
135075,18455,30.84576,32.3088,0.022
135076,18455,32.3088,33.8328,0.027
135077,18455,33.8328,35.3568,0.014
135078,18455,35.3568,36.8808,0.017
135079,18455,36.8808,38.34384,0.017
135080,18455,38.34384,39.80688,0.017
135081,18455,39.80688,41.28516,0.021
135082,18455,41.28516,42.76344,0.024
135083,18455,42.76344,43.86072,0.0255
135084,18455,43.86072,44.958,1.075
135085,18455,44.958,46.05528,0.0255
135086,18455,46.05528,47.15256,0.0255
135087,18455,47.15256,47.8536,0.441
135088,18455,47.8536,49.0728,0.0255
135089,18455,49.0728,50.292,0.381
135090,18455,50.292,51.5112,0.0255
135091,18455,51.5112,52.4256,0.029
135092,18455,52.4256,53.34,0.113
135093,18455,53.34,54.5592,0.0255
135094,18455,54.5592,55.7784,0.0255
135095,18455,55.7784,56.9976,0.0255
135096,18455,56.9976,58.2168,0.0255
135097,18455,58.2168,59.3598,0.05
135098,18455,59.3598,60.21324,0.0255
135099,18455,60.21324,60.96,1.481
135100,18455,60.96,61.8744,0.0255
135101,18455,61.8744,62.7888,0.225
135102,18455,62.7888,63.5508,0.0255
135103,18455,63.5508,64.3128,0.158
135104,18455,64.3128,65.59296,0.0255
135105,18455,65.59296,66.4464,0.033
135106,18455,66.4464,67.2084,0.045
135107,18455,67.2084,67.9704,1.104
135108,18455,67.9704,69.00672,0.325
135109,18455,69.00672,70.07352,0.18
135110,18455,70.07352,70.83552,0.065
135111,18455,70.83552,71.74992,0.01
135112,18455,71.74992,72.63384,0.041
135113,18455,72.63384,73.67016,0.019
135114,18455,73.67016,74.12736,0.0025
135115,18455,74.12736,75.5904,0.0025
135116,18455,75.5904,77.1144,0.0025
135117,18455,77.1144,78.6384,0.0025
135118,18455,78.6384,80.1624,0.0025
135119,18455,80.1624,81.6864,0.0025
135120,18455,81.6864,83.2104,0.0025
135121,18455,83.2104,84.7344,0.0025
135122,18455,84.7344,86.2584,0.005
135123,18455,86.2584,87.7824,0.005
