,BHID,AT,AZ,DIP
19731,18522,152.4,182.31,55.0
19732,18522,167.64,182.31,54.0
19733,18523,0.0,182.31,80.0
19734,18523,45.72,182.31,79.0
19735,18523,94.48,182.31,78.0
19736,18524,0.0,2.31,65.0
19737,18524,30.48,2.31,65.0
19738,18524,60.96,2.31,64.0
19739,18524,91.44,2.31,64.0
19740,18524,121.92,2.31,63.0
19741,18524,152.4,2.31,63.0
19742,18525,0.0,2.31,76.0
19743,18525,30.48,2.31,76.0
19744,18525,60.96,2.31,76.0
19745,18525,91.44,2.31,75.0
19746,18525,121.92,2.31,75.0
19747,18525,152.4,2.31,75.0
19748,18525,182.88,2.31,75.0
19749,18525,197.81,2.31,75.0
19750,18526,0.0,2.31,45.0
19751,18526,30.48,2.31,45.0
19752,18526A,0.0,2.31,45.0
19753,18526A,45.72,2.31,45.0
19754,18526A,91.44,2.31,44.0
19755,18528,0.0,182.31,67.0
19756,18529,0.0,182.31,45.0
19757,18529,30.48,182.31,49.0
19758,18529,60.96,182.31,48.0
19759,18529,91.44,182.31,48.0
19760,18529,121.92,182.31,47.0
19761,18529,140.2,182.31,47.0
19766,18530,0.0,2.31,67.0
19767,18530,30.48,2.31,67.0
19768,18530,60.96,2.31,66.0
19769,18530,91.44,2.31,66.0
19770,18530,121.92,2.31,66.0
19771,18530,152.4,2.31,65.0
19772,18530,182.88,2.31,65.0
19773,18531,0.0,2.31,84.0
19774,18531,30.48,2.31,84.0
19775,18531,60.96,2.31,84.0
19776,18531,91.44,2.31,84.0
19777,18532,0.0,182.31,63.0
19778,18532,30.48,182.31,63.0
19779,18532,60.96,182.31,62.0
19780,18532,88.39,182.31,62.0
19781,18533,0.0,182.31,62.0
19782,18533,30.48,182.31,62.0
19783,18533,60.96,182.31,61.0
19784,18533,91.44,182.31,61.0
19785,18533,121.92,182.31,60.0
19786,18533,152.4,182.31,59.0
19787,18533,182.88,182.31,59.0
19788,18534,0.0,182.31,40.0
19789,18534,30.48,182.31,39.0
19790,18534,60.96,182.31,39.0
19791,18534,91.44,182.31,39.0
19792,18534,121.92,182.31,38.0
19793,18534,146.3,182.31,38.0
19794,18536,0.0,2.31,90.0
19795,18536,30.48,2.31,89.0
19796,18537,0.0,182.31,45.0
19797,18537,30.48,182.31,46.0
19798,18537,60.96,182.31,46.0
19806,18545,0.0,2.31,57.0
19807,18545,30.48,2.31,56.0
19808,18545,60.96,2.31,56.0
19809,18545,103.63,2.31,55.0
19810,18546,0.0,2.31,71.0
19811,18546,30.48,2.31,71.0
19812,18546,60.96,2.31,70.0
19813,18546,91.44,2.31,70.0
19814,18546,121.92,2.31,70.0
19815,18546,152.4,2.31,70.0
19816,18546,182.88,2.31,70.0
19817,18546,213.36,2.31,69.0
19818,18546,238.96,2.31,69.0
19819,18547,0.0,2.31,86.0
19820,18547,30.48,2.31,86.0
19821,18547,60.96,2.31,86.0
19822,18547,91.44,2.31,86.0
19823,18548,0.0,2.31,84.0
19824,18548,30.48,2.31,84.0
19825,18548,60.96,2.31,84.0
19826,18549,0.0,182.31,74.0
19827,18549,45.72,182.31,74.0
19828,18549,91.44,182.31,73.0
19830,18550,0.0,182.31,70.0
19831,18550,45.72,182.31,69.0
19832,18551,0.0,182.31,70.0
19833,18551,45.72,182.31,70.0
19834,18551,80.77,182.31,69.0
19835,18552,0.0,182.31,64.0
19836,18552,30.48,182.31,64.0
19837,18552,60.96,182.31,63.0
19838,18558,0.0,2.31,45.0
19839,18558,45.72,7.37,45.0
19840,18558,126.49,16.31,43.0
19841,18558,249.93,19.31,40.0
19844,18571,0.0,2.31,82.0
19845,18571,45.72,2.31,82.0
19846,18571,91.44,2.31,82.0
19868,18590,0.0,179.31,46.0
19869,18590,45.72,179.31,45.0
19870,18590,76.2,179.31,44.0
19871,18590,137.16,179.31,43.0
19872,18590,152.4,179.31,43.0
19873,18591,0.0,2.31,78.0
19874,18591,45.72,2.31,78.0
19875,18591,91.44,2.31,78.0
19876,18592,0.0,182.31,78.0
19877,18592,105.15,181.81,76.0
19878,18592,184.4,185.81,76.0
19879,18593,0.0,182.31,58.0
19880,18593,108.2,187.31,54.0
19881,18594,0.0,179.31,40.0
19882,18594,76.2,184.31,41.0
19883,18595,0.0,182.31,70.0
19884,18595,45.72,178.11,70.0
19885,18595,76.2,175.31,69.0
19886,18595,137.16,175.31,68.0
19887,18595,144.78,175.31,67.0
19888,18596,0.0,182.31,78.0
19889,18596,45.72,182.31,78.0
19890,18596,91.44,182.31,78.0
19891,18597,0.0,182.31,76.0
19892,18597,45.72,182.31,76.0
19893,18598,0.0,182.31,72.0
19894,18598,67.05,178.31,71.0
19895,18598,138.68,175.31,70.0
19896,18599,0.0,182.31,45.0
19897,18599,76.2,182.31,43.0
19898,18599,173.73,182.31,42.0
19901,18600,0.0,2.31,85.0
19902,18601,0.0,182.31,80.0
19903,18601,131.06,187.31,73.0
19904,18602,0.0,182.31,45.0
19905,18602,45.72,182.31,43.0
19906,18602,91.44,182.31,41.0
19923,18613,0.0,182.31,45.0
19924,18613,106.68,184.31,42.0
19925,18613,204.21,184.31,45.0
19926,18614,0.0,182.31,81.0
19927,18614,45.72,182.31,81.0
19928,18614,91.44,182.31,81.0
19929,18614,128.93,182.31,80.0
19930,18615,0.0,182.31,74.0
19931,18615,45.72,182.31,74.0
19932,18615,91.44,182.31,73.0
19933,18615,128.01,182.31,72.0
19934,18616,0.0,182.31,49.0
19935,18616,67.05,183.31,46.0
19936,18616,137.16,184.31,45.0
19937,18617,0.0,182.31,80.0
19938,18617,45.72,182.31,80.0
19939,18617,91.44,182.31,79.0
19940,18618,0.0,182.31,68.0
19941,18618,45.72,185.91,68.0
19942,18618,76.2,188.31,68.0
19943,18618,152.4,188.31,68.0
19944,18619,0.0,182.31,70.0
19945,18619,45.72,182.31,68.0
19946,18619,91.44,182.31,68.0
19948,18620,0.0,182.31,56.0
19949,18621,0.0,182.31,67.0
19950,18621,80.77,182.31,66.0
19951,18622,0.0,182.31,86.0
19952,18622,45.72,182.31,86.0
19953,18622,91.44,182.31,85.0
19954,18623,0.0,182.31,70.0
19955,18623,45.72,182.31,68.0
19956,18623,91.44,182.31,67.0
19957,18624,0.0,182.31,45.0
19958,18624,70.1,182.31,42.0
19959,18624,140.2,182.31,40.0
19960,18625,0.0,2.31,78.0
19961,18625,45.72,2.31,78.0
19962,18625,91.44,2.31,78.0
19963,18626,0.0,182.31,74.0
19964,18626,45.72,182.31,74.0
19965,18626,91.44,182.31,73.0
19966,18627,0.0,182.31,74.0
19967,18627,45.72,182.31,73.0
19975,18631,0.0,182.31,70.0
19976,18631,91.44,182.31,68.0
19977,18631,193.54,184.31,65.0
19978,18632,0.0,182.31,75.0
19979,18632,45.72,182.31,75.0
19980,18632,67.05,178.31,74.0
19981,18632,91.44,182.31,74.0
19982,18632,145.38,180.31,73.0
19983,18635,0.0,182.31,66.0
19984,18635,45.72,182.31,65.0
19985,18635,96.01,192.31,62.0
19986,18635,187.45,191.31,59.0
19987,18637,0.0,182.31,69.0
19988,18637,45.72,182.31,68.0
19989,18637,67.05,182.31,67.0
19990,18637,137.16,182.31,65.0
19991,18637,182.88,182.31,63.0
19993,18642,0.0,182.31,77.0
19994,18642,45.72,182.31,77.0
19995,18642,76.2,186.31,77.0
19996,18642,91.44,186.31,76.0
19997,18642,129.54,183.31,76.0
19998,18648,0.0,2.31,90.0
19999,18648,45.72,2.31,89.0
20000,18649,0.0,2.31,90.0
20001,18649,45.72,2.31,89.0
20003,18650,0.0,2.31,47.0
20004,18650,45.72,2.31,46.0
20005,18651,0.0,2.31,84.0
20006,18651,45.72,2.31,84.0
20007,18652,0.0,2.31,80.0
20008,18652,45.72,2.31,79.0
20009,18653,0.0,182.31,53.0
20010,18653,45.72,182.31,53.0
20011,18654,0.0,2.31,65.0
20012,18654,45.72,2.31,65.0
20013,18654,91.44,2.31,64.0
20014,18655,0.0,2.31,90.0
20015,18655,45.72,2.31,89.0
20016,18656,0.0,182.31,47.0
20017,18656,45.72,182.31,46.0
20018,18657,0.0,182.31,82.0
20019,18657,45.72,182.31,82.0
20020,18658,0.0,2.31,90.0
20021,18658,45.72,2.31,89.0
20022,18659,0.0,182.31,45.0
20023,18659,45.72,182.31,44.0
20025,18660,0.0,2.31,90.0
20026,18660,45.72,2.31,89.0
20027,18660,76.2,2.31,88.0
20028,18662,0.0,2.31,73.0
20029,18662,45.72,2.31,73.0
20030,18662,91.44,2.31,75.0
20031,18663,0.0,182.31,78.0
20032,18663,45.72,182.31,77.0
20033,18663,91.44,182.31,76.0
20034,18667,0.0,182.31,47.0
20035,18667,33.52,182.31,46.0
20045,18672,0.0,182.31,76.0
20046,18672,45.72,182.31,74.0
20047,18673,0.0,182.31,45.0
20070,18684,0.0,2.31,90.0
20071,18684,41.14,2.31,90.0
20072,18685,0.0,2.31,77.0
20073,18685,45.72,2.31,77.0
20074,18686,0.0,2.31,62.0
20075,18686,30.48,2.31,62.0
20076,18687,0.0,2.31,90.0
20077,18687,45.72,2.31,90.0
20078,18688,0.0,182.31,45.0
20079,18688,39.62,182.31,44.0
20080,18689,0.0,182.31,75.0
20081,18689,44.19,182.31,75.0
20083,18690,0.0,182.31,71.0
20084,18690,39.62,182.31,71.0
20085,18691,0.0,2.31,90.0
20086,18691,24.38,2.31,89.0
20087,18692,0.0,182.31,40.0
20088,18692,41.14,182.31,39.0
20089,18693,0.0,2.31,90.0
20090,18693,39.62,2.31,90.0
20091,18694,0.0,2.31,90.0
20092,18694,36.57,2.31,89.0
20093,18695,0.0,2.31,90.0
20094,18695,24.38,2.31,90.0
20095,18696,0.0,272.31,50.0
20096,18696,28.95,272.31,50.0
20097,18697,0.0,2.31,90.0
20098,18697,60.96,2.31,88.0
20099,18698,0.0,272.31,50.0
20100,18698,28.95,272.31,49.0
20101,18699,0.0,2.31,90.0
20104,18700,0.0,182.31,60.0
20105,18700,45.72,182.31,60.0
20106,18701,0.0,2.31,80.0
20107,18701,45.72,2.31,80.0
20108,18702,0.0,2.31,65.0
20109,18702,30.48,2.31,64.0
20110,18703,0.0,2.31,90.0
20111,18703,45.72,2.31,89.0
20112,18704,0.0,182.31,75.0
20113,18705,0.0,2.31,85.0
20114,18705,45.72,2.31,85.0
20115,18706,0.0,2.31,90.0
20116,18706,54.86,2.31,90.0
20117,18708,0.0,182.31,62.0
20118,18708,45.72,182.31,66.0
20119,18708,91.44,182.31,62.0
20120,18709,0.0,182.31,85.0
20122,18710,0.0,182.31,85.0
20123,18712,0.0,2.31,90.0
20124,18712,45.72,2.31,90.0
20125,18713,0.0,2.31,90.0
20126,18713,45.72,2.31,89.0
20127,18714,0.0,227.31,85.0
20128,18714,45.72,227.31,85.0
20129,18715,0.0,2.31,90.0
20130,18715,45.72,2.31,89.0
20131,18716,0.0,2.31,90.0
20132,18716,45.72,2.31,90.0
20133,18717,0.0,2.31,90.0
20134,18717,45.72,2.31,89.0
20174,18741,0.0,98.31,47.0
20175,18741,30.48,96.21,47.0
20176,18741,57.91,94.31,48.0
20177,18741,60.96,94.31,47.0
20178,18742,0.0,124.31,67.0
20179,18742,36.57,115.51,67.0
20180,18742,45.72,113.31,69.0
20181,18743,0.0,57.31,45.0
20182,18743,30.48,63.07,45.0
20183,18743,60.96,68.82,45.0
20184,18743,76.8,71.81,46.0
20185,18744,0.0,2.31,83.0
20186,18744,30.48,2.31,83.0
20187,18744,60.96,2.31,83.0
20188,18744,91.44,2.31,83.0
20189,18745,0.0,2.31,65.0
20190,18745,30.48,2.31,65.0
20191,18745,60.96,2.31,65.0
20192,18745,89.91,2.81,66.0
20193,18745,91.44,2.31,65.0
20194,18746,0.0,132.31,57.0
20195,18746,30.48,132.31,57.0
20196,18746,60.96,132.31,57.0
20197,18746,91.44,132.31,57.0
20198,18747,0.0,154.31,68.0
20199,18747,30.48,158.6,67.0
20200,18747,96.01,167.81,65.0
20201,18748,0.0,182.31,60.0
20202,18748,30.48,185.36,60.0
20203,18748,60.04,188.31,58.0
20204,18748,60.96,188.31,59.0
20205,18749,0.0,182.31,70.0
20206,18749,30.48,184.31,70.0
20207,18749,60.96,186.31,69.0
20208,18749,91.44,188.31,69.0
20209,18749,99.06,188.81,69.0
20212,18750,0.0,182.31,70.0
20213,18750,30.48,185.8,70.0
20214,18750,60.96,189.3,70.0
20215,18750,91.44,192.79,69.0
20216,18750,96.01,193.31,68.0
20217,18751,0.0,182.31,60.0
20218,18751,30.48,182.31,60.0
20219,18751,57.91,184.81,60.0
20220,18751,60.96,182.31,59.0
20221,18752,0.0,182.31,70.0
20222,18752,30.48,182.31,70.0
20223,18752,60.96,182.31,68.0
20224,18752,76.2,182.31,68.0
20225,18753,0.0,182.31,50.0
20226,18753,30.48,182.31,49.0
20227,18753,67.05,182.31,48.0
20228,18753,73.76,182.39,46.0
20229,18754,0.0,182.31,70.0
20230,18754,18.28,182.81,71.0
20231,18754,30.48,183.66,70.0
20232,18754,60.96,185.77,69.0
20233,18754,91.44,187.89,69.0
20234,18754,97.53,188.31,68.0
20235,18755,0.0,182.31,55.0
20236,18755,21.33,182.81,54.0
20237,18755,30.48,182.81,55.0
20238,18755,77.72,185.81,56.0
20239,18755,79.24,182.81,55.0
20240,18756,0.0,182.31,70.0
20241,18756,30.48,182.31,70.0
20242,18756,60.96,182.31,69.0
20243,18756,91.44,182.31,68.0
20244,18756,102.1,181.81,69.0
20245,18757,0.0,277.31,55.0
20246,18757,30.48,277.31,55.0
20247,18757,60.96,277.31,55.0
20248,18758,0.0,182.31,50.0
20249,18758,30.48,182.31,48.0
20250,18758,60.04,180.31,46.0
20251,18758,60.96,180.31,47.0
20252,18759,0.0,182.31,70.0
20253,18759,30.48,182.46,65.0
20254,18759,60.96,182.61,64.0
20255,18759,91.44,182.76,60.0
20256,18759,101.8,182.81,68.0
20258,18760,0.0,182.31,50.0
20259,18760,30.48,179.63,48.0
20260,18760,60.96,176.95,48.0
20261,18760,68.27,176.31,47.0
20262,18761,0.0,182.31,70.0
20263,18761,30.48,180.52,66.0
20264,18761,60.96,178.72,66.0
20265,18761,91.44,176.92,65.0
20266,18761,101.8,176.31,64.0
20267,18762,0.0,2.31,90.0
20268,18762,30.48,2.31,90.0
20269,18762,60.96,2.31,90.0
20270,18762,91.44,2.31,90.0
20271,18763,0.0,2.31,70.0
20272,18763,30.48,362.14,70.0
20273,18763,60.96,361.97,69.0
20274,18763,91.44,361.8,69.0
20275,18763,121.92,361.63,69.0
20276,18763,152.4,361.46,70.0
20277,18763,179.83,361.31,71.0
20278,18764,0.0,2.31,35.0
20279,18764,36.57,3.31,35.0
20280,18765,0.0,2.31,90.0
20281,18765,30.48,2.31,90.0
20282,18765,60.96,2.31,90.0
20283,18765,91.44,2.31,89.0
20284,18766,0.0,2.31,70.0
20285,18766,30.48,3.16,69.0
20286,18766,60.96,4.01,69.0
20287,18766,91.44,4.86,69.0
20288,18766,121.92,5.7,69.0
20289,18766,152.4,6.55,69.0
20290,18766,179.83,7.31,69.0
20291,18767,0.0,2.31,37.0
20292,18767,30.48,2.31,37.0
20293,18767,55.47,13.81,38.0
20294,18768,0.0,182.31,75.0
20295,18768,30.48,182.31,75.0
20296,18768,60.96,182.31,75.0
20297,18768,88.39,181.36,76.0
20298,18768,91.44,181.36,75.0
20299,18769,0.0,2.31,63.0
20300,18769,30.48,2.31,60.0
20301,18769,60.96,2.31,60.0
20302,18769,91.44,2.31,60.0
20303,18769,121.92,2.31,60.0
20304,18769,152.4,2.31,60.0
20306,18770,0.0,2.31,45.0
20307,18770,30.48,2.31,45.0
20308,18770,60.96,2.31,45.0
20309,18770,91.44,2.31,45.0
20310,18770,121.92,2.31,45.0
20311,18770,152.4,2.31,45.0
20312,18770,182.88,2.31,45.0
20313,18771,0.0,182.31,70.0
20314,18771,30.48,182.31,69.0
20315,18771,60.96,182.31,68.0
20316,18771,91.44,182.31,67.0
20317,18772,0.0,2.31,57.0
20318,18772,30.48,3.21,57.0
20319,18772,60.96,4.11,57.0
20320,18772,91.44,5.0,57.0
20321,18772,118.87,5.81,56.0
20322,18772,121.92,5.31,56.0
20323,18773,0.0,182.31,70.0
20324,18773,30.48,178.86,70.0
20325,18773,60.96,175.42,70.0
20326,18773,88.39,172.31,70.0
20327,18773,91.44,172.31,70.0
20328,18774,0.0,2.31,70.0
20329,18774,30.48,3.84,70.0
20330,18774,60.96,5.37,70.0
20331,18774,91.44,6.9,69.0
20332,18774,121.92,8.43,69.0
20333,18774,149.35,9.81,68.0
20334,18774,152.4,9.81,69.0
20335,18775,0.0,2.31,45.0
20336,18775,30.48,2.31,44.0
20337,18775,60.96,2.31,44.0
20338,18776,0.0,182.31,70.0
20339,18776,30.48,182.31,69.0
20340,18776,60.96,182.31,68.0
20341,18776,91.44,182.31,68.0
20342,18777,0.0,2.31,70.0
20343,18777,30.48,3.85,70.0
20344,18777,60.96,5.4,70.0
20345,18777,91.44,6.94,69.0
20346,18777,98.75,7.31,70.0
20347,18778,0.0,2.31,45.0
20348,18778,30.48,361.04,40.0
20349,18778,60.96,359.77,40.0
20350,18778,91.44,358.5,40.0
20351,18778,121.92,357.23,39.0
20352,18778,152.4,355.96,38.0
20353,18778,179.83,354.81,38.0
20354,18779,0.0,182.31,60.0
20355,18779,30.48,182.31,59.0
20356,18779,60.96,182.31,59.0
20357,18779,91.44,182.31,57.0
20359,18780,0.0,2.31,75.0
20360,18780,30.48,3.78,75.0
20361,18780,60.96,5.25,75.0
20362,18780,91.44,6.72,75.0
20363,18780,103.63,7.31,74.0
20364,18780,106.68,7.31,75.0
20365,18781,0.0,2.31,55.0
20366,18781,30.48,3.3,55.0
20367,18781,60.96,4.28,54.0
20368,18781,91.44,5.26,55.0
20369,18781,121.92,6.25,55.0
20370,18781,152.4,7.23,53.0
20371,18781,182.88,8.21,53.0
20372,18781,185.92,8.31,56.0
20373,18782,0.0,2.31,35.0
20374,18782,30.48,357.55,35.0
20375,18782,60.96,352.79,35.0
20376,18782,91.44,348.03,35.0
20377,18782,102.41,346.31,36.0
20378,18783,0.0,2.31,55.0
20379,18783,30.48,2.31,54.0
20380,18783,60.96,2.31,55.0
20381,18783,91.44,2.31,55.0
20382,18783,121.92,2.31,56.0
20383,18784,0.0,182.31,65.0
20384,18784,60.96,182.31,64.0
20385,18784,91.44,182.31,64.0
20386,18784,107.89,175.81,63.0
20387,18785,0.0,2.31,60.0
20388,18785,30.48,2.31,55.0
20389,18785,60.96,2.31,55.0
20390,18785,91.44,2.31,58.0
20391,18785,152.4,2.31,59.0
20392,18786,0.0,2.31,35.0
20393,18786,30.48,2.31,39.0
20394,18786,60.96,2.31,39.0
20395,18786,91.44,2.31,41.0
20396,18786,94.48,8.81,43.0
20397,18787,0.0,2.31,57.0
20398,18787,30.48,2.31,56.0
20399,18788,0.0,182.31,70.0
20400,18788,30.48,185.41,68.0
20401,18788,60.96,188.5,67.0
20402,18788,64.0,188.81,67.0
20403,18789,0.0,2.31,63.0
20404,18789,30.48,2.31,60.0
20405,18789,60.96,2.31,60.0
20406,18789,91.44,2.31,60.0
20407,18789,121.92,2.31,60.0
20408,18789,152.4,2.31,60.0
20412,18790,0.0,362.31,40.0
20413,18790,30.48,362.31,40.0
20414,18791,0.0,2.31,75.0
20415,18791,30.48,7.41,74.0
20416,18791,60.96,12.5,73.0
20417,18791,80.77,15.81,75.0
20418,18792,0.0,182.31,80.0
20419,18792,30.48,182.31,80.0
20420,18792,60.96,182.31,80.0
20421,18792,91.44,182.31,79.0
20422,18793,0.0,182.31,70.0
20423,18794,0.0,182.31,85.0
20424,18794,30.48,182.31,85.0
20425,18794,60.96,182.31,85.0
20426,18794,91.44,182.31,85.0
20427,18795,0.0,182.31,75.0
20428,18795,30.48,182.31,76.0
20429,18795,60.96,182.31,75.0
20430,18795,101.19,183.81,74.0
20431,18795,104.24,183.81,75.0
20432,18796,0.0,2.31,73.0
20433,18796,30.48,361.44,73.0
20434,18796,60.96,360.57,73.0
20435,18796,94.48,359.61,74.0
20436,18796,96.01,359.61,73.0
20437,18797,0.0,182.31,73.0
20438,18798,0.0,2.31,85.0
20439,18798,30.48,2.31,85.0
20440,18798,60.96,2.31,85.0
20441,18798,91.44,2.31,86.0
20442,18799,0.0,182.31,72.0
20443,18799,30.48,182.31,71.0
20448,18800,0.0,2.31,83.0
20449,18800,30.48,2.31,83.0
20450,18800,60.96,2.31,83.0
20451,18801,0.0,182.31,75.0
20452,18801,30.48,182.47,75.0
20453,18801,60.96,182.62,75.0
20454,18801,91.44,182.78,74.0
20455,18801,97.53,182.81,75.0
20456,18802,0.0,2.31,82.0
20457,18802,30.48,5.45,82.0
20458,18802,53.34,7.81,81.0
20459,18802,60.96,7.81,82.0
20460,18802,91.44,7.81,82.0
20461,18803,0.0,244.31,60.0
20462,18803,30.48,244.31,60.0
20463,18803,107.89,242.81,60.0
20464,18804,0.0,107.31,45.0
20465,18804,30.48,106.5,45.0
20466,18804,60.96,105.68,45.0
20467,18804,91.44,104.86,45.0
20468,18804,121.92,104.05,46.0
20469,18804,149.35,103.31,46.0
20470,18804,152.4,103.31,46.0
20471,18805,0.0,242.31,47.0
20472,18805,30.48,242.31,47.0
20473,18805,60.96,242.31,47.0
20474,18805,91.44,242.31,49.0
20475,18805,121.92,242.31,49.0
20476,18805,138.07,252.36,51.0
20477,18806,0.0,242.31,50.0
20478,18806,30.48,244.72,49.0
20479,18806,60.96,247.14,47.0
20480,18806,69.49,247.81,47.0
20481,18807,0.0,250.31,50.0
20482,18807,30.48,250.31,50.0
20483,18807,60.96,250.31,50.0
20484,18807,91.44,250.31,49.0
20485,18807,121.92,250.31,49.0
20486,18808,0.0,2.31,45.0
20487,18808,30.48,360.99,45.0
20488,18808,60.96,359.66,45.0
20489,18808,91.44,358.33,45.0
20490,18808,121.92,357.01,44.0
20491,18808,149.35,355.81,43.0
20492,18808,152.4,355.81,43.0
20493,18809,0.0,2.31,-0.0
20494,18809,39.62,2.31,-18.0
20496,18810,0.0,2.31,-0.0
20497,18810,42.67,182.31,-14.0
20498,18811,0.0,2.31,-0.0
20499,18811,42.67,2.31,-15.0
20500,18811,78.94,2.31,-16.0
20501,18812,0.0,2.31,-0.0
20502,18812,32.0,182.31,-26.0
20503,18812,76.2,182.31,-26.0
20504,18813,0.0,2.31,-0.0
20505,18813,30.48,2.31,-0.0
20506,18813,62.48,2.31,1.0
20507,18813,94.48,2.31,1.0
20508,18814,0.0,2.31,-0.0
20509,18814,33.83,2.31,-1.0
20510,18814,75.28,2.31,-1.0
20511,18814,123.44,2.31,-3.0
20516,18816,0.0,2.31,-0.0
20517,18816,39.31,182.31,-22.0
20518,18817,0.0,2.31,-0.0
20519,18817,42.97,2.31,-19.0
20520,18818,0.0,2.31,-0.0
20521,18819,0.0,2.31,-0.0
20522,18819,42.06,2.31,-22.0
20524,18820,0.0,182.31,45.0
20525,18820,33.52,182.31,45.0
20526,18821,0.0,182.31,45.0
20527,18821,21.33,182.31,45.0
20528,18822,0.0,182.31,45.0
20529,18822,27.43,182.31,45.0
20530,18823,0.0,182.31,45.0
20531,18823,36.57,182.31,45.0
20532,18824,0.0,182.31,45.0
20533,18824,30.48,182.31,45.0
20534,18825,0.0,182.31,45.0
20535,18825,54.86,182.31,45.0
20536,18826,0.0,32.31,60.0
20537,18826,42.67,32.31,60.0
20538,18827,0.0,182.31,45.0
20539,18827,24.38,182.31,45.0
20540,18828,0.0,182.31,45.0
20541,18828,30.48,182.31,45.0
20542,18829,0.0,182.31,45.0
20543,18829,36.57,182.31,45.0
20545,18830,0.0,182.31,45.0
20546,18831,0.0,182.31,45.0
20547,18831,30.48,182.31,45.0
20548,18832,0.0,182.31,45.0
20549,18832,48.76,182.31,45.0
20550,18833,0.0,182.31,45.0
20551,18833,24.38,182.31,45.0
20552,18834,0.0,182.31,45.0
20553,18834,33.52,182.31,45.0
20554,18835,0.0,182.31,45.0
20555,18835,36.57,182.31,45.0
20556,18836,0.0,182.31,45.0
20557,18836,30.48,182.31,45.0
20558,18837,0.0,182.31,45.0
20559,18837,30.48,182.31,45.0
20560,18838,0.0,182.31,45.0
20561,18838,34.74,182.31,45.0
20562,18839,0.0,182.31,45.0
20564,18840,0.0,182.31,45.0
20565,18841,0.0,182.31,45.0
20566,18841,54.86,182.31,45.0
20567,18842,0.0,182.31,45.0
20568,18842,42.67,182.31,45.0
20569,18843,0.0,182.31,45.0
20570,18843A,0.0,182.31,55.0
20571,18843A,48.76,182.31,55.0
20572,18844,0.0,182.31,72.0
20573,18844,44.19,182.31,71.0
20574,18845,0.0,182.31,70.0
20575,18845,30.48,182.31,70.0
20576,18846,0.0,2.31,-0.0
20577,18848,0.0,2.31,-0.0
20579,18851,0.0,2.31,-0.0
20580,18852,0.0,2.31,-0.0
20581,18856,0.0,2.31,-0.0
20582,18857,0.0,2.31,-0.0
20583,18858,0.0,2.31,-0.0
20584,18859,0.0,2.31,-0.0
20632,19,0.0,353.31,45.0
20633,19,30.48,353.31,47.0
20634,19,60.96,353.31,47.0
20635,19,91.44,353.31,45.0
20636,19,121.92,353.31,44.0
20742,197,0.0,106.81,59.65
20810,2,0.0,173.31,42.0
20811,2,51.81,173.31,37.0
20812,2,92.35,173.31,33.0
20813,2,119.78,173.31,30.0
20814,20,0.0,353.31,45.0
20815,20,30.48,353.31,37.0
20816,20,60.96,353.31,34.0
20817,20,91.44,353.31,31.0
20818,20,121.92,353.31,26.0
20819,20,152.4,353.31,24.0
20944,2092,0.0,181.08,59.08
20945,2093,0.0,2.31,90.0
20946,2094,0.0,361.71,50.0
20947,2095,0.0,3.23,50.97
20948,2096,0.0,359.41,47.9
20949,2097,0.0,5.96,47.28
20950,2098,0.0,360.49,49.2
20951,2099,0.0,3.23,48.1
20952,21,0.0,2.31,55.0
20953,21,30.48,2.31,51.0
20954,21,60.96,2.31,46.0
20955,21,91.44,2.31,43.0
20956,21,121.92,2.31,35.0
20958,2100,0.0,2.31,90.0
20959,2101,0.0,181.79,43.0
20960,2101,71.01,182.31,32.5
20961,2102,0.0,361.14,50.0
20962,2102,67.05,361.31,35.75
20963,2103,0.0,185.26,38.0
20964,2103,30.48,184.31,35.0
20965,2103,91.44,184.31,32.0
20969,2106,0.0,361.89,49.5
20970,2106,60.65,2.31,41.0
20971,2107,0.0,3.31,45.0
20972,2107,75.89,3.31,34.5
20979,2113,0.0,5.04,59.55
20980,2113,60.96,5.04,48.5
20981,2114,0.0,182.73,39.72
20982,2114,75.59,182.73,27.75
20989,2120,0.0,361.31,45.88
20990,2120,83.82,361.31,26.0
20991,2121,0.0,359.14,70.05
20992,2121,77.11,359.14,59.5
21003,2131,0.0,354.31,71.0
21004,2131,91.13,354.31,53.5
21005,2132,0.0,2.74,57.5
21006,2132,91.13,2.31,36.5
21007,2133,0.0,2.31,62.0
21008,2133,65.53,2.31,52.5
21077,2192,0.0,2.31,90.0
21078,2193,0.0,2.31,90.0
21079,2194,0.0,2.31,90.0
21080,2195,0.0,7.68,59.42
21081,2195,60.04,7.31,50.0
21082,2196,0.0,8.31,59.0
21083,2196,43.28,8.31,52.0
21088,22,0.0,353.31,55.0
21089,22,30.48,353.31,55.0
21090,22,60.96,353.31,53.0
21091,22,91.44,353.31,48.0
21092,22,121.92,353.31,45.0
21105,2210,0.0,5.06,46.62
21106,2210,68.88,5.06,37.5
21107,2211,0.0,5.31,43.0
21108,2212,0.0,5.31,44.0
21109,2213,0.0,5.89,49.77
21110,2214,0.0,5.31,50.0
21111,2214,40.53,5.31,47.0
21112,2215,0.0,2.31,53.58
21113,2215,45.72,2.31,48.0
21114,2215,83.51,2.31,45.0
21115,2216,0.0,361.31,54.9
21116,2216,60.96,361.31,47.0
21117,2217,0.0,182.01,58.78
21118,2217,60.35,182.01,48.5
