,BHID,AT,AZ,DIP
17000,17609,30.48,2.31,69.0
17001,17609,51.81,2.31,69.0
17003,17610,0.0,2.31,50.0
17004,17610,30.48,2.31,50.0
17005,17611,0.0,182.31,30.0
17006,17611,48.76,182.31,35.0
17007,17612,0.0,2.31,75.0
17008,17612,30.48,2.31,75.0
17009,17612,45.11,2.31,75.0
17010,17613,0.0,2.31,65.0
17011,17613,30.48,2.31,64.0
17012,17614,0.0,182.31,35.0
17013,17614,30.48,182.31,37.0
17014,17614,49.68,182.31,37.0
17015,17615,0.0,2.31,70.0
17016,17615,30.48,2.31,74.0
17017,17615,45.11,2.31,74.0
17018,17616,0.0,2.31,50.0
17019,17616,29.87,2.31,54.0
17020,17617,0.0,182.31,40.0
17021,17617,30.48,182.31,38.0
17054,17638,0.0,182.31,70.0
17055,17638,33.52,182.31,74.0
17056,17639,0.0,182.31,80.0
17057,17639,33.52,182.31,80.0
17059,17640,0.0,2.31,90.0
17060,17640,30.48,2.31,85.0
17061,17641,0.0,182.31,70.0
17062,17641,30.48,182.31,75.0
17063,17642,0.0,2.31,65.0
17064,17642,30.48,2.31,65.0
17065,17643,0.0,2.31,65.0
17066,17643,39.01,2.31,65.0
17067,17644,0.0,2.31,65.0
17068,17644,39.01,2.31,64.0
17069,17645,0.0,2.31,65.0
17070,17645,39.01,2.31,65.0
17140,17670,0.0,182.31,63.0
17141,17670,30.48,182.31,63.0
17142,17671,0.0,2.31,60.0
17143,17671,30.48,2.31,60.0
17144,17672,0.0,2.31,45.0
17145,17672,30.48,2.31,48.0
17146,17673,0.0,2.31,65.0
17147,17673,30.48,2.31,62.0
17148,17674,0.0,2.31,65.0
17149,17674,39.01,2.31,65.0
17728,17837,0.0,182.31,85.0
17729,17837,30.48,182.31,85.0
17730,17837,60.96,182.31,85.0
17731,17838,0.0,182.31,45.0
17732,17838,30.48,182.31,44.0
17733,17838,60.96,182.31,44.0
17734,17839,0.0,182.31,45.0
17735,17839,30.48,182.31,45.0
17740,17840,0.0,182.31,45.0
17741,17840,30.48,182.31,45.0
17742,17840,60.96,182.31,46.0
17743,17840,91.44,182.31,46.0
17744,17841,0.0,182.31,45.0
17745,17841,30.48,183.98,48.0
17746,17841,60.96,185.65,47.0
17747,17841,91.44,187.31,46.0
17748,17842,0.0,2.31,45.0
17749,17842,30.48,2.31,46.0
17750,17842,60.96,2.31,47.0
17751,17843,0.0,182.31,60.0
17752,17843,30.48,182.31,62.0
17753,17843,60.96,182.31,62.0
17754,17843,76.2,182.31,62.0
17755,17844,0.0,182.31,45.0
17756,17844,30.48,184.64,48.0
17757,17844,60.96,186.97,48.0
17758,17844,91.44,189.29,49.0
17759,17844,91.74,189.31,50.0
17760,17845,0.0,182.31,45.0
17761,17845,30.48,185.11,49.0
17762,17845,60.96,187.91,48.0
17763,17845,76.2,189.31,46.0
17764,17846,0.0,2.31,45.0
17765,17846,30.48,2.31,49.0
17766,17846,60.96,2.31,48.0
17767,17847,0.0,182.31,60.0
17768,17847,30.48,182.31,61.0
17769,17847,60.96,182.31,61.0
17784,17856,0.0,182.31,60.0
17785,17856,30.48,182.31,59.0
17786,17856,60.96,182.31,58.0
17787,17856,77.72,184.31,57.0
17827,17881,0.0,2.31,55.0
17828,17881,30.48,2.31,56.0
17829,17881,60.96,2.31,55.0
17830,17881,76.2,2.31,54.0
17831,17882,0.0,2.31,40.0
17832,17882,30.48,2.31,40.0
17833,17882,60.96,2.31,40.0
17834,17882,91.44,2.31,39.0
17835,17883,0.0,2.31,45.0
17836,17883,30.48,2.31,45.0
17837,17883,60.96,2.31,45.0
17838,17884,0.0,2.31,45.0
17839,17884,30.48,2.31,40.0
17840,17884,60.96,2.31,40.0
17841,17884,91.44,2.31,41.0
17842,17884,106.68,2.31,40.0
17843,17885,0.0,2.31,60.0
17844,17885,30.48,2.31,60.0
17845,17885,60.96,2.31,60.0
17846,17885,76.2,2.31,59.0
17847,17886,0.0,2.31,45.0
17848,17886,30.48,2.31,50.0
17849,17886,60.96,2.31,49.0
17881,17890,0.0,2.31,60.0
17882,17890,30.48,2.31,60.0
17883,17890,60.96,2.31,59.0
17884,17891,0.0,2.31,40.0
17885,17891,30.48,2.31,42.0
17886,17891,60.96,2.31,41.0
17887,17891,91.44,2.31,42.0
17888,17891,103.63,2.31,42.0
17889,17892,0.0,2.31,45.0
17890,17892,30.48,2.31,45.0
17891,17892,60.96,2.31,45.0
17892,17893,0.0,2.31,55.0
17893,17893,30.48,2.31,57.0
17894,17893,60.96,2.31,56.0
17895,17894,0.0,2.31,40.0
17896,17894,30.48,2.31,43.0
17897,17894,60.96,2.31,41.0
17898,17894,89.61,2.31,41.0
17899,17895,0.0,2.31,45.0
17900,17895,30.48,2.31,47.0
17901,17895,60.96,2.31,48.0
17902,17895,76.2,2.31,48.0
17903,17896,0.0,2.31,43.0
17904,17896,30.48,2.31,45.0
17905,17896,60.96,2.31,44.0
17906,17896,76.2,2.31,44.0
17907,17897,0.0,2.31,45.0
17908,17897,30.48,2.31,44.0
17909,17897,61.87,2.31,44.0
17910,17898,0.0,2.31,60.0
17911,17898,30.48,2.31,59.0
17912,17898,60.96,2.31,59.0
17913,17898,82.29,2.31,59.0
17914,17899,0.0,2.31,40.0
17915,17899,30.48,2.31,40.0
17916,17899,60.96,2.31,39.0
17919,17900,0.0,182.31,60.0
17920,17900,30.48,182.31,60.0
17921,17900,60.96,182.31,59.0
17922,17901,0.0,2.31,60.0
17923,17901,30.48,2.31,59.0
17924,17901,60.96,2.31,59.0
17925,17901,76.2,2.31,58.0
17926,17902,0.0,2.31,40.0
17927,17902,30.48,2.31,41.0
17928,17902,60.96,2.31,41.0
17998,17920,0.0,2.31,45.0
17999,17920,30.48,2.31,46.0
18000,17920,48.76,2.31,47.0
18001,17921,0.0,2.31,65.0
18002,17921,30.48,2.31,62.0
18003,17921,51.81,2.31,64.0
18004,17922,0.0,2.31,40.0
18005,17922,30.48,2.31,40.0
18006,17922,48.76,2.31,40.0
18007,17923,0.0,2.31,60.0
18008,17923,30.48,2.31,60.0
18009,17923,54.86,2.31,59.0
18010,17924,0.0,2.31,60.0
18011,17924,30.48,2.31,61.0
18012,17924,60.96,2.31,61.0
18013,17924,76.2,2.31,61.0
18014,17925,0.0,2.31,40.0
18015,17925,60.96,2.31,40.0
18016,17925,82.29,2.31,39.0
18017,17926,0.0,2.31,45.0
18018,17926,30.48,2.31,51.0
18019,17926,60.96,2.31,49.0
18020,17927,0.0,2.31,45.0
18021,17927,30.48,2.31,44.0
18022,17927,45.72,2.31,44.0
18023,17928,0.0,2.31,45.0
18024,17928,30.48,2.31,43.0
18025,17928,45.72,2.31,44.0
18026,17929,0.0,182.31,55.0
18027,17929,30.48,182.31,57.0
18028,17929,64.0,182.31,56.0
18030,17930,0.0,182.31,75.0
18031,17930,30.48,182.31,75.0
18032,17930,51.81,182.31,73.0
18033,17931,0.0,182.31,83.0
18034,17931,30.48,182.31,83.0
18035,17931,48.76,182.31,83.0
18036,17932,0.0,182.31,75.0
18037,17932,30.48,182.31,74.0
18038,17932,45.72,182.31,75.0
18039,17933,0.0,182.31,86.0
18040,17933,30.48,182.31,85.0
18041,17933,51.81,182.31,86.0
18042,17934,0.0,2.31,90.0
18043,17934,30.48,2.31,90.0
18044,17934,54.86,2.31,90.0
18045,17935,0.0,182.31,83.0
18046,17936,0.0,182.31,79.0
18047,17936,30.48,182.31,79.0
18048,17936,48.76,182.31,77.0
18049,17937,0.0,2.31,45.0
18050,17937,30.48,2.31,47.0
18051,17937,60.96,2.31,47.0
18052,17937,74.98,2.31,47.0
18053,17938,0.0,2.31,47.0
18054,17938,30.48,2.31,49.0
18055,17938,60.96,2.31,49.0
18056,17938,74.98,2.31,48.0
18057,17939,0.0,2.31,45.0
18059,17940,0.0,2.31,47.0
18060,17940,30.48,2.31,48.0
18061,17940,60.96,2.31,48.0
18062,17940,74.98,2.31,47.0
18063,17941,0.0,2.31,45.0
18064,17941,30.48,2.31,45.0
18065,17941,60.96,2.31,44.0
18066,17941,74.98,2.31,44.0
18067,17942,0.0,2.31,45.0
18068,17943,0.0,2.31,47.0
18069,17943,30.48,2.31,46.0
18070,17943,60.96,2.31,46.0
18071,17943,74.98,2.31,46.0
18072,17944,0.0,2.31,48.0
18073,17944,30.48,2.31,44.0
18074,17944,60.96,2.31,44.0
18075,17944,71.93,2.31,43.0
18076,17945,0.0,2.31,47.0
18077,17945,30.48,2.31,47.0
18078,17945,60.96,2.31,43.0
18079,17945,89.91,2.31,41.0
18080,17946,0.0,2.31,45.0
18081,17946,30.48,2.31,45.0
18082,17946,60.96,2.31,45.0
18083,17946,74.98,2.31,45.0
18084,17947,0.0,2.31,47.0
18085,17947,30.48,2.31,47.0
18086,17947,60.96,2.31,47.0
18087,17947,74.98,2.31,47.0
18088,17948,0.0,2.31,50.0
18089,17948,30.48,2.31,50.0
18090,17948,41.75,2.31,50.0
18091,17949,0.0,2.31,52.0
18092,17949,35.96,2.31,50.0
18096,17950,0.0,2.31,45.0
18097,17951,0.0,182.31,72.0
18098,17951,30.48,182.31,72.0
18099,17951,53.34,182.31,70.0
18100,17952,0.0,182.31,88.0
18101,17953,0.0,2.31,47.0
18102,17953,30.48,2.31,47.0
18103,17953,60.96,2.31,47.0
18104,17953,74.67,2.31,46.0
18105,17954,0.0,2.31,47.0
18106,17954,30.48,2.31,45.0
18107,17954,60.96,2.31,44.0
18108,17954,74.98,2.31,43.0
18109,17955,0.0,182.31,84.0
18110,17955,30.48,182.31,83.0
18111,17955,50.9,182.31,83.0
18112,17956,0.0,182.31,84.0
18113,17957,0.0,2.31,40.0
18114,17957,30.48,2.31,40.0
18115,17957,60.96,2.31,40.0
18116,17957,83.51,2.31,39.0
18117,17958,0.0,5.31,46.0
18118,17958,30.48,5.31,46.0
18119,17958,60.96,5.31,46.0
18120,17958,76.2,5.31,47.0
18121,17959,0.0,2.31,45.0
18122,17959,30.48,2.31,47.0
18123,17959,60.96,2.31,47.0
18124,17959,71.93,2.31,47.0
18131,17964,0.0,182.31,85.0
18132,17964,30.48,182.31,84.0
18133,17964,50.9,182.31,83.0
18134,17965,0.0,182.31,84.0
18135,17965,30.48,182.31,84.0
18136,17965,50.29,182.31,83.0
18149,17974,0.0,2.31,90.0
18150,17974,30.48,2.31,90.0
18151,17974,53.94,2.31,90.0
18152,17975,0.0,2.31,90.0
18153,17975,30.48,2.31,90.0
18154,17975,59.74,2.31,90.0
18155,17976,0.0,2.31,90.0
18156,17977,0.0,2.31,90.0
18157,17978,0.0,2.31,90.0
18158,17978,30.48,2.31,90.0
18159,17978,59.74,2.31,90.0
18160,17979,0.0,2.31,90.0
18161,17979,30.48,2.31,90.0
18162,17979,59.74,2.31,90.0
18164,17980,0.0,2.31,90.0
18165,17981,0.0,2.31,90.0
18166,17982,0.0,2.31,90.0
18167,17983,0.0,2.31,90.0
18168,17984,0.0,2.31,90.0
18169,17985,0.0,2.31,90.0
18170,17986,0.0,2.31,90.0
18171,17987,0.0,2.31,90.0
18172,17988,0.0,2.31,90.0
18173,17989,0.0,2.31,90.0
18174,17989,30.48,2.31,90.0
18178,17992,0.0,182.31,85.0
18179,17992,30.48,182.31,85.0
18180,17992,44.8,182.31,85.0
18181,17993,0.0,182.31,85.0
18182,17993,30.48,182.31,85.0
18183,17993,47.85,182.31,85.0
18184,17994,0.0,182.31,56.0
18185,17994,27.43,182.31,56.0
18186,17995,0.0,2.31,45.0
18187,17995,30.48,2.31,48.0
18188,17995,60.96,2.31,48.0
18189,17996,0.0,2.31,45.0
18190,17996,30.48,2.31,46.0
18191,17996,60.96,2.31,46.0
18192,17996,73.15,2.31,46.0
18193,17997,0.0,2.31,45.0
18194,17997,30.48,2.31,46.0
18195,17997,60.96,2.31,46.0
18196,17997,71.93,2.31,46.0
18197,17997,71.96,2.31,46.0
18202,18,0.0,353.31,35.0
18203,18,30.48,353.31,35.0
18204,18,60.96,353.31,31.0
18205,18,91.44,353.31,25.0
18206,18,121.92,353.31,20.0
18223,18007,0.0,2.31,45.0
18224,18008,0.0,2.31,45.0
18225,18009,0.0,2.31,45.0
18227,18010,0.0,2.31,45.0
18228,18011,0.0,2.31,45.0
18229,18011,30.48,2.31,48.0
18230,18011,60.96,2.31,47.0
18231,18012,0.0,2.31,45.0
18232,18012,30.48,2.31,47.0
18233,18012,60.96,2.31,47.0
18234,18012,76.2,2.31,47.0
18235,18012,89.91,2.31,47.0
18236,18013,0.0,2.31,45.0
18237,18013,30.48,2.31,45.0
18238,18013,60.96,2.31,42.0
18239,18013,89.91,2.31,41.0
18240,18014,0.0,2.31,45.0
18241,18014,30.48,2.31,44.0
18242,18014,60.96,2.31,44.0
18243,18014,89.91,2.31,44.0
18256,18018,0.0,2.31,45.0
18257,18018,30.48,2.31,45.0
18258,18018,60.96,2.31,44.0
18259,18018,89.91,2.31,44.0
18260,18019,0.0,182.31,85.0
18262,18020,0.0,182.31,84.0
18268,18024,0.0,182.31,82.0
18269,18025,0.0,182.31,82.0
18270,18025,30.48,182.31,82.0
18271,18025,41.75,182.31,82.0
18272,18026,0.0,182.31,45.0
18273,18026,30.48,182.31,45.0
18274,18026,60.96,182.31,43.0
18275,18026,76.2,182.31,42.0
18276,18027,0.0,182.31,45.0
18277,18027,30.48,182.31,45.0
18278,18027,60.96,182.31,45.0
18279,18028,0.0,2.31,90.0
18289,18033,0.0,2.31,90.0
18290,18034,0.0,2.31,90.0
18291,18035,0.0,2.31,90.0
18292,18036,0.0,2.31,90.0
18293,18037,0.0,2.31,90.0
18294,18038,0.0,2.31,90.0
18295,18039,0.0,182.31,47.0
18296,18039,30.48,182.31,47.0
18297,18039,53.94,182.31,47.0
18298,18039,77.72,182.31,47.0
18300,18040,0.0,182.31,45.0
18301,18040,30.48,182.31,45.0
18302,18040,63.39,182.31,44.0
18311,18049,0.0,182.31,45.0
18312,18049,30.48,182.31,45.0
18313,18049,44.8,182.31,45.0
18315,18050,0.0,182.31,58.0
18316,18051,0.0,182.31,45.0
18317,18052,0.0,182.31,45.0
18318,18052,30.48,182.31,45.0
18319,18052,53.94,182.31,46.0
18320,18053,0.0,182.31,45.0
18321,18053,30.48,182.31,45.0
18322,18053,44.8,182.31,45.0
18323,18054,0.0,182.31,45.0
18324,18054,30.48,182.31,45.0
18325,18054,53.94,182.31,45.0
18326,18055,0.0,2.31,90.0
18327,18056,0.0,2.31,90.0
18328,18057,0.0,182.31,45.0
18329,18057,30.48,182.31,45.0
18330,18057,65.83,182.31,46.0
18341,18063,0.0,2.31,45.0
18342,18063,29.87,2.31,44.0
18343,18063,59.74,2.31,43.0
18344,18063,92.96,2.31,43.0
18345,18064,0.0,2.31,50.0
18346,18064,30.48,2.31,49.0
18347,18064,60.96,2.31,47.0
18348,18065,0.0,2.31,45.0
18349,18065,30.48,2.31,45.0
18350,18065,60.96,2.31,44.0
18351,18066,0.0,2.31,45.0
18352,18066,30.48,2.31,43.0
18353,18066,60.96,2.31,42.0
18354,18067,0.0,2.31,45.0
18355,18067,30.48,2.31,42.0
18356,18067,60.96,2.31,42.0
18360,18069,0.0,2.31,45.0
18361,18069,30.48,2.31,43.0
18362,18069,60.96,2.31,42.0
18363,18069,91.44,2.31,41.0
18364,18069A,0.0,2.31,45.0
18365,18069A,30.48,2.31,45.0
18373,18071,0.0,2.31,90.0
18374,18072,0.0,182.31,65.0
18375,18072,30.48,182.31,65.0
18376,18072,44.8,182.31,65.0
18377,18073,0.0,2.31,72.0
18378,18073,29.99,2.31,72.0
18379,18074,0.0,2.31,78.0
18380,18074,29.87,2.31,78.0
18381,18075,0.0,182.31,55.0
18382,18075,20.72,182.31,55.0
18383,18076,0.0,2.31,75.0
18384,18076,35.96,2.31,75.0
18385,18077,0.0,2.31,75.0
18386,18077,35.96,2.31,75.0
18387,18078,0.0,182.31,64.0
18388,18078,26.82,182.31,64.0
18389,18079,0.0,2.31,90.0
18391,18080,0.0,182.31,86.0
18392,18081,0.0,182.31,58.0
18393,18081,29.87,182.31,57.0
18394,18082,0.0,2.31,45.0
18395,18082,44.98,2.31,44.0
18396,18083,0.0,2.31,45.0
18397,18083,30.48,2.31,44.0
18398,18083,62.78,2.31,45.0
18399,18084,0.0,182.31,58.0
18400,18084,39.01,182.31,57.0
18401,18085,0.0,2.31,45.0
18402,18085,24.38,2.31,44.0
18403,18085,42.0,2.31,44.0
18404,18086,0.0,182.31,68.0
18405,18086,30.48,182.31,44.0
18406,18086,39.01,182.31,43.0
18407,18087,0.0,2.31,45.0
18408,18087,59.74,2.31,44.0
18409,18088,0.0,2.31,45.0
18410,18088,30.48,2.31,44.0
18411,18088,60.01,2.31,43.0
18412,18089,0.0,182.31,55.0
18413,18089,30.48,182.31,55.0
18414,18089,47.85,182.31,54.0
18449,18098,0.0,182.31,45.0
18450,18098,30.48,182.31,50.0
18451,18098,60.01,182.31,50.0
18452,18099,0.0,182.31,45.0
18453,18099,30.48,182.31,45.0
18456,18100,0.0,2.31,45.0
18457,18100,32.91,2.31,45.0
18458,18101,0.0,182.31,60.0
18459,18101,23.77,182.31,60.0
18460,18102,0.0,2.31,45.0
18461,18102,30.48,2.31,45.0
18462,18102,53.94,2.31,45.0
18463,18103,0.0,2.31,80.0
18464,18103,21.0,2.31,80.0
18465,18104,0.0,2.31,90.0
18466,18105,0.0,2.31,45.0
18467,18105,30.48,2.31,45.0
18468,18105,59.74,2.31,45.0
18469,18105,60.01,2.31,45.0
18470,18106,0.0,2.31,78.0
18471,18107,0.0,2.31,45.0
18472,18107,29.87,2.31,45.0
18473,18108,0.0,182.31,45.0
18474,18109,0.0,2.31,45.0
18475,18109,35.96,2.31,45.0
18477,18110,0.0,2.31,50.0
18478,18110,30.48,2.31,50.0
18479,18110,71.93,2.31,50.0
18480,18111,0.0,2.31,60.0
18481,18111,30.48,2.31,60.0
18482,18111,53.94,2.31,60.0
18484,18112,0.0,182.31,45.0
18485,18112,30.48,182.31,45.0
18486,18112,60.96,182.31,45.0
18487,18112,89.91,182.31,45.0
18489,18113,0.0,182.31,58.0
18490,18114,0.0,182.31,86.0
18491,18115,0.0,182.31,45.0
18492,18115,74.98,182.31,45.0
18493,18116,0.0,2.31,45.0
18494,18117,0.0,182.31,55.0
18495,18117,30.48,182.31,54.0
18496,18117,60.96,182.31,54.0
18497,18118,0.0,2.31,45.0
18498,18118,30.48,2.31,45.0
18499,18118,53.94,2.31,45.0
18500,18119,0.0,182.31,45.0
18501,18119,30.48,182.31,45.0
18502,18119,53.94,182.31,45.0
18504,18120,0.0,2.31,45.0
18505,18120,35.96,2.31,44.0
18506,18121,0.0,2.31,45.0
18507,18121,30.48,2.31,45.0
18508,18121,50.9,2.31,45.0
18509,18122,0.0,2.31,45.0
18510,18122,30.48,2.31,45.0
18511,18122,44.98,2.31,45.0
18512,18123,0.0,182.31,45.0
18513,18123,30.48,182.31,45.0
18514,18123,48.0,182.31,45.0
18515,18124,0.0,182.31,56.0
18516,18124,33.0,182.31,56.0
18517,18125,0.0,2.31,45.0
18518,18125,32.91,2.31,45.0
18519,18126,0.0,2.31,45.0
18520,18126,30.48,2.31,65.0
18521,18126,41.75,2.31,65.0
18522,18127,0.0,182.31,55.0
18523,18127,30.48,182.31,55.0
18524,18127,56.38,182.31,55.0
18525,18128,0.0,182.31,45.0
18526,18128,89.91,182.31,45.0
18527,18129,0.0,182.31,52.0
18528,18129,30.48,182.31,52.0
18529,18129,53.94,182.31,52.0
18531,18130,0.0,2.31,45.0
18532,18130,30.48,2.31,46.0
18533,18130,43.28,2.31,46.0
18534,18131,0.0,182.31,45.0
18535,18131,30.48,182.31,45.0
18536,18131,43.28,182.31,45.0
18537,18132,0.0,182.31,62.0
18538,18132,30.48,182.31,62.0
18539,18132,47.85,182.31,62.0
18540,18133,0.0,182.31,45.0
18541,18133,39.01,182.31,45.0
18542,18133,60.96,182.31,45.0
18543,18133,89.0,182.31,45.0
18544,18134,0.0,2.31,45.0
18545,18134,29.99,2.31,45.0
18546,18134,60.96,2.31,46.0
18547,18135,0.0,2.31,45.0
18548,18136,0.0,2.31,45.0
18549,18136,30.48,2.31,45.0
18550,18136,62.78,2.31,45.0
18551,18137,0.0,2.31,70.0
18552,18137,30.48,2.31,65.0
18553,18138,0.0,2.31,45.0
18554,18138,30.48,2.31,45.0
18555,18138,60.96,2.31,45.0
18556,18138,76.2,2.31,45.0
18557,18138,91.44,2.31,45.0
18558,18139,0.0,182.31,45.0
18559,18139,30.48,182.31,45.0
18560,18139,60.96,182.31,45.0
18561,18139,76.2,182.31,45.0
18594,18160,0.0,2.31,45.0
18595,18160,30.48,2.31,43.0
18596,18160,60.96,2.31,43.0
18597,18160,76.2,2.31,42.0
18598,18161,0.0,2.31,45.0
18599,18161,30.48,2.31,42.0
18600,18161,60.96,2.31,42.0
18601,18161,76.2,2.31,41.0
18602,18162,0.0,2.31,45.0
18603,18162,30.48,2.31,40.0
18604,18162,60.96,2.31,40.0
18605,18162,76.2,2.31,40.0
18606,18163,0.0,2.31,45.0
18607,18164,0.0,2.31,45.0
18608,18164,60.96,2.31,42.0
18609,18164,76.2,2.31,42.0
18610,18164,91.44,2.31,42.0
18611,18165,0.0,2.31,45.0
18612,18165,60.96,2.31,43.0
18613,18165,76.2,2.31,42.0
18614,18165,91.44,2.31,42.0
18615,18166,0.0,2.31,45.0
18616,18166,60.96,2.31,45.0
18617,18166,76.2,2.31,43.0
18618,18166,91.44,2.31,43.0
18619,18167,0.0,2.31,45.0
18620,18167,30.48,2.31,45.0
18621,18167,60.96,2.31,45.0
18622,18167,91.44,2.31,45.0
18623,18168,0.0,2.31,45.0
18624,18168,30.48,2.31,43.0
18625,18168,60.96,2.31,43.0
18626,18168,91.44,2.31,43.0
18627,18169,0.0,2.31,45.0
18628,18169,30.48,2.31,44.0
18629,18169,60.96,2.31,43.0
18630,18169,91.44,2.31,43.0
18632,18170,0.0,2.31,45.0
18633,18170,30.48,2.31,45.0
18634,18170,60.96,2.31,45.0
18635,18170,91.44,2.31,45.0
18636,18171,0.0,2.31,45.0
18637,18171,30.48,2.31,40.0
18638,18171,60.96,2.31,40.0
18639,18171,91.44,2.31,40.0
18640,18172,0.0,2.31,45.0
18641,18172,30.48,2.31,45.0
18642,18172,60.96,2.31,45.0
18643,18172,91.44,2.31,45.0
18644,18173,0.0,2.31,45.0
18645,18173,30.48,2.31,45.0
18646,18173,60.96,2.31,43.0
18647,18173,91.44,2.31,42.0
18653,18176,0.0,2.31,45.0
18654,18176,30.48,2.31,44.0
18655,18176,60.96,2.31,44.0
18656,18176,85.34,2.31,44.0
18657,18177,0.0,182.31,70.0
18658,18177,30.48,182.31,70.0
18659,18177,60.96,182.31,70.0
18660,18177,74.98,182.31,70.0
18661,18178,0.0,182.31,70.0
18662,18178,30.48,182.31,70.0
18663,18178,60.01,182.31,70.0
18664,18179,0.0,2.31,70.0
18665,18179,30.48,2.31,70.0
18666,18179,47.85,2.31,70.0
18668,18180,0.0,182.31,75.0
18669,18180,30.48,182.31,75.0
18670,18180,53.94,182.31,70.0
18671,18181,0.0,2.31,65.0
18672,18181,30.48,2.31,65.0
18673,18181,60.96,2.31,65.0
18677,18183,0.0,2.31,45.0
18678,18183,30.48,2.31,46.0
18679,18183,60.96,2.31,46.0
18680,18183,91.44,2.31,45.0
18685,18185,0.0,182.31,70.0
18686,18185,30.48,182.31,70.0
18687,18185,60.96,182.31,70.0
18688,18186,0.0,182.31,60.0
18689,18186,30.48,182.31,60.0
18690,18186,60.96,182.31,60.0
18691,18186,91.44,182.31,60.0
18692,18187,0.0,182.31,70.0
18693,18187,30.48,182.31,70.0
18694,18187,60.96,182.31,70.0
18695,18188,0.0,2.31,65.0
18696,18188,30.48,2.31,63.0
18697,18189,0.0,182.31,65.0
18698,18189,30.48,182.31,65.0
18699,18189,60.96,182.31,65.0
18701,18190,0.0,2.31,65.0
18702,18190,30.48,2.31,65.0
18703,18190,60.96,2.31,65.0
18704,18191,0.0,182.31,70.0
18705,18191,30.48,182.31,65.0
18706,18191,60.96,182.31,65.0
18707,18192,0.0,2.31,65.0
18708,18192,30.48,2.31,64.0
18709,18192,56.99,2.31,64.0
18710,18193,0.0,182.31,75.0
18711,18193,30.48,182.31,75.0
18712,18193,56.99,182.31,75.0
18713,18194,0.0,182.31,70.0
18714,18194,30.48,182.31,70.0
18715,18194,60.96,182.31,70.0
18716,18195,0.0,2.31,70.0
18717,18195,30.48,2.31,65.0
18718,18196,0.0,2.31,45.0
18719,18196,30.48,2.31,45.0
18720,18196,60.96,2.31,45.0
18721,18197,0.0,2.31,45.0
18722,18197,30.48,2.31,45.0
18723,18197,60.96,2.31,45.0
18724,18198,0.0,2.31,45.0
18725,18198,30.48,2.31,45.0
18726,18198,60.96,2.31,45.0
18727,18199,0.0,2.31,45.0
18728,18199,30.48,2.31,44.0
18729,18199,60.96,2.31,43.0
18730,18199,91.44,2.31,43.0
18737,18200,0.0,2.31,45.0
18738,18200,30.48,2.31,45.0
18739,18201,0.0,2.31,45.0
18740,18201,30.48,2.31,44.0
18741,18201,60.96,2.31,43.0
18742,18202,0.0,2.31,45.0
18743,18202,30.48,2.31,45.0
18744,18202,60.96,2.31,45.0
18745,18203,0.0,2.31,45.0
18746,18203,30.48,2.31,45.0
18747,18203,60.96,2.31,45.0
18748,18203,90.52,2.31,44.0
18749,18204,0.0,2.31,45.0
18750,18204,30.48,2.31,45.0
18751,18204,60.96,2.31,45.0
18752,18204,91.44,2.31,45.0
18753,18205,0.0,2.31,45.0
18754,18205,30.48,2.31,45.0
18755,18205,60.96,2.31,44.0
18756,18205,90.52,2.31,44.0
18757,18206,0.0,2.31,45.0
18758,18206,30.48,2.31,48.0
18759,18206,60.96,2.31,47.0
18760,18206,91.44,2.31,45.0
18761,18207,0.0,2.31,45.0
18762,18207,30.48,2.31,45.0
18763,18207,60.96,2.31,45.0
18764,18207,91.44,2.31,45.0
18765,18208,0.0,2.31,45.0
18766,18208,30.48,2.31,45.0
18767,18208,60.96,2.31,45.0
18768,18208,91.44,2.31,45.0
18769,18209,0.0,2.31,45.0
18770,18209,30.48,2.31,45.0
18771,18209,60.96,2.31,45.0
18772,18209,91.44,2.31,45.0
18774,18210,0.0,2.31,45.0
18775,18210,30.48,2.31,45.0
18776,18210,60.96,2.31,45.0
18777,18210,91.44,2.31,45.0
18778,18211,0.0,2.31,45.0
18779,18211,30.48,2.31,45.0
18780,18211,60.96,2.31,45.0
18781,18211,91.44,2.31,46.0
18782,18212,0.0,2.31,45.0
18783,18212,30.48,2.31,45.0
18784,18212,60.96,2.31,45.0
18785,18212,91.44,2.31,45.0
18786,18213,0.0,182.31,45.0
18787,18213,30.48,182.31,44.0
18788,18213,60.96,182.31,44.0
18789,18214,0.0,2.31,64.0
18790,18214,30.48,2.31,63.0
18791,18214,68.88,2.31,63.0
18792,18215,0.0,182.31,45.0
18793,18215,30.48,182.31,45.0
18794,18215,60.96,182.31,45.0
18795,18215,86.86,182.31,45.0
18796,18216,0.0,2.31,45.0
18797,18216,30.48,2.31,49.0
18798,18216,60.96,2.31,49.0
18799,18216,89.91,2.31,49.0
18800,18217,0.0,182.31,45.0
18801,18217,30.48,182.31,45.0
18802,18217,60.96,182.31,45.0
18803,18217,96.49,182.31,45.0
18804,18218,0.0,182.31,56.0
18805,18218,30.48,182.31,56.0
18806,18218,42.0,182.31,56.0
18807,18219,0.0,2.31,45.0
18808,18219,30.48,2.31,45.0
18809,18219,44.8,2.31,45.0
18811,18220,0.0,182.31,51.0
18812,18220,30.48,182.31,51.0
18813,18220,71.96,182.31,51.0
18814,18221,0.0,2.31,45.0
18815,18221,30.48,2.31,45.0
18816,18221,48.0,2.31,45.0
18817,18222,0.0,2.31,45.0
18818,18222,29.87,2.31,45.0
