,Unnamed: 0,BHID,FROM,TO,AU_AVG_GT,_id0
5486,122390,17856,67.2084,68.7324,0.017,5486
5487,122391,17856,68.7324,70.2564,0.017,5487
5488,122392,17856,70.2564,71.7804,0.017,5488
5489,122393,17856,71.7804,72.39,0.017,5489
5490,122394,17856,72.39,73.914,0.017,5490
5491,122395,17856,73.914,75.438,0.017,5491
5492,122396,17856,75.438,76.962,0.017,5492
5493,122397,17856,76.962,77.99832,0.017,5493
5494,122672,17881,6.88848,11.97864,0.017,5494
5495,122673,17881,11.97864,16.764,0.017,5495
5496,122674,17881,16.764,21.42744,0.017,5496
5497,122675,17881,21.42744,28.6512,0.017,5497
5498,122676,17881,28.6512,28.956,0.017,5498
5499,122677,17881,28.956,33.2232,0.017,5499
5500,122678,17881,33.2232,33.86328,0.017,5500
5501,122679,17881,33.86328,34.7472,0.017,5501
5502,122680,17881,34.7472,35.11296,0.017,5502
5503,122681,17881,35.11296,36.2712,0.017,5503
5504,122682,17881,36.2712,37.4904,0.017,5504
5505,122683,17881,37.4904,38.2524,0.017,5505
5506,122684,17881,38.2524,39.19728,0.017,5506
5507,122685,17881,39.19728,39.50208,0.017,5507
5508,122686,17881,39.50208,41.08704,0.017,5508
5509,122687,17881,41.08704,42.61104,0.017,5509
5510,122688,17881,42.61104,44.01312,0.017,5510
5511,122689,17881,44.01312,44.5008,0.017,5511
5512,122690,17881,44.5008,44.958,0.086,5512
5513,122691,17881,44.958,45.2628,0.034,5513
5514,122692,17881,45.2628,45.72,0.103,5514
5515,122693,17881,45.72,46.0248,0.154,5515
5516,122694,17881,46.0248,46.3296,0.291,5516
5517,122695,17881,46.3296,46.6344,1.114,5517
5518,122696,17881,46.6344,48.1584,0.232,5518
5519,122697,17881,48.1584,48.4632,0.103,5519
5520,122698,17881,48.4632,49.2252,0.343,5520
5521,122699,17881,49.2252,49.53,0.206,5521
5522,122700,17881,49.53,50.1396,0.514,5522
5523,122701,17881,50.1396,50.4444,0.977,5523
5524,122702,17881,50.4444,50.84064,0.137,5524
5525,122703,17881,50.84064,51.57216,0.017,5525
5526,122704,17881,51.57216,52.578,0.514,5526
5527,122705,17881,52.578,53.0352,1.337,5527
5528,122706,17881,53.0352,54.864,0.309,5528
5529,122707,17881,54.864,55.1688,0.497,5529
5530,122708,17881,55.1688,58.8264,0.017,5530
5531,122709,17881,58.8264,62.69736,0.017,5531
5532,122710,17881,62.69736,63.7032,0.069,5532
5533,122711,17881,63.7032,64.9224,0.137,5533
5534,122712,17881,64.9224,65.2272,2.966,5534
5535,122713,17881,65.2272,66.69024,0.034,5535
5536,122714,17881,66.69024,67.9704,0.017,5536
5537,122715,17881,67.9704,68.7324,0.017,5537
5538,122716,17881,68.7324,69.0372,0.017,5538
5539,122717,17881,69.0372,70.68312,0.086,5539
5540,122718,17881,70.68312,71.0184,7.432,5540
5541,122719,17881,71.0184,71.71944,0.291,5541
5542,122720,17881,71.71944,72.57288,0.017,5542
5543,122721,17881,72.57288,73.7616,0.017,5543
5544,122722,17881,73.7616,74.76744,0.017,5544
5545,122723,17881,74.76744,80.01,0.017,5545
5546,122724,17882,11.8872,17.55648,0.017,5546
5547,122725,17882,17.55648,23.4696,0.017,5547
5548,122726,17882,23.4696,27.67584,0.017,5548
5549,122727,17882,27.67584,34.07664,0.017,5549
5550,122728,17882,34.07664,34.38144,0.017,5550
5551,122729,17882,34.38144,34.80816,0.017,5551
5552,122730,17882,34.80816,35.6616,0.017,5552
5553,122731,17882,35.6616,35.9664,0.017,5553
5554,122732,17882,35.9664,36.4236,0.017,5554
5555,122733,17882,36.4236,36.7284,0.017,5555
5556,122734,17882,36.7284,37.0332,0.017,5556
5557,122735,17882,37.0332,37.73424,0.017,5557
5558,122736,17882,37.73424,38.03904,0.017,5558
5559,122737,17882,38.03904,39.7764,0.017,5559
5560,122738,17882,39.7764,40.81272,0.017,5560
5561,122739,17882,40.81272,41.148,0.017,5561
5562,122740,17882,41.148,41.4528,0.017,5562
5563,122741,17882,41.4528,43.1292,0.017,5563
5564,122742,17882,43.1292,43.434,0.017,5564
5565,122743,17882,43.434,46.1772,0.017,5565
5566,122744,17882,46.1772,46.482,0.017,5566
5567,122745,17882,46.482,53.70576,0.017,5567
5568,122746,17882,53.70576,57.85104,0.017,5568
5569,122747,17882,57.85104,62.484,0.017,5569
5570,122748,17882,62.484,66.35496,0.017,5570
5571,122749,17882,66.35496,72.35952,0.017,5571
5572,122750,17882,72.35952,72.6948,7.835,5572
5573,122751,17882,72.6948,73.06056,0.326,5573
5574,122752,17882,73.06056,73.36536,0.394,5574
5575,122753,17882,73.36536,73.67016,0.051,5575
5576,122754,17882,73.67016,74.2188,5.691,5576
5577,122755,17882,74.2188,74.58456,0.086,5577
5578,122756,17882,74.58456,75.46848,0.137,5578
5579,122757,17882,75.46848,75.77328,0.051,5579
5580,122758,17882,75.77328,80.6196,0.017,5580
5581,122759,17882,80.6196,80.9244,0.017,5581
5582,122760,17882,80.9244,85.4964,0.034,5582
5583,122761,17882,85.4964,90.00744,0.034,5583
5584,122762,17882,90.00744,94.27464,0.034,5584
5585,122763,17882,94.27464,95.0976,0.6,5585
5586,122764,17882,95.0976,95.4024,10.235,5586
5587,122765,17882,95.4024,96.6216,0.051,5587
5588,122766,17882,96.6216,98.99904,0.017,5588
5589,122767,17883,5.69976,6.27888,0.137,5589
5590,122768,17883,6.27888,7.13232,0.077,5590
5591,122769,17883,7.13232,7.58952,0.017,5591
5592,122770,17883,7.58952,9.6012,0.034,5592
5593,122771,17883,9.6012,12.98448,0.189,5593
5594,122772,17883,12.98448,17.3736,0.017,5594
5595,122773,17883,17.3736,21.9456,0.017,5595
5596,122774,17883,21.9456,22.2504,0.017,5596
5597,122775,17883,22.2504,22.5552,0.017,5597
5598,122776,17883,22.5552,22.86,0.017,5598
5599,122777,17883,22.86,24.0792,0.017,5599
5600,122778,17883,24.0792,24.384,0.017,5600
5601,122779,17883,24.384,25.7556,0.051,5601
5602,122780,17883,25.7556,26.0604,0.017,5602
5603,122781,17883,26.0604,26.67,0.017,5603
5604,122782,17883,26.67,26.9748,0.017,5604
5605,122783,17883,26.9748,27.98064,0.017,5605
5606,122784,17883,27.98064,28.4988,0.017,5606
5607,122785,17883,28.4988,29.04744,4.14,5607
5608,122786,17883,29.04744,29.38272,0.189,5608
5609,122787,17883,29.38272,29.8704,0.051,5609
5610,122788,17883,29.8704,30.1752,23.1,5610
5611,122789,17883,30.1752,31.0896,0.086,5611
5612,122790,17883,31.0896,32.3088,0.026,5612
5613,122791,17883,32.3088,38.4048,0.017,5613
5614,122792,17883,38.4048,38.7096,0.017,5614
5615,122793,17883,38.7096,42.03192,0.017,5615
5616,122794,17883,42.03192,43.03776,0.017,5616
5617,122795,17883,43.03776,43.70832,0.017,5617
5618,122796,17883,43.70832,45.17136,0.017,5618
5619,122797,17883,45.17136,50.77968,0.017,5619
5620,122798,17883,50.77968,51.26736,0.017,5620
5621,122799,17883,51.26736,51.75504,0.017,5621
5622,122800,17883,51.75504,53.27904,0.017,5622
5623,122801,17883,53.27904,53.58384,0.017,5623
5624,122802,17883,53.58384,53.88864,0.017,5624
5625,122803,17883,53.88864,60.31992,0.017,5625
5626,122804,17883,60.31992,62.11824,0.017,5626
5627,122805,17884,11.8872,17.9832,0.017,5627
5628,122806,17884,17.9832,20.66544,0.017,5628
5629,122807,17884,20.66544,22.098,0.017,5629
5630,122808,17884,22.098,22.4028,0.017,5630
5631,122809,17884,22.4028,23.1648,0.017,5631
5632,122810,17884,23.1648,24.6888,0.017,5632
5633,122811,17884,24.6888,26.12136,0.017,5633
5634,122812,17884,26.12136,26.42616,0.103,5634
5635,122813,17884,26.42616,27.00528,0.017,5635
5636,122814,17884,27.00528,27.31008,0.017,5636
5637,122815,17884,27.31008,28.194,0.017,5637
5638,122816,17884,28.194,34.4424,0.017,5638
5639,122817,17884,34.4424,40.5384,0.017,5639
5640,122818,17884,40.5384,48.18888,0.017,5640
5641,122819,17884,48.18888,56.11368,0.017,5641
5642,122820,17884,56.11368,58.61304,0.017,5642
5643,122821,17884,58.61304,58.91784,0.017,5643
5644,122822,17884,58.91784,59.52744,0.051,5644
5645,122823,17884,59.52744,59.83224,3.994,5645
5646,122824,17884,59.83224,60.13704,1.166,5646
5647,122825,17884,60.13704,60.44184,24.6,5647
5648,122826,17884,60.44184,62.57544,0.086,5648
5649,122827,17884,62.57544,63.30696,0.017,5649
5650,122828,17884,63.30696,63.82512,0.017,5650
5651,122829,17884,63.82512,64.28232,0.086,5651
5652,122830,17884,64.28232,64.77,0.017,5652
5653,122831,17884,64.77,65.0748,4.851,5653
5654,122832,17884,65.0748,66.20256,0.051,5654
5655,122833,17884,66.20256,71.96328,0.017,5655
5656,122834,17884,71.96328,77.724,0.017,5656
5657,122835,17884,77.724,82.23504,0.017,5657
5658,122836,17884,82.23504,83.45424,0.017,5658
5659,122837,17884,83.45424,89.6112,0.017,5659
5660,122838,17884,89.6112,95.76816,0.017,5660
5661,122839,17884,95.76816,97.32264,0.017,5661
5662,122840,17884,97.32264,104.66832,0.017,5662
5663,122841,17884,104.66832,106.31424,0.017,5663
5664,122842,17884,106.31424,106.86288,0.017,5664
5665,122843,17884,106.86288,107.99064,0.017,5665
5666,122844,17885,8.8392,13.83792,0.017,5666
5667,122845,17885,13.83792,14.20368,0.017,5667
5668,122846,17885,14.20368,14.75232,0.017,5668
5669,122847,17885,14.75232,17.526,0.017,5669
5670,122848,17885,17.526,19.2024,0.017,5670
5671,122849,17885,19.2024,19.5072,0.077,5671
5672,122850,17885,19.5072,20.1168,0.017,5672
5673,122851,17885,20.1168,20.4216,0.017,5673
5674,122852,17885,20.4216,22.4028,0.017,5674
5675,122853,17885,22.4028,22.7076,0.017,5675
5676,122854,17885,22.7076,24.47544,0.017,5676
5677,122855,17885,24.47544,24.8412,0.017,5677
5678,122856,17885,24.8412,25.146,0.017,5678
5679,122857,17885,25.146,27.2796,0.026,5679
5680,122858,17885,27.2796,27.5844,0.017,5680
5681,122859,17885,27.5844,30.14472,0.017,5681
5682,122860,17885,30.14472,33.40608,0.034,5682
5683,122861,17885,33.40608,33.71088,1.32,5683
5684,122862,17885,33.71088,36.14928,0.257,5684
5685,122863,17885,36.14928,37.36848,1.457,5685
5686,122864,17885,37.36848,37.76472,9.994,5686
5687,122865,17885,37.76472,38.4048,1.457,5687
5688,122866,17885,38.4048,39.624,0.171,5688
5689,122867,17885,39.624,41.05656,0.206,5689
5690,122868,17885,41.05656,41.69664,5.4,5690
5691,122869,17885,41.69664,42.00144,2.846,5691
5692,122870,17885,42.00144,42.91584,6.206,5692
5693,122871,17885,42.91584,44.8056,1.791,5693
5694,122872,17885,44.8056,45.1104,10.766,5694
5695,122873,17885,45.1104,46.6344,0.137,5695
5696,122874,17885,46.6344,48.34128,8.811,5696
5697,122875,17885,48.34128,48.64608,19.697,5697
5698,122876,17885,48.64608,49.77384,0.291,5698
5699,122877,17885,49.77384,50.07864,0.017,5699
5700,122878,17885,50.07864,50.9016,0.017,5700
5701,122879,17885,50.9016,51.9684,0.017,5701
5702,122880,17885,51.9684,52.91328,0.017,5702
5703,122881,17885,52.91328,58.76544,0.017,5703
5704,122882,17885,58.76544,60.22848,0.017,5704
5705,122883,17885,60.22848,66.4464,0.017,5705
5706,122884,17885,66.4464,72.5424,0.017,5706
5707,122885,17885,72.5424,76.2,0.017,5707
5708,122886,17885,76.2,79.5528,0.017,5708
5709,122887,17886,14.3256,15.45336,0.017,5709
5710,122888,17886,15.45336,20.93976,0.017,5710
5711,122889,17886,20.93976,21.36648,0.034,5711
5712,122890,17886,21.36648,21.73224,0.017,5712
5713,122891,17886,21.73224,22.86,0.034,5713
5714,122892,17886,22.86,23.1648,0.017,5714
5715,122893,17886,23.1648,23.80488,0.017,5715
5716,122894,17886,23.80488,24.10968,1.637,5716
5717,122895,17886,24.10968,24.47544,0.497,5717
5718,122896,17886,24.47544,28.98648,0.086,5718
5719,122897,17886,28.98648,34.1376,0.017,5719
5720,122898,17886,34.1376,34.53384,0.017,5720
5721,122899,17886,34.53384,35.93592,0.017,5721
5722,122900,17886,35.93592,36.51504,0.017,5722
5723,122901,17886,36.51504,42.45864,0.017,5723
5724,122902,17886,42.45864,47.03064,0.017,5724
5725,122903,17886,47.03064,51.11496,0.017,5725
5726,122904,17886,51.11496,54.7116,0.051,5726
5727,122905,17886,54.7116,56.14416,0.017,5727
5728,122906,17886,56.14416,57.82056,0.017,5728
5729,122907,17886,57.82056,58.91784,0.017,5729
5730,122908,17886,58.91784,61.99632,0.017,5730
5731,123304,17890,11.43,17.6784,0.017,5731
5732,123305,17890,17.6784,23.7744,0.017,5732
5733,123306,17890,23.7744,27.18816,0.017,5733
5734,123307,17890,27.18816,33.46704,0.017,5734
5735,123308,17890,33.46704,35.2044,0.017,5735
5736,123309,17890,35.2044,35.5092,0.017,5736
5737,123310,17890,35.5092,35.814,0.017,5737
5738,123311,17890,35.814,36.1188,0.017,5738
5739,123312,17890,36.1188,36.8808,0.017,5739
5740,123313,17890,36.8808,38.1,0.257,5740
5741,123314,17890,38.1,38.7096,13.406,5741
5742,123315,17890,38.7096,39.59352,0.051,5742
5743,123316,17890,39.59352,39.9288,0.017,5743
5744,123317,17890,39.9288,44.5008,0.017,5744
5745,123318,17890,44.5008,49.0728,0.446,5745
5746,123319,17890,49.0728,49.3776,7.946,5746
5747,123320,17890,49.3776,50.4444,0.034,5747
5748,123321,17890,50.4444,50.7492,0.017,5748
5749,123322,17890,50.7492,55.626,0.017,5749
5750,123323,17890,55.626,57.3024,0.017,5750
5751,123324,17890,57.3024,57.6072,0.017,5751
5752,123325,17890,57.6072,60.31992,0.017,5752
5753,123326,17890,60.31992,60.96,0.017,5753
5754,123327,17891,16.73352,17.9832,0.017,5754
5755,123328,17891,17.9832,19.2024,0.017,5755
5756,123329,17891,19.2024,21.0312,0.017,5756
5757,123330,17891,21.0312,21.336,0.017,5757
5758,123331,17891,21.336,27.2796,0.017,5758
5759,123332,17891,27.2796,27.5844,0.017,5759
5760,123333,17891,27.5844,29.53512,0.017,5760
5761,123334,17891,29.53512,30.0228,0.017,5761
5762,123335,17891,30.0228,30.9372,0.017,5762
5763,123336,17891,30.9372,31.76016,0.017,5763
5764,123337,17891,31.76016,32.06496,0.017,5764
5765,123338,17891,32.06496,32.9184,0.017,5765
5766,123339,17891,32.9184,33.46704,0.017,5766
5767,123340,17891,33.46704,36.2712,0.017,5767
5768,123341,17891,36.2712,36.69792,0.051,5768
5769,123342,17891,36.69792,38.4048,0.129,5769
5770,123343,17891,38.4048,39.0144,0.017,5770
5771,123344,17891,39.0144,39.44112,0.017,5771
5772,123345,17891,39.44112,45.72,0.017,5772
5773,123346,17891,45.72,51.75504,0.017,5773
5774,123347,17891,51.75504,55.3212,0.017,5774
5775,123348,17891,55.3212,55.7784,0.017,5775
5776,123349,17891,55.7784,60.77712,0.017,5776
5777,123350,17891,60.77712,61.35624,0.017,5777
5778,123351,17891,61.35624,65.56248,0.017,5778
5779,123352,17891,65.56248,65.8368,0.189,5779
5780,123353,17891,65.8368,66.1416,2.349,5780
5781,123354,17891,66.1416,66.4464,87.463,5781
5782,123355,17891,66.4464,67.818,0.9,5782
5783,123356,17891,67.818,68.1228,4.834,5783
5784,123357,17891,68.1228,69.00672,0.223,5784
5785,123358,17891,69.00672,69.31152,2.152,5785
5786,123359,17891,69.31152,70.50024,0.103,5786
5787,123360,17891,70.50024,71.10984,0.017,5787
5788,123361,17891,71.10984,74.09688,0.017,5788
5789,123362,17891,74.09688,75.10272,0.017,5789
5790,123363,17891,75.10272,75.49896,0.017,5790
5791,123364,17891,75.49896,76.0476,0.051,5791
5792,123365,17891,76.0476,77.48016,0.017,5792
5793,123366,17891,77.48016,81.8388,0.017,5793
5794,123367,17891,81.8388,86.5632,0.017,5794
5795,123368,17891,86.5632,91.07424,0.017,5795
5796,123369,17891,91.07424,91.8972,0.017,5796
5797,123370,17891,91.8972,97.8408,0.017,5797
5798,123371,17891,97.8408,105.0036,0.017,5798
5799,123372,17892,15.48384,21.97608,0.017,5799
5800,123373,17892,21.97608,25.66416,0.034,5800
5801,123374,17892,25.66416,27.2796,0.034,5801
5802,123375,17892,27.2796,27.5844,8.571,5802
5803,123376,17892,27.5844,28.956,0.223,5803
5804,123377,17892,28.956,31.0896,0.069,5804
5805,123378,17892,31.0896,32.4612,0.017,5805
5806,123379,17892,32.4612,36.48456,0.017,5806
5807,123380,17892,36.48456,36.8808,1.877,5807
5808,123381,17892,36.8808,39.28872,0.034,5808
5809,123382,17892,39.28872,45.72,0.034,5809
5810,123383,17892,45.72,52.15128,0.017,5810
5811,123384,17892,52.15128,52.48656,0.017,5811
5812,123385,17892,52.48656,58.5216,0.017,5812
5813,123386,17892,58.5216,63.00216,0.017,5813
5814,123387,17893,13.1064,18.8976,0.051,5814
5815,123388,17893,18.8976,20.4216,0.566,5815
5816,123389,17893,20.4216,21.6408,1.877,5816
5817,123390,17893,21.6408,24.6888,0.051,5817
5818,123391,17893,24.6888,24.9936,0.051,5818
5819,123392,17893,24.9936,25.2984,0.034,5819
5820,123393,17893,25.2984,26.27376,0.017,5820
5821,123394,17893,26.27376,26.57856,0.017,5821
5822,123395,17893,26.57856,27.432,0.017,5822
5823,123396,17893,27.432,27.7368,0.017,5823
5824,123397,17893,27.7368,33.04032,0.017,5824
5825,123398,17893,33.04032,33.34512,0.017,5825
5826,123399,17893,33.34512,33.77184,0.017,5826
5827,123400,17893,33.77184,34.62528,0.017,5827
5828,123401,17893,34.62528,42.79392,0.034,5828
5829,123402,17893,42.79392,46.1772,0.017,5829
5830,123403,17893,46.1772,54.864,0.017,5830
5831,123404,17893,54.864,56.17464,0.206,5831
5832,123405,17893,56.17464,56.6928,1.046,5832
5833,123406,17893,56.6928,56.9976,85.8,5833
5834,123407,17893,56.9976,58.8264,0.051,5834
5835,123408,17893,58.8264,60.68568,0.043,5835
5836,123409,17893,60.68568,61.99632,0.051,5836
5837,123410,17894,15.02664,20.20824,0.051,5837
5838,123411,17894,20.20824,26.2128,0.017,5838
5839,123412,17894,26.2128,29.718,0.017,5839
5840,123413,17894,29.718,32.4612,0.051,5840
5841,123414,17894,32.4612,32.766,0.017,5841
5842,123415,17894,32.766,33.16224,0.017,5842
5843,123416,17894,33.16224,35.814,0.051,5843
5844,123417,17894,35.814,41.72712,0.034,5844
5845,123418,17894,41.72712,42.0624,0.206,5845
5846,123419,17894,42.0624,42.58056,0.617,5846
5847,123420,17894,42.58056,42.88536,1.046,5847
5848,123421,17894,42.88536,44.8056,0.103,5848
5849,123422,17894,44.8056,45.1104,4.903,5849
5850,123423,17894,45.1104,45.8724,0.24,5850
5851,123424,17894,45.8724,46.3296,5.212,5851
5852,123425,17894,46.3296,52.54752,0.137,5852
5853,123426,17894,52.54752,53.9496,0.634,5853
5854,123427,17894,53.9496,54.2544,0.429,5854
5855,123428,17894,54.2544,54.89448,2.897,5855
5856,123429,17894,54.89448,55.19928,1.56,5856
5857,123430,17894,55.19928,55.50408,1.543,5857
5858,123431,17894,55.50408,56.5404,0.703,5858
5859,123432,17894,56.5404,56.8452,0.429,5859
5860,123433,17894,56.8452,57.15,5.057,5860
5861,123434,17894,57.15,58.15584,0.249,5861
5862,123435,17894,58.15584,59.7408,0.017,5862
5863,123436,17894,59.7408,60.0456,0.154,5863
5864,123437,17894,60.0456,62.51448,0.017,5864
5865,123438,17894,62.51448,65.28816,0.051,5865
5866,123439,17894,65.28816,66.69024,0.034,5866
5867,123440,17894,66.69024,67.75704,0.017,5867
5868,123441,17894,67.75704,68.15328,0.017,5868
5869,123442,17894,68.15328,71.53656,0.017,5869
5870,123443,17894,71.53656,72.26808,0.377,5870
5871,123444,17894,72.26808,72.57288,4.131,5871
5872,123445,17894,72.57288,73.914,1.131,5872
5873,123446,17894,73.914,74.91984,0.086,5873
5874,123447,17894,74.91984,79.79664,0.017,5874
5875,123448,17894,79.79664,80.10144,0.034,5875
5876,123449,17894,80.10144,85.61832,0.034,5876
5877,123450,17894,85.61832,85.9536,0.086,5877
5878,123451,17894,85.9536,86.2584,0.034,5878
5879,123452,17894,86.2584,87.35568,0.017,5879
5880,123453,17894,87.35568,89.6112,0.017,5880
5881,123454,17895,11.8872,13.83792,0.043,5881
5882,123455,17895,13.83792,14.14272,1.68,5882
5883,123456,17895,14.14272,14.44752,0.137,5883
5884,123457,17895,14.44752,14.72184,0.051,5884
5885,123458,17895,14.72184,15.02664,3.669,5885
5886,123459,17895,15.02664,16.002,0.086,5886
5887,123460,17895,16.002,16.3068,0.034,5887
5888,123461,17895,16.3068,17.6784,0.017,5888
5889,123462,17895,17.6784,19.72056,0.017,5889
5890,123463,17895,19.72056,24.14016,0.034,5890
5891,123464,17895,24.14016,26.3652,0.017,5891
5892,123465,17895,26.3652,26.67,0.034,5892
5893,123466,17895,26.67,32.70504,0.017,5893
5894,123467,17895,32.70504,33.00984,3.497,5894
5895,123468,17895,33.00984,33.46704,0.034,5895
5896,123469,17895,33.46704,36.05784,0.034,5896
5897,123470,17895,36.05784,39.98976,0.051,5897
5898,123471,17895,39.98976,48.03648,0.034,5898
5899,123472,17895,48.03648,48.6156,0.017,5899
5900,123473,17895,48.6156,54.864,0.034,5900
5901,123474,17895,54.864,60.96,0.034,5901
5902,123475,17895,60.96,67.6656,0.017,5902
5903,123476,17895,68.00088,71.628,0.051,5903
5904,123477,17895,71.628,76.5048,0.051,5904
5905,123478,17896,13.53312,19.5072,0.017,5905
5906,123479,17896,19.5072,25.6032,0.017,5906
5907,123480,17896,25.6032,29.74848,0.034,5907
5908,123481,17896,29.74848,31.242,0.017,5908
5909,123482,17896,31.242,34.22904,0.017,5909
5910,123483,17896,34.22904,35.90544,0.017,5910
5911,123484,17896,35.90544,36.33216,0.034,5911
5912,123485,17896,36.33216,36.85032,0.103,5912
5913,123486,17896,36.85032,38.37432,0.017,5913
5914,123487,17896,38.37432,38.74008,0.017,5914
5915,123488,17896,38.74008,42.9768,0.017,5915
5916,123489,17896,42.9768,44.01312,0.017,5916
5917,123490,17896,44.01312,44.98848,0.017,5917
5918,123491,17896,44.98848,48.03648,0.017,5918
5919,123492,17896,48.03648,50.56632,0.017,5919
5920,123493,17896,50.56632,50.99304,0.017,5920
5921,123494,17896,50.99304,51.29784,0.017,5921
5922,123495,17896,51.29784,52.79136,0.017,5922
5923,123496,17896,52.79136,53.76672,0.017,5923
5924,123497,17896,53.76672,62.1792,0.017,5924
5925,123498,17896,62.1792,63.3984,0.051,5925
5926,123499,17896,63.3984,64.6176,0.017,5926
5927,123500,17896,64.6176,65.0748,0.034,5927
5928,123501,17896,65.0748,66.99504,0.017,5928
5929,123502,17896,66.99504,68.39712,0.069,5929
5930,123503,17896,68.39712,68.8848,0.017,5930
5931,123504,17896,68.8848,69.92112,0.034,5931
5932,123505,17896,69.92112,74.73696,0.017,5932
5933,123506,17896,74.73696,75.19416,0.017,5933
5934,123507,17896,75.19416,77.4192,0.017,5934
5935,123508,17897,22.06752,22.37232,0.034,5935
5936,123509,17897,31.57728,31.88208,0.034,5936
5937,123510,17897,34.68624,34.99104,0.103,5937
5938,123511,17897,34.99104,35.29584,0.086,5938
5939,123512,17897,38.52672,39.13632,0.034,5939
5940,123513,17897,53.85816,54.16296,0.069,5940
5941,123514,17897,54.16296,54.46776,0.034,5941
5942,123515,17897,54.46776,55.90032,0.026,5942
5943,123516,17897,55.90032,56.20512,0.086,5943
5944,123517,17897,57.79008,58.33872,0.051,5944
5945,123518,17897,58.33872,58.64352,0.051,5945
5946,123519,17897,58.64352,58.94832,0.051,5946
5947,123520,17897,58.94832,59.25312,0.103,5947
5948,123521,17898,7.0104,12.71016,0.017,5948
5949,123522,17898,12.71016,14.7828,0.017,5949
5950,123523,17898,14.7828,21.51888,0.017,5950
5951,123524,17898,21.51888,22.00656,0.017,5951
5952,123525,17898,22.00656,23.7744,0.017,5952
5953,123526,17898,23.7744,24.5364,0.017,5953
5954,123527,17898,24.5364,28.74264,0.017,5954
5955,123528,17898,28.74264,29.35224,0.017,5955
5956,123529,17898,29.35224,30.29712,0.034,5956
5957,123530,17898,30.29712,35.6616,0.017,5957
5958,123531,17898,35.6616,35.9664,0.017,5958
5959,123532,17898,35.9664,36.7284,0.017,5959
5960,123533,17898,36.7284,37.0332,0.051,5960
5961,123534,17898,37.0332,37.7952,0.034,5961
5962,123535,17898,37.7952,39.9288,0.086,5962
5963,123536,17898,39.9288,40.2336,0.017,5963
5964,123537,17898,40.2336,40.9956,0.12,5964
5965,123538,17898,40.9956,41.3004,1.346,5965
5966,123539,17898,41.3004,41.7576,0.806,5966
5967,123540,17898,41.7576,42.0624,0.686,5967
5968,123541,17898,42.0624,42.672,0.463,5968
5969,123542,17898,42.672,47.244,0.051,5969
5970,123543,17898,47.244,47.5488,0.137,5970
5971,123544,17898,47.5488,52.7304,1.354,5971
5972,123545,17898,52.7304,53.09616,0.977,5972
5973,123546,17898,53.09616,60.6552,0.017,5973
5974,123547,17898,60.6552,68.2752,0.017,5974
5975,123548,17898,68.2752,74.9808,0.017,5975
5976,123549,17898,74.9808,75.2856,0.086,5976
5977,123550,17898,75.2856,77.66304,0.017,5977
5978,123551,17898,77.66304,84.00288,0.017,5978
5979,123552,17899,9.87552,10.27176,0.274,5979
5980,123553,17899,10.27176,11.67384,0.017,5980
5981,123554,17899,11.67384,12.89304,0.051,5981
5982,123555,17899,12.89304,13.4112,0.18,5982
5983,123556,17899,13.4112,13.716,0.034,5983
5984,123557,17899,13.716,15.6972,0.017,5984
5985,123558,17899,15.6972,17.43456,0.017,5985
5986,123559,17899,17.43456,21.9456,0.034,5986
5987,123560,17899,21.9456,26.2128,0.017,5987
5988,123561,17899,26.2128,32.9184,0.034,5988
5989,123562,17899,32.9184,38.5572,0.034,5989
5990,123563,17899,38.5572,38.862,0.034,5990
5991,123564,17899,38.862,40.32504,0.017,5991
5992,123565,17899,40.32504,41.42232,0.034,5992
5993,123566,17899,41.42232,44.0436,0.017,5993
5994,123567,17899,44.0436,45.4152,0.017,5994
5995,123568,17899,45.4152,45.84192,0.017,5995
5996,123569,17899,45.84192,46.45152,0.051,5996
5997,123570,17899,46.45152,46.69536,0.051,5997
5998,123571,17899,46.69536,47.64024,0.034,5998
5999,123572,17899,47.64024,48.55464,0.137,5999
6000,123573,17899,48.55464,49.13376,0.086,6000
6001,123574,17899,49.13376,49.6824,0.069,6001
6002,123575,17899,49.6824,49.9872,2.4,6002
6003,123576,17899,49.9872,50.87112,0.069,6003
6004,123577,17899,50.87112,55.1688,0.051,6004
6005,123578,17899,55.1688,59.61888,0.017,6005
6006,123579,17899,59.61888,59.95416,0.017,6006
6007,123580,17899,59.95416,65.01384,0.017,6007
6008,123591,17900,5.39496,10.3632,0.017,6008
6009,123592,17900,10.3632,14.87424,0.017,6009
6010,123593,17900,14.87424,16.73352,0.017,6010
6011,123594,17900,16.73352,16.97736,0.017,6011
6012,123595,17900,16.97736,17.92224,0.017,6012
6013,123596,17900,17.92224,19.23288,0.017,6013
6014,123597,17900,19.23288,21.06168,0.017,6014
6015,123598,17900,21.06168,21.9456,0.017,6015
6016,123599,17900,21.9456,22.2504,0.017,6016
6017,123600,17900,22.2504,22.52472,0.017,6017
6018,123601,17900,22.52472,23.25624,0.094,6018
6019,123602,17900,23.25624,24.93264,0.017,6019
6020,123603,17900,24.93264,30.6324,0.017,6020
6021,123604,17900,30.6324,30.9372,0.017,6021
6022,123605,17900,30.9372,31.3944,0.017,6022
6023,123606,17900,31.3944,32.1564,0.017,6023
6024,123607,17900,32.1564,32.49168,0.017,6024
6025,123608,17900,32.49168,32.94888,0.017,6025
6026,123609,17900,32.94888,35.2044,0.017,6026
