,Unnamed: 0,BHID,FROM,TO,LITHO_DESC,lithoID,_id0
0,14,10,0.0,5.48,Casing,1.0,0
1,15,10,5.48,25.9,Early Diorite,2.0,1
2,16,10,25.9,28.95,Felsic to Intermediate Dykes,3.0,2
3,17,10,28.95,39.92,Shear Zone,4.0,3
4,566,10165,0.0,3.65,Casing,1.0,4
5,567,10165,3.65,53.03,Intermediate to Ultramafic Volcanics,5.0,5
6,568,10165,53.03,56.38,Felsic to Intermediate Dykes,3.0,6
7,569,10165,56.38,59.58,Intermediate to Ultramafic Volcanics,5.0,7
8,570,10165,59.58,62.11,Felsic to Intermediate Dykes,3.0,8
9,571,10165,62.11,85.8,Intermediate to Ultramafic Volcanics,5.0,9
10,572,10165,85.8,86.1,Indifferenciated Tuffs,6.0,10
11,573,10165,86.1,123.29,Intermediate to Ultramafic Volcanics,5.0,11
12,574,10165,123.29,131.06,Indifferenciated Tuffs,6.0,12
13,575,10165,131.06,143.98,Early Diorite,2.0,13
14,576,10165,143.98,190.56,Intermediate to Ultramafic Volcanics,5.0,14
15,577,10165,190.56,193.85,Indifferenciated Tuffs,6.0,15
16,578,10165,193.85,218.6,Intermediate to Ultramafic Volcanics,5.0,16
17,579,10165,218.6,271.88,Indifferenciated Tuffs,6.0,17
18,580,10165,271.88,287.57,Intermediate to Ultramafic Volcanics,5.0,18
19,581,10165,287.57,307.39,Indifferenciated Tuffs,6.0,19
20,582,10165,307.39,321.25,Early Diorite,2.0,20
21,583,10165,321.25,365.76,Intermediate to Ultramafic Volcanics,5.0,21
22,584,10165,365.76,369.41,Indifferenciated Tuffs,6.0,22
23,585,10165,369.41,388.92,Intermediate to Ultramafic Volcanics,5.0,23
24,586,10165,388.92,394.71,Indifferenciated Tuffs,6.0,24
25,587,10165,394.71,487.68,No Litho,0.0,25
26,588,10166,0.0,3.65,Casing,1.0,26
27,589,10166,3.65,33.64,Intermediate to Ultramafic Volcanics,5.0,27
28,590,10166,33.64,52.88,Felsic to Intermediate Dykes,3.0,28
29,591,10166,52.88,80.46,Intermediate to Ultramafic Volcanics,5.0,29
30,592,10166,80.46,106.22,Early Diorite,2.0,30
31,593,10166,106.22,106.68,Felsic to Intermediate Dykes,3.0,31
32,1771,10398,0.0,19.5,Casing,1.0,32
33,1772,10398,19.5,58.52,Intermediate to Ultramafic Volcanics,5.0,33
34,1773,10399,0.0,18.59,Casing,1.0,34
35,1774,10399,18.59,23.01,Felsic to Intermediate Dykes,3.0,35
36,1775,10399,23.01,28.95,Shear Zone,4.0,36
37,1776,10399,28.95,34.44,Shear Zone,4.0,37
38,1777,10399,34.44,37.18,Shear Zone,4.0,38
39,1778,10399,37.18,49.83,Felsic to Intermediate Dykes,3.0,39
40,1779,10399,49.83,54.86,Indifferenciated Tuffs,6.0,40
41,1780,10399,54.86,55.77,Shear Zone,4.0,41
42,1781,10399,55.77,56.08,Indifferenciated Tuffs,6.0,42
43,1801,10400,0.0,3.96,Casing,1.0,43
44,1802,10400,3.96,63.24,Early Diorite,2.0,44
45,1803,10400,63.24,76.93,Felsic to Intermediate Dykes,3.0,45
46,1804,10400,76.93,105.61,Early Diorite,2.0,46
47,1805,10400,105.61,109.11,Intermediate to Ultramafic Volcanics,5.0,47
48,1806,10400,109.11,110.33,Early Diorite,2.0,48
49,1807,10400,110.33,112.16,Intermediate to Ultramafic Volcanics,5.0,49
50,1808,10400,112.16,114.3,Early Diorite,2.0,50
51,1809,10400,114.3,116.89,Intermediate to Ultramafic Volcanics,5.0,51
52,1810,10400,116.89,158.19,Early Diorite,2.0,52
53,1811,10400,158.19,173.88,Intermediate to Ultramafic Volcanics,5.0,53
54,1812,10400,173.88,210.92,Early Diorite,2.0,54
55,1813,10400,210.92,258.77,Intermediate to Ultramafic Volcanics,5.0,55
56,1814,10400,258.77,275.69,Early Diorite,2.0,56
57,1815,10400,275.69,304.8,Intermediate to Ultramafic Volcanics,5.0,57
58,1816,10401,0.0,3.65,Casing,1.0,58
59,1817,10401,3.65,166.87,Intermediate to Ultramafic Volcanics,5.0,59
60,1818,10401,166.87,168.55,Early Diorite,2.0,60
61,1819,10401,168.55,212.14,Early Diorite,2.0,61
62,1820,10401,212.14,234.54,Felsic to Intermediate Dykes,3.0,62
63,1821,10401,234.54,242.77,Intermediate to Ultramafic Volcanics,5.0,63
64,1822,10401,242.77,245.51,Felsic to Intermediate Dykes,3.0,64
65,1823,10401,245.51,252.37,Intermediate to Ultramafic Volcanics,5.0,65
66,1824,10401,252.37,265.63,Felsic to Intermediate Dykes,3.0,66
67,1825,10401,265.63,266.24,Intermediate to Ultramafic Volcanics,5.0,67
68,1826,10401,266.24,266.48,Felsic to Intermediate Dykes,3.0,68
69,1827,10401,266.48,298.7,Intermediate to Ultramafic Volcanics,5.0,69
70,1828,10402,0.0,4.57,Casing,1.0,70
71,1829,10402,4.57,110.64,Intermediate to Ultramafic Volcanics,5.0,71
72,1830,10402,110.64,111.31,Diorite,2.0,72
73,1831,10402,111.31,115.12,Felsic to Intermediate Dykes,3.0,73
74,1832,10402,115.12,140.51,Intermediate to Ultramafic Volcanics,5.0,74
75,1947,10416,0.0,8.53,Casing,1.0,75
76,1948,10416,8.53,47.24,Shear Zone,4.0,76
77,1949,10416,47.24,114.6,Intermediate to Ultramafic Volcanics,5.0,77
78,1950,10416,114.6,121.0,Intermediate to Ultramafic Volcanics,5.0,78
79,1951,10416,121.0,174.49,Early Diorite,2.0,79
80,1952,10416,174.49,175.71,Felsic to Intermediate Dykes,3.0,80
81,1953,10416,175.71,193.85,Early Diorite,2.0,81
82,1954,10416,193.85,201.47,Intermediate to Ultramafic Volcanics,5.0,82
83,1955,10416,201.47,218.38,Early Diorite,2.0,83
84,1956,10416,218.38,224.02,Intermediate to Ultramafic Volcanics,5.0,84
85,1957,10416,224.02,229.51,Early Diorite,2.0,85
86,1983,10421,0.0,13.41,Casing,1.0,86
87,1984,10421,13.41,21.94,Intermediate to Ultramafic Volcanics,5.0,87
88,1985,10421,21.94,25.9,Shear Zone,4.0,88
89,1986,10421,25.9,110.03,Intermediate to Ultramafic Volcanics,5.0,89
90,1987,10421,110.03,128.32,Early Diorite,2.0,90
91,1988,10421,128.32,137.61,Early Diorite,2.0,91
92,1989,10421,137.61,148.74,Felsic to Intermediate Dykes,3.0,92
93,1990,10421,148.74,152.7,Intermediate to Ultramafic Volcanics,5.0,93
94,1991,10422,0.0,12.19,Casing,1.0,94
95,1992,10422,12.19,49.83,Intermediate to Ultramafic Volcanics,5.0,95
96,1993,10422,49.83,70.4,Early Diorite,2.0,96
97,1994,10422,70.4,78.33,Intermediate to Ultramafic Volcanics,5.0,97
98,1995,10422,78.33,85.03,Early Diorite,2.0,98
99,1996,10422,85.03,90.83,Intermediate to Ultramafic Volcanics,5.0,99
100,1997,10422,90.83,93.14,Shear Zone,4.0,100
101,1998,10422,93.14,94.48,Diorite,2.0,101
102,1999,10422,94.48,141.0,Intermediate to Ultramafic Volcanics,5.0,102
103,2000,10422,141.0,207.26,Early Diorite,2.0,103
104,2001,10422,207.26,281.33,Intermediate to Ultramafic Volcanics,5.0,104
105,2002,10422,281.33,285.59,Early Diorite,2.0,105
106,2003,10422,285.59,343.96,Intermediate to Ultramafic Volcanics,5.0,106
107,2004,10422,343.96,360.88,Intermediate to Ultramafic Volcanics,5.0,107
108,2005,10422,360.88,368.16,Felsic to Intermediate Dykes,3.0,108
109,2006,10422,368.16,398.06,Intermediate to Ultramafic Volcanics,5.0,109
110,2007,10422,398.06,400.2,Diorite,2.0,110
111,2008,10422,400.2,403.25,Intermediate to Ultramafic Volcanics,5.0,111
112,2009,10422,403.25,404.01,Diorite,2.0,112
113,2010,10422,404.01,411.02,Intermediate to Ultramafic Volcanics,5.0,113
114,2011,10422,411.02,413.46,Diorite,2.0,114
115,2012,10422,413.46,421.38,Intermediate to Ultramafic Volcanics,5.0,115
116,2013,10422,421.38,427.02,Diorite,2.0,116
117,2014,10422,427.02,438.75,Intermediate to Ultramafic Volcanics,5.0,117
118,2015,10422,438.75,445.61,Early Diorite,2.0,118
119,2016,10422,445.61,488.59,Intermediate to Ultramafic Volcanics,5.0,119
120,4299,11,0.0,7.62,Casing,1.0,120
121,4300,11,7.62,9.78,Diabase,9.0,121
122,4301,11,9.78,30.32,Early Diorite,2.0,122
123,4302,11,30.32,44.8,Shear Zone,4.0,123
124,4303,11,44.8,78.33,Intermediate to Ultramafic Volcanics,5.0,124
125,5714,11241,0.0,8.53,Casing,1.0,125
126,5715,11241,8.53,30.35,Indifferenciated Tuffs,6.0,126
127,5716,11241,30.35,42.03,Felsic to Intermediate Dykes,3.0,127
128,5717,11241,42.03,43.49,Intermediate to Ultramafic Volcanics,5.0,128
129,5718,11241,43.49,49.98,Indifferenciated Tuffs,6.0,129
130,5719,11242,0.0,6.09,Casing,1.0,130
131,5720,11242,6.09,12.0,Felsic to Intermediate Dykes,3.0,131
132,5721,11242,12.0,22.95,Indifferenciated Tuffs,6.0,132
133,5722,11242,22.95,42.97,Felsic to Intermediate Dykes,3.0,133
134,5815,11263,0.0,6.22,Casing,1.0,134
135,5816,11263,6.22,18.33,Intermediate to Ultramafic Volcanics,5.0,135
136,5817,11264,0.0,10.82,Casing,1.0,136
137,5818,11264,10.82,27.27,Intermediate to Ultramafic Volcanics,5.0,137
138,5819,11265,0.0,1.58,Casing,1.0,138
139,5820,11265,1.58,1.9,Intermediate to Ultramafic Volcanics,5.0,139
140,5821,11265,1.9,15.59,Felsic to Intermediate Dykes,3.0,140
141,6239,1135,0.0,4.57,Casing,1.0,141
142,6240,1135,4.57,67.05,Intermediate to Ultramafic Volcanics,5.0,142
143,6300,1136,0.0,0.91,Casing,1.0,143
144,6301,1136,0.91,1.28,Intermediate to Ultramafic Volcanics,5.0,144
145,6302,1136,1.28,3.04,Early Diorite,2.0,145
146,6303,1136,3.04,33.07,Intermediate to Ultramafic Volcanics,5.0,146
147,6304,1136,33.07,33.25,Felsic to Intermediate Dykes,3.0,147
148,6305,1136,33.25,61.56,Intermediate to Ultramafic Volcanics,5.0,148
149,7384,11575,0.0,7.71,Casing,1.0,149
150,7385,11575,7.71,14.08,Indifferenciated Tuffs,6.0,150
151,7386,11575,14.08,25.11,Felsic to Intermediate Dykes,3.0,151
152,7387,11575,25.11,35.66,Indifferenciated Tuffs,6.0,152
153,7388,11575,35.66,35.75,Felsic to Intermediate Dykes,3.0,153
154,7389,11575,35.75,78.02,Indifferenciated Tuffs,6.0,154
155,7390,11575,78.02,87.32,Felsic to Intermediate Dykes,3.0,155
156,7391,11575,87.32,200.25,Indifferenciated Tuffs,6.0,156
157,7392,11575,200.25,213.05,Felsic to Intermediate Dykes,3.0,157
158,7393,11575,213.05,214.82,Indifferenciated Tuffs,6.0,158
159,7394,11575,214.82,218.9,Felsic to Intermediate Dykes,3.0,159
160,7395,11575,218.9,222.65,Intermediate to Ultramafic Volcanics,5.0,160
161,7396,11575,222.65,227.92,Indifferenciated Tuffs,6.0,161
162,7397,11575,227.92,228.6,Felsic to Intermediate Dykes,3.0,162
163,7398,11575,228.6,255.42,Indifferenciated Tuffs,6.0,163
164,7399,11576,0.0,7.92,Casing,1.0,164
165,7400,11576,7.92,77.72,Indifferenciated Tuffs,6.0,165
166,7401,11577,0.0,10.66,Casing,1.0,166
167,7402,11577,10.66,18.04,Intermediate to Ultramafic Volcanics,5.0,167
168,7403,11577,18.04,18.77,Early Diorite,2.0,168
169,7404,11577,18.77,22.52,Intermediate to Ultramafic Volcanics,5.0,169
170,7405,11577,22.52,37.09,Felsic to Intermediate Dykes,3.0,170
171,7406,11577,37.09,40.84,Indifferenciated Tuffs,6.0,171
172,7407,11577,40.84,52.48,Early Diorite,2.0,172
173,7408,11577,52.48,68.61,Intermediate to Ultramafic Volcanics,5.0,173
174,7409,11577,68.61,76.93,Early Diorite,2.0,174
175,7410,11577,76.93,88.78,Intermediate to Ultramafic Volcanics,5.0,175
176,7411,11577,88.78,98.14,Early Diorite,2.0,176
177,7412,11577,98.14,103.02,Intermediate to Ultramafic Volcanics,5.0,177
178,7413,11578,0.0,6.94,Casing,1.0,178
179,7414,11578,6.94,21.12,Indifferenciated Tuffs,6.0,179
180,7415,11578,21.12,21.33,Early Diorite,2.0,180
181,7416,11578,21.33,37.49,Indifferenciated Tuffs,6.0,181
182,7417,11578,37.49,39.65,Felsic to Intermediate Dykes,3.0,182
183,7418,11578,39.65,40.29,Intermediate to Ultramafic Volcanics,5.0,183
184,7419,11578,40.29,42.76,Felsic to Intermediate Dykes,3.0,184
185,7420,11578,42.76,126.97,Intermediate to Ultramafic Volcanics,5.0,185
186,7421,11578,126.97,150.26,Early Diorite,2.0,186
187,7422,11578,150.26,171.51,Intermediate to Ultramafic Volcanics,5.0,187
188,7423,11578,171.51,179.71,Early Diorite,2.0,188
189,7424,11578,179.71,201.32,Intermediate to Ultramafic Volcanics,5.0,189
190,7425,11578,201.32,213.54,Early Diorite,2.0,190
191,7426,11578,213.54,232.74,Intermediate to Ultramafic Volcanics,5.0,191
192,7427,11578,232.74,237.13,Early Diorite,2.0,192
193,7428,11579,0.0,8.53,Casing,1.0,193
194,7429,11579,8.53,34.83,Indifferenciated Tuffs,6.0,194
195,7430,11579,34.83,39.8,Felsic to Intermediate Dykes,3.0,195
196,7431,11579,39.8,40.72,Indifferenciated Tuffs,6.0,196
197,7432,11579,40.72,42.12,Felsic to Intermediate Dykes,3.0,197
198,7433,11579,42.12,43.55,Indifferenciated Tuffs,6.0,198
199,7434,11579,43.55,59.86,Intermediate to Ultramafic Volcanics,5.0,199
200,7435,11579,59.86,65.41,Indifferenciated Tuffs,6.0,200
201,7436,11579,65.41,70.56,Indifferenciated Tuffs,6.0,201
202,7437,11579,70.56,99.12,Intermediate to Ultramafic Volcanics,5.0,202
203,7438,11579,99.12,108.99,Diorite,2.0,203
204,7439,11579,108.99,110.64,Intermediate to Ultramafic Volcanics,5.0,204
205,7440,11579,110.64,114.69,Intermediate to Ultramafic Volcanics,5.0,205
206,7441,11579,114.69,115.21,Intermediate to Ultramafic Volcanics,5.0,206
207,7463,11580,0.0,3.04,Casing,1.0,207
208,7464,11580,3.04,4.69,Early Diorite,2.0,208
209,7465,11580,4.69,11.67,Intermediate to Ultramafic Volcanics,5.0,209
210,7466,11580,11.67,13.1,Early Diorite,2.0,210
211,7467,11580,13.1,15.08,Intermediate to Ultramafic Volcanics,5.0,211
212,7468,11580,15.08,15.72,Early Diorite,2.0,212
213,7469,11580,15.72,20.6,Intermediate to Ultramafic Volcanics,5.0,213
214,7470,11580,20.6,20.87,Early Diorite,2.0,214
215,7471,11580,20.87,31.24,Intermediate to Ultramafic Volcanics,5.0,215
216,7472,11580,31.24,31.57,Early Diorite,2.0,216
217,7473,11580,31.57,44.16,Intermediate to Ultramafic Volcanics,5.0,217
218,7474,11580,44.16,53.24,Early Diorite,2.0,218
219,7475,11580,53.24,56.72,Intermediate to Ultramafic Volcanics,5.0,219
220,7476,11580,56.72,58.82,Early Diorite,2.0,220
221,7477,11580,58.82,61.14,Intermediate to Ultramafic Volcanics,5.0,221
222,7478,11580,61.14,61.63,Early Diorite,2.0,222
223,7479,11580,61.63,62.69,Intermediate to Ultramafic Volcanics,5.0,223
224,7480,11580,62.69,63.61,Early Diorite,2.0,224
225,7481,11580,63.61,64.61,Intermediate to Ultramafic Volcanics,5.0,225
226,7482,11580,64.61,69.95,Indifferenciated Tuffs,6.0,226
227,7483,11580,69.95,88.57,Intermediate to Ultramafic Volcanics,5.0,227
228,7484,11580,88.57,90.46,Indifferenciated Tuffs,6.0,228
229,7485,11580,90.46,95.21,Intermediate to Ultramafic Volcanics,5.0,229
230,7486,11580,95.21,109.51,Indifferenciated Tuffs,6.0,230
231,7487,11580,109.51,110.55,Intermediate to Ultramafic Volcanics,5.0,231
232,7488,11580,110.55,154.56,Early Diorite,2.0,232
233,7489,11580,154.56,162.24,Indifferenciated Tuffs,6.0,233
234,7490,11580,162.24,166.96,Early Diorite,2.0,234
235,7491,11580,166.96,167.3,Early Diorite,2.0,235
236,7492,11580,167.3,168.55,Early Diorite,2.0,236
237,7493,11580,168.55,169.43,Early Diorite,2.0,237
238,7494,11580,169.43,169.98,Early Diorite,2.0,238
239,7495,11580,169.98,171.48,Early Diorite,2.0,239
240,7496,11580,171.48,174.43,Felsic to Intermediate Dykes,3.0,240
241,7497,11580,174.43,178.94,Indifferenciated Tuffs,6.0,241
242,7498,11580,178.94,183.7,Intermediate to Ultramafic Volcanics,5.0,242
243,7499,11580,183.7,218.84,Early Diorite,2.0,243
244,7730,11621,0.0,7.62,Casing,1.0,244
245,7731,11621,7.62,25.6,Intermediate to Ultramafic Volcanics,5.0,245
246,7732,11621,25.6,27.12,Indifferenciated Tuffs,6.0,246
247,7733,11621,27.12,29.62,Felsic to Intermediate Dykes,3.0,247
248,7734,11621,29.62,91.44,Intermediate to Ultramafic Volcanics,5.0,248
249,7735,11622,0.0,1.82,Casing,1.0,249
250,7736,11622,1.82,36.17,Intermediate to Ultramafic Volcanics,5.0,250
251,7737,11622,36.17,53.06,Early Diorite,2.0,251
252,7738,11622,53.06,71.93,Intermediate to Ultramafic Volcanics,5.0,252
253,7739,11622,71.93,72.23,Shear Zone,4.0,253
254,7740,11622,72.23,73.94,Intermediate to Ultramafic Volcanics,5.0,254
255,7741,11622,73.94,83.21,Indifferenciated Tuffs,6.0,255
256,7742,11622,83.21,84.73,Felsic to Intermediate Dykes,3.0,256
257,7743,11622,84.73,92.32,Indifferenciated Tuffs,6.0,257
258,7744,11622,92.32,96.92,Felsic to Intermediate Dykes,3.0,258
259,7745,11622,96.92,99.97,Indifferenciated Tuffs,6.0,259
260,7887,11658,0.0,7.31,Casing,1.0,260
261,7888,11658,7.31,56.08,Intermediate to Ultramafic Volcanics,5.0,261
262,7889,11658,56.08,65.95,Early Diorite,2.0,262
263,7890,11658,65.95,75.65,Intermediate to Ultramafic Volcanics,5.0,263
264,7891,11658,75.65,83.36,Early Diorite,2.0,264
265,7892,11658,83.36,128.38,Intermediate to Ultramafic Volcanics,5.0,265
266,7893,11658,128.38,132.8,Early Diorite,2.0,266
267,7894,11658,132.8,132.89,Intermediate to Ultramafic Volcanics,5.0,267
268,7895,11658,132.89,133.19,Shear Zone,4.0,268
269,7896,11658,133.19,134.47,Intermediate to Ultramafic Volcanics,5.0,269
270,7897,11658,134.47,138.25,Early Diorite,2.0,270
271,7898,11658,138.25,148.04,Intermediate to Ultramafic Volcanics,5.0,271
272,7899,11658,148.04,151.33,Indifferenciated Tuffs,6.0,272
273,7900,11658,151.33,157.79,Intermediate to Ultramafic Volcanics,5.0,273
274,7901,11658,157.79,158.8,Early Diorite,2.0,274
275,7902,11658,158.8,159.37,Intermediate to Ultramafic Volcanics,5.0,275
276,7903,11658,159.37,165.17,Early Diorite,2.0,276
277,7904,11658,165.17,176.69,Intermediate to Ultramafic Volcanics,5.0,277
278,7905,11658,176.69,181.66,Indifferenciated Tuffs,6.0,278
279,7906,11658,181.66,202.93,Intermediate to Ultramafic Volcanics,5.0,279
280,7907,11658,202.93,206.92,Early Diorite,2.0,280
281,7908,11658,206.92,255.3,Indifferenciated Tuffs,6.0,281
282,7909,11658,255.3,257.76,Felsic to Intermediate Dykes,3.0,282
283,7910,11658,257.76,274.32,Intermediate to Ultramafic Volcanics,5.0,283
284,9333,12,0.0,10.3,Casing,1.0,284
285,9334,12,10.3,11.0,Intermediate to Ultramafic Volcanics,5.0,285
286,9335,12,11.0,13.99,Felsic to Intermediate Dykes,3.0,286
287,9336,12,13.99,25.9,Intermediate to Ultramafic Volcanics,5.0,287
288,9337,12,25.9,33.52,Shear Zone,4.0,288
289,9338,12,33.52,35.66,Early Diorite,2.0,289
290,9339,12,35.66,40.62,Shear Zone,4.0,290
291,9340,12,40.62,41.75,Felsic to Intermediate Dykes,3.0,291
292,9341,12,41.75,44.04,Early Diorite,2.0,292
293,9342,12,44.04,44.5,Felsic to Intermediate Dykes,3.0,293
294,9343,12,44.5,45.96,Shear Zone,4.0,294
295,9344,12,45.96,48.24,Felsic to Intermediate Dykes,3.0,295
296,9345,12,48.24,56.5,Early Diorite,2.0,296
297,9346,12,56.5,62.48,Felsic to Intermediate Dykes,3.0,297
298,9347,12,62.48,105.76,Shear Zone,4.0,298
299,9348,12,105.76,109.11,Intermediate to Ultramafic Volcanics,5.0,299
300,9349,12,109.11,113.99,Shear Zone,4.0,300
301,9350,12,113.99,118.87,Early Diorite,2.0,301
302,9351,12,118.87,126.49,Shear Zone,4.0,302
303,9352,12,126.49,131.06,Early Diorite,2.0,303
304,9353,12,131.06,139.44,Shear Zone,4.0,304
305,9354,12,139.44,140.66,Felsic to Intermediate Dykes,3.0,305
306,9355,12,140.66,149.5,Shear Zone,4.0,306
307,9356,12,149.5,152.09,Felsic to Intermediate Dykes,3.0,307
308,9357,12,152.09,183.48,Shear Zone,4.0,308
309,9358,12,183.48,187.45,Early Diorite,2.0,309
310,9359,12,187.45,197.81,Shear Zone,4.0,310
311,12744,13,0.0,11.58,Casing,1.0,311
312,12745,13,11.58,92.96,Intermediate to Ultramafic Volcanics,5.0,312
313,12746,13,92.96,96.31,Early Diorite,2.0,313
314,12747,13,96.31,97.53,Felsic to Intermediate Dykes,3.0,314
315,12748,13,97.53,102.1,Early Diorite,2.0,315
316,12749,13,102.1,104.54,Intermediate to Ultramafic Volcanics,5.0,316
317,12750,13,104.54,109.72,Early Diorite,2.0,317
318,12751,13,109.72,110.33,Felsic to Intermediate Dykes,3.0,318
319,12752,13,110.33,120.85,Early Diorite,2.0,319
320,12753,13,120.85,125.97,Felsic to Intermediate Dykes,3.0,320
321,12754,13,125.97,138.37,Early Diorite,2.0,321
322,12755,13,138.37,139.14,Intermediate to Ultramafic Volcanics,5.0,322
323,12756,13,139.14,143.25,Early Diorite,2.0,323
324,12757,13,143.25,167.64,Intermediate to Ultramafic Volcanics,5.0,324
325,12758,13,167.64,173.73,Shear Zone,4.0,325
326,12759,13,173.73,179.83,Intermediate to Ultramafic Volcanics,5.0,326
327,12760,13,179.83,193.85,Early Diorite,2.0,327
328,14992,13614,0.0,5.48,Casing,1.0,328
329,14993,13614,5.48,8.83,Early Diorite,2.0,329
330,14994,13614,8.83,28.34,Intermediate to Ultramafic Volcanics,5.0,330
331,14995,13614,28.34,38.4,Early Diorite,2.0,331
332,16596,14,0.0,5.79,Casing,1.0,332
333,16597,14,5.79,36.66,Early Diorite,2.0,333
334,16598,14,36.66,43.12,Felsic to Intermediate Dykes,3.0,334
335,16599,14,43.12,56.41,Early Diorite,2.0,335
336,16600,14,56.41,62.48,Felsic to Intermediate Dykes,3.0,336
337,16601,14,62.48,73.3,Early Diorite,2.0,337
338,18410,14341,0.0,6.4,Casing,1.0,338
339,18411,14341,6.4,7.22,Early Diorite,2.0,339
340,18412,14341,7.22,10.97,Felsic to Intermediate Dykes,3.0,340
341,18413,14341,10.97,13.71,Early Diorite,2.0,341
342,18414,14341,13.71,14.02,Shear Zone,4.0,342
343,18415,14341,14.02,28.04,Early Diorite,2.0,343
344,18416,14341,28.04,28.8,Shear Zone,4.0,344
345,18417,14341,28.8,66.99,Indifferenciated Tuffs,6.0,345
346,18418,14341,66.99,84.73,Early Diorite,2.0,346
347,18419,14341,84.73,87.44,Shear Zone,4.0,347
348,18420,14341,87.44,89.91,Felsic to Intermediate Dykes,3.0,348
349,18421,14341,89.91,106.19,Intermediate to Ultramafic Volcanics,5.0,349
350,18422,14341,106.19,108.6,Shear Zone,4.0,350
351,18423,14341,108.6,117.89,Early Diorite,2.0,351
352,18424,14341,117.89,125.63,Felsic to Intermediate Dykes,3.0,352
353,18425,14341,125.63,128.71,Intermediate to Ultramafic Volcanics,5.0,353
354,18426,14341,128.71,133.31,Intermediate to Ultramafic Volcanics,5.0,354
355,18427,14341,133.31,148.28,Intermediate to Ultramafic Volcanics,5.0,355
356,18428,14341,148.28,150.72,Early Diorite,2.0,356
357,18429,14341,150.72,151.54,Felsic to Intermediate Dykes,3.0,357
358,18430,14341,151.54,156.97,Early Diorite,2.0,358
359,18431,14341,156.97,182.11,Intermediate to Ultramafic Volcanics,5.0,359
360,18432,14341,182.11,185.01,Felsic to Intermediate Dykes,3.0,360
361,18433,14341,185.01,203.94,Intermediate to Ultramafic Volcanics,5.0,361
362,18434,14341,203.94,206.62,Felsic to Intermediate Dykes,3.0,362
363,18435,14341,206.62,214.03,Intermediate to Ultramafic Volcanics,5.0,363
364,18436,14341,214.03,218.63,Felsic to Intermediate Dykes,3.0,364
365,18437,14341,218.63,239.26,Intermediate to Ultramafic Volcanics,5.0,365
366,18438,14342,0.0,6.4,Casing,1.0,366
367,18439,14342,6.4,18.5,Early Diorite,2.0,367
368,18440,14342,18.5,26.39,Felsic to Intermediate Dykes,3.0,368
369,18441,14342,26.39,28.74,Early Diorite,2.0,369
370,18442,14342,28.74,40.5,Felsic to Intermediate Dykes,3.0,370
371,18443,14342,40.5,68.18,Early Diorite,2.0,371
372,18444,14342,68.18,154.62,Indifferenciated Tuffs,6.0,372
373,18445,14342,154.62,175.38,Early Diorite,2.0,373
374,18446,14342,175.38,212.75,Intermediate to Ultramafic Volcanics,5.0,374
375,18447,14342,212.75,217.32,Felsic to Intermediate Dykes,3.0,375
376,18448,14342,217.32,218.93,Intermediate to Ultramafic Volcanics,5.0,376
377,18449,14342,218.93,222.29,Felsic to Intermediate Dykes,3.0,377
378,18450,14342,222.29,226.77,Intermediate to Ultramafic Volcanics,5.0,378
379,18451,14342,226.77,229.24,Early Diorite,2.0,379
380,18452,14342,229.24,230.18,Felsic to Intermediate Dykes,3.0,380
381,18453,14342,230.18,233.99,Early Diorite,2.0,381
382,18454,14342,233.99,244.81,Felsic to Intermediate Dykes,3.0,382
383,18455,14342,244.81,260.6,Early Diorite,2.0,383
384,18456,14342,260.6,297.51,Intermediate to Ultramafic Volcanics,5.0,384
385,18457,14342,297.51,298.76,Felsic to Intermediate Dykes,3.0,385
386,18458,14342,298.76,301.05,Intermediate to Ultramafic Volcanics,5.0,386
387,18459,14342,301.05,319.67,Early Diorite,2.0,387
388,18460,14342,319.67,354.36,Intermediate to Ultramafic Volcanics,5.0,388
389,18461,14342,354.36,360.82,Felsic to Intermediate Dykes,3.0,389
390,18462,14342,360.82,369.87,Intermediate to Ultramafic Volcanics,5.0,390
391,18463,14342,369.87,386.54,Felsic to Intermediate Dykes,3.0,391
392,18464,14342,386.54,406.35,Intermediate to Ultramafic Volcanics,5.0,392
393,18465,14342,406.35,416.35,Early Diorite,2.0,393
394,18466,14343,0.0,9.75,Casing,1.0,394
395,18467,14343,9.75,45.11,Indifferenciated Tuffs,6.0,395
396,18468,14343,45.11,64.67,Early Diorite,2.0,396
397,18469,14343,64.67,66.62,Felsic to Intermediate Dykes,3.0,397
398,18470,14343,66.62,74.67,Intermediate to Ultramafic Volcanics,5.0,398
399,18471,14343,74.67,79.33,Indifferenciated Tuffs,6.0,399
400,18472,14343,79.33,84.73,Intermediate to Ultramafic Volcanics,5.0,400
401,18473,14343,84.73,87.96,Early Diorite,2.0,401
402,18474,14343,87.96,91.01,Intermediate to Ultramafic Volcanics,5.0,402
403,18475,14343,91.01,113.35,Intermediate to Ultramafic Volcanics,5.0,403
404,18476,14343,113.35,116.28,Felsic to Intermediate Dykes,3.0,404
405,18477,14343,116.28,116.55,Intermediate to Ultramafic Volcanics,5.0,405
406,18478,14343,116.55,119.32,Felsic to Intermediate Dykes,3.0,406
407,18479,14343,119.32,129.11,Intermediate to Ultramafic Volcanics,5.0,407
408,18480,14343,129.11,129.54,Felsic to Intermediate Dykes,3.0,408
409,18481,14343,129.54,147.0,Intermediate to Ultramafic Volcanics,5.0,409
