,AT,AZ,BHID,DIP,Unnamed: 0
628,45.72,2.31,16359,56.0,14336.0
629,0.0,182.31,16360,84.0,14338.0
630,30.48,182.31,16360,84.0,14339.0
631,60.96,182.31,16360,83.0,14340.0
632,0.0,2.31,16361,74.0,14341.0
633,34.74,2.31,16361,74.0,14342.0
634,0.0,2.31,16362,84.5,14343.0
635,30.48,360.31,16362,84.0,14344.0
636,60.96,358.31,16362,86.0,14345.0
637,91.44,356.31,16362,86.0,14346.0
638,121.92,354.31,16362,87.0,14347.0
639,152.09,352.33,16362,87.0,14348.0
640,152.4,352.31,16362,87.0,14349.0
641,182.88,352.31,16362,88.0,14350.0
642,213.36,352.31,16362,89.0,14351.0
643,0.0,2.31,16382,56.0,14433.0
644,30.48,2.31,16382,57.0,14434.0
645,0.0,182.31,16383,70.0,14435.0
646,29.01,182.31,16383,71.0,14436.0
647,48.76,182.31,16383,71.0,14437.0
648,0.0,2.31,16704,70.0,14994.0
649,32.0,2.31,16704,71.0,14995.0
650,0.0,2.31,16705,59.0,14996.0
651,25.9,2.31,16705,60.0,14997.0
652,0.0,2.31,16706,64.0,14998.0
653,36.57,2.31,16706,63.0,14999.0
654,0.0,2.31,16707,64.0,15000.0
655,33.52,2.31,16707,65.0,15001.0
656,0.0,2.31,16708,54.0,15002.0
657,45.72,2.31,16708,56.0,15003.0
658,0.0,2.31,16709,51.0,15004.0
659,33.52,2.31,16709,52.0,15005.0
660,0.0,2.31,16710,61.0,15007.0
661,38.1,2.31,16710,62.0,15008.0
662,0.0,2.31,16711,58.0,15009.0
663,36.57,2.31,16711,59.0,15010.0
664,0.0,2.31,16712,50.0,15011.0
665,45.72,2.31,16712,48.0,15012.0
666,0.0,2.31,16713,47.5,15013.0
667,36.57,2.31,16713,55.0,15014.0
668,0.0,2.31,16714,54.5,15015.0
669,44.19,2.31,16714,63.0,15016.0
670,0.0,2.31,16715,53.5,15017.0
671,20.42,2.31,16715,58.0,15018.0
672,35.05,2.31,16715,58.0,15019.0
673,0.0,182.31,16716,79.0,15020.0
674,9.14,182.31,16716,78.0,15021.0
675,35.05,182.31,16716,78.0,15022.0
676,0.0,2.31,16717,63.0,15023.0
677,11.27,2.31,16717,63.0,15024.0
678,30.48,2.31,16717,64.0,15025.0
679,0.0,2.31,16718,54.0,15026.0
680,13.71,2.31,16718,53.0,15027.0
681,30.48,2.31,16718,53.0,15028.0
682,0.0,2.31,16728,74.0,15046.0
683,9.75,2.31,16728,76.0,15047.0
684,18.28,2.31,16728,75.0,15048.0
685,0.0,2.31,16729,74.0,15049.0
686,13.71,2.31,16729,73.0,15050.0
687,0.0,2.31,16730,74.0,15052.0
688,8.22,2.31,16730,75.0,15053.0
689,33.52,2.31,16730,75.0,15054.0
690,0.0,2.31,16731,64.0,15055.0
691,9.14,2.31,16731,64.0,15056.0
692,24.38,2.31,16731,64.0,15057.0
693,0.0,182.31,16732,75.0,15058.0
694,12.19,182.31,16732,73.0,15059.0
695,32.0,182.31,16732,72.0,15060.0
696,0.0,2.31,16733,60.0,15061.0
697,12.8,2.31,16733,59.0,15062.0
698,36.57,2.31,16733,57.0,15063.0
699,0.0,182.31,16734,81.0,15064.0
700,10.36,182.31,16734,83.0,15065.0
701,27.43,182.31,16734,83.0,15066.0
702,0.0,182.31,16735,83.0,15067.0
703,10.66,182.31,16735,83.0,15068.0
704,30.48,182.31,16735,83.0,15069.0
705,0.0,2.31,16736,72.0,15070.0
706,9.14,2.31,16736,72.0,15071.0
707,32.0,2.31,16736,72.0,15072.0
708,0.0,353.31,17,35.0,15586.0
709,30.48,353.31,17,35.0,15587.0
710,60.35,353.31,17,30.0,15588.0
711,0.0,2.31,17563,65.0,16902.0
712,21.33,2.31,17563,64.0,16903.0
713,0.0,2.31,17564,65.0,16904.0
714,30.48,2.31,17564,64.0,16905.0
715,0.0,2.31,17565,65.0,16906.0
716,31.08,2.31,17565,65.0,16907.0
717,0.0,2.31,17566,65.0,16908.0
718,32.61,2.31,17566,64.0,16909.0
719,0.0,2.31,17567,65.0,16910.0
720,30.48,2.31,17567,64.0,16911.0
721,46.93,2.31,17567,64.0,16912.0
722,0.0,2.31,17568,65.0,16913.0
723,30.48,2.31,17568,64.0,16914.0
724,36.57,2.31,17568,64.0,16915.0
725,0.0,2.31,17569,65.0,16916.0
726,30.48,2.31,17569,64.0,16917.0
727,0.0,2.31,17570,65.0,16919.0
728,31.08,2.31,17570,64.0,16920.0
729,0.0,2.31,17571,65.0,16921.0
730,44.8,2.31,17571,64.0,16922.0
731,0.0,2.31,17572,65.0,16923.0
732,30.48,2.31,17572,63.0,16924.0
733,0.0,2.31,17573,65.0,16925.0
734,41.45,2.31,17573,64.0,16926.0
735,0.0,2.31,17586,70.0,16944.0
736,22.25,2.31,17586,69.0,16945.0
737,0.0,2.31,17587,45.0,16946.0
738,40.53,2.31,17587,45.0,16947.0
739,0.0,2.31,17588,90.0,16948.0
740,30.48,2.31,17588,89.0,16949.0
741,0.0,2.31,17589,45.0,16950.0
742,30.48,2.31,17589,43.0,16951.0
743,51.81,2.31,17589,42.0,16952.0
744,0.0,2.31,17590,45.0,16954.0
745,44.5,2.31,17590,45.0,16955.0
746,0.0,2.31,17591,40.0,16956.0
747,30.48,2.31,17591,40.0,16957.0
748,62.48,2.31,17591,40.0,16958.0
749,0.0,2.31,17592,40.0,16959.0
750,30.48,2.31,17592,40.0,16960.0
751,53.03,2.31,17592,40.0,16961.0
752,0.0,2.31,17593,90.0,16962.0
753,36.57,2.31,17593,90.0,16963.0
754,0.0,182.31,17594,85.0,16964.0
755,39.01,182.31,17594,85.0,16965.0
756,0.0,2.31,17600,75.0,16979.0
757,32.91,2.31,17600,75.0,16980.0
758,0.0,2.31,17601,65.0,16981.0
759,24.38,2.31,17601,64.0,16982.0
760,0.0,2.31,17602,90.0,16983.0
761,30.48,2.31,17602,90.0,16984.0
762,42.06,2.31,17602,90.0,16985.0
763,0.0,2.31,17603,65.0,16986.0
764,30.48,2.31,17603,65.0,16987.0
765,0.0,2.31,17604,65.0,16988.0
766,30.48,2.31,17604,64.0,16989.0
767,0.0,2.31,17605,65.0,16990.0
768,18.28,2.31,17605,65.0,16991.0
769,0.0,2.31,17606,65.0,16992.0
770,30.48,2.31,17606,65.0,16993.0
771,42.06,2.31,17606,65.0,16994.0
772,0.0,2.31,17607,65.0,16995.0
773,29.87,2.31,17607,65.0,16996.0
774,0.0,2.31,17608,65.0,16997.0
775,30.48,2.31,17608,65.0,16998.0
776,0.0,2.31,17609,70.0,16999.0
777,30.48,2.31,17609,69.0,17000.0
778,51.81,2.31,17609,69.0,17001.0
779,0.0,2.31,17610,50.0,17003.0
780,30.48,2.31,17610,50.0,17004.0
781,0.0,182.31,17611,30.0,17005.0
782,48.76,182.31,17611,35.0,17006.0
783,0.0,2.31,17612,75.0,17007.0
784,30.48,2.31,17612,75.0,17008.0
785,45.11,2.31,17612,75.0,17009.0
786,0.0,2.31,17613,65.0,17010.0
787,30.48,2.31,17613,64.0,17011.0
788,0.0,182.31,17614,35.0,17012.0
789,30.48,182.31,17614,37.0,17013.0
790,49.68,182.31,17614,37.0,17014.0
791,0.0,2.31,17615,70.0,17015.0
792,30.48,2.31,17615,74.0,17016.0
793,45.11,2.31,17615,74.0,17017.0
794,0.0,2.31,17616,50.0,17018.0
795,29.87,2.31,17616,54.0,17019.0
796,0.0,182.31,17617,40.0,17020.0
797,30.48,182.31,17617,38.0,17021.0
798,0.0,182.31,17638,70.0,17054.0
799,33.52,182.31,17638,74.0,17055.0
800,0.0,182.31,17639,80.0,17056.0
801,33.52,182.31,17639,80.0,17057.0
802,0.0,2.31,17640,90.0,17059.0
803,30.48,2.31,17640,85.0,17060.0
804,0.0,182.31,17641,70.0,17061.0
805,30.48,182.31,17641,75.0,17062.0
806,0.0,2.31,17642,65.0,17063.0
807,30.48,2.31,17642,65.0,17064.0
808,0.0,2.31,17643,65.0,17065.0
809,39.01,2.31,17643,65.0,17066.0
810,0.0,2.31,17644,65.0,17067.0
811,39.01,2.31,17644,64.0,17068.0
812,0.0,2.31,17645,65.0,17069.0
813,39.01,2.31,17645,65.0,17070.0
814,0.0,182.31,17670,63.0,17140.0
815,30.48,182.31,17670,63.0,17141.0
816,0.0,2.31,17671,60.0,17142.0
817,30.48,2.31,17671,60.0,17143.0
818,0.0,2.31,17672,45.0,17144.0
819,30.48,2.31,17672,48.0,17145.0
820,0.0,2.31,17673,65.0,17146.0
821,30.48,2.31,17673,62.0,17147.0
822,0.0,2.31,17674,65.0,17148.0
823,39.01,2.31,17674,65.0,17149.0
824,0.0,182.31,17837,85.0,17728.0
825,30.48,182.31,17837,85.0,17729.0
826,60.96,182.31,17837,85.0,17730.0
827,0.0,182.31,17838,45.0,17731.0
828,30.48,182.31,17838,44.0,17732.0
829,60.96,182.31,17838,44.0,17733.0
830,0.0,182.31,17839,45.0,17734.0
831,30.48,182.31,17839,45.0,17735.0
832,0.0,182.31,17840,45.0,17740.0
833,30.48,182.31,17840,45.0,17741.0
834,60.96,182.31,17840,46.0,17742.0
835,91.44,182.31,17840,46.0,17743.0
836,0.0,182.31,17841,45.0,17744.0
837,30.48,183.98,17841,48.0,17745.0
838,60.96,185.65,17841,47.0,17746.0
839,91.44,187.31,17841,46.0,17747.0
840,0.0,2.31,17842,45.0,17748.0
841,30.48,2.31,17842,46.0,17749.0
842,60.96,2.31,17842,47.0,17750.0
843,0.0,182.31,17843,60.0,17751.0
844,30.48,182.31,17843,62.0,17752.0
845,60.96,182.31,17843,62.0,17753.0
846,76.2,182.31,17843,62.0,17754.0
847,0.0,182.31,17844,45.0,17755.0
848,30.48,184.64,17844,48.0,17756.0
849,60.96,186.97,17844,48.0,17757.0
850,91.44,189.29,17844,49.0,17758.0
851,91.74,189.31,17844,50.0,17759.0
852,0.0,182.31,17845,45.0,17760.0
853,30.48,185.11,17845,49.0,17761.0
854,60.96,187.91,17845,48.0,17762.0
855,76.2,189.31,17845,46.0,17763.0
856,0.0,2.31,17846,45.0,17764.0
857,30.48,2.31,17846,49.0,17765.0
858,60.96,2.31,17846,48.0,17766.0
859,0.0,182.31,17847,60.0,17767.0
860,30.48,182.31,17847,61.0,17768.0
861,60.96,182.31,17847,61.0,17769.0
862,0.0,182.31,17856,60.0,17784.0
863,30.48,182.31,17856,59.0,17785.0
864,60.96,182.31,17856,58.0,17786.0
865,77.72,184.31,17856,57.0,17787.0
866,0.0,2.31,17881,55.0,17827.0
867,30.48,2.31,17881,56.0,17828.0
868,60.96,2.31,17881,55.0,17829.0
869,76.2,2.31,17881,54.0,17830.0
870,0.0,2.31,17882,40.0,17831.0
871,30.48,2.31,17882,40.0,17832.0
872,60.96,2.31,17882,40.0,17833.0
873,91.44,2.31,17882,39.0,17834.0
874,0.0,2.31,17883,45.0,17835.0
875,30.48,2.31,17883,45.0,17836.0
876,60.96,2.31,17883,45.0,17837.0
877,0.0,2.31,17884,45.0,17838.0
878,30.48,2.31,17884,40.0,17839.0
879,60.96,2.31,17884,40.0,17840.0
880,91.44,2.31,17884,41.0,17841.0
881,106.68,2.31,17884,40.0,17842.0
882,0.0,2.31,17885,60.0,17843.0
883,30.48,2.31,17885,60.0,17844.0
884,60.96,2.31,17885,60.0,17845.0
885,76.2,2.31,17885,59.0,17846.0
886,0.0,2.31,17886,45.0,17847.0
887,30.48,2.31,17886,50.0,17848.0
888,60.96,2.31,17886,49.0,17849.0
889,0.0,2.31,17890,60.0,17881.0
890,30.48,2.31,17890,60.0,17882.0
891,60.96,2.31,17890,59.0,17883.0
892,0.0,2.31,17891,40.0,17884.0
893,30.48,2.31,17891,42.0,17885.0
894,60.96,2.31,17891,41.0,17886.0
895,91.44,2.31,17891,42.0,17887.0
896,103.63,2.31,17891,42.0,17888.0
897,0.0,2.31,17892,45.0,17889.0
898,30.48,2.31,17892,45.0,17890.0
899,60.96,2.31,17892,45.0,17891.0
900,0.0,2.31,17893,55.0,17892.0
901,30.48,2.31,17893,57.0,17893.0
902,60.96,2.31,17893,56.0,17894.0
903,0.0,2.31,17894,40.0,17895.0
904,30.48,2.31,17894,43.0,17896.0
905,60.96,2.31,17894,41.0,17897.0
906,89.61,2.31,17894,41.0,17898.0
907,0.0,2.31,17895,45.0,17899.0
908,30.48,2.31,17895,47.0,17900.0
909,60.96,2.31,17895,48.0,17901.0
910,76.2,2.31,17895,48.0,17902.0
911,0.0,2.31,17896,43.0,17903.0
912,30.48,2.31,17896,45.0,17904.0
913,60.96,2.31,17896,44.0,17905.0
914,76.2,2.31,17896,44.0,17906.0
915,0.0,2.31,17897,45.0,17907.0
916,30.48,2.31,17897,44.0,17908.0
917,61.87,2.31,17897,44.0,17909.0
918,0.0,2.31,17898,60.0,17910.0
919,30.48,2.31,17898,59.0,17911.0
920,60.96,2.31,17898,59.0,17912.0
921,82.29,2.31,17898,59.0,17913.0
922,0.0,2.31,17899,40.0,17914.0
923,30.48,2.31,17899,40.0,17915.0
924,60.96,2.31,17899,39.0,17916.0
925,0.0,182.31,17900,60.0,17919.0
926,30.48,182.31,17900,60.0,17920.0
927,60.96,182.31,17900,59.0,17921.0
928,0.0,2.31,17901,60.0,17922.0
929,30.48,2.31,17901,59.0,17923.0
930,60.96,2.31,17901,59.0,17924.0
931,76.2,2.31,17901,58.0,17925.0
932,0.0,2.31,17902,40.0,17926.0
933,30.48,2.31,17902,41.0,17927.0
934,60.96,2.31,17902,41.0,17928.0
935,0.0,2.31,17920,45.0,17998.0
936,30.48,2.31,17920,46.0,17999.0
937,48.76,2.31,17920,47.0,18000.0
938,0.0,2.31,17921,65.0,18001.0
939,30.48,2.31,17921,62.0,18002.0
940,51.81,2.31,17921,64.0,18003.0
941,0.0,2.31,17922,40.0,18004.0
942,30.48,2.31,17922,40.0,18005.0
943,48.76,2.31,17922,40.0,18006.0
944,0.0,2.31,17923,60.0,18007.0
945,30.48,2.31,17923,60.0,18008.0
946,54.86,2.31,17923,59.0,18009.0
947,0.0,2.31,17924,60.0,18010.0
948,30.48,2.31,17924,61.0,18011.0
949,60.96,2.31,17924,61.0,18012.0
950,76.2,2.31,17924,61.0,18013.0
951,0.0,2.31,17925,40.0,18014.0
952,60.96,2.31,17925,40.0,18015.0
953,82.29,2.31,17925,39.0,18016.0
954,0.0,2.31,17926,45.0,18017.0
955,30.48,2.31,17926,51.0,18018.0
956,60.96,2.31,17926,49.0,18019.0
957,0.0,2.31,17927,45.0,18020.0
958,30.48,2.31,17927,44.0,18021.0
959,45.72,2.31,17927,44.0,18022.0
960,0.0,2.31,17928,45.0,18023.0
961,30.48,2.31,17928,43.0,18024.0
962,45.72,2.31,17928,44.0,18025.0
963,0.0,182.31,17929,55.0,18026.0
964,30.48,182.31,17929,57.0,18027.0
965,64.0,182.31,17929,56.0,18028.0
966,0.0,182.31,17930,75.0,18030.0
967,30.48,182.31,17930,75.0,18031.0
968,51.81,182.31,17930,73.0,18032.0
969,0.0,182.31,17931,83.0,18033.0
970,30.48,182.31,17931,83.0,18034.0
971,48.76,182.31,17931,83.0,18035.0
972,0.0,182.31,17932,75.0,18036.0
973,30.48,182.31,17932,74.0,18037.0
974,45.72,182.31,17932,75.0,18038.0
975,0.0,182.31,17933,86.0,18039.0
976,30.48,182.31,17933,85.0,18040.0
977,51.81,182.31,17933,86.0,18041.0
978,0.0,2.31,17934,90.0,18042.0
979,30.48,2.31,17934,90.0,18043.0
980,54.86,2.31,17934,90.0,18044.0
981,0.0,182.31,17935,83.0,18045.0
0,900.0,182.31,17935,83.0,
982,0.0,182.31,17936,79.0,18046.0
983,30.48,182.31,17936,79.0,18047.0
984,48.76,182.31,17936,77.0,18048.0
985,0.0,2.31,17937,45.0,18049.0
986,30.48,2.31,17937,47.0,18050.0
987,60.96,2.31,17937,47.0,18051.0
988,74.98,2.31,17937,47.0,18052.0
989,0.0,2.31,17938,47.0,18053.0
990,30.48,2.31,17938,49.0,18054.0
991,60.96,2.31,17938,49.0,18055.0
992,74.98,2.31,17938,48.0,18056.0
993,0.0,2.31,17939,45.0,18057.0
0,900.0,2.31,17939,45.0,
994,0.0,2.31,17940,47.0,18059.0
995,30.48,2.31,17940,48.0,18060.0
996,60.96,2.31,17940,48.0,18061.0
997,74.98,2.31,17940,47.0,18062.0
998,0.0,2.31,17941,45.0,18063.0
999,30.48,2.31,17941,45.0,18064.0
1000,60.96,2.31,17941,44.0,18065.0
1001,74.98,2.31,17941,44.0,18066.0
1002,0.0,2.31,17942,45.0,18067.0
0,900.0,2.31,17942,45.0,
1003,0.0,2.31,17943,47.0,18068.0
1004,30.48,2.31,17943,46.0,18069.0
1005,60.96,2.31,17943,46.0,18070.0
1006,74.98,2.31,17943,46.0,18071.0
1007,0.0,2.31,17944,48.0,18072.0
1008,30.48,2.31,17944,44.0,18073.0
1009,60.96,2.31,17944,44.0,18074.0
1010,71.93,2.31,17944,43.0,18075.0
1011,0.0,2.31,17945,47.0,18076.0
1012,30.48,2.31,17945,47.0,18077.0
1013,60.96,2.31,17945,43.0,18078.0
1014,89.91,2.31,17945,41.0,18079.0
1015,0.0,2.31,17946,45.0,18080.0
1016,30.48,2.31,17946,45.0,18081.0
1017,60.96,2.31,17946,45.0,18082.0
1018,74.98,2.31,17946,45.0,18083.0
1019,0.0,2.31,17947,47.0,18084.0
1020,30.48,2.31,17947,47.0,18085.0
1021,60.96,2.31,17947,47.0,18086.0
1022,74.98,2.31,17947,47.0,18087.0
1023,0.0,2.31,17948,50.0,18088.0
1024,30.48,2.31,17948,50.0,18089.0
1025,41.75,2.31,17948,50.0,18090.0
1026,0.0,2.31,17949,52.0,18091.0
1027,35.96,2.31,17949,50.0,18092.0
1028,0.0,2.31,17950,45.0,18096.0
0,900.0,2.31,17950,45.0,
1029,0.0,182.31,17951,72.0,18097.0
1030,30.48,182.31,17951,72.0,18098.0
1031,53.34,182.31,17951,70.0,18099.0
1032,0.0,182.31,17952,88.0,18100.0
0,900.0,182.31,17952,88.0,
1033,0.0,2.31,17953,47.0,18101.0
1034,30.48,2.31,17953,47.0,18102.0
1035,60.96,2.31,17953,47.0,18103.0
1036,74.67,2.31,17953,46.0,18104.0
1037,0.0,2.31,17954,47.0,18105.0
1038,30.48,2.31,17954,45.0,18106.0
1039,60.96,2.31,17954,44.0,18107.0
1040,74.98,2.31,17954,43.0,18108.0
1041,0.0,182.31,17955,84.0,18109.0
1042,30.48,182.31,17955,83.0,18110.0
1043,50.9,182.31,17955,83.0,18111.0
1044,0.0,182.31,17956,84.0,18112.0
0,900.0,182.31,17956,84.0,
1045,0.0,2.31,17957,40.0,18113.0
1046,30.48,2.31,17957,40.0,18114.0
1047,60.96,2.31,17957,40.0,18115.0
1048,83.51,2.31,17957,39.0,18116.0
1049,0.0,5.31,17958,46.0,18117.0
1050,30.48,5.31,17958,46.0,18118.0
1051,60.96,5.31,17958,46.0,18119.0
1052,76.2,5.31,17958,47.0,18120.0
1053,0.0,2.31,17959,45.0,18121.0
1054,30.48,2.31,17959,47.0,18122.0
1055,60.96,2.31,17959,47.0,18123.0
1056,71.93,2.31,17959,47.0,18124.0
1057,0.0,182.31,17964,85.0,18131.0
1058,30.48,182.31,17964,84.0,18132.0
1059,50.9,182.31,17964,83.0,18133.0
1060,0.0,182.31,17965,84.0,18134.0
1061,30.48,182.31,17965,84.0,18135.0
1062,50.29,182.31,17965,83.0,18136.0
1063,0.0,2.31,17974,90.0,18149.0
1064,30.48,2.31,17974,90.0,18150.0
1065,53.94,2.31,17974,90.0,18151.0
1066,0.0,2.31,17975,90.0,18152.0
1067,30.48,2.31,17975,90.0,18153.0
1068,59.74,2.31,17975,90.0,18154.0
1069,0.0,2.31,17976,90.0,18155.0
0,900.0,2.31,17976,90.0,
1070,0.0,2.31,17977,90.0,18156.0
0,900.0,2.31,17977,90.0,
1071,0.0,2.31,17978,90.0,18157.0
1072,30.48,2.31,17978,90.0,18158.0
1073,59.74,2.31,17978,90.0,18159.0
1074,0.0,2.31,17979,90.0,18160.0
1075,30.48,2.31,17979,90.0,18161.0
1076,59.74,2.31,17979,90.0,18162.0
1077,0.0,2.31,17980,90.0,18164.0
0,900.0,2.31,17980,90.0,
1078,0.0,2.31,17981,90.0,18165.0
0,900.0,2.31,17981,90.0,
1079,0.0,2.31,17982,90.0,18166.0
0,900.0,2.31,17982,90.0,
1080,0.0,2.31,17983,90.0,18167.0
0,900.0,2.31,17983,90.0,
1081,0.0,2.31,17984,90.0,18168.0
0,900.0,2.31,17984,90.0,
1082,0.0,2.31,17985,90.0,18169.0
0,900.0,2.31,17985,90.0,
1083,0.0,2.31,17986,90.0,18170.0
0,900.0,2.31,17986,90.0,
1084,0.0,2.31,17987,90.0,18171.0
0,900.0,2.31,17987,90.0,
1085,0.0,2.31,17988,90.0,18172.0
0,900.0,2.31,17988,90.0,
1086,0.0,2.31,17989,90.0,18173.0
1087,30.48,2.31,17989,90.0,18174.0
1088,0.0,182.31,17992,85.0,18178.0
1089,30.48,182.31,17992,85.0,18179.0
1090,44.8,182.31,17992,85.0,18180.0
1091,0.0,182.31,17993,85.0,18181.0
1092,30.48,182.31,17993,85.0,18182.0
1093,47.85,182.31,17993,85.0,18183.0
1094,0.0,182.31,17994,56.0,18184.0
1095,27.43,182.31,17994,56.0,18185.0
1096,0.0,2.31,17995,45.0,18186.0
1097,30.48,2.31,17995,48.0,18187.0
1098,60.96,2.31,17995,48.0,18188.0
1099,0.0,2.31,17996,45.0,18189.0
1100,30.48,2.31,17996,46.0,18190.0
1101,60.96,2.31,17996,46.0,18191.0
1102,73.15,2.31,17996,46.0,18192.0
1103,0.0,2.31,17997,45.0,18193.0
1104,30.48,2.31,17997,46.0,18194.0
1105,60.96,2.31,17997,46.0,18195.0
1106,71.93,2.31,17997,46.0,18196.0
1107,71.96,2.31,17997,46.0,18197.0
1108,0.0,353.31,18,35.0,18202.0
1109,30.48,353.31,18,35.0,18203.0
1110,60.96,353.31,18,31.0,18204.0
1111,91.44,353.31,18,25.0,18205.0
1112,121.92,353.31,18,20.0,18206.0
1113,0.0,2.31,18007,45.0,18223.0
0,900.0,2.31,18007,45.0,
1114,0.0,2.31,18008,45.0,18224.0
0,900.0,2.31,18008,45.0,
1115,0.0,2.31,18009,45.0,18225.0
0,900.0,2.31,18009,45.0,
1116,0.0,2.31,18010,45.0,18227.0
0,900.0,2.31,18010,45.0,
1117,0.0,2.31,18011,45.0,18228.0
1118,30.48,2.31,18011,48.0,18229.0
1119,60.96,2.31,18011,47.0,18230.0
1120,0.0,2.31,18012,45.0,18231.0
1121,30.48,2.31,18012,47.0,18232.0
1122,60.96,2.31,18012,47.0,18233.0
1123,76.2,2.31,18012,47.0,18234.0
1124,89.91,2.31,18012,47.0,18235.0
1125,0.0,2.31,18013,45.0,18236.0
1126,30.48,2.31,18013,45.0,18237.0
1127,60.96,2.31,18013,42.0,18238.0
1128,89.91,2.31,18013,41.0,18239.0
1129,0.0,2.31,18014,45.0,18240.0
1130,30.48,2.31,18014,44.0,18241.0
1131,60.96,2.31,18014,44.0,18242.0
1132,89.91,2.31,18014,44.0,18243.0
1133,0.0,2.31,18018,45.0,18256.0
1134,30.48,2.31,18018,45.0,18257.0
1135,60.96,2.31,18018,44.0,18258.0
1136,89.91,2.31,18018,44.0,18259.0
1137,0.0,182.31,18019,85.0,18260.0
0,900.0,182.31,18019,85.0,
1138,0.0,182.31,18020,84.0,18262.0
0,900.0,182.31,18020,84.0,
1139,0.0,182.31,18024,82.0,18268.0
0,900.0,182.31,18024,82.0,
1140,0.0,182.31,18025,82.0,18269.0
1141,30.48,182.31,18025,82.0,18270.0
1142,41.75,182.31,18025,82.0,18271.0
1143,0.0,182.31,18026,45.0,18272.0
1144,30.48,182.31,18026,45.0,18273.0
1145,60.96,182.31,18026,43.0,18274.0
1146,76.2,182.31,18026,42.0,18275.0
1147,0.0,182.31,18027,45.0,18276.0
1148,30.48,182.31,18027,45.0,18277.0
1149,60.96,182.31,18027,45.0,18278.0
1150,0.0,2.31,18028,90.0,18279.0
0,900.0,2.31,18028,90.0,
1151,0.0,2.31,18033,90.0,18289.0
0,900.0,2.31,18033,90.0,
1152,0.0,2.31,18034,90.0,18290.0
0,900.0,2.31,18034,90.0,
1153,0.0,2.31,18035,90.0,18291.0
0,900.0,2.31,18035,90.0,
1154,0.0,2.31,18036,90.0,18292.0
0,900.0,2.31,18036,90.0,
1155,0.0,2.31,18037,90.0,18293.0
0,900.0,2.31,18037,90.0,
1156,0.0,2.31,18038,90.0,18294.0
0,900.0,2.31,18038,90.0,
1157,0.0,182.31,18039,47.0,18295.0
1158,30.48,182.31,18039,47.0,18296.0
1159,53.94,182.31,18039,47.0,18297.0
1160,77.72,182.31,18039,47.0,18298.0
1161,0.0,182.31,18040,45.0,18300.0
1162,30.48,182.31,18040,45.0,18301.0
1163,63.39,182.31,18040,44.0,18302.0
1164,0.0,182.31,18049,45.0,18311.0
1165,30.48,182.31,18049,45.0,18312.0
1166,44.8,182.31,18049,45.0,18313.0
1167,0.0,182.31,18050,58.0,18315.0
0,900.0,182.31,18050,58.0,
1168,0.0,182.31,18051,45.0,18316.0
0,900.0,182.31,18051,45.0,
1169,0.0,182.31,18052,45.0,18317.0
1170,30.48,182.31,18052,45.0,18318.0
1171,53.94,182.31,18052,46.0,18319.0
1172,0.0,182.31,18053,45.0,18320.0
1173,30.48,182.31,18053,45.0,18321.0
1174,44.8,182.31,18053,45.0,18322.0
1175,0.0,182.31,18054,45.0,18323.0
1176,30.48,182.31,18054,45.0,18324.0
1177,53.94,182.31,18054,45.0,18325.0
1178,0.0,2.31,18055,90.0,18326.0
0,900.0,2.31,18055,90.0,
1179,0.0,2.31,18056,90.0,18327.0
0,900.0,2.31,18056,90.0,
1180,0.0,182.31,18057,45.0,18328.0
1181,30.48,182.31,18057,45.0,18329.0
1182,65.83,182.31,18057,46.0,18330.0
1183,0.0,2.31,18063,45.0,18341.0
1184,29.87,2.31,18063,44.0,18342.0
1185,59.74,2.31,18063,43.0,18343.0
1186,92.96,2.31,18063,43.0,18344.0
1187,0.0,2.31,18064,50.0,18345.0
1188,30.48,2.31,18064,49.0,18346.0
1189,60.96,2.31,18064,47.0,18347.0
1190,0.0,2.31,18065,45.0,18348.0
1191,30.48,2.31,18065,45.0,18349.0
1192,60.96,2.31,18065,44.0,18350.0
1193,0.0,2.31,18066,45.0,18351.0
1194,30.48,2.31,18066,43.0,18352.0
1195,60.96,2.31,18066,42.0,18353.0
1196,0.0,2.31,18067,45.0,18354.0
1197,30.48,2.31,18067,42.0,18355.0
1198,60.96,2.31,18067,42.0,18356.0
1199,0.0,2.31,18069,45.0,18360.0
1200,30.48,2.31,18069,43.0,18361.0
1201,60.96,2.31,18069,42.0,18362.0
1202,91.44,2.31,18069,41.0,18363.0
1203,0.0,2.31,18069A,45.0,18364.0
1204,30.48,2.31,18069A,45.0,18365.0
1205,0.0,2.31,18071,90.0,18373.0
0,900.0,2.31,18071,90.0,
1206,0.0,182.31,18072,65.0,18374.0
1207,30.48,182.31,18072,65.0,18375.0
1208,44.8,182.31,18072,65.0,18376.0
1209,0.0,2.31,18073,72.0,18377.0
1210,29.99,2.31,18073,72.0,18378.0
1211,0.0,2.31,18074,78.0,18379.0
1212,29.87,2.31,18074,78.0,18380.0
1213,0.0,182.31,18075,55.0,18381.0
1214,20.72,182.31,18075,55.0,18382.0
1215,0.0,2.31,18076,75.0,18383.0
1216,35.96,2.31,18076,75.0,18384.0
1217,0.0,2.31,18077,75.0,18385.0
1218,35.96,2.31,18077,75.0,18386.0
1219,0.0,182.31,18078,64.0,18387.0
1220,26.82,182.31,18078,64.0,18388.0
1221,0.0,2.31,18079,90.0,18389.0
0,900.0,2.31,18079,90.0,
1222,0.0,182.31,18080,86.0,18391.0
