,AT,AZ,BHID,DIP,Unnamed: 0
0,900.0,182.31,18080,86.0,
1223,0.0,182.31,18081,58.0,18392.0
1224,29.87,182.31,18081,57.0,18393.0
1225,0.0,2.31,18082,45.0,18394.0
1226,44.98,2.31,18082,44.0,18395.0
1227,0.0,2.31,18083,45.0,18396.0
1228,30.48,2.31,18083,44.0,18397.0
1229,62.78,2.31,18083,45.0,18398.0
1230,0.0,182.31,18084,58.0,18399.0
1231,39.01,182.31,18084,57.0,18400.0
1232,0.0,2.31,18085,45.0,18401.0
1233,24.38,2.31,18085,44.0,18402.0
1234,42.0,2.31,18085,44.0,18403.0
1235,0.0,182.31,18086,68.0,18404.0
1236,30.48,182.31,18086,44.0,18405.0
1237,39.01,182.31,18086,43.0,18406.0
1238,0.0,2.31,18087,45.0,18407.0
1239,59.74,2.31,18087,44.0,18408.0
1240,0.0,2.31,18088,45.0,18409.0
1241,30.48,2.31,18088,44.0,18410.0
1242,60.01,2.31,18088,43.0,18411.0
1243,0.0,182.31,18089,55.0,18412.0
1244,30.48,182.31,18089,55.0,18413.0
1245,47.85,182.31,18089,54.0,18414.0
1246,0.0,182.31,18098,45.0,18449.0
1247,30.48,182.31,18098,50.0,18450.0
1248,60.01,182.31,18098,50.0,18451.0
1249,0.0,182.31,18099,45.0,18452.0
1250,30.48,182.31,18099,45.0,18453.0
1251,0.0,2.31,18100,45.0,18456.0
1252,32.91,2.31,18100,45.0,18457.0
1253,0.0,182.31,18101,60.0,18458.0
1254,23.77,182.31,18101,60.0,18459.0
1255,0.0,2.31,18102,45.0,18460.0
1256,30.48,2.31,18102,45.0,18461.0
1257,53.94,2.31,18102,45.0,18462.0
1258,0.0,2.31,18103,80.0,18463.0
1259,21.0,2.31,18103,80.0,18464.0
1260,0.0,2.31,18104,90.0,18465.0
0,900.0,2.31,18104,90.0,
1261,0.0,2.31,18105,45.0,18466.0
1262,30.48,2.31,18105,45.0,18467.0
1263,59.74,2.31,18105,45.0,18468.0
1264,60.01,2.31,18105,45.0,18469.0
1265,0.0,2.31,18106,78.0,18470.0
0,900.0,2.31,18106,78.0,
1266,0.0,2.31,18107,45.0,18471.0
1267,29.87,2.31,18107,45.0,18472.0
1268,0.0,182.31,18108,45.0,18473.0
0,900.0,182.31,18108,45.0,
1269,0.0,2.31,18109,45.0,18474.0
1270,35.96,2.31,18109,45.0,18475.0
1271,0.0,2.31,18110,50.0,18477.0
1272,30.48,2.31,18110,50.0,18478.0
1273,71.93,2.31,18110,50.0,18479.0
1274,0.0,2.31,18111,60.0,18480.0
1275,30.48,2.31,18111,60.0,18481.0
1276,53.94,2.31,18111,60.0,18482.0
1277,0.0,182.31,18112,45.0,18484.0
1278,30.48,182.31,18112,45.0,18485.0
1279,60.96,182.31,18112,45.0,18486.0
1280,89.91,182.31,18112,45.0,18487.0
1281,0.0,182.31,18113,58.0,18489.0
0,900.0,182.31,18113,58.0,
1282,0.0,182.31,18114,86.0,18490.0
0,900.0,182.31,18114,86.0,
1283,0.0,182.31,18115,45.0,18491.0
1284,74.98,182.31,18115,45.0,18492.0
1285,0.0,2.31,18116,45.0,18493.0
0,900.0,2.31,18116,45.0,
1286,0.0,182.31,18117,55.0,18494.0
1287,30.48,182.31,18117,54.0,18495.0
1288,60.96,182.31,18117,54.0,18496.0
1289,0.0,2.31,18118,45.0,18497.0
1290,30.48,2.31,18118,45.0,18498.0
1291,53.94,2.31,18118,45.0,18499.0
1292,0.0,182.31,18119,45.0,18500.0
1293,30.48,182.31,18119,45.0,18501.0
1294,53.94,182.31,18119,45.0,18502.0
1295,0.0,2.31,18120,45.0,18504.0
1296,35.96,2.31,18120,44.0,18505.0
1297,0.0,2.31,18121,45.0,18506.0
1298,30.48,2.31,18121,45.0,18507.0
1299,50.9,2.31,18121,45.0,18508.0
1300,0.0,2.31,18122,45.0,18509.0
1301,30.48,2.31,18122,45.0,18510.0
1302,44.98,2.31,18122,45.0,18511.0
1303,0.0,182.31,18123,45.0,18512.0
1304,30.48,182.31,18123,45.0,18513.0
1305,48.0,182.31,18123,45.0,18514.0
1306,0.0,182.31,18124,56.0,18515.0
1307,33.0,182.31,18124,56.0,18516.0
1308,0.0,2.31,18125,45.0,18517.0
1309,32.91,2.31,18125,45.0,18518.0
1310,0.0,2.31,18126,45.0,18519.0
1311,30.48,2.31,18126,65.0,18520.0
1312,41.75,2.31,18126,65.0,18521.0
1313,0.0,182.31,18127,55.0,18522.0
1314,30.48,182.31,18127,55.0,18523.0
1315,56.38,182.31,18127,55.0,18524.0
1316,0.0,182.31,18128,45.0,18525.0
1317,89.91,182.31,18128,45.0,18526.0
1318,0.0,182.31,18129,52.0,18527.0
1319,30.48,182.31,18129,52.0,18528.0
1320,53.94,182.31,18129,52.0,18529.0
1321,0.0,2.31,18130,45.0,18531.0
1322,30.48,2.31,18130,46.0,18532.0
1323,43.28,2.31,18130,46.0,18533.0
1324,0.0,182.31,18131,45.0,18534.0
1325,30.48,182.31,18131,45.0,18535.0
1326,43.28,182.31,18131,45.0,18536.0
1327,0.0,182.31,18132,62.0,18537.0
1328,30.48,182.31,18132,62.0,18538.0
1329,47.85,182.31,18132,62.0,18539.0
1330,0.0,182.31,18133,45.0,18540.0
1331,39.01,182.31,18133,45.0,18541.0
1332,60.96,182.31,18133,45.0,18542.0
1333,89.0,182.31,18133,45.0,18543.0
1334,0.0,2.31,18134,45.0,18544.0
1335,29.99,2.31,18134,45.0,18545.0
1336,60.96,2.31,18134,46.0,18546.0
1337,0.0,2.31,18135,45.0,18547.0
0,900.0,2.31,18135,45.0,
1338,0.0,2.31,18136,45.0,18548.0
1339,30.48,2.31,18136,45.0,18549.0
1340,62.78,2.31,18136,45.0,18550.0
1341,0.0,2.31,18137,70.0,18551.0
1342,30.48,2.31,18137,65.0,18552.0
1343,0.0,2.31,18138,45.0,18553.0
1344,30.48,2.31,18138,45.0,18554.0
1345,60.96,2.31,18138,45.0,18555.0
1346,76.2,2.31,18138,45.0,18556.0
1347,91.44,2.31,18138,45.0,18557.0
1348,0.0,182.31,18139,45.0,18558.0
1349,30.48,182.31,18139,45.0,18559.0
1350,60.96,182.31,18139,45.0,18560.0
1351,76.2,182.31,18139,45.0,18561.0
1352,0.0,2.31,18160,45.0,18594.0
1353,30.48,2.31,18160,43.0,18595.0
1354,60.96,2.31,18160,43.0,18596.0
1355,76.2,2.31,18160,42.0,18597.0
1356,0.0,2.31,18161,45.0,18598.0
1357,30.48,2.31,18161,42.0,18599.0
1358,60.96,2.31,18161,42.0,18600.0
1359,76.2,2.31,18161,41.0,18601.0
1360,0.0,2.31,18162,45.0,18602.0
1361,30.48,2.31,18162,40.0,18603.0
1362,60.96,2.31,18162,40.0,18604.0
1363,76.2,2.31,18162,40.0,18605.0
1364,0.0,2.31,18163,45.0,18606.0
0,900.0,2.31,18163,45.0,
1365,0.0,2.31,18164,45.0,18607.0
1366,60.96,2.31,18164,42.0,18608.0
1367,76.2,2.31,18164,42.0,18609.0
1368,91.44,2.31,18164,42.0,18610.0
1369,0.0,2.31,18165,45.0,18611.0
1370,60.96,2.31,18165,43.0,18612.0
1371,76.2,2.31,18165,42.0,18613.0
1372,91.44,2.31,18165,42.0,18614.0
1373,0.0,2.31,18166,45.0,18615.0
1374,60.96,2.31,18166,45.0,18616.0
1375,76.2,2.31,18166,43.0,18617.0
1376,91.44,2.31,18166,43.0,18618.0
1377,0.0,2.31,18167,45.0,18619.0
1378,30.48,2.31,18167,45.0,18620.0
1379,60.96,2.31,18167,45.0,18621.0
1380,91.44,2.31,18167,45.0,18622.0
1381,0.0,2.31,18168,45.0,18623.0
1382,30.48,2.31,18168,43.0,18624.0
1383,60.96,2.31,18168,43.0,18625.0
1384,91.44,2.31,18168,43.0,18626.0
1385,0.0,2.31,18169,45.0,18627.0
1386,30.48,2.31,18169,44.0,18628.0
1387,60.96,2.31,18169,43.0,18629.0
1388,91.44,2.31,18169,43.0,18630.0
1389,0.0,2.31,18170,45.0,18632.0
1390,30.48,2.31,18170,45.0,18633.0
1391,60.96,2.31,18170,45.0,18634.0
1392,91.44,2.31,18170,45.0,18635.0
1393,0.0,2.31,18171,45.0,18636.0
1394,30.48,2.31,18171,40.0,18637.0
1395,60.96,2.31,18171,40.0,18638.0
1396,91.44,2.31,18171,40.0,18639.0
1397,0.0,2.31,18172,45.0,18640.0
1398,30.48,2.31,18172,45.0,18641.0
1399,60.96,2.31,18172,45.0,18642.0
1400,91.44,2.31,18172,45.0,18643.0
1401,0.0,2.31,18173,45.0,18644.0
1402,30.48,2.31,18173,45.0,18645.0
1403,60.96,2.31,18173,43.0,18646.0
1404,91.44,2.31,18173,42.0,18647.0
1405,0.0,2.31,18176,45.0,18653.0
1406,30.48,2.31,18176,44.0,18654.0
1407,60.96,2.31,18176,44.0,18655.0
1408,85.34,2.31,18176,44.0,18656.0
1409,0.0,182.31,18177,70.0,18657.0
1410,30.48,182.31,18177,70.0,18658.0
1411,60.96,182.31,18177,70.0,18659.0
1412,74.98,182.31,18177,70.0,18660.0
1413,0.0,182.31,18178,70.0,18661.0
1414,30.48,182.31,18178,70.0,18662.0
1415,60.01,182.31,18178,70.0,18663.0
1416,0.0,2.31,18179,70.0,18664.0
1417,30.48,2.31,18179,70.0,18665.0
1418,47.85,2.31,18179,70.0,18666.0
1419,0.0,182.31,18180,75.0,18668.0
1420,30.48,182.31,18180,75.0,18669.0
1421,53.94,182.31,18180,70.0,18670.0
1422,0.0,2.31,18181,65.0,18671.0
1423,30.48,2.31,18181,65.0,18672.0
1424,60.96,2.31,18181,65.0,18673.0
1425,0.0,2.31,18183,45.0,18677.0
1426,30.48,2.31,18183,46.0,18678.0
1427,60.96,2.31,18183,46.0,18679.0
1428,91.44,2.31,18183,45.0,18680.0
1429,0.0,182.31,18185,70.0,18685.0
1430,30.48,182.31,18185,70.0,18686.0
1431,60.96,182.31,18185,70.0,18687.0
1432,0.0,182.31,18186,60.0,18688.0
1433,30.48,182.31,18186,60.0,18689.0
1434,60.96,182.31,18186,60.0,18690.0
1435,91.44,182.31,18186,60.0,18691.0
1436,0.0,182.31,18187,70.0,18692.0
1437,30.48,182.31,18187,70.0,18693.0
1438,60.96,182.31,18187,70.0,18694.0
1439,0.0,2.31,18188,65.0,18695.0
1440,30.48,2.31,18188,63.0,18696.0
1441,0.0,182.31,18189,65.0,18697.0
1442,30.48,182.31,18189,65.0,18698.0
1443,60.96,182.31,18189,65.0,18699.0
1444,0.0,2.31,18190,65.0,18701.0
1445,30.48,2.31,18190,65.0,18702.0
1446,60.96,2.31,18190,65.0,18703.0
1447,0.0,182.31,18191,70.0,18704.0
1448,30.48,182.31,18191,65.0,18705.0
1449,60.96,182.31,18191,65.0,18706.0
1450,0.0,2.31,18192,65.0,18707.0
1451,30.48,2.31,18192,64.0,18708.0
1452,56.99,2.31,18192,64.0,18709.0
1453,0.0,182.31,18193,75.0,18710.0
1454,30.48,182.31,18193,75.0,18711.0
1455,56.99,182.31,18193,75.0,18712.0
1456,0.0,182.31,18194,70.0,18713.0
1457,30.48,182.31,18194,70.0,18714.0
1458,60.96,182.31,18194,70.0,18715.0
1459,0.0,2.31,18195,70.0,18716.0
1460,30.48,2.31,18195,65.0,18717.0
1461,0.0,2.31,18196,45.0,18718.0
1462,30.48,2.31,18196,45.0,18719.0
1463,60.96,2.31,18196,45.0,18720.0
1464,0.0,2.31,18197,45.0,18721.0
1465,30.48,2.31,18197,45.0,18722.0
1466,60.96,2.31,18197,45.0,18723.0
1467,0.0,2.31,18198,45.0,18724.0
1468,30.48,2.31,18198,45.0,18725.0
1469,60.96,2.31,18198,45.0,18726.0
1470,0.0,2.31,18199,45.0,18727.0
1471,30.48,2.31,18199,44.0,18728.0
1472,60.96,2.31,18199,43.0,18729.0
1473,91.44,2.31,18199,43.0,18730.0
1474,0.0,2.31,18200,45.0,18737.0
1475,30.48,2.31,18200,45.0,18738.0
1476,0.0,2.31,18201,45.0,18739.0
1477,30.48,2.31,18201,44.0,18740.0
1478,60.96,2.31,18201,43.0,18741.0
1479,0.0,2.31,18202,45.0,18742.0
1480,30.48,2.31,18202,45.0,18743.0
1481,60.96,2.31,18202,45.0,18744.0
1482,0.0,2.31,18203,45.0,18745.0
1483,30.48,2.31,18203,45.0,18746.0
1484,60.96,2.31,18203,45.0,18747.0
1485,90.52,2.31,18203,44.0,18748.0
1486,0.0,2.31,18204,45.0,18749.0
1487,30.48,2.31,18204,45.0,18750.0
1488,60.96,2.31,18204,45.0,18751.0
1489,91.44,2.31,18204,45.0,18752.0
1490,0.0,2.31,18205,45.0,18753.0
1491,30.48,2.31,18205,45.0,18754.0
1492,60.96,2.31,18205,44.0,18755.0
1493,90.52,2.31,18205,44.0,18756.0
1494,0.0,2.31,18206,45.0,18757.0
1495,30.48,2.31,18206,48.0,18758.0
1496,60.96,2.31,18206,47.0,18759.0
1497,91.44,2.31,18206,45.0,18760.0
1498,0.0,2.31,18207,45.0,18761.0
1499,30.48,2.31,18207,45.0,18762.0
1500,60.96,2.31,18207,45.0,18763.0
1501,91.44,2.31,18207,45.0,18764.0
1502,0.0,2.31,18208,45.0,18765.0
1503,30.48,2.31,18208,45.0,18766.0
1504,60.96,2.31,18208,45.0,18767.0
1505,91.44,2.31,18208,45.0,18768.0
1506,0.0,2.31,18209,45.0,18769.0
1507,30.48,2.31,18209,45.0,18770.0
1508,60.96,2.31,18209,45.0,18771.0
1509,91.44,2.31,18209,45.0,18772.0
1510,0.0,2.31,18210,45.0,18774.0
1511,30.48,2.31,18210,45.0,18775.0
1512,60.96,2.31,18210,45.0,18776.0
1513,91.44,2.31,18210,45.0,18777.0
1514,0.0,2.31,18211,45.0,18778.0
1515,30.48,2.31,18211,45.0,18779.0
1516,60.96,2.31,18211,45.0,18780.0
1517,91.44,2.31,18211,46.0,18781.0
1518,0.0,2.31,18212,45.0,18782.0
1519,30.48,2.31,18212,45.0,18783.0
1520,60.96,2.31,18212,45.0,18784.0
1521,91.44,2.31,18212,45.0,18785.0
1522,0.0,182.31,18213,45.0,18786.0
1523,30.48,182.31,18213,44.0,18787.0
1524,60.96,182.31,18213,44.0,18788.0
1525,0.0,2.31,18214,64.0,18789.0
1526,30.48,2.31,18214,63.0,18790.0
1527,68.88,2.31,18214,63.0,18791.0
1528,0.0,182.31,18215,45.0,18792.0
1529,30.48,182.31,18215,45.0,18793.0
1530,60.96,182.31,18215,45.0,18794.0
1531,86.86,182.31,18215,45.0,18795.0
1532,0.0,2.31,18216,45.0,18796.0
1533,30.48,2.31,18216,49.0,18797.0
1534,60.96,2.31,18216,49.0,18798.0
1535,89.91,2.31,18216,49.0,18799.0
1536,0.0,182.31,18217,45.0,18800.0
1537,30.48,182.31,18217,45.0,18801.0
1538,60.96,182.31,18217,45.0,18802.0
1539,96.49,182.31,18217,45.0,18803.0
1540,0.0,182.31,18218,56.0,18804.0
1541,30.48,182.31,18218,56.0,18805.0
1542,42.0,182.31,18218,56.0,18806.0
1543,0.0,2.31,18219,45.0,18807.0
1544,30.48,2.31,18219,45.0,18808.0
1545,44.8,2.31,18219,45.0,18809.0
1546,0.0,182.31,18220,51.0,18811.0
1547,30.48,182.31,18220,51.0,18812.0
1548,71.96,182.31,18220,51.0,18813.0
1549,0.0,2.31,18221,45.0,18814.0
1550,30.48,2.31,18221,45.0,18815.0
1551,48.0,2.31,18221,45.0,18816.0
1552,0.0,2.31,18222,45.0,18817.0
1553,29.87,2.31,18222,45.0,18818.0
1554,75.01,2.31,18222,45.0,18819.0
1555,0.0,182.31,18223,45.0,18820.0
1556,30.48,182.31,18223,45.0,18821.0
1557,47.85,182.31,18223,45.0,18822.0
1558,48.0,182.31,18223,45.0,18823.0
1559,0.0,2.31,18224,45.0,18824.0
1560,30.48,2.31,18224,45.0,18825.0
1561,47.85,2.31,18224,45.0,18826.0
1562,0.0,182.31,18225,45.0,18827.0
1563,29.87,182.31,18225,45.0,18828.0
1564,71.93,182.31,18225,43.0,18829.0
1565,0.0,2.31,18226,45.0,18830.0
1566,29.87,2.31,18226,45.0,18831.0
1567,60.01,2.31,18226,45.0,18832.0
1568,0.0,2.31,18227,45.0,18833.0
1569,30.48,2.31,18227,45.0,18834.0
1570,60.96,2.31,18227,45.0,18835.0
1571,89.91,2.31,18227,45.0,18836.0
1572,0.0,182.31,18228,45.0,18837.0
1573,30.48,182.31,18228,45.0,18838.0
1574,60.96,182.31,18228,45.0,18839.0
1575,74.98,182.31,18228,45.0,18840.0
1576,0.0,182.31,18229,45.0,18841.0
1577,30.48,182.31,18229,45.0,18842.0
1578,53.34,182.31,18229,45.0,18843.0
1579,0.0,182.31,18230,65.0,18845.0
1580,30.48,182.31,18230,65.0,18846.0
1581,53.94,182.31,18230,65.0,18847.0
1582,0.0,182.31,18231,65.0,18848.0
1583,35.99,182.31,18231,65.0,18849.0
1584,0.0,182.31,18232,45.0,18850.0
1585,30.48,182.31,18232,45.0,18851.0
1586,0.0,182.31,18233,45.0,18852.0
1587,33.22,182.31,18233,46.0,18853.0
1588,0.0,2.31,18234,45.0,18854.0
1589,42.0,2.31,18234,45.0,18855.0
1590,0.0,2.31,18243,45.0,18872.0
1591,30.48,2.31,18243,45.0,18873.0
1592,60.96,2.31,18243,45.0,18874.0
1593,0.0,2.31,18244,45.0,18875.0
1594,30.48,2.31,18244,45.0,18876.0
1595,60.96,2.31,18244,45.0,18877.0
1596,0.0,2.31,18245,45.0,18878.0
1597,30.48,2.31,18245,45.0,18879.0
1598,60.96,2.31,18245,45.0,18880.0
1599,0.0,2.31,18246,45.0,18881.0
1600,30.48,2.31,18246,45.0,18882.0
1601,60.96,2.31,18246,45.0,18883.0
1602,91.44,2.31,18246,45.0,18884.0
1603,0.0,2.31,18247,45.0,18885.0
1604,30.48,2.31,18247,45.0,18886.0
1605,0.0,182.31,18248,45.0,18887.0
1606,30.48,182.31,18248,45.0,18888.0
1607,0.0,2.31,18249,70.0,18889.0
1608,15.24,2.31,18249,70.0,18890.0
1609,0.0,182.31,18250,45.0,18892.0
1610,33.52,182.31,18250,45.0,18893.0
1611,60.96,182.31,18250,45.0,18894.0
1612,0.0,182.31,18251,45.0,18895.0
1613,30.48,182.31,18251,45.0,18896.0
1614,0.0,2.31,18252,45.0,18897.0
1615,30.48,2.31,18252,44.0,18898.0
1616,60.96,2.31,18252,44.0,18899.0
1617,0.0,2.31,18255,45.0,18902.0
1618,30.48,2.31,18255,45.0,18903.0
1619,60.96,2.31,18255,45.0,18904.0
1620,75.01,2.31,18255,45.0,18905.0
1621,0.0,182.31,18256,45.0,18906.0
1622,35.96,182.31,18256,56.0,18907.0
1623,0.0,2.31,18257,62.0,18908.0
1624,30.48,2.31,18257,62.0,18909.0
1625,53.94,2.31,18257,62.0,18910.0
1626,0.0,2.31,18258,74.0,18911.0
1627,30.48,2.31,18258,74.0,18912.0
1628,65.83,2.31,18258,73.0,18913.0
1629,0.0,182.31,18259,45.0,18914.0
1630,30.48,182.31,18259,45.0,18915.0
1631,45.5,182.31,18259,44.0,18916.0
1632,75.01,182.31,18259,45.0,18917.0
1633,0.0,182.31,18260,67.0,18919.0
1634,30.48,182.31,18260,67.0,18920.0
1635,59.74,182.31,18260,67.0,18921.0
1636,0.0,2.31,18261,60.0,18922.0
1637,30.48,2.31,18261,60.0,18923.0
1638,44.8,2.31,18261,60.0,18924.0
1639,44.98,2.31,18261,60.0,18925.0
1640,0.0,2.31,18262,53.0,18926.0
1641,39.01,2.31,18262,53.0,18927.0
1642,0.0,2.31,18263,50.0,18928.0
1643,30.48,2.31,18263,50.0,18929.0
1644,56.99,2.31,18263,50.0,18930.0
1645,0.0,2.31,18264,60.0,18931.0
1646,29.99,2.31,18264,63.0,18932.0
1647,53.18,2.31,18264,62.0,18933.0
1648,0.0,182.31,18274,82.0,18943.0
1649,30.48,182.31,18274,82.0,18944.0
1650,60.96,182.31,18274,82.0,18945.0
1651,0.0,182.31,18275,85.0,18946.0
1652,30.48,182.31,18275,85.0,18947.0
1653,0.0,182.31,18276,45.0,18948.0
1654,30.48,182.31,18276,45.0,18949.0
1655,0.0,182.31,18277,56.0,18950.0
1656,30.48,182.31,18277,56.0,18951.0
1657,53.94,182.31,18277,56.0,18952.0
1658,0.0,182.31,18278,82.0,18953.0
1659,30.48,182.31,18278,82.0,18954.0
1660,53.94,182.31,18278,82.0,18955.0
1661,0.0,2.31,18279,67.0,18956.0
1662,42.06,2.31,18279,67.0,18957.0
1663,0.0,182.31,18280,80.0,18959.0
1664,30.48,182.31,18280,80.0,18960.0
1665,0.0,182.31,18291,45.0,18980.0
1666,30.48,182.31,18291,45.0,18981.0
1667,60.96,182.31,18291,45.0,18982.0
1668,0.0,182.31,18292,62.0,18983.0
1669,30.48,182.31,18292,62.0,18984.0
1670,67.36,182.31,18292,62.0,18985.0
1671,0.0,182.31,18295,48.0,18986.0
1672,30.48,182.31,18295,45.0,18987.0
1673,43.89,182.31,18295,45.0,18988.0
1674,0.0,182.31,18296,65.0,18989.0
1675,30.48,182.31,18296,65.0,18990.0
1676,46.93,182.31,18296,65.0,18991.0
1677,0.0,182.31,18297,45.0,18992.0
1678,30.48,182.31,18297,45.0,18993.0
1679,48.0,182.31,18297,45.0,18994.0
1680,0.0,2.31,18298,45.0,18995.0
1681,30.48,2.31,18298,45.0,18996.0
1682,53.94,2.31,18298,45.0,18997.0
1683,0.0,2.31,18299,45.0,18998.0
1684,30.48,2.31,18299,45.0,18999.0
1685,68.88,2.31,18299,45.0,19000.0
1686,0.0,2.31,18300,80.0,19003.0
1687,30.48,2.31,18300,80.0,19004.0
1688,0.0,182.31,18301,70.0,19005.0
1689,30.48,182.31,18301,70.0,19006.0
1690,60.96,182.31,18301,70.0,19007.0
1691,0.0,182.31,18302,60.0,19008.0
1692,30.48,182.31,18302,60.0,19009.0
1693,0.0,182.31,18303,60.0,19010.0
1694,30.48,182.31,18303,53.0,19011.0
1695,0.0,2.31,18304,62.0,19012.0
1696,30.48,2.31,18304,62.0,19013.0
1697,59.74,2.31,18304,62.0,19014.0
1698,60.01,2.31,18304,62.0,19015.0
1699,0.0,182.31,18305,57.0,19016.0
1700,30.48,182.31,18305,57.0,19017.0
1701,60.96,182.31,18305,57.0,19018.0
1702,0.0,182.31,18306,70.0,19019.0
1703,30.48,182.31,18306,70.0,19020.0
1704,68.88,182.31,18306,70.0,19021.0
1705,0.0,182.31,18307,70.0,19022.0
1706,30.48,182.31,18307,70.0,19023.0
1707,60.96,182.31,18307,70.0,19024.0
1708,0.0,182.31,18308,70.0,19025.0
1709,30.48,182.31,18308,70.0,19026.0
1710,60.96,182.31,18308,64.0,19027.0
1711,73.15,182.31,18308,65.0,19028.0
1712,0.0,2.31,18309,65.0,19029.0
1713,30.48,2.31,18309,65.0,19030.0
1714,0.0,182.31,18310,68.0,19032.0
1715,30.48,182.31,18310,68.0,19033.0
1716,56.99,182.31,18310,68.0,19034.0
1717,0.0,182.31,18311,60.0,19035.0
1718,30.48,182.31,18311,60.0,19036.0
1719,60.96,182.31,18311,60.0,19037.0
1720,77.72,182.31,18311,60.0,19038.0
1721,0.0,182.31,18325,58.0,19058.0
1722,30.48,182.31,18325,58.0,19059.0
1723,0.0,182.31,18326,58.0,19060.0
1724,30.48,182.31,18326,58.0,19061.0
1725,0.0,182.31,18327,58.0,19062.0
1726,30.48,182.31,18327,58.0,19063.0
1727,0.0,182.31,18328,45.0,19064.0
0,900.0,182.31,18328,45.0,
1728,0.0,182.31,18329,45.0,19065.0
1729,30.48,182.31,18329,45.0,19066.0
1730,0.0,182.31,18330,45.0,19068.0
1731,30.48,182.31,18330,45.0,19069.0
1732,0.0,182.31,18331,45.0,19070.0
1733,30.48,182.31,18331,45.0,19071.0
1734,0.0,182.31,18336,45.0,19080.0
1735,30.48,182.31,18336,45.0,19081.0
1736,56.99,182.31,18336,45.0,19082.0
1737,0.0,2.31,18337,70.0,19083.0
1738,14.93,2.31,18337,70.0,19084.0
1739,0.0,182.31,18338,45.0,19085.0
1740,30.48,182.31,18338,45.0,19086.0
1741,60.96,182.31,18338,45.0,19087.0
1742,0.0,182.31,18339,45.0,19088.0
1743,30.48,182.31,18339,44.0,19089.0
1744,60.96,182.31,18339,43.0,19090.0
1745,74.98,182.31,18339,43.0,19091.0
1746,0.0,182.31,18340,45.0,19093.0
1747,30.48,182.31,18340,45.0,19094.0
1748,59.74,182.31,18340,45.0,19095.0
1749,60.01,182.31,18340,45.0,19096.0
1750,0.0,182.31,18341,45.0,19097.0
1751,30.48,182.31,18341,45.0,19098.0
1752,68.88,182.31,18341,45.0,19099.0
1753,0.0,182.31,18342,45.0,19100.0
1754,30.48,182.31,18342,45.0,19101.0
1755,60.96,182.31,18342,44.0,19102.0
1756,0.0,182.31,18343,45.0,19103.0
1757,30.48,182.31,18343,45.0,19104.0
1758,60.96,182.31,18343,45.0,19105.0
1759,0.0,182.31,18344,55.0,19106.0
1760,30.48,182.31,18344,54.0,19107.0
1761,60.96,182.31,18344,54.0,19108.0
1762,0.0,182.31,18345,50.0,19109.0
1763,30.48,182.31,18345,45.0,19110.0
1764,60.96,182.31,18345,45.0,19111.0
1765,0.0,182.31,18346,75.0,19112.0
1766,29.68,182.31,18346,75.0,19113.0
1767,0.0,2.31,18347,65.0,19114.0
1768,27.0,2.31,18347,65.0,19115.0
1769,0.0,2.31,18348,45.0,19116.0
1770,13.41,2.31,18348,45.0,19117.0
1771,0.0,2.31,18349,77.0,19118.0
0,900.0,2.31,18349,77.0,
1772,0.0,182.31,18350,45.0,19120.0
1773,35.96,182.31,18350,45.0,19121.0
1774,0.0,182.31,18351,64.0,19122.0
1775,30.48,182.31,18351,64.0,19123.0
1776,48.76,182.31,18351,64.0,19124.0
1777,0.0,182.31,18352,56.0,19125.0
1778,30.48,182.31,18352,55.0,19126.0
1779,60.96,182.31,18352,55.0,19127.0
1780,0.0,182.31,18353,56.0,19128.0
1781,30.48,182.31,18353,56.0,19129.0
1782,54.86,182.31,18353,56.0,19130.0
1783,0.0,2.31,18354,55.0,19131.0
1784,30.48,2.31,18354,55.0,19132.0
1785,47.85,2.31,18354,55.0,19133.0
1786,0.0,182.31,18355,52.0,19134.0
1787,30.48,182.31,18355,52.0,19135.0
1788,54.86,182.31,18355,52.0,19136.0
1789,0.0,182.31,18357,45.0,19137.0
1790,30.48,182.31,18357,45.0,19138.0
1791,60.96,182.31,18357,45.0,19139.0
1792,89.0,182.31,18357,45.0,19140.0
1793,0.0,182.31,18358,65.0,19141.0
1794,30.48,182.31,18358,65.0,19142.0
1795,62.78,182.31,18358,64.0,19143.0
1796,0.0,182.31,18359,60.0,19144.0
1797,30.48,182.31,18359,60.0,19145.0
1798,0.0,182.31,18360,45.0,19147.0
1799,41.75,182.31,18360,45.0,19148.0
1800,0.0,182.31,18361,80.0,19149.0
1801,30.48,182.31,18361,80.0,19150.0
1802,62.78,182.31,18361,80.0,19151.0
1803,0.0,182.31,18362,80.0,19152.0
1804,30.48,182.31,18362,80.0,19153.0
1805,62.48,182.31,18362,80.0,19154.0
1806,0.0,2.31,18363,45.0,19155.0
1807,35.96,2.31,18363,45.0,19156.0
1808,0.0,182.31,18366,70.0,19160.0
1809,30.48,182.31,18366,70.0,19161.0
1810,57.91,182.31,18366,70.0,19162.0
1811,0.0,182.31,18367,45.0,19163.0
1812,30.48,182.31,18367,45.0,19164.0
1813,54.86,182.31,18367,45.0,19165.0
1814,0.0,182.31,18368,84.0,19166.0
1815,30.48,182.31,18368,85.0,19167.0
1816,47.85,182.31,18368,85.0,19168.0
1817,0.0,182.31,18369,58.0,19169.0
1818,30.48,182.31,18369,58.0,19170.0
1819,0.0,2.31,18370,75.0,19175.0
1820,29.56,2.31,18370,75.0,19176.0
1821,0.0,182.31,18371,75.0,19177.0
