,Unnamed: 0,BHID,FROM,TO,LITHO_DESC
497,22680,14972,88.23,97.93,Intermediate to Ultramafic Volcanics
498,22681,14972,97.93,101.89,Early Diorite
499,22682,14972,101.89,102.56,Intermediate to Ultramafic Volcanics
500,22683,14972,102.56,104.05,Early Diorite
501,22684,14972,104.05,138.92,Intermediate to Ultramafic Volcanics
502,22685,14972,138.92,159.56,Early Diorite
503,22686,14972,159.56,167.67,Shear Zone
504,22687,14972,167.67,171.75,Intermediate to Ultramafic Volcanics
505,22688,14972,171.75,178.46,Early Diorite
506,22689,14972,178.46,181.26,Intermediate to Ultramafic Volcanics
507,22690,14972,181.26,184.4,Early Diorite
508,22691,14972,184.4,192.96,Intermediate to Ultramafic Volcanics
509,22692,14972,192.96,193.73,Quartz-Tourmaline Veins
510,22693,14972,193.73,203.39,Intermediate to Ultramafic Volcanics
511,22694,14972,203.39,204.36,Early Diorite
512,22695,14972,204.36,208.78,Intermediate to Ultramafic Volcanics
513,22696,14972,208.78,212.59,Early Diorite
514,22697,14972,212.59,218.84,Intermediate to Ultramafic Volcanics
515,22698,14972,218.84,266.85,Early Diorite
516,22699,14972,266.85,275.84,Intermediate to Ultramafic Volcanics
517,22700,14972,275.84,281.63,Early Diorite
518,22701,14972,281.63,287.12,Intermediate to Ultramafic Volcanics
519,22702,14972,287.12,294.04,Early Diorite
520,22703,14972,294.04,294.77,Felsic to Intermediate Dykes
521,22704,14972,294.77,296.69,Intermediate to Ultramafic Volcanics
522,22705,14972,296.69,309.43,Felsic to Intermediate Dykes
523,22706,14972,309.43,319.49,Early Diorite
524,22707,14972,319.49,326.74,Intermediate to Ultramafic Volcanics
525,22708,14972,326.74,395.63,Early Diorite
526,22709,14973,0.0,1.21,Casing
527,22710,14973,1.21,52.94,Intermediate to Ultramafic Volcanics
528,22711,14973,52.94,62.33,Early Diorite
529,22712,14973,62.33,79.03,Intermediate to Ultramafic Volcanics
530,22713,14973,79.03,80.46,Felsic to Intermediate Dykes
531,22714,14973,80.46,234.08,Intermediate to Ultramafic Volcanics
532,22715,14973,234.08,244.26,Early Diorite
533,22716,14973,244.26,262.15,Indifferenciated Tuffs
534,22717,14973,262.15,270.35,Intermediate to Ultramafic Volcanics
535,22718,14973,270.35,276.75,Early Diorite
536,22719,14973,276.75,285.68,Intermediate to Ultramafic Volcanics
537,22720,14973,285.68,289.77,Felsic to Intermediate Dykes
538,22721,14973,289.77,294.83,Intermediate to Ultramafic Volcanics
539,22722,14973,294.83,303.67,Early Diorite
540,22723,14973,303.67,312.2,Intermediate to Ultramafic Volcanics
541,22724,14973,312.2,317.05,Felsic to Intermediate Dykes
542,22725,14973,317.05,328.11,Intermediate to Ultramafic Volcanics
543,22726,14973,328.11,336.49,Felsic to Intermediate Dykes
544,22727,14973,336.49,344.94,Intermediate to Ultramafic Volcanics
545,22728,14973,344.94,357.68,Early Diorite
546,22729,14973,357.68,368.92,Indifferenciated Tuffs
547,22730,14973,368.92,413.91,Intermediate to Ultramafic Volcanics
548,22731,14974,0.0,6.09,Casing
549,22732,14974,6.09,12.98,Indifferenciated Tuffs
550,22733,14974,12.98,23.86,Intermediate to Ultramafic Volcanics
551,22734,14974,23.86,28.95,Early Diorite
552,22735,14974,28.95,35.5,Intermediate to Ultramafic Volcanics
553,22736,14974,35.5,54.71,Intermediate to Ultramafic Volcanics
554,22737,14974,54.71,69.03,Early Diorite
555,22738,14974,69.03,79.61,Intermediate to Ultramafic Volcanics
556,22739,14974,79.61,80.22,Early Diorite
557,22740,14974,80.22,82.57,Felsic to Intermediate Dykes
558,22741,14974,82.57,126.37,Intermediate to Ultramafic Volcanics
559,22742,14974,126.37,131.97,Early Diorite
560,22743,14974,131.97,159.04,Intermediate to Ultramafic Volcanics
561,22744,14974,159.04,174.98,Indifferenciated Tuffs
562,22745,14974,174.98,180.5,Shear Zone
563,22746,14974,180.5,226.07,Early Diorite
564,22747,14974,226.07,228.9,Intermediate to Ultramafic Volcanics
565,22748,14974,228.9,232.98,Shear Zone
566,22749,14974,232.98,271.57,Intermediate to Ultramafic Volcanics
567,22750,14974,271.57,277.67,Felsic to Intermediate Dykes
568,22751,14974,277.67,279.8,Intermediate to Ultramafic Volcanics
569,22752,14974,279.8,281.17,Shear Zone
570,22753,14974,281.17,292.3,Early Diorite
571,22754,14974,292.3,293.06,Shear Zone
572,22755,14974,293.06,309.4,Intermediate to Ultramafic Volcanics
573,22756,14974,309.4,310.25,Felsic to Intermediate Dykes
574,22757,14974,310.25,311.07,Early Diorite
575,22758,14974,311.07,322.17,Intermediate to Ultramafic Volcanics
576,22759,14974,322.17,327.69,Indifferenciated Tuffs
577,22760,14974,327.69,332.38,Early Diorite
578,22761,14974,332.38,333.63,Shear Zone
579,22762,14974,333.63,336.98,Indifferenciated Tuffs
580,22763,14974,336.98,338.93,Early Diorite
581,22764,14974,338.93,394.28,Indifferenciated Tuffs
582,22765,14974,394.28,398.92,Shear Zone
583,22766,14974,398.92,404.71,Intermediate to Ultramafic Volcanics
584,22767,14974,404.71,408.24,Felsic to Intermediate Dykes
585,22768,14974,408.24,429.15,Intermediate to Ultramafic Volcanics
586,22769,14975,0.0,3.35,Casing
587,22770,14975,3.35,15.54,Early Diorite
588,22771,14975,15.54,16.0,Shear Zone
589,22772,14975,16.0,16.48,Early Diorite
590,22773,14975,16.48,57.72,Intermediate to Ultramafic Volcanics
591,22774,14975,57.72,77.66,Indifferenciated Tuffs
592,22775,14975,77.66,79.46,Felsic to Intermediate Dykes
593,22776,14975,79.46,127.8,Indifferenciated Tuffs
594,22777,14975,127.8,152.52,Intermediate to Ultramafic Volcanics
595,22778,14975,152.52,173.18,Indifferenciated Tuffs
596,22779,14975,173.18,179.89,Early Diorite
597,22780,14975,179.89,180.62,Quartz-Tourmaline Veins
598,22781,14975,180.62,185.56,Early Diorite
599,22782,14975,185.56,186.11,Indifferenciated Tuffs
600,22783,14975,186.11,189.34,Early Diorite
601,22784,14975,189.34,304.37,Indifferenciated Tuffs
602,22785,14975,304.37,309.89,Felsic to Intermediate Dykes
603,22786,14975,309.89,312.32,Intermediate to Ultramafic Volcanics
604,22787,14975,312.32,312.9,Felsic to Intermediate Dykes
605,22788,14975,312.9,331.8,Intermediate to Ultramafic Volcanics
606,22789,14975,331.8,333.14,Felsic to Intermediate Dykes
607,22790,14975,333.14,342.59,Intermediate to Ultramafic Volcanics
608,22791,14975,342.59,343.14,Felsic to Intermediate Dykes
609,22792,14975,343.14,346.64,Intermediate to Ultramafic Volcanics
610,22793,14975,346.64,350.85,Shear Zone
611,22794,14975,350.85,375.14,Early Diorite
612,22795,14975,375.14,379.53,Felsic to Intermediate Dykes
613,22796,14975,379.53,419.7,Intermediate to Ultramafic Volcanics
614,22797,14975,419.7,429.15,Shear Zone
615,22798,14976,0.0,3.04,Casing
616,22799,14976,3.04,39.53,Indifferenciated Tuffs
617,22800,14976,39.53,75.77,Intermediate to Ultramafic Volcanics
618,22801,14976,75.77,77.87,Indifferenciated Tuffs
619,22802,14976,77.87,79.03,Intermediate to Ultramafic Volcanics
620,22803,14976,79.03,106.07,Indifferenciated Tuffs
621,22804,14976,106.07,110.55,Shear Zone
622,22805,14976,110.55,112.04,Intermediate to Ultramafic Volcanics
623,22806,14976,112.04,128.93,Indifferenciated Tuffs
624,22807,14976,128.93,139.59,Early Diorite
625,22808,14976,139.59,159.01,Indifferenciated Tuffs
626,22809,14976,159.01,161.36,Intermediate to Ultramafic Volcanics
627,22810,14976,161.36,242.59,Indifferenciated Tuffs
628,22811,14976,242.59,243.01,Felsic to Intermediate Dykes
629,22812,14976,243.01,243.53,Indifferenciated Tuffs
630,22813,14976,243.53,245.15,Felsic to Intermediate Dykes
631,22814,14976,245.15,248.16,Shear Zone
632,22815,14976,248.16,254.29,Felsic to Intermediate Dykes
633,22816,14976,254.29,285.78,Indifferenciated Tuffs
634,22817,14976,285.78,290.62,Early Diorite
635,22818,14976,290.62,302.05,Shear Zone
636,22819,14976,302.05,303.45,Intermediate to Ultramafic Volcanics
637,22820,14976,303.45,347.77,Indifferenciated Tuffs
638,22821,14976,347.77,353.72,Felsic to Intermediate Dykes
639,22822,14976,353.72,376.94,Indifferenciated Tuffs
640,22823,14976,376.94,377.67,Felsic to Intermediate Dykes
641,22824,14976,377.67,397.76,Indifferenciated Tuffs
642,22825,14977,0.0,12.19,Casing
643,22826,14977,12.19,22.4,Indifferenciated Tuffs
644,22827,14977,22.4,24.41,Intermediate to Ultramafic Volcanics
645,22828,14977,24.41,142.09,Indifferenciated Tuffs
646,22829,14977,142.09,145.35,Felsic to Intermediate Dykes
647,22830,14977,145.35,155.47,Indifferenciated Tuffs
648,22831,14977,155.47,169.25,Intermediate to Ultramafic Volcanics
649,22832,14977,169.25,172.66,Felsic to Intermediate Dykes
650,22833,14977,172.66,185.47,Shear Zone
651,22834,14977,185.47,210.49,Intermediate to Ultramafic Volcanics
652,22835,14977,210.49,214.88,Indifferenciated Tuffs
653,22836,14977,214.88,304.55,Intermediate to Ultramafic Volcanics
654,22837,14977,304.55,312.35,Felsic to Intermediate Dykes
655,22838,14977,312.35,385.48,Intermediate to Ultramafic Volcanics
656,22839,14977,385.48,388.13,Early Diorite
657,22840,14977,388.13,395.93,Intermediate to Ultramafic Volcanics
658,22841,14978,0.0,12.19,Casing
659,22842,14978,12.19,17.25,Indifferenciated Tuffs
660,22843,14978,17.25,20.11,Early Diorite
661,22844,14978,20.11,22.61,Indifferenciated Tuffs
662,22845,14978,22.61,30.29,Early Diorite
663,22846,14978,30.29,43.34,Indifferenciated Tuffs
664,22847,14978,43.34,45.01,Early Diorite
665,22848,14978,45.01,54.74,Indifferenciated Tuffs
666,22849,14978,54.74,57.94,Early Diorite
667,22850,14978,57.94,60.28,Indifferenciated Tuffs
668,22851,14978,60.28,66.2,Early Diorite
669,22852,14978,66.2,85.19,Intermediate to Ultramafic Volcanics
670,22853,14978,85.19,87.53,Early Diorite
671,22854,14978,87.53,91.04,Indifferenciated Tuffs
672,22855,14978,91.04,97.17,Early Diorite
673,22856,14978,97.17,98.63,Intermediate to Ultramafic Volcanics
674,22857,14978,98.63,102.44,Early Diorite
675,22858,14978,102.44,107.89,Indifferenciated Tuffs
676,22859,14978,107.89,119.93,Early Diorite
677,22860,14978,119.93,124.72,Intermediate to Ultramafic Volcanics
678,22861,14978,124.72,151.54,Indifferenciated Tuffs
679,22862,14978,151.54,152.79,Felsic to Intermediate Dykes
680,22863,14978,152.79,165.2,Indifferenciated Tuffs
681,22864,14978,165.2,174.49,Early Diorite
682,22865,14978,174.49,177.21,Indifferenciated Tuffs
683,22866,14978,177.21,179.25,Early Diorite
684,22867,14978,179.25,189.7,Indifferenciated Tuffs
685,22868,14978,189.7,195.25,Early Diorite
686,22869,14978,195.25,238.65,Indifferenciated Tuffs
687,22870,14978,238.65,309.37,Intermediate to Ultramafic Volcanics
688,22871,14978,309.37,318.3,Indifferenciated Tuffs
689,22872,14978,318.3,337.5,Intermediate to Ultramafic Volcanics
690,22873,14978,337.5,368.19,Indifferenciated Tuffs
691,22954,15,0.0,7.01,Casing
692,22955,15,7.01,8.53,Shear Zone
693,22956,15,8.53,13.56,Early Diorite
694,22957,15,13.56,16.45,Shear Zone
695,22958,15,16.45,18.89,Early Diorite
696,22959,15,18.89,21.94,Diorite
697,22960,15,21.94,24.07,Early Diorite
698,22961,15,24.07,54.86,Shear Zone
699,22962,15,54.86,62.48,Early Diorite
700,22963,15,62.48,68.88,Intermediate to Ultramafic Volcanics
701,22964,15,68.88,71.62,Shear Zone
702,22965,15,71.62,86.41,Early Diorite
703,22966,15,86.41,87.47,Intermediate to Ultramafic Volcanics
704,22967,15,87.47,88.08,Early Diorite
705,22968,15,88.08,92.65,Intermediate to Ultramafic Volcanics
706,22969,15,92.65,95.85,Early Diorite
707,23074,15025,0.0,6.09,Casing
708,23075,15025,6.09,45.41,Intermediate to Ultramafic Volcanics
709,23076,15025,45.41,48.24,Felsic to Intermediate Dykes
710,23077,15025,48.24,61.87,Intermediate to Ultramafic Volcanics
711,23078,15025,61.87,64.37,Shear Zone
712,23079,15025,64.37,93.26,Intermediate to Ultramafic Volcanics
713,23080,15025,93.26,99.21,Early Diorite
714,23081,15025,99.21,101.55,Intermediate to Ultramafic Volcanics
715,23082,15025,101.55,104.54,Diorite
716,23083,15025,104.54,108.14,Intermediate to Ultramafic Volcanics
717,23084,15025,108.14,140.08,Early Diorite
718,23085,15025,140.08,177.63,Indifferenciated Tuffs
719,23086,15025,177.63,181.05,Early Diorite
720,23087,15025,181.05,183.3,Granodiorite
721,23088,15025,183.3,185.31,Early Diorite
722,23089,15026,0.0,6.09,Casing
723,23090,15026,6.09,58.58,Indifferenciated Tuffs
724,23091,15026,58.58,60.8,Early Diorite
725,23092,15026,60.8,104.85,Indifferenciated Tuffs
726,23093,15026,104.85,114.42,Early Diorite
727,23094,15026,114.42,123.68,Indifferenciated Tuffs
728,23095,15026,123.68,132.13,Early Diorite
729,23096,15026,132.13,160.72,Indifferenciated Tuffs
730,23097,15026,160.72,175.56,Early Diorite
731,23098,15026,175.56,192.66,Intermediate to Ultramafic Volcanics
732,23099,15026,192.66,201.01,Early Diorite
733,23100,15026,201.01,203.05,Indifferenciated Tuffs
734,23101,15026,203.05,203.97,Early Diorite
735,23102,15026,203.97,209.0,Indifferenciated Tuffs
736,23103,15026,209.0,212.41,Early Diorite
737,23104,15026,212.41,216.22,Indifferenciated Tuffs
738,23105,15026,216.22,226.46,Early Diorite
739,23106,15026,226.46,226.98,Felsic to Intermediate Dykes
740,23107,15026,226.98,228.02,Granodiorite
741,23108,15026,228.02,239.87,Felsic to Intermediate Dykes
742,23109,15026,239.87,245.15,Early Diorite
743,23110,15026,245.15,259.38,Felsic to Intermediate Dykes
744,23111,15026,259.38,262.52,Early Diorite
745,23112,15026,262.52,264.56,Indifferenciated Tuffs
746,24740,15273,0.0,16.64,Casing
747,24741,15273,16.64,59.03,Intermediate to Ultramafic Volcanics
748,24742,15273,59.03,66.44,Felsic to Intermediate Dykes
749,24743,15273,66.44,118.56,Intermediate to Ultramafic Volcanics
750,24744,15273,118.56,145.99,Intermediate to Ultramafic Volcanics
751,24745,15273,145.99,203.69,Intermediate to Ultramafic Volcanics
752,24746,15273,203.69,213.96,Shear Zone
753,24747,15273,213.96,255.02,Intermediate to Ultramafic Volcanics
754,24748,15273,255.02,257.09,Felsic to Intermediate Dykes
755,24749,15273,257.09,287.42,Intermediate to Ultramafic Volcanics
756,24750,15273,287.42,301.75,Intermediate to Ultramafic Volcanics
757,24751,15273,301.75,308.76,Shear Zone
758,24752,15273,308.76,310.43,Quartz-Tourmaline Veins
759,24753,15273,310.43,312.11,Shear Zone
760,24754,15273,312.11,334.73,Indifferenciated Tuffs
761,24755,15273,334.73,339.57,Felsic to Intermediate Dykes
762,24756,15273,339.57,341.61,Indifferenciated Tuffs
763,24757,15273,341.61,344.14,Felsic to Intermediate Dykes
764,24758,15273,344.14,352.4,Indifferenciated Tuffs
765,24759,15273,352.4,360.73,Felsic to Intermediate Dykes
766,24760,15273,360.73,363.32,Intermediate to Ultramafic Volcanics
767,24761,15273,363.32,365.33,Felsic to Intermediate Dykes
768,24762,15273,365.33,373.38,Intermediate to Ultramafic Volcanics
769,24763,15273,373.38,374.59,Indifferenciated Tuffs
770,24764,15273,374.59,392.46,Indifferenciated Tuffs
771,24765,15273,392.46,393.92,Felsic to Intermediate Dykes
772,24766,15273,393.92,397.91,Indifferenciated Tuffs
773,24767,15274,0.0,20.72,Casing
774,24768,15274,20.72,25.99,Intermediate to Ultramafic Volcanics
775,24769,15274,25.99,29.56,Felsic to Intermediate Dykes
776,24770,15274,29.56,39.31,Shear Zone
777,24771,15274,39.31,50.53,Intermediate to Ultramafic Volcanics
778,24772,15274,50.53,53.18,Early Diorite
779,24773,15274,53.18,57.91,Intermediate to Ultramafic Volcanics
780,24774,15274,57.91,64.31,Shear Zone
781,24775,15274,64.31,67.97,Intermediate to Ultramafic Volcanics
782,24776,15274,67.97,72.84,Shear Zone
783,24777,15274,72.84,90.52,Intermediate to Ultramafic Volcanics
784,24778,15274,90.52,148.13,Intermediate to Ultramafic Volcanics
785,24779,15274,148.13,150.81,Felsic to Intermediate Dykes
786,24780,15274,150.81,188.73,Intermediate to Ultramafic Volcanics
787,24781,15274,188.73,196.59,Felsic to Intermediate Dykes
788,24782,15274,196.59,202.44,Intermediate to Ultramafic Volcanics
789,24783,15274,202.44,220.37,Indifferenciated Tuffs
790,24784,15274,220.37,230.15,Intermediate to Ultramafic Volcanics
791,24785,15274,230.15,232.25,Felsic to Intermediate Dykes
792,24786,15274,232.25,236.98,Intermediate to Ultramafic Volcanics
793,24787,15274,236.98,244.2,Felsic to Intermediate Dykes
794,24788,15274,244.2,272.43,Intermediate to Ultramafic Volcanics
795,24789,15274,272.43,277.58,Early Diorite
796,24790,15275,0.0,13.1,Casing
797,24791,15275,13.1,116.43,Indifferenciated Tuffs
798,24792,15275,116.43,121.15,Felsic to Intermediate Dykes
799,24793,15275,121.15,130.85,Indifferenciated Tuffs
800,24794,15275,130.85,141.18,Felsic to Intermediate Dykes
801,24795,15275,141.18,146.3,Indifferenciated Tuffs
802,24796,15275,146.3,146.91,Intermediate to Ultramafic Volcanics
803,24797,15275,146.91,152.0,Indifferenciated Tuffs
804,24798,15275,152.0,166.35,Intermediate to Ultramafic Volcanics
805,24799,15275,166.35,170.99,Early Diorite
806,24800,15275,170.99,180.65,Intermediate to Ultramafic Volcanics
807,24801,15275,180.65,205.64,Early Diorite
808,24802,15275,205.64,209.94,Indifferenciated Tuffs
809,24803,15275,209.94,219.76,Early Diorite
810,24804,15275,219.76,223.5,Felsic to Intermediate Dykes
811,24805,15275,223.5,227.44,Early Diorite
812,24806,15275,227.44,232.86,Felsic to Intermediate Dykes
813,24807,15275,232.86,235.85,Indifferenciated Tuffs
814,24808,15275,235.85,240.79,Intermediate to Ultramafic Volcanics
815,24809,15275,240.79,245.15,Felsic to Intermediate Dykes
816,24810,15275,245.15,254.69,Early Diorite
817,24811,15275,254.69,274.96,Intermediate to Ultramafic Volcanics
818,24812,15275,274.96,284.46,Indifferenciated Tuffs
819,24813,15275,284.46,288.18,Felsic to Intermediate Dykes
820,24814,15275,288.18,314.94,Indifferenciated Tuffs
821,24815,15275,314.94,318.66,Felsic to Intermediate Dykes
822,24816,15275,318.66,333.35,Indifferenciated Tuffs
823,24817,15275,333.35,342.22,Early Diorite
824,24818,15275,342.22,350.21,Indifferenciated Tuffs
825,24819,15275,350.21,355.09,Early Diorite
826,24820,15275,355.09,360.42,Indifferenciated Tuffs
827,24821,15275,360.42,361.49,Felsic to Intermediate Dykes
828,24822,15275,361.49,368.62,Early Diorite
829,24823,15275,368.62,380.87,Indifferenciated Tuffs
830,24824,15275,380.87,386.79,Shear Zone
831,24825,15275,386.79,402.38,Felsic to Intermediate Dykes
832,24826,15275,402.38,407.91,Intermediate to Ultramafic Volcanics
833,24827,15275,407.91,410.47,Felsic to Intermediate Dykes
834,24828,15275,410.47,477.77,Intermediate to Ultramafic Volcanics
835,24829,15275,477.77,483.87,Felsic to Intermediate Dykes
836,24830,15275,483.87,502.92,Intermediate to Ultramafic Volcanics
837,24831,15276,0.0,11.18,Casing
838,24832,15276,11.18,24.38,Intermediate to Ultramafic Volcanics
839,24833,15276,24.38,29.41,Indifferenciated Tuffs
840,24834,15276,29.41,35.05,Shear Zone
841,24835,15276,35.05,53.0,Indifferenciated Tuffs
842,24836,15276,53.0,65.65,Intermediate to Ultramafic Volcanics
843,24837,15276,65.65,82.41,Indifferenciated Tuffs
844,24838,15276,82.41,84.46,Early Diorite
845,24839,15276,84.46,120.57,Intermediate to Ultramafic Volcanics
846,24840,15276,120.57,129.84,Felsic to Intermediate Dykes
847,24841,15276,129.84,142.95,Intermediate to Ultramafic Volcanics
848,24842,15276,142.95,153.68,Felsic to Intermediate Dykes
849,24843,15276,153.68,155.29,Intermediate to Ultramafic Volcanics
850,24844,15276,155.29,156.21,Felsic to Intermediate Dykes
851,24845,15276,156.21,165.81,Indifferenciated Tuffs
852,24846,15276,165.81,168.12,Felsic to Intermediate Dykes
853,24847,15276,168.12,177.08,Early Diorite
854,24848,15276,177.08,197.81,Indifferenciated Tuffs
855,24849,15276,197.81,220.67,Intermediate to Ultramafic Volcanics
856,24850,15276,220.67,227.99,Indifferenciated Tuffs
857,24851,15276,227.99,247.89,Felsic to Intermediate Dykes
858,24852,15276,247.89,250.54,Early Diorite
859,24853,15276,250.54,283.76,Intermediate to Ultramafic Volcanics
860,24854,15276,283.76,290.71,Early Diorite
861,24855,15276,290.71,329.67,Intermediate to Ultramafic Volcanics
862,24856,15276,329.67,333.14,Felsic to Intermediate Dykes
