,Unnamed: 0,BHID,FROM,TO,LITHO_DESC
5415,50924,18427,0.0,10.97,Casing
5416,50925,18427,10.97,18.28,Intermediate to Ultramafic Volcanics
5417,50926,18427,18.28,22.82,Felsic to Intermediate Dykes
5418,50927,18427,22.82,28.83,Intermediate to Ultramafic Volcanics
5419,50928,18427,28.83,32.64,Intermediate to Ultramafic Volcanics
5420,50929,18427,32.64,39.47,Felsic to Intermediate Dykes
5421,50930,18427,39.47,40.08,Shear Zone
5422,50931,18427,40.08,41.57,Intermediate to Ultramafic Volcanics
5423,50932,18427,41.57,42.3,Felsic to Intermediate Dykes
5424,50933,18427,42.3,47.76,Intermediate to Ultramafic Volcanics
5425,50934,18427,47.76,50.53,Shear Zone
5426,50935,18427,50.53,52.86,Felsic to Intermediate Dykes
5427,50936,18427,52.86,63.38,Intermediate to Ultramafic Volcanics
5428,50937,18427,63.38,63.88,Felsic to Intermediate Dykes
5429,50938,18427,63.88,68.13,Intermediate to Ultramafic Volcanics
5430,50939,18427,68.13,73.38,Felsic to Intermediate Dykes
5431,50940,18427,73.38,73.76,Intermediate to Ultramafic Volcanics
5432,50941,18427,73.76,75.16,Diorite
5433,50942,18427,75.16,75.77,Intermediate to Ultramafic Volcanics
5434,50943,18427,75.77,77.43,Felsic to Intermediate Dykes
5435,50944,18427,77.43,78.05,Diorite
5436,50945,18427,78.05,80.98,Intermediate to Ultramafic Volcanics
5437,50946,18428,0.0,12.71,Casing
5438,50947,18428,12.71,23.77,Felsic to Intermediate Dykes
5439,50948,18428,23.77,36.39,Intermediate to Ultramafic Volcanics
5440,50949,18428,36.39,37.0,Felsic to Intermediate Dykes
5441,50950,18428,37.0,38.31,Intermediate to Ultramafic Volcanics
5442,50951,18428,38.31,43.51,Shear Zone
5443,50952,18428,43.51,55.26,Intermediate to Ultramafic Volcanics
5444,50953,18428,55.26,56.31,Shear Zone
5445,50954,18428,56.31,57.88,Intermediate to Ultramafic Volcanics
5446,50955,18428,57.88,60.63,Felsic to Intermediate Dykes
5447,50956,18428,60.63,62.39,Intermediate to Ultramafic Volcanics
5448,50957,18428,62.39,66.29,Felsic to Intermediate Dykes
5449,50958,18428,66.29,69.22,Shear Zone
5450,50959,18428,69.22,72.26,Felsic to Intermediate Dykes
5451,50960,18428,72.26,77.99,Intermediate to Ultramafic Volcanics
5452,50961,18429,0.0,7.52,Casing
5453,50962,18429,7.52,7.77,Intermediate to Ultramafic Volcanics
5454,50963,18429,7.77,28.86,Felsic to Intermediate Dykes
5455,50964,18429,28.86,47.42,Intermediate to Ultramafic Volcanics
5456,50965,18429,47.42,64.46,Felsic to Intermediate Dykes
5457,50966,18429,64.46,68.12,Intermediate to Ultramafic Volcanics
5458,50969,18430,0.0,7.54,Casing
5459,50970,18430,7.54,15.66,Intermediate to Ultramafic Volcanics
5460,50971,18430,15.66,17.43,Early Diorite
5461,50972,18430,17.43,25.58,Early Diorite
5462,50973,18430,25.58,28.23,Felsic to Intermediate Dykes
5463,50974,18430,28.23,29.99,Early Diorite
5464,50975,18430,29.99,50.27,Intermediate to Ultramafic Volcanics
5465,50976,18430,50.27,67.23,Felsic to Intermediate Dykes
5466,50977,18430,67.23,71.17,Shear Zone
5467,50978,18430,71.17,91.1,Intermediate to Ultramafic Volcanics
5468,50979,18430,91.1,95.85,Felsic to Intermediate Dykes
5469,50980,18430,95.85,105.0,Intermediate to Ultramafic Volcanics
5470,50981,18431,0.0,4.26,Casing
5471,50982,18431,4.26,22.37,Intermediate to Ultramafic Volcanics
5472,50983,18431,22.37,27.35,Diorite
5473,50984,18431,27.35,33.04,Intermediate to Ultramafic Volcanics
5474,50985,18431,33.04,40.96,Diorite
5475,50986,18431,40.96,46.74,Intermediate to Ultramafic Volcanics
5476,50987,18431,46.74,47.91,Diorite
5477,50988,18431,47.91,69.0,Intermediate to Ultramafic Volcanics
5478,50989,18432,0.0,6.4,Casing
5479,50990,18432,6.4,108.21,Intermediate to Ultramafic Volcanics
5480,50991,18432,108.21,117.78,Early Diorite
5481,50992,18432,117.78,120.15,Shear Zone
5482,50993,18432,120.15,121.73,Early Diorite
5483,50994,18432,121.73,122.49,Intermediate to Ultramafic Volcanics
5484,50995,18432,122.49,122.83,Early Diorite
5485,50996,18432,122.83,122.98,Intermediate to Ultramafic Volcanics
5486,50997,18433,0.0,6.7,Casing
5487,50998,18433,6.7,16.58,Intermediate to Ultramafic Volcanics
5488,50999,18433,16.58,19.11,Diorite
5489,51000,18433,19.11,22.73,Felsic to Intermediate Dykes
5490,51001,18433,22.73,42.0,Intermediate to Ultramafic Volcanics
5491,51002,18435,0.0,5.54,Casing
5492,51003,18435,5.54,8.41,Felsic to Intermediate Dykes
5493,51004,18435,8.41,22.76,Intermediate to Ultramafic Volcanics
5494,51005,18435,22.76,45.72,Intermediate to Ultramafic Volcanics
5495,51006,18435,45.72,52.15,Intermediate to Ultramafic Volcanics
5496,51007,18435,52.15,98.14,Felsic to Intermediate Dykes
5497,51008,18436,0.0,32.46,Casing
5498,51009,18436,32.46,35.6,Intermediate to Ultramafic Volcanics
5499,51010,18436,35.6,37.18,Shear Zone
5500,51011,18436,37.18,38.25,Intermediate to Ultramafic Volcanics
5501,51012,18436,38.25,39.22,Felsic to Intermediate Dykes
5502,51013,18436,39.22,39.53,Intermediate to Ultramafic Volcanics
5503,51014,18436,39.53,40.44,Felsic to Intermediate Dykes
5504,51015,18436,40.44,44.86,Intermediate to Ultramafic Volcanics
5505,51016,18436,44.86,44.98,Early Diorite
5506,51017,18437,0.0,6.58,Casing
5507,51018,18437,6.58,18.85,Intermediate to Ultramafic Volcanics
5508,51019,18437,18.85,42.56,Intermediate to Ultramafic Volcanics
5509,51020,18437,42.56,62.6,Felsic to Intermediate Dykes
5510,51021,18437,62.6,65.28,Intermediate to Ultramafic Volcanics
5511,51022,18437,65.28,67.54,Felsic to Intermediate Dykes
5512,51023,18437,67.54,74.46,Intermediate to Ultramafic Volcanics
5513,51024,18437,74.46,83.88,Diorite
5514,51025,18437,83.88,96.77,Intermediate to Ultramafic Volcanics
5515,51026,18437,96.77,97.96,Diorite
5516,51027,18437,97.96,98.99,Intermediate to Ultramafic Volcanics
5517,51028,18438,0.0,7.01,Casing
5518,51029,18438,7.01,37.12,Intermediate to Ultramafic Volcanics
5519,51030,18438,37.12,41.1,Felsic to Intermediate Dykes
5520,51031,18438,41.1,72.69,Intermediate to Ultramafic Volcanics
5521,51032,18438,72.69,74.64,Shear Zone
5522,51033,18438,74.64,81.22,Shear Zone
5523,51034,18438,81.22,86.98,Shear Zone
5524,51035,18439,0.0,6.49,Casing
5525,51036,18439,6.49,19.79,Intermediate to Ultramafic Volcanics
5526,51037,18439,19.79,22.4,Felsic to Intermediate Dykes
5527,51038,18439,22.4,31.21,Intermediate to Ultramafic Volcanics
5528,51039,18439,31.21,33.2,Diorite
5529,51040,18439,33.2,63.91,Intermediate to Ultramafic Volcanics
5530,51041,18439,63.91,66.9,Diorite
5531,51042,18439,66.9,69.28,Intermediate to Ultramafic Volcanics
5532,51043,18439,69.28,70.1,Felsic to Intermediate Dykes
5533,51049,18440,0.0,7.55,Casing
5534,51050,18440,7.55,14.44,Intermediate to Ultramafic Volcanics
5535,51051,18440,14.44,18.95,Felsic to Intermediate Dykes
5536,51052,18440,18.95,19.72,Intermediate to Ultramafic Volcanics
5537,51053,18440,19.72,22.98,Intermediate to Ultramafic Volcanics
5538,51054,18440,22.98,23.98,Felsic to Intermediate Dykes
5539,51055,18440,23.98,24.93,Intermediate to Ultramafic Volcanics
5540,51056,18440,24.93,25.55,Felsic to Intermediate Dykes
5541,51057,18440,25.55,33.19,Intermediate to Ultramafic Volcanics
5542,51058,18440,33.19,37.97,Shear Zone
5543,51059,18440,37.97,43.23,Intermediate to Ultramafic Volcanics
5544,51060,18440,43.23,44.53,Diorite
5545,51061,18440,44.53,49.8,Felsic to Intermediate Dykes
5546,51062,18440,49.8,50.44,Diorite
5547,51063,18440,50.44,50.65,Felsic to Intermediate Dykes
5548,51064,18440,50.65,55.07,Shear Zone
5549,51065,18440,55.07,56.11,Felsic to Intermediate Dykes
5550,51066,18440,56.11,59.42,Intermediate to Ultramafic Volcanics
5551,51067,18440,59.42,61.99,Intermediate to Ultramafic Volcanics
5552,51068,18441,0.0,12.8,Casing
5553,51069,18441,12.8,16.3,Intermediate to Ultramafic Volcanics
5554,51070,18441,16.3,17.48,Granodiorite
5555,51071,18441,17.48,39.13,Intermediate to Ultramafic Volcanics
5556,51072,18441,39.13,40.96,Felsic to Intermediate Dykes
5557,51073,18441,40.96,43.95,Shear Zone
5558,51074,18441,43.95,50.03,Intermediate to Ultramafic Volcanics
5559,51075,18441,50.03,53.69,Shear Zone
5560,51076,18441,53.69,57.6,Early Diorite
5561,51077,18442,0.0,6.64,Casing
5562,51078,18442,6.64,8.8,Intermediate to Ultramafic Volcanics
5563,51079,18442,8.8,11.01,Felsic to Intermediate Dykes
5564,51080,18442,11.01,25.22,Intermediate to Ultramafic Volcanics
5565,51081,18442,25.22,30.25,Diorite
5566,51082,18442,30.25,56.99,Intermediate to Ultramafic Volcanics
5567,51083,18443,0.0,9.29,Casing
5568,51084,18443,9.29,15.54,Intermediate to Ultramafic Volcanics
5569,51085,18443,15.54,25.45,Shear Zone
5570,51086,18443,25.45,30.32,Intermediate to Ultramafic Volcanics
5571,51087,18443,30.32,31.08,Felsic to Intermediate Dykes
5572,51088,18443,31.08,32.61,Intermediate to Ultramafic Volcanics
5573,51089,18443,32.61,37.03,Felsic to Intermediate Dykes
5574,51090,18443,37.03,38.86,Intermediate to Ultramafic Volcanics
5575,51091,18443,38.86,40.38,Shear Zone
5576,51092,18443,40.38,46.32,Intermediate to Ultramafic Volcanics
5577,51093,18443,46.32,51.05,Felsic to Intermediate Dykes
5578,51094,18443,51.05,54.71,Intermediate to Ultramafic Volcanics
5579,51095,18443,54.71,60.8,Felsic to Intermediate Dykes
5580,51096,18443,60.8,62.33,Intermediate to Ultramafic Volcanics
5581,51097,18443,62.33,63.55,Felsic to Intermediate Dykes
5582,51098,18443,63.55,66.59,Intermediate to Ultramafic Volcanics
5583,51099,18443,66.59,67.51,Felsic to Intermediate Dykes
5584,51100,18443,67.51,71.99,Intermediate to Ultramafic Volcanics
5585,51101,18444,0.0,13.16,Casing
5586,51102,18444,13.16,44.83,Shear Zone
5587,51103,18444,44.83,50.26,Felsic to Intermediate Dykes
5588,51104,18444,50.26,63.24,Intermediate to Ultramafic Volcanics
5589,51105,18444,63.24,91.5,Felsic to Intermediate Dykes
5590,51106,18444,91.5,96.3,Intermediate to Ultramafic Volcanics
5591,51107,18444,96.3,97.26,Early Diorite
5592,51108,18444,97.26,98.99,Felsic to Intermediate Dykes
5593,51109,18445,0.0,16.15,Casing
5594,51110,18445,16.15,17.12,Felsic to Intermediate Dykes
5595,51111,18445,17.12,17.37,Intermediate to Ultramafic Volcanics
5596,51112,18445,17.37,17.61,Granodiorite
5597,51113,18445,17.61,19.26,Intermediate to Ultramafic Volcanics
5598,51114,18445,19.26,19.69,Felsic to Intermediate Dykes
5599,51115,18445,19.69,21.45,Intermediate to Ultramafic Volcanics
5600,51116,18445,21.45,24.91,Felsic to Intermediate Dykes
5601,51117,18445,24.91,31.63,Early Diorite
5602,51118,18445,31.63,35.99,Intermediate to Ultramafic Volcanics
5603,51119,18445,35.99,38.31,Felsic to Intermediate Dykes
5604,51120,18445,38.31,39.28,Shear Zone
5605,51121,18445,39.28,42.85,Intermediate to Ultramafic Volcanics
5606,51122,18445,42.85,54.49,Felsic to Intermediate Dykes
5607,51123,18445,54.49,58.24,Intermediate to Ultramafic Volcanics
5608,51124,18445,58.24,60.92,Shear Zone
5609,51125,18445,60.92,62.88,Intermediate to Ultramafic Volcanics
5610,51126,18445,62.88,65.6,Felsic to Intermediate Dykes
5611,51127,18445,65.6,69.0,Intermediate to Ultramafic Volcanics
5612,51128,18446,0.0,10.94,Casing
5613,51129,18446,10.94,17.55,Felsic to Intermediate Dykes
5614,51130,18446,17.55,19.91,Diorite
5615,51131,18446,19.91,28.74,Shear Zone
5616,51132,18446,28.74,34.09,Shear Zone
5617,51133,18446,34.09,34.86,Shear Zone
5618,51134,18446,34.86,49.43,Felsic to Intermediate Dykes
5619,51135,18446,49.43,53.5,Shear Zone
5620,51136,18446,53.5,59.35,Shear Zone
5621,51137,18446,59.35,78.51,Shear Zone
5622,51138,18447,0.0,18.16,Casing
5623,51139,18447,18.16,20.89,Felsic to Intermediate Dykes
5624,51140,18447,20.89,22.61,Intermediate to Ultramafic Volcanics
5625,51141,18447,22.61,23.19,Felsic to Intermediate Dykes
5626,51142,18447,23.19,23.69,Intermediate to Ultramafic Volcanics
5627,51143,18447,23.69,26.1,Felsic to Intermediate Dykes
5628,51144,18447,26.1,26.47,Intermediate to Ultramafic Volcanics
5629,51145,18447,26.47,33.92,Felsic to Intermediate Dykes
5630,51146,18447,33.92,36.11,Shear Zone
5631,51147,18447,36.11,42.64,Felsic to Intermediate Dykes
5632,51148,18447,42.64,50.59,Diorite
5633,51149,18447,50.59,52.59,Intermediate to Ultramafic Volcanics
5634,51150,18447,52.59,61.56,Felsic to Intermediate Dykes
5635,51151,18447,61.56,63.0,Intermediate to Ultramafic Volcanics
5636,51152,18448,0.0,18.1,Casing
5637,51153,18448,18.1,20.95,Intermediate to Ultramafic Volcanics
5638,51154,18448,20.95,22.5,Felsic to Intermediate Dykes
5639,51155,18448,22.5,29.47,Shear Zone
5640,51156,18448,29.47,30.6,Felsic to Intermediate Dykes
5641,51157,18448,30.6,36.27,Shear Zone
5642,51158,18448,36.27,37.03,Shear Zone
5643,51159,18448,37.03,50.17,Intermediate to Ultramafic Volcanics
5644,51160,18448,50.17,56.02,Felsic to Intermediate Dykes
5645,51161,18448,56.02,56.99,Intermediate to Ultramafic Volcanics
5646,51162,18448,56.99,66.97,Diorite
5647,51163,18448,66.97,70.66,Felsic to Intermediate Dykes
5648,51164,18448,70.66,72.84,Intermediate to Ultramafic Volcanics
5649,51165,18448,72.84,74.0,Felsic to Intermediate Dykes
5650,51166,18448,74.0,75.65,Intermediate to Ultramafic Volcanics
5651,51167,18448,75.65,80.14,Felsic to Intermediate Dykes
5652,51168,18448,80.14,86.98,Intermediate to Ultramafic Volcanics
5653,51169,18449,0.0,14.63,Casing
5654,51170,18449,14.63,20.51,Early Diorite
5655,51171,18449,20.51,29.71,Intermediate to Ultramafic Volcanics
5656,51172,18449,29.71,32.21,Felsic to Intermediate Dykes
5657,51173,18449,32.21,36.75,Intermediate to Ultramafic Volcanics
5658,51174,18449,36.75,56.52,Felsic to Intermediate Dykes
5659,51175,18449,56.52,61.44,Intermediate to Ultramafic Volcanics
5660,51176,18449,61.44,63.15,Diorite
5661,51177,18449,63.15,71.07,Shear Zone
5662,51178,18449,71.07,75.59,Diorite
5663,51179,18449,75.59,76.93,Shear Zone
5664,51180,18449,76.93,90.0,Shear Zone
5665,51204,18450,0.0,12.07,Casing
5666,51205,18450,12.07,35.99,Felsic to Intermediate Dykes
5667,51206,18451,0.0,14.84,Casing
5668,51207,18451,14.84,35.11,Felsic to Intermediate Dykes
5669,51208,18451,35.11,43.2,Intermediate to Ultramafic Volcanics
5670,51209,18451,43.2,44.77,Felsic to Intermediate Dykes
5671,51210,18451,44.77,45.38,Intermediate to Ultramafic Volcanics
5672,51211,18451,45.38,48.43,Felsic to Intermediate Dykes
5673,51212,18451,48.43,77.99,Intermediate to Ultramafic Volcanics
5674,51213,18452,0.0,20.23,Casing
5675,51214,18452,20.23,47.45,Felsic to Intermediate Dykes
5676,51215,18452,47.45,50.29,Shear Zone
5677,51216,18452,50.29,62.72,Intermediate to Ultramafic Volcanics
5678,51217,18452,62.72,63.84,Shear Zone
5679,51218,18452,63.84,65.45,Intermediate to Ultramafic Volcanics
5680,51219,18452,65.45,70.86,Felsic to Intermediate Dykes
5681,51220,18452,70.86,87.79,Intermediate to Ultramafic Volcanics
5682,51221,18452,87.79,90.6,Felsic to Intermediate Dykes
5683,51227,18454,0.0,6.9,Casing
5684,51228,18454,6.9,11.32,Intermediate to Ultramafic Volcanics
5685,51229,18454,11.32,12.84,Diorite
5686,51230,18454,12.84,94.86,Intermediate to Ultramafic Volcanics
5687,51231,18454,94.86,97.47,Diorite
5688,51232,18454,97.47,102.99,Felsic to Intermediate Dykes
5689,51233,18454,102.99,106.46,Intermediate to Ultramafic Volcanics
5690,51234,18454,106.46,117.16,Felsic to Intermediate Dykes
5691,51235,18454,117.16,134.99,Intermediate to Ultramafic Volcanics
5692,51236,18455,0.0,14.32,Casing
5693,51237,18455,14.32,18.71,Intermediate to Ultramafic Volcanics
5694,51238,18455,18.71,30.84,Felsic to Intermediate Dykes
5695,51239,18455,30.84,42.76,Intermediate to Ultramafic Volcanics
5696,51240,18455,42.76,47.15,Felsic to Intermediate Dykes
5697,51241,18455,47.15,60.21,Shear Zone
5698,51242,18455,60.21,70.07,Early Diorite
5699,51243,18455,70.07,70.53,Felsic to Intermediate Dykes
5700,51244,18455,70.53,70.83,Early Diorite
5701,51245,18455,70.83,72.63,Felsic to Intermediate Dykes
5702,51246,18455,72.63,73.67,Intermediate to Ultramafic Volcanics
5703,51247,18455,73.67,74.12,Felsic to Intermediate Dykes
5704,51248,18455,74.12,95.49,Intermediate to Ultramafic Volcanics
5705,51249,18455,95.49,96.83,Diorite
5706,51250,18455,96.83,99.73,Intermediate to Ultramafic Volcanics
5707,51251,18455,99.73,101.71,Felsic to Intermediate Dykes
5708,51252,18455,101.71,116.73,Intermediate to Ultramafic Volcanics
5709,51253,18455,116.73,117.56,Indifferenciated Tuffs
5710,51254,18455,117.56,125.08,Felsic to Intermediate Dykes
5711,51255,18455,125.08,132.0,Indifferenciated Tuffs
5712,51256,18455,132.0,133.09,Felsic to Intermediate Dykes
5713,51257,18455,133.09,138.01,Intermediate to Ultramafic Volcanics
5714,51258,18456,0.0,11.58,Casing
5715,51259,18456,11.58,22.55,Intermediate to Ultramafic Volcanics
5716,51260,18456,22.55,29.47,Felsic to Intermediate Dykes
5717,51261,18456,29.47,34.88,Intermediate to Ultramafic Volcanics
5718,51262,18456,34.88,41.04,Intermediate to Ultramafic Volcanics
5719,51263,18456,41.04,41.75,Diorite
5720,51264,18456,41.75,46.07,Intermediate to Ultramafic Volcanics
5721,51265,18456,46.07,47.21,Shear Zone
5722,51266,18456,47.21,49.85,Intermediate to Ultramafic Volcanics
5723,51267,18456,49.85,50.17,Shear Zone
5724,51268,18456,50.17,51.22,Intermediate to Ultramafic Volcanics
5725,51269,18456,51.22,51.84,Early Diorite
5726,51270,18456,51.84,56.99,Intermediate to Ultramafic Volcanics
5727,51271,18457,0.0,16.15,Casing
5728,51272,18457,16.15,74.18,Indifferenciated Tuffs
5729,51273,18457,74.18,80.28,Felsic to Intermediate Dykes
5730,51274,18457,80.28,89.67,Intermediate to Ultramafic Volcanics
5731,51275,18457,89.67,92.2,Shear Zone
5732,51276,18457,92.2,92.99,Intermediate to Ultramafic Volcanics
5733,51277,18458,0.0,10.24,Casing
5734,51278,18458,10.24,13.56,Early Diorite
5735,51279,18458,13.56,17.67,Intermediate to Ultramafic Volcanics
5736,51280,18458,17.67,20.39,Shear Zone
5737,51281,18458,20.39,25.98,Shear Zone
5738,51282,18458,25.98,65.98,Early Diorite
5739,51283,18459,0.0,20.45,Casing
5740,51284,18459,20.45,32.91,Intermediate to Ultramafic Volcanics
5741,51285,18459,32.91,49.24,Early Diorite
5742,51286,18459,49.24,55.73,Intermediate to Ultramafic Volcanics
5743,51287,18459,55.73,58.88,Shear Zone
5744,51288,18459,58.88,60.91,Diorite
5745,51289,18459,60.91,61.56,Intermediate to Ultramafic Volcanics
5746,51317,18460,0.0,11.06,Casing
5747,51318,18460,11.06,13.33,Felsic to Intermediate Dykes
5748,51319,18460,13.33,17.16,Intermediate to Ultramafic Volcanics
5749,51320,18460,17.16,19.37,Felsic to Intermediate Dykes
5750,51321,18460,19.37,22.18,Intermediate to Ultramafic Volcanics
5751,51322,18460,22.18,26.38,Early Diorite
5752,51323,18460,26.38,32.09,Intermediate to Ultramafic Volcanics
5753,51324,18460,32.09,37.61,Intermediate to Ultramafic Volcanics
5754,51325,18460,37.61,41.36,Shear Zone
5755,51326,18460,41.36,71.78,Intermediate to Ultramafic Volcanics
5756,51327,18460,71.78,85.63,Early Diorite
5757,51328,18460,85.63,86.34,Shear Zone
5758,51329,18460,86.34,87.11,Shear Zone
5759,51330,18460,87.11,98.45,Intermediate to Ultramafic Volcanics
5760,51331,18460,98.45,127.65,Early Diorite
5761,51332,18460,127.65,138.01,Intermediate to Ultramafic Volcanics
5762,51333,18461,0.0,10.33,Casing
5763,51334,18461,10.33,11.27,Felsic to Intermediate Dykes
5764,51335,18461,11.27,25.81,Intermediate to Ultramafic Volcanics
5765,51336,18461,25.81,26.51,Felsic to Intermediate Dykes
5766,51337,18461,26.51,37.64,Intermediate to Ultramafic Volcanics
5767,51338,18461,37.64,41.39,Felsic to Intermediate Dykes
5768,51339,18461,41.39,43.73,Intermediate to Ultramafic Volcanics
5769,51340,18461,43.73,44.34,Early Diorite
5770,51341,18461,44.34,45.26,Intermediate to Ultramafic Volcanics
5771,51342,18461,45.26,62.48,Intermediate to Ultramafic Volcanics
5772,51343,18462,0.0,8.96,Casing
5773,51344,18462,8.96,28.6,Felsic to Intermediate Dykes
5774,51345,18462,28.6,34.59,Shear Zone
5775,51346,18462,34.59,61.26,Felsic to Intermediate Dykes
5776,51347,18462,61.26,64.0,Intermediate to Ultramafic Volcanics
5777,51348,18462,64.0,65.83,Felsic to Intermediate Dykes
5778,51349,18462,65.83,69.44,Intermediate to Ultramafic Volcanics
5779,51350,18462,69.44,80.16,Felsic to Intermediate Dykes
5780,51351,18462,80.16,86.38,Shear Zone
5781,51352,18462,86.38,110.64,Intermediate to Ultramafic Volcanics
5782,51353,18463,0.0,4.57,Casing
5783,51354,18463,4.57,13.71,Intermediate to Ultramafic Volcanics
5784,51355,18463,13.71,15.24,Granodiorite
5785,51356,18463,15.24,35.05,Intermediate to Ultramafic Volcanics
5786,51357,18463,35.05,42.67,Felsic to Intermediate Dykes
5787,51358,18463,42.67,53.64,Intermediate to Ultramafic Volcanics
5788,51359,18463,53.64,56.54,Early Diorite
5789,51360,18463,56.54,85.34,Intermediate to Ultramafic Volcanics
5790,51361,18463,85.34,113.99,Intermediate to Ultramafic Volcanics
5791,51362,18464,0.0,7.46,Casing
5792,51363,18464,7.46,10.97,Early Diorite
5793,51364,18464,10.97,18.01,Shear Zone
5794,51365,18464,18.01,23.01,Early Diorite
5795,51366,18464,23.01,24.27,Felsic to Intermediate Dykes
5796,51367,18464,24.27,25.23,Early Diorite
5797,51368,18464,25.23,28.6,Felsic to Intermediate Dykes
5798,51369,18464,28.6,50.99,Early Diorite
5799,51370,18464,50.99,54.54,Intermediate to Ultramafic Volcanics
5800,51371,18464,54.54,55.44,Early Diorite
5801,51372,18464,55.44,65.71,Intermediate to Ultramafic Volcanics
5802,51373,18464,65.71,66.08,Diorite
5803,51374,18464,66.08,66.93,Intermediate to Ultramafic Volcanics
5804,51375,18464,66.93,70.13,Diorite
5805,51376,18464,70.13,112.71,Indifferenciated Tuffs
5806,51377,18464,112.71,113.99,Early Diorite
5807,51378,18465,0.0,7.89,Casing
5808,51379,18465,7.89,16.45,Early Diorite
5809,51380,18465,16.45,21.03,Felsic to Intermediate Dykes
5810,51381,18465,21.03,29.41,Intermediate to Ultramafic Volcanics
5811,51382,18465,29.41,40.75,Felsic to Intermediate Dykes
5812,51383,18465,40.75,86.1,Intermediate to Ultramafic Volcanics
5813,51384,18465,86.1,87.41,Intermediate to Ultramafic Volcanics
5814,51385,18465,87.41,99.06,Intermediate to Ultramafic Volcanics
5815,51386,18465,99.06,117.07,Intermediate to Ultramafic Volcanics
5816,51387,18466,0.0,8.5,Casing
5817,51388,18466,8.5,46.32,Intermediate to Ultramafic Volcanics
5818,51389,18466,46.32,54.89,Early Diorite
5819,51390,18466,54.89,68.88,Intermediate to Ultramafic Volcanics
5820,51391,18466,68.88,70.25,Early Diorite
5821,51392,18466,70.25,75.46,Intermediate to Ultramafic Volcanics
5822,51393,18466,75.46,90.0,Early Diorite
5823,51394,18467,0.0,8.47,Casing
5824,51395,18467,8.47,17.67,Early Diorite
5825,51396,18467,17.67,30.66,Intermediate to Ultramafic Volcanics
5826,51397,18467,30.66,32.46,Diorite
5827,51398,18467,32.46,39.47,Intermediate to Ultramafic Volcanics
5828,51399,18467,39.47,45.9,Early Diorite
5829,51400,18467,45.9,46.23,Shear Zone
5830,51401,18467,46.23,47.48,Shear Zone
5831,51402,18467,47.48,47.7,Early Diorite
5832,51403,18467,47.7,87.47,Intermediate to Ultramafic Volcanics
5833,51404,18467,87.47,113.99,Early Diorite
5834,51405,18468,0.0,6.4,Casing
5835,51406,18468,6.4,8.19,Intermediate to Ultramafic Volcanics
5836,51407,18468,8.19,11.33,Early Diorite
5837,51408,18468,11.33,14.69,Intermediate to Ultramafic Volcanics
5838,51409,18468,14.69,44.19,Early Diorite
5839,51410,18468,44.19,45.72,Intermediate to Ultramafic Volcanics
5840,51411,18468,45.72,62.17,Intermediate to Ultramafic Volcanics
5841,51412,18468,62.17,65.71,Early Diorite
5842,51413,18468,65.71,85.49,Intermediate to Ultramafic Volcanics
5843,51414,18468,85.49,93.96,Early Diorite
5844,51415,18468,93.96,100.21,Intermediate to Ultramafic Volcanics
5845,51416,18468,100.21,111.0,Early Diorite
5846,51417,18469,0.0,10.75,Casing
5847,51418,18469,10.75,13.16,Intermediate to Ultramafic Volcanics
5848,51419,18469,13.16,13.68,Felsic to Intermediate Dykes
5849,51420,18469,13.68,24.1,Early Diorite
5850,51421,18469,24.1,24.87,Felsic to Intermediate Dykes
5851,51422,18469,24.87,27.79,Early Diorite
5852,51423,18469,27.79,36.63,Felsic to Intermediate Dykes
5853,51424,18469,36.63,40.23,Diabase
5854,51425,18469,40.23,48.49,Felsic to Intermediate Dykes
5855,51426,18469,48.49,59.37,Early Diorite
5856,51427,18469,59.37,64.83,Early Diorite
5857,51428,18469,64.83,66.2,Intermediate to Ultramafic Volcanics
5858,51429,18469,66.2,70.28,Early Diorite
5859,51430,18469,70.28,74.37,Felsic to Intermediate Dykes
5860,51431,18469,74.37,77.72,Shear Zone
5861,51432,18469,77.72,78.63,Felsic to Intermediate Dykes
5862,51433,18469,78.63,83.88,Early Diorite
5863,51434,18469,83.88,86.25,Shear Zone
5864,51435,18469,86.25,116.0,Early Diorite
5865,51449,18470,0.0,8.93,Casing
5866,51450,18470,8.93,10.66,Intermediate to Ultramafic Volcanics
5867,51451,18470,10.66,15.51,Early Diorite
5868,51452,18470,15.51,26.31,Intermediate to Ultramafic Volcanics
5869,51453,18470,26.31,28.62,Shear Zone
5870,51454,18470,28.62,31.02,Shear Zone
5871,51455,18470,31.02,33.0,Felsic to Intermediate Dykes
5872,51456,18470,33.0,56.99,Intermediate to Ultramafic Volcanics
5873,51457,18471,0.0,6.15,Casing
5874,51458,18471,6.15,35.28,Intermediate to Ultramafic Volcanics
5875,51459,18471,35.28,38.46,Early Diorite
5876,51460,18471,38.46,57.79,Intermediate to Ultramafic Volcanics
5877,51461,18471,57.79,58.82,Shear Zone
5878,51462,18471,58.82,64.03,Intermediate to Ultramafic Volcanics
5879,51463,18471,64.03,65.98,Felsic to Intermediate Dykes
5880,51464,18471,65.98,74.88,Intermediate to Ultramafic Volcanics
5881,51465,18471,74.88,77.99,Felsic to Intermediate Dykes
5882,51466,18472,0.0,7.49,Casing
5883,51467,18472,7.49,10.63,Intermediate to Ultramafic Volcanics
5884,51468,18472,10.63,21.64,Felsic to Intermediate Dykes
