,Unnamed: 0,BHID,AT,AZ,DIP
159,9163,14344,49.07,7.31,63.0
160,9164,14344,152.7,9.31,63.0
161,9165,14344,248.71,15.31,63.0
162,9166,14344,347.77,17.31,62.0
163,9167,14345,0.0,2.31,50.0
164,9168,14345,12.49,358.31,49.0
165,9169,14345,137.46,11.31,49.0
166,9170,14345,244.14,15.31,46.0
167,9292,14400,0.0,2.31,75.0
168,9293,14400,18.59,358.31,73.0
169,9294,14400,97.84,8.31,73.0
170,9295,14400,216.71,10.31,73.0
171,9296,14400,311.2,16.31,74.0
172,9297,14400,384.35,15.31,75.0
173,9298,14400,417.88,16.31,74.0
174,10399,14972,0.0,2.31,76.0
175,10400,14972,93.87,2.31,76.0
176,10401,14972,106.07,2.31,75.0
177,10402,14972,112.16,2.31,76.0
178,10403,14972,118.26,361.31,77.0
179,10404,14972,124.35,361.31,76.0
180,10405,14972,130.45,361.31,77.0
181,10406,14972,136.55,361.31,77.0
182,10407,14972,244.75,8.81,77.0
183,10408,14972,246.27,8.81,77.0
184,10409,14972,252.37,8.81,78.0
185,10410,14972,258.47,8.81,78.5
186,10411,14972,270.66,8.81,78.5
187,10412,14972,282.85,8.81,78.0
188,10413,14972,394.1,7.31,78.5
189,10414,14972,395.63,7.31,77.5
190,10415,14973,0.0,2.31,74.0
191,10416,14973,43.58,11.31,73.0
192,10417,14973,75.59,11.47,74.0
193,10418,14973,99.97,11.59,73.5
194,10419,14973,118.26,11.68,72.5
195,10420,14973,130.45,11.74,72.0
196,10421,14973,144.17,11.81,72.5
197,10422,14973,179.22,12.27,72.0
198,10423,14973,197.51,12.5,72.5
199,10424,14973,209.7,12.66,72.5
200,10425,14973,221.89,12.82,72.0
201,10426,14973,240.18,13.06,72.5
202,10427,14973,259.99,13.31,72.0
203,10428,14973,319.43,14.64,72.5
204,10429,14973,356.0,15.46,73.0
205,10430,14973,392.58,16.28,72.0
206,10431,14973,394.1,16.31,72.0
207,10432,14973,410.87,16.31,73.0
208,10433,14974,0.0,2.31,66.0
209,10434,14974,69.49,3.93,66.0
210,10435,14974,107.59,4.81,65.0
211,10436,14974,118.26,4.55,65.0
212,10437,14974,130.45,4.24,65.0
213,10438,14974,191.41,2.72,64.0
214,10439,14974,215.79,362.11,63.5
215,10440,14974,240.18,361.5,63.0
216,10441,14974,264.56,360.89,63.5
217,10442,14974,386.48,357.84,62.5
218,10443,14974,427.63,356.81,61.5
219,10444,14974,429.15,356.81,62.0
220,10445,14975,0.0,2.31,60.0
221,10446,14975,75.59,359.4,60.0
222,10447,14975,87.78,358.93,59.5
223,10448,14975,136.55,357.05,59.0
224,10449,14975,142.64,356.81,58.5
225,10450,14975,160.93,357.25,57.0
226,10451,14975,185.31,357.83,56.0
227,10452,14975,226.46,358.81,54.0
228,10453,14975,240.18,359.01,55.0
229,10454,14975,282.85,359.65,53.5
230,10455,14975,325.52,360.28,53.0
231,10456,14975,392.58,361.27,52.0
232,10457,14975,410.87,361.54,51.5
233,10458,14975,423.06,361.72,51.0
234,10459,14975,429.15,361.81,50.0
235,10460,14976,0.0,2.31,70.0
236,10461,14976,26.82,2.31,70.0
237,10462,14976,51.2,2.31,69.0
238,10463,14976,69.49,2.31,68.0
239,10464,14976,93.87,3.31,67.5
240,10465,14976,203.6,3.9,66.0
241,10466,14976,234.08,4.06,65.0
242,10467,14976,281.33,4.31,64.5
243,10468,14976,386.48,7.02,64.0
244,10469,14976,397.76,7.81,63.0
245,10470,14977,0.0,2.31,75.0
246,10471,14977,87.78,360.53,76.0
247,10472,14977,122.83,359.81,75.5
248,10473,14977,173.12,360.75,75.0
249,10474,14977,240.18,361.99,75.0
250,10475,14977,284.37,2.81,76.0
251,10476,14977,394.1,359.81,76.0
252,10477,14977,395.63,359.36,76.0
253,10478,14977,395.78,359.31,76.0
254,10479,14978,0.0,182.31,65.0
255,10480,14978,14.63,182.31,65.0
256,10481,14978,39.01,182.31,64.0
257,10482,14978,57.3,182.31,63.0
258,10483,14978,75.59,182.31,62.0
259,10484,14978,130.45,182.31,60.5
260,10485,14978,173.12,182.31,60.0
261,10486,14978,191.41,182.31,59.0
262,10487,14978,270.66,182.31,58.0
263,10488,14978,313.33,182.31,57.0
264,10489,14978,343.81,182.31,55.0
265,10490,14978,368.19,182.31,54.0
266,10522,15,0.0,353.31,36.0
267,10523,15,30.48,353.31,37.0
268,10524,15,60.96,353.31,-35.0
269,10525,15,91.44,353.31,-31.0
270,10566,15025,0.0,182.31,49.0
271,10567,15025,14.63,182.31,49.0
272,10568,15025,39.01,182.31,48.0
273,10569,15025,142.64,182.31,47.0
274,10570,15025,185.31,182.31,46.0
275,10571,15026,0.0,182.31,50.0
276,10572,15026,112.16,191.81,50.0
277,10573,15026,136.55,191.81,49.0
278,10574,15026,185.31,191.81,48.0
279,10575,15026,231.03,195.31,47.0
280,10576,15026,264.56,195.31,46.0
281,11511,15273,0.0,361.96,60.0
282,11512,15273,18.28,360.81,59.0
283,11513,15273,36.57,360.51,58.0
284,11514,15273,103.63,359.72,59.5
285,11515,15273,149.35,359.31,53.0
286,11516,15273,225.55,4.21,52.5
287,11517,15273,304.8,362.11,51.5
288,11518,15273,335.28,360.64,52.0
289,11519,15273,341.37,360.51,52.0
290,11520,15273,344.42,360.44,51.0
291,11521,15273,350.52,360.31,51.0
292,11522,15273,356.61,360.17,51.0
293,11523,15273,362.71,360.04,51.0
294,11524,15273,368.8,359.9,50.0
295,11525,15273,374.9,359.77,50.0
296,11526,15273,381.0,359.63,50.0
297,11527,15273,387.09,359.5,50.0
298,11528,15273,395.63,359.91,49.0
299,11529,15274,0.0,361.61,44.0
300,11530,15274,42.67,4.61,44.5
301,11531,15274,158.49,3.31,38.5
302,11532,15274,182.88,361.31,45.0
303,11533,15274,225.55,361.31,38.5
304,11534,15274,277.36,3.91,34.5
305,11535,15275,0.0,182.53,65.0
306,11536,15275,15.24,182.97,66.0
307,11537,15275,21.33,183.24,66.0
308,11538,15275,27.43,183.5,65.0
309,11539,15275,33.52,183.76,66.0
310,11540,15275,39.62,184.03,66.0
311,11541,15275,45.72,184.29,65.0
312,11542,15275,51.81,184.56,65.0
313,11543,15275,57.91,184.82,63.0
314,11544,15275,64.0,185.09,64.0
315,11545,15275,70.1,185.35,63.0
316,11546,15275,76.2,185.61,62.0
317,11547,15275,82.29,185.88,63.0
318,11548,15275,88.39,186.14,62.0
319,11549,15275,94.48,186.41,62.0
320,11550,15275,100.58,186.67,62.0
321,11551,15275,106.68,186.93,61.0
322,11552,15275,112.77,187.2,62.0
323,11553,15275,118.87,187.46,62.0
324,11554,15275,124.96,187.73,61.0
325,11555,15275,131.06,187.99,61.0
326,11556,15275,137.16,188.26,61.0
327,11557,15275,143.25,188.52,61.0
328,11558,15275,149.35,188.78,61.0
329,11559,15275,155.44,189.05,61.0
330,11560,15275,161.54,190.11,62.0
331,11561,15275,167.64,189.06,61.0
332,11562,15275,173.73,188.81,60.0
333,11563,15275,179.83,188.56,59.0
334,11564,15275,185.92,188.31,59.0
335,11565,15275,192.02,188.06,58.0
336,11566,15275,198.12,187.81,57.0
337,11567,15275,204.21,187.56,58.0
338,11568,15275,210.31,187.31,58.0
339,11569,15275,216.4,187.06,58.0
340,11570,15275,222.5,186.81,58.0
341,11571,15275,228.6,186.56,58.0
342,11572,15275,234.69,186.31,60.0
343,11573,15275,240.79,186.24,58.0
344,11574,15275,246.88,186.17,58.0
345,11575,15275,252.98,186.1,57.0
346,11576,15275,259.08,186.04,56.0
347,11577,15275,265.17,185.97,56.0
348,11578,15275,271.27,185.9,57.0
349,11579,15275,277.36,185.83,56.0
350,11580,15275,283.46,185.76,57.0
351,11581,15275,289.56,185.69,56.0
352,11582,15275,295.65,185.62,55.0
353,11583,15275,301.75,185.55,55.0
354,11584,15275,307.84,185.48,55.0
355,11585,15275,313.94,185.42,55.0
356,11586,15275,323.08,185.91,56.0
357,11587,15275,329.18,185.52,56.0
358,11588,15275,335.28,185.73,55.0
359,11589,15275,341.37,185.94,54.0
360,11590,15275,347.47,186.15,53.0
361,11591,15275,356.61,186.47,51.0
362,11592,15275,362.71,186.68,52.0
363,11593,15275,371.85,187.0,51.0
364,11594,15275,377.95,187.21,51.0
365,11595,15275,381.0,188.01,53.5
366,11596,15275,384.04,187.28,50.0
367,11597,15275,390.14,187.23,50.0
368,11598,15275,396.24,187.18,50.0
369,11599,15275,402.33,187.12,50.0
370,11600,15275,408.43,187.07,50.0
371,11601,15275,414.52,187.02,50.0
372,11602,15275,420.62,186.96,49.0
373,11603,15275,426.72,186.91,50.0
374,11604,15275,432.81,186.86,50.0
375,11605,15275,438.91,186.8,49.0
376,11606,15275,445.0,186.75,49.0
377,11607,15275,451.1,186.69,49.0
378,11608,15275,457.2,186.64,48.0
379,11609,15275,463.29,186.59,48.0
380,11610,15275,469.39,186.53,48.0
381,11611,15275,475.48,186.48,48.0
382,11612,15275,481.58,186.43,47.0
383,11613,15275,487.68,186.37,47.0
384,11614,15275,493.77,186.32,47.0
385,11615,15275,494.53,186.31,48.0
386,11616,15276,0.0,182.28,59.0
387,11617,15276,12.19,181.48,60.0
388,11618,15276,15.24,181.52,60.0
389,11619,15276,21.33,181.6,60.0
390,11620,15276,24.38,181.65,60.0
391,11621,15276,30.48,181.73,60.0
392,11622,15276,36.57,181.81,60.0
393,11623,15276,42.67,181.9,60.0
394,11624,15276,51.81,182.02,60.0
395,11625,15276,60.96,182.15,60.0
396,11626,15276,67.05,182.23,59.0
397,11627,15276,73.15,182.91,61.5
398,11628,15276,76.2,182.4,60.0
399,11629,15276,82.29,182.58,59.0
400,11630,15276,88.39,182.77,59.0
401,11631,15276,94.48,182.95,59.0
402,11632,15276,100.58,183.13,58.0
403,11633,15276,106.68,183.31,59.0
404,11634,15276,112.77,183.49,58.0
405,11635,15276,121.92,183.77,58.0
406,11636,15276,128.01,183.95,58.0
407,11637,15276,134.11,184.13,57.0
408,11638,15276,140.2,184.31,58.0
409,11639,15276,146.3,184.49,57.0
410,11640,15276,152.4,184.68,57.0
411,11641,15276,158.49,184.86,57.0
412,11642,15276,164.59,185.04,56.0
413,11643,15276,170.68,185.22,57.0
414,11644,15276,176.78,185.4,56.0
415,11645,15276,182.88,185.58,56.0
416,11646,15276,188.97,185.77,55.0
417,11647,15276,195.07,185.95,54.0
418,11648,15276,204.21,186.22,54.0
419,11649,15276,210.31,186.4,54.0
420,11650,15276,216.4,186.58,53.0
421,11651,15276,222.5,186.77,53.0
422,11652,15276,228.6,186.95,53.0
423,11653,15276,234.69,187.13,53.0
424,11654,15276,240.79,187.31,53.0
425,11655,15276,246.88,187.22,53.0
426,11656,15276,252.98,187.13,52.0
427,11657,15276,259.08,187.04,54.0
428,11658,15276,265.17,186.94,54.0
429,11659,15276,271.27,186.85,54.0
430,11660,15276,277.36,186.76,53.0
431,11661,15276,283.46,186.67,54.0
432,11662,15276,289.56,186.58,54.0
433,11663,15276,295.65,186.48,53.0
434,11664,15276,301.75,186.39,53.0
435,11665,15276,307.84,186.3,53.0
436,11666,15276,313.94,186.21,53.0
437,11667,15276,320.04,186.12,53.0
438,11668,15276,326.13,186.02,52.0
439,11669,15276,332.23,185.93,52.0
440,11670,15276,338.32,185.84,52.0
441,11671,15276,344.42,185.75,52.0
442,11672,15276,373.38,185.91,49.0
443,11673,15276,423.67,183.11,47.0
444,11674,15277,0.0,183.34,59.0
445,11675,15277,21.33,184.58,55.0
446,11676,15277,27.43,184.95,55.0
447,11677,15277,33.52,185.31,55.0
448,11678,15277,42.67,185.86,54.0
449,11679,15277,48.76,186.22,54.0
450,11680,15277,54.86,186.58,54.0
451,11681,15277,57.91,186.77,54.0
452,11682,15277,64.0,187.13,54.0
453,11683,15277,70.1,187.49,54.0
454,11684,15277,76.2,187.86,54.0
455,11685,15277,82.29,188.22,53.0
456,11686,15277,88.39,188.58,53.0
457,11687,15277,94.48,188.95,53.0
458,11688,15277,100.58,189.31,53.4
459,11689,15277,103.63,189.27,53.0
460,11690,15277,109.72,189.19,53.0
461,11691,15277,176.78,188.32,50.0
462,11692,15277,179.83,188.28,51.0
463,11693,15277,185.92,188.2,50.0
464,11694,15277,192.02,188.12,49.0
465,11695,15277,198.12,188.04,49.0
466,11696,15277,204.21,187.96,48.0
467,11697,15277,210.31,187.88,48.0
468,11698,15277,216.4,187.8,47.0
469,11699,15277,228.6,187.64,45.0
470,11700,15277,234.69,187.56,44.0
471,11701,15277,240.79,187.48,45.0
472,11702,15277,246.88,187.4,45.0
473,11703,15277,252.98,187.32,45.0
474,11704,15277,253.89,187.31,46.0
475,11705,15277,259.08,187.02,44.0
476,11706,15277,265.17,186.67,44.0
477,11707,15277,271.27,186.32,44.0
478,11708,15277,274.32,186.14,43.0
479,11709,15277,280.41,185.8,43.0
480,11710,15277,286.51,185.45,44.0
481,11711,15277,292.6,185.1,43.0
482,11712,15277,298.7,184.75,43.0
483,11713,15277,304.8,184.4,44.0
484,11714,15277,310.89,184.05,43.0
485,11715,15277,316.99,183.71,42.0
486,11716,15277,323.08,183.36,43.0
487,11717,15277,329.18,183.01,39.0
488,11718,15277,338.32,182.49,39.0
489,11719,15277,341.37,183.01,40.7
490,11720,15277,347.47,182.31,39.0
491,11721,15277,353.56,182.31,39.0
492,11722,15277,362.71,182.31,39.0
493,11723,15277,368.8,182.31,38.0
494,11724,15277,374.9,182.31,39.0
495,11725,15277,381.0,182.31,38.0
496,11726,15277,387.09,182.31,38.0
497,11727,15277,393.19,182.31,38.0
498,11728,15277,399.28,182.31,38.0
499,11729,15277,405.38,182.31,37.0
500,11730,15277,411.48,182.31,37.0
501,11731,15277,417.57,182.31,37.0
502,11732,15277,423.67,183.01,37.0
503,13304,16,0.0,173.31,45.0
504,13305,16,30.48,173.31,48.0
505,13306,16,60.96,173.31,44.0
506,13370,16037,0.0,360.94,67.0
507,13371,16037,30.48,361.89,67.0
508,13372,16037,60.96,2.83,67.0
509,13373,16037,118.56,4.61,66.0
510,13374,16037,121.92,4.55,65.0
511,13375,16037,182.88,3.37,65.0
512,13376,16037,222.19,2.61,66.0
513,13377,16037,304.8,7.72,64.0
514,13378,16037,306.32,7.81,64.5
515,13379,16037,365.76,5.41,62.0
516,13380,16037,405.38,3.81,64.2
517,13381,16037,426.72,4.68,64.0
518,13382,16037,487.68,7.15,61.5
519,13383,16037,489.2,7.21,64.12
520,13384,16038,0.0,361.43,67.25
521,13385,16038,30.48,361.13,68.0
522,13386,16038,118.87,360.25,68.0
523,13387,16038,131.06,360.13,67.3
524,13388,16038,152.4,361.07,68.0
525,13389,16038,213.36,3.76,66.0
526,13390,16038,231.64,4.56,64.8
527,13391,16038,274.32,4.45,62.0
528,13392,16038,327.66,4.31,62.7
529,13393,16038,335.28,4.42,61.5
530,13394,16038,396.24,5.28,61.0
531,13395,16038,413.0,5.51,62.5
532,13396,16038,457.2,7.75,60.0
533,13397,16038,466.34,8.21,61.5
534,13398,16039,0.0,4.04,67.78
535,13399,16039,30.48,3.34,66.0
536,13400,16039,91.44,361.95,65.0
537,13401,16039,92.96,361.91,66.4
538,13402,16039,152.4,2.76,64.5
539,13403,16039,204.21,3.51,66.0
540,13404,16039,213.36,3.64,64.5
541,13405,16039,274.32,4.51,64.0
542,13406,16039,309.37,5.01,65.5
543,13407,16039,335.28,4.65,63.0
544,13408,16039,396.24,3.79,64.0
545,13409,16039,416.05,3.51,65.0
546,13410,16039,457.2,4.11,62.0
547,13411,16039,484.63,4.51,64.5
548,13879,16230,0.0,2.31,68.0
549,13880,16230,36.57,2.31,66.0
550,13881,16230,56.69,2.31,66.0
551,13882,16231,0.0,2.31,90.0
552,13883,16231,32.3,2.31,89.0
553,13884,16231,62.78,2.31,90.0
554,13885,16231,81.07,2.31,90.0
555,13886,16232,0.0,2.31,63.0
556,13887,16232,25.48,2.31,62.0
557,13888,16233,0.0,2.31,53.0
558,13889,16233,30.48,2.31,55.0
559,13890,16233,47.0,2.31,55.0
560,13891,16234,0.0,2.31,64.0
561,13892,16234,30.48,2.31,64.0
562,13893,16234,60.96,2.31,65.0
563,13894,16234,91.44,2.31,64.0
564,13895,16234,106.68,2.31,64.0
565,13896,16235,0.0,182.31,88.0
566,13897,16235,30.48,182.31,88.0
567,13898,16235,46.69,182.31,86.0
568,13899,16236,0.0,2.31,53.0
569,13900,16236,30.48,2.31,55.0
570,13901,16236,60.96,2.31,57.0
571,13902,16236,76.2,2.31,58.0
572,13903,16237,0.0,182.31,84.0
573,13904,16237,30.48,182.31,84.0
574,13905,16237,60.96,182.31,84.0
575,13906,16238,0.0,182.31,85.0
576,13907,16238,30.48,182.31,85.0
577,13908,16238,60.96,182.31,86.0
578,13909,16239,0.0,2.31,45.0
579,13910,16239,30.48,2.31,45.0
580,13911,16239,60.96,2.31,46.0
581,13912,16239,85.34,2.31,46.0
582,13914,16240,0.0,182.31,86.0
583,13915,16240,30.48,182.31,85.0
584,13916,16240,53.34,182.31,85.0
585,13917,16241,0.0,2.31,66.0
586,13918,16241,30.48,2.31,65.0
587,13919,16241,60.96,2.31,66.0
588,13920,16241,91.44,2.31,67.0
589,13921,16241,108.2,2.31,67.0
590,13922,16242,0.0,2.31,90.0
591,13923,16242,30.48,2.31,87.0
592,13924,16242,60.96,2.31,87.0
593,13925,16242,91.44,2.31,87.0
594,13926,16242,106.98,2.31,87.0
595,13927,16243,0.0,2.31,43.0
596,13928,16243,30.48,2.31,43.0
597,13929,16244,0.0,182.31,82.0
598,13930,16244,30.48,182.31,82.0
599,13931,16246,0.0,2.31,45.0
600,13932,16246,30.48,2.31,44.0
601,13933,16246,60.96,2.31,43.0
602,13934,16247,0.0,182.31,62.0
603,13935,16247,30.48,182.31,62.0
604,13936,16247,60.96,182.31,62.0
605,13937,16247,76.5,182.31,62.0
606,13938,16247,76.71,182.31,62.0
607,14183,16295,0.0,2.31,60.0
608,14184,16295,30.48,2.31,57.0
609,14185,16295,50.04,2.31,59.0
610,14318,16353,0.0,2.31,72.0
611,14319,16353,30.48,2.31,72.0
612,14320,16354,0.0,182.31,73.0
613,14321,16354,30.48,182.31,74.0
614,14322,16354,59.74,182.31,73.0
615,14323,16355,0.0,182.31,80.0
616,14324,16355,31.08,182.31,80.0
617,14325,16356,0.0,182.31,84.0
618,14326,16356,30.48,182.31,86.0
619,14327,16356,59.74,182.31,85.0
620,14328,16357,0.0,182.31,45.0
621,14329,16357,30.48,182.31,44.0
622,14330,16357,53.34,182.31,43.0
623,14331,16358,0.0,2.31,84.0
624,14332,16358,31.69,2.31,84.0
625,14333,16358,52.73,2.31,84.0
626,14334,16359,0.0,2.31,56.0
627,14335,16359,30.48,2.31,56.0
628,14336,16359,45.72,2.31,56.0
629,14338,16360,0.0,182.31,84.0
630,14339,16360,30.48,182.31,84.0
631,14340,16360,60.96,182.31,83.0
632,14341,16361,0.0,2.31,74.0
633,14342,16361,34.74,2.31,74.0
634,14343,16362,0.0,2.31,84.5
635,14344,16362,30.48,360.31,84.0
636,14345,16362,60.96,358.31,86.0
637,14346,16362,91.44,356.31,86.0
638,14347,16362,121.92,354.31,87.0
639,14348,16362,152.09,352.33,87.0
640,14349,16362,152.4,352.31,87.0
641,14350,16362,182.88,352.31,88.0
642,14351,16362,213.36,352.31,89.0
643,14433,16382,0.0,2.31,56.0
644,14434,16382,30.48,2.31,57.0
645,14435,16383,0.0,182.31,70.0
646,14436,16383,29.01,182.31,71.0
647,14437,16383,48.76,182.31,71.0
648,14994,16704,0.0,2.31,70.0
649,14995,16704,32.0,2.31,71.0
650,14996,16705,0.0,2.31,59.0
651,14997,16705,25.9,2.31,60.0
652,14998,16706,0.0,2.31,64.0
653,14999,16706,36.57,2.31,63.0
654,15000,16707,0.0,2.31,64.0
655,15001,16707,33.52,2.31,65.0
656,15002,16708,0.0,2.31,54.0
657,15003,16708,45.72,2.31,56.0
658,15004,16709,0.0,2.31,51.0
659,15005,16709,33.52,2.31,52.0
660,15007,16710,0.0,2.31,61.0
661,15008,16710,38.1,2.31,62.0
662,15009,16711,0.0,2.31,58.0
663,15010,16711,36.57,2.31,59.0
664,15011,16712,0.0,2.31,50.0
665,15012,16712,45.72,2.31,48.0
666,15013,16713,0.0,2.31,47.5
667,15014,16713,36.57,2.31,55.0
668,15015,16714,0.0,2.31,54.5
669,15016,16714,44.19,2.31,63.0
670,15017,16715,0.0,2.31,53.5
671,15018,16715,20.42,2.31,58.0
672,15019,16715,35.05,2.31,58.0
673,15020,16716,0.0,182.31,79.0
674,15021,16716,9.14,182.31,78.0
675,15022,16716,35.05,182.31,78.0
676,15023,16717,0.0,2.31,63.0
677,15024,16717,11.27,2.31,63.0
678,15025,16717,30.48,2.31,64.0
679,15026,16718,0.0,2.31,54.0
680,15027,16718,13.71,2.31,53.0
681,15028,16718,30.48,2.31,53.0
682,15046,16728,0.0,2.31,74.0
683,15047,16728,9.75,2.31,76.0
684,15048,16728,18.28,2.31,75.0
685,15049,16729,0.0,2.31,74.0
686,15050,16729,13.71,2.31,73.0
687,15052,16730,0.0,2.31,74.0
688,15053,16730,8.22,2.31,75.0
689,15054,16730,33.52,2.31,75.0
690,15055,16731,0.0,2.31,64.0
691,15056,16731,9.14,2.31,64.0
692,15057,16731,24.38,2.31,64.0
693,15058,16732,0.0,182.31,75.0
694,15059,16732,12.19,182.31,73.0
695,15060,16732,32.0,182.31,72.0
696,15061,16733,0.0,2.31,60.0
697,15062,16733,12.8,2.31,59.0
698,15063,16733,36.57,2.31,57.0
699,15064,16734,0.0,182.31,81.0
700,15065,16734,10.36,182.31,83.0
