,Unnamed: 0,BHID,AT,AZ,DIP
701,15066,16734,27.43,182.31,83.0
702,15067,16735,0.0,182.31,83.0
703,15068,16735,10.66,182.31,83.0
704,15069,16735,30.48,182.31,83.0
705,15070,16736,0.0,2.31,72.0
706,15071,16736,9.14,2.31,72.0
707,15072,16736,32.0,2.31,72.0
708,15586,17,0.0,353.31,35.0
709,15587,17,30.48,353.31,35.0
710,15588,17,60.35,353.31,30.0
711,16902,17563,0.0,2.31,65.0
712,16903,17563,21.33,2.31,64.0
713,16904,17564,0.0,2.31,65.0
714,16905,17564,30.48,2.31,64.0
715,16906,17565,0.0,2.31,65.0
716,16907,17565,31.08,2.31,65.0
717,16908,17566,0.0,2.31,65.0
718,16909,17566,32.61,2.31,64.0
719,16910,17567,0.0,2.31,65.0
720,16911,17567,30.48,2.31,64.0
721,16912,17567,46.93,2.31,64.0
722,16913,17568,0.0,2.31,65.0
723,16914,17568,30.48,2.31,64.0
724,16915,17568,36.57,2.31,64.0
725,16916,17569,0.0,2.31,65.0
726,16917,17569,30.48,2.31,64.0
727,16919,17570,0.0,2.31,65.0
728,16920,17570,31.08,2.31,64.0
729,16921,17571,0.0,2.31,65.0
730,16922,17571,44.8,2.31,64.0
731,16923,17572,0.0,2.31,65.0
732,16924,17572,30.48,2.31,63.0
733,16925,17573,0.0,2.31,65.0
734,16926,17573,41.45,2.31,64.0
735,16944,17586,0.0,2.31,70.0
736,16945,17586,22.25,2.31,69.0
737,16946,17587,0.0,2.31,45.0
738,16947,17587,40.53,2.31,45.0
739,16948,17588,0.0,2.31,90.0
740,16949,17588,30.48,2.31,89.0
741,16950,17589,0.0,2.31,45.0
742,16951,17589,30.48,2.31,43.0
743,16952,17589,51.81,2.31,42.0
744,16954,17590,0.0,2.31,45.0
745,16955,17590,44.5,2.31,45.0
746,16956,17591,0.0,2.31,40.0
747,16957,17591,30.48,2.31,40.0
748,16958,17591,62.48,2.31,40.0
749,16959,17592,0.0,2.31,40.0
750,16960,17592,30.48,2.31,40.0
751,16961,17592,53.03,2.31,40.0
752,16962,17593,0.0,2.31,90.0
753,16963,17593,36.57,2.31,90.0
754,16964,17594,0.0,182.31,85.0
755,16965,17594,39.01,182.31,85.0
756,16979,17600,0.0,2.31,75.0
757,16980,17600,32.91,2.31,75.0
758,16981,17601,0.0,2.31,65.0
759,16982,17601,24.38,2.31,64.0
760,16983,17602,0.0,2.31,90.0
761,16984,17602,30.48,2.31,90.0
762,16985,17602,42.06,2.31,90.0
763,16986,17603,0.0,2.31,65.0
764,16987,17603,30.48,2.31,65.0
765,16988,17604,0.0,2.31,65.0
766,16989,17604,30.48,2.31,64.0
767,16990,17605,0.0,2.31,65.0
768,16991,17605,18.28,2.31,65.0
769,16992,17606,0.0,2.31,65.0
770,16993,17606,30.48,2.31,65.0
771,16994,17606,42.06,2.31,65.0
772,16995,17607,0.0,2.31,65.0
773,16996,17607,29.87,2.31,65.0
774,16997,17608,0.0,2.31,65.0
775,16998,17608,30.48,2.31,65.0
776,16999,17609,0.0,2.31,70.0
777,17000,17609,30.48,2.31,69.0
778,17001,17609,51.81,2.31,69.0
779,17003,17610,0.0,2.31,50.0
780,17004,17610,30.48,2.31,50.0
781,17005,17611,0.0,182.31,30.0
782,17006,17611,48.76,182.31,35.0
783,17007,17612,0.0,2.31,75.0
784,17008,17612,30.48,2.31,75.0
785,17009,17612,45.11,2.31,75.0
786,17010,17613,0.0,2.31,65.0
787,17011,17613,30.48,2.31,64.0
788,17012,17614,0.0,182.31,35.0
789,17013,17614,30.48,182.31,37.0
790,17014,17614,49.68,182.31,37.0
791,17015,17615,0.0,2.31,70.0
792,17016,17615,30.48,2.31,74.0
793,17017,17615,45.11,2.31,74.0
794,17018,17616,0.0,2.31,50.0
795,17019,17616,29.87,2.31,54.0
796,17020,17617,0.0,182.31,40.0
797,17021,17617,30.48,182.31,38.0
798,17054,17638,0.0,182.31,70.0
799,17055,17638,33.52,182.31,74.0
800,17056,17639,0.0,182.31,80.0
801,17057,17639,33.52,182.31,80.0
802,17059,17640,0.0,2.31,90.0
803,17060,17640,30.48,2.31,85.0
804,17061,17641,0.0,182.31,70.0
805,17062,17641,30.48,182.31,75.0
806,17063,17642,0.0,2.31,65.0
807,17064,17642,30.48,2.31,65.0
808,17065,17643,0.0,2.31,65.0
809,17066,17643,39.01,2.31,65.0
810,17067,17644,0.0,2.31,65.0
811,17068,17644,39.01,2.31,64.0
812,17069,17645,0.0,2.31,65.0
813,17070,17645,39.01,2.31,65.0
814,17140,17670,0.0,182.31,63.0
815,17141,17670,30.48,182.31,63.0
816,17142,17671,0.0,2.31,60.0
817,17143,17671,30.48,2.31,60.0
818,17144,17672,0.0,2.31,45.0
819,17145,17672,30.48,2.31,48.0
820,17146,17673,0.0,2.31,65.0
821,17147,17673,30.48,2.31,62.0
822,17148,17674,0.0,2.31,65.0
823,17149,17674,39.01,2.31,65.0
824,17728,17837,0.0,182.31,85.0
825,17729,17837,30.48,182.31,85.0
826,17730,17837,60.96,182.31,85.0
827,17731,17838,0.0,182.31,45.0
828,17732,17838,30.48,182.31,44.0
829,17733,17838,60.96,182.31,44.0
830,17734,17839,0.0,182.31,45.0
831,17735,17839,30.48,182.31,45.0
832,17740,17840,0.0,182.31,45.0
833,17741,17840,30.48,182.31,45.0
834,17742,17840,60.96,182.31,46.0
835,17743,17840,91.44,182.31,46.0
836,17744,17841,0.0,182.31,45.0
837,17745,17841,30.48,183.98,48.0
838,17746,17841,60.96,185.65,47.0
839,17747,17841,91.44,187.31,46.0
840,17748,17842,0.0,2.31,45.0
841,17749,17842,30.48,2.31,46.0
842,17750,17842,60.96,2.31,47.0
843,17751,17843,0.0,182.31,60.0
844,17752,17843,30.48,182.31,62.0
845,17753,17843,60.96,182.31,62.0
846,17754,17843,76.2,182.31,62.0
847,17755,17844,0.0,182.31,45.0
848,17756,17844,30.48,184.64,48.0
849,17757,17844,60.96,186.97,48.0
850,17758,17844,91.44,189.29,49.0
851,17759,17844,91.74,189.31,50.0
852,17760,17845,0.0,182.31,45.0
853,17761,17845,30.48,185.11,49.0
854,17762,17845,60.96,187.91,48.0
855,17763,17845,76.2,189.31,46.0
856,17764,17846,0.0,2.31,45.0
857,17765,17846,30.48,2.31,49.0
858,17766,17846,60.96,2.31,48.0
859,17767,17847,0.0,182.31,60.0
860,17768,17847,30.48,182.31,61.0
861,17769,17847,60.96,182.31,61.0
862,17784,17856,0.0,182.31,60.0
863,17785,17856,30.48,182.31,59.0
864,17786,17856,60.96,182.31,58.0
865,17787,17856,77.72,184.31,57.0
866,17827,17881,0.0,2.31,55.0
867,17828,17881,30.48,2.31,56.0
868,17829,17881,60.96,2.31,55.0
869,17830,17881,76.2,2.31,54.0
870,17831,17882,0.0,2.31,40.0
871,17832,17882,30.48,2.31,40.0
872,17833,17882,60.96,2.31,40.0
873,17834,17882,91.44,2.31,39.0
874,17835,17883,0.0,2.31,45.0
875,17836,17883,30.48,2.31,45.0
876,17837,17883,60.96,2.31,45.0
877,17838,17884,0.0,2.31,45.0
878,17839,17884,30.48,2.31,40.0
879,17840,17884,60.96,2.31,40.0
880,17841,17884,91.44,2.31,41.0
881,17842,17884,106.68,2.31,40.0
882,17843,17885,0.0,2.31,60.0
883,17844,17885,30.48,2.31,60.0
884,17845,17885,60.96,2.31,60.0
885,17846,17885,76.2,2.31,59.0
886,17847,17886,0.0,2.31,45.0
887,17848,17886,30.48,2.31,50.0
888,17849,17886,60.96,2.31,49.0
889,17881,17890,0.0,2.31,60.0
890,17882,17890,30.48,2.31,60.0
891,17883,17890,60.96,2.31,59.0
892,17884,17891,0.0,2.31,40.0
893,17885,17891,30.48,2.31,42.0
894,17886,17891,60.96,2.31,41.0
895,17887,17891,91.44,2.31,42.0
896,17888,17891,103.63,2.31,42.0
897,17889,17892,0.0,2.31,45.0
898,17890,17892,30.48,2.31,45.0
899,17891,17892,60.96,2.31,45.0
900,17892,17893,0.0,2.31,55.0
901,17893,17893,30.48,2.31,57.0
902,17894,17893,60.96,2.31,56.0
903,17895,17894,0.0,2.31,40.0
904,17896,17894,30.48,2.31,43.0
905,17897,17894,60.96,2.31,41.0
906,17898,17894,89.61,2.31,41.0
907,17899,17895,0.0,2.31,45.0
908,17900,17895,30.48,2.31,47.0
909,17901,17895,60.96,2.31,48.0
910,17902,17895,76.2,2.31,48.0
911,17903,17896,0.0,2.31,43.0
912,17904,17896,30.48,2.31,45.0
913,17905,17896,60.96,2.31,44.0
914,17906,17896,76.2,2.31,44.0
915,17907,17897,0.0,2.31,45.0
916,17908,17897,30.48,2.31,44.0
917,17909,17897,61.87,2.31,44.0
918,17910,17898,0.0,2.31,60.0
919,17911,17898,30.48,2.31,59.0
920,17912,17898,60.96,2.31,59.0
921,17913,17898,82.29,2.31,59.0
922,17914,17899,0.0,2.31,40.0
923,17915,17899,30.48,2.31,40.0
924,17916,17899,60.96,2.31,39.0
925,17919,17900,0.0,182.31,60.0
926,17920,17900,30.48,182.31,60.0
927,17921,17900,60.96,182.31,59.0
928,17922,17901,0.0,2.31,60.0
929,17923,17901,30.48,2.31,59.0
930,17924,17901,60.96,2.31,59.0
931,17925,17901,76.2,2.31,58.0
932,17926,17902,0.0,2.31,40.0
933,17927,17902,30.48,2.31,41.0
934,17928,17902,60.96,2.31,41.0
935,17998,17920,0.0,2.31,45.0
936,17999,17920,30.48,2.31,46.0
937,18000,17920,48.76,2.31,47.0
938,18001,17921,0.0,2.31,65.0
939,18002,17921,30.48,2.31,62.0
940,18003,17921,51.81,2.31,64.0
941,18004,17922,0.0,2.31,40.0
942,18005,17922,30.48,2.31,40.0
943,18006,17922,48.76,2.31,40.0
944,18007,17923,0.0,2.31,60.0
945,18008,17923,30.48,2.31,60.0
946,18009,17923,54.86,2.31,59.0
947,18010,17924,0.0,2.31,60.0
948,18011,17924,30.48,2.31,61.0
949,18012,17924,60.96,2.31,61.0
950,18013,17924,76.2,2.31,61.0
951,18014,17925,0.0,2.31,40.0
952,18015,17925,60.96,2.31,40.0
953,18016,17925,82.29,2.31,39.0
954,18017,17926,0.0,2.31,45.0
955,18018,17926,30.48,2.31,51.0
956,18019,17926,60.96,2.31,49.0
957,18020,17927,0.0,2.31,45.0
958,18021,17927,30.48,2.31,44.0
959,18022,17927,45.72,2.31,44.0
960,18023,17928,0.0,2.31,45.0
961,18024,17928,30.48,2.31,43.0
962,18025,17928,45.72,2.31,44.0
963,18026,17929,0.0,182.31,55.0
964,18027,17929,30.48,182.31,57.0
965,18028,17929,64.0,182.31,56.0
966,18030,17930,0.0,182.31,75.0
967,18031,17930,30.48,182.31,75.0
968,18032,17930,51.81,182.31,73.0
969,18033,17931,0.0,182.31,83.0
970,18034,17931,30.48,182.31,83.0
971,18035,17931,48.76,182.31,83.0
972,18036,17932,0.0,182.31,75.0
973,18037,17932,30.48,182.31,74.0
974,18038,17932,45.72,182.31,75.0
975,18039,17933,0.0,182.31,86.0
976,18040,17933,30.48,182.31,85.0
977,18041,17933,51.81,182.31,86.0
978,18042,17934,0.0,2.31,90.0
979,18043,17934,30.48,2.31,90.0
980,18044,17934,54.86,2.31,90.0
981,18045,17935,0.0,182.31,83.0
982,18046,17936,0.0,182.31,79.0
983,18047,17936,30.48,182.31,79.0
984,18048,17936,48.76,182.31,77.0
985,18049,17937,0.0,2.31,45.0
986,18050,17937,30.48,2.31,47.0
987,18051,17937,60.96,2.31,47.0
988,18052,17937,74.98,2.31,47.0
989,18053,17938,0.0,2.31,47.0
990,18054,17938,30.48,2.31,49.0
991,18055,17938,60.96,2.31,49.0
992,18056,17938,74.98,2.31,48.0
993,18057,17939,0.0,2.31,45.0
994,18059,17940,0.0,2.31,47.0
995,18060,17940,30.48,2.31,48.0
996,18061,17940,60.96,2.31,48.0
997,18062,17940,74.98,2.31,47.0
998,18063,17941,0.0,2.31,45.0
999,18064,17941,30.48,2.31,45.0
1000,18065,17941,60.96,2.31,44.0
1001,18066,17941,74.98,2.31,44.0
1002,18067,17942,0.0,2.31,45.0
1003,18068,17943,0.0,2.31,47.0
1004,18069,17943,30.48,2.31,46.0
1005,18070,17943,60.96,2.31,46.0
1006,18071,17943,74.98,2.31,46.0
1007,18072,17944,0.0,2.31,48.0
1008,18073,17944,30.48,2.31,44.0
1009,18074,17944,60.96,2.31,44.0
1010,18075,17944,71.93,2.31,43.0
1011,18076,17945,0.0,2.31,47.0
1012,18077,17945,30.48,2.31,47.0
1013,18078,17945,60.96,2.31,43.0
1014,18079,17945,89.91,2.31,41.0
1015,18080,17946,0.0,2.31,45.0
1016,18081,17946,30.48,2.31,45.0
1017,18082,17946,60.96,2.31,45.0
1018,18083,17946,74.98,2.31,45.0
1019,18084,17947,0.0,2.31,47.0
1020,18085,17947,30.48,2.31,47.0
1021,18086,17947,60.96,2.31,47.0
1022,18087,17947,74.98,2.31,47.0
1023,18088,17948,0.0,2.31,50.0
1024,18089,17948,30.48,2.31,50.0
1025,18090,17948,41.75,2.31,50.0
1026,18091,17949,0.0,2.31,52.0
1027,18092,17949,35.96,2.31,50.0
1028,18096,17950,0.0,2.31,45.0
1029,18097,17951,0.0,182.31,72.0
1030,18098,17951,30.48,182.31,72.0
1031,18099,17951,53.34,182.31,70.0
1032,18100,17952,0.0,182.31,88.0
1033,18101,17953,0.0,2.31,47.0
1034,18102,17953,30.48,2.31,47.0
1035,18103,17953,60.96,2.31,47.0
1036,18104,17953,74.67,2.31,46.0
1037,18105,17954,0.0,2.31,47.0
1038,18106,17954,30.48,2.31,45.0
1039,18107,17954,60.96,2.31,44.0
1040,18108,17954,74.98,2.31,43.0
1041,18109,17955,0.0,182.31,84.0
1042,18110,17955,30.48,182.31,83.0
1043,18111,17955,50.9,182.31,83.0
1044,18112,17956,0.0,182.31,84.0
1045,18113,17957,0.0,2.31,40.0
1046,18114,17957,30.48,2.31,40.0
1047,18115,17957,60.96,2.31,40.0
1048,18116,17957,83.51,2.31,39.0
1049,18117,17958,0.0,5.31,46.0
1050,18118,17958,30.48,5.31,46.0
1051,18119,17958,60.96,5.31,46.0
1052,18120,17958,76.2,5.31,47.0
1053,18121,17959,0.0,2.31,45.0
1054,18122,17959,30.48,2.31,47.0
1055,18123,17959,60.96,2.31,47.0
1056,18124,17959,71.93,2.31,47.0
1057,18131,17964,0.0,182.31,85.0
1058,18132,17964,30.48,182.31,84.0
1059,18133,17964,50.9,182.31,83.0
1060,18134,17965,0.0,182.31,84.0
1061,18135,17965,30.48,182.31,84.0
1062,18136,17965,50.29,182.31,83.0
1063,18149,17974,0.0,2.31,90.0
1064,18150,17974,30.48,2.31,90.0
1065,18151,17974,53.94,2.31,90.0
1066,18152,17975,0.0,2.31,90.0
1067,18153,17975,30.48,2.31,90.0
1068,18154,17975,59.74,2.31,90.0
1069,18155,17976,0.0,2.31,90.0
1070,18156,17977,0.0,2.31,90.0
1071,18157,17978,0.0,2.31,90.0
1072,18158,17978,30.48,2.31,90.0
1073,18159,17978,59.74,2.31,90.0
1074,18160,17979,0.0,2.31,90.0
1075,18161,17979,30.48,2.31,90.0
1076,18162,17979,59.74,2.31,90.0
1077,18164,17980,0.0,2.31,90.0
1078,18165,17981,0.0,2.31,90.0
1079,18166,17982,0.0,2.31,90.0
1080,18167,17983,0.0,2.31,90.0
1081,18168,17984,0.0,2.31,90.0
1082,18169,17985,0.0,2.31,90.0
1083,18170,17986,0.0,2.31,90.0
1084,18171,17987,0.0,2.31,90.0
1085,18172,17988,0.0,2.31,90.0
1086,18173,17989,0.0,2.31,90.0
1087,18174,17989,30.48,2.31,90.0
1088,18178,17992,0.0,182.31,85.0
1089,18179,17992,30.48,182.31,85.0
1090,18180,17992,44.8,182.31,85.0
1091,18181,17993,0.0,182.31,85.0
1092,18182,17993,30.48,182.31,85.0
1093,18183,17993,47.85,182.31,85.0
1094,18184,17994,0.0,182.31,56.0
1095,18185,17994,27.43,182.31,56.0
1096,18186,17995,0.0,2.31,45.0
1097,18187,17995,30.48,2.31,48.0
1098,18188,17995,60.96,2.31,48.0
1099,18189,17996,0.0,2.31,45.0
1100,18190,17996,30.48,2.31,46.0
1101,18191,17996,60.96,2.31,46.0
1102,18192,17996,73.15,2.31,46.0
1103,18193,17997,0.0,2.31,45.0
1104,18194,17997,30.48,2.31,46.0
1105,18195,17997,60.96,2.31,46.0
1106,18196,17997,71.93,2.31,46.0
1107,18197,17997,71.96,2.31,46.0
1108,18202,18,0.0,353.31,35.0
1109,18203,18,30.48,353.31,35.0
1110,18204,18,60.96,353.31,31.0
1111,18205,18,91.44,353.31,25.0
1112,18206,18,121.92,353.31,20.0
1113,18223,18007,0.0,2.31,45.0
1114,18224,18008,0.0,2.31,45.0
1115,18225,18009,0.0,2.31,45.0
1116,18227,18010,0.0,2.31,45.0
1117,18228,18011,0.0,2.31,45.0
1118,18229,18011,30.48,2.31,48.0
1119,18230,18011,60.96,2.31,47.0
1120,18231,18012,0.0,2.31,45.0
1121,18232,18012,30.48,2.31,47.0
1122,18233,18012,60.96,2.31,47.0
1123,18234,18012,76.2,2.31,47.0
1124,18235,18012,89.91,2.31,47.0
1125,18236,18013,0.0,2.31,45.0
1126,18237,18013,30.48,2.31,45.0
1127,18238,18013,60.96,2.31,42.0
1128,18239,18013,89.91,2.31,41.0
1129,18240,18014,0.0,2.31,45.0
1130,18241,18014,30.48,2.31,44.0
1131,18242,18014,60.96,2.31,44.0
1132,18243,18014,89.91,2.31,44.0
1133,18256,18018,0.0,2.31,45.0
1134,18257,18018,30.48,2.31,45.0
1135,18258,18018,60.96,2.31,44.0
1136,18259,18018,89.91,2.31,44.0
1137,18260,18019,0.0,182.31,85.0
1138,18262,18020,0.0,182.31,84.0
1139,18268,18024,0.0,182.31,82.0
1140,18269,18025,0.0,182.31,82.0
1141,18270,18025,30.48,182.31,82.0
1142,18271,18025,41.75,182.31,82.0
1143,18272,18026,0.0,182.31,45.0
1144,18273,18026,30.48,182.31,45.0
1145,18274,18026,60.96,182.31,43.0
1146,18275,18026,76.2,182.31,42.0
1147,18276,18027,0.0,182.31,45.0
1148,18277,18027,30.48,182.31,45.0
1149,18278,18027,60.96,182.31,45.0
1150,18279,18028,0.0,2.31,90.0
1151,18289,18033,0.0,2.31,90.0
1152,18290,18034,0.0,2.31,90.0
1153,18291,18035,0.0,2.31,90.0
1154,18292,18036,0.0,2.31,90.0
1155,18293,18037,0.0,2.31,90.0
1156,18294,18038,0.0,2.31,90.0
1157,18295,18039,0.0,182.31,47.0
1158,18296,18039,30.48,182.31,47.0
1159,18297,18039,53.94,182.31,47.0
1160,18298,18039,77.72,182.31,47.0
1161,18300,18040,0.0,182.31,45.0
1162,18301,18040,30.48,182.31,45.0
1163,18302,18040,63.39,182.31,44.0
1164,18311,18049,0.0,182.31,45.0
1165,18312,18049,30.48,182.31,45.0
1166,18313,18049,44.8,182.31,45.0
1167,18315,18050,0.0,182.31,58.0
1168,18316,18051,0.0,182.31,45.0
1169,18317,18052,0.0,182.31,45.0
1170,18318,18052,30.48,182.31,45.0
1171,18319,18052,53.94,182.31,46.0
1172,18320,18053,0.0,182.31,45.0
1173,18321,18053,30.48,182.31,45.0
1174,18322,18053,44.8,182.31,45.0
1175,18323,18054,0.0,182.31,45.0
1176,18324,18054,30.48,182.31,45.0
1177,18325,18054,53.94,182.31,45.0
1178,18326,18055,0.0,2.31,90.0
1179,18327,18056,0.0,2.31,90.0
1180,18328,18057,0.0,182.31,45.0
1181,18329,18057,30.48,182.31,45.0
1182,18330,18057,65.83,182.31,46.0
1183,18341,18063,0.0,2.31,45.0
1184,18342,18063,29.87,2.31,44.0
1185,18343,18063,59.74,2.31,43.0
1186,18344,18063,92.96,2.31,43.0
1187,18345,18064,0.0,2.31,50.0
1188,18346,18064,30.48,2.31,49.0
1189,18347,18064,60.96,2.31,47.0
1190,18348,18065,0.0,2.31,45.0
1191,18349,18065,30.48,2.31,45.0
1192,18350,18065,60.96,2.31,44.0
1193,18351,18066,0.0,2.31,45.0
1194,18352,18066,30.48,2.31,43.0
1195,18353,18066,60.96,2.31,42.0
1196,18354,18067,0.0,2.31,45.0
1197,18355,18067,30.48,2.31,42.0
1198,18356,18067,60.96,2.31,42.0
1199,18360,18069,0.0,2.31,45.0
1200,18361,18069,30.48,2.31,43.0
1201,18362,18069,60.96,2.31,42.0
1202,18363,18069,91.44,2.31,41.0
1203,18364,18069A,0.0,2.31,45.0
1204,18365,18069A,30.48,2.31,45.0
1205,18373,18071,0.0,2.31,90.0
1206,18374,18072,0.0,182.31,65.0
1207,18375,18072,30.48,182.31,65.0
1208,18376,18072,44.8,182.31,65.0
1209,18377,18073,0.0,2.31,72.0
1210,18378,18073,29.99,2.31,72.0
1211,18379,18074,0.0,2.31,78.0
1212,18380,18074,29.87,2.31,78.0
1213,18381,18075,0.0,182.31,55.0
1214,18382,18075,20.72,182.31,55.0
1215,18383,18076,0.0,2.31,75.0
1216,18384,18076,35.96,2.31,75.0
1217,18385,18077,0.0,2.31,75.0
1218,18386,18077,35.96,2.31,75.0
1219,18387,18078,0.0,182.31,64.0
1220,18388,18078,26.82,182.31,64.0
1221,18389,18079,0.0,2.31,90.0
1222,18391,18080,0.0,182.31,86.0
1223,18392,18081,0.0,182.31,58.0
1224,18393,18081,29.87,182.31,57.0
1225,18394,18082,0.0,2.31,45.0
1226,18395,18082,44.98,2.31,44.0
1227,18396,18083,0.0,2.31,45.0
1228,18397,18083,30.48,2.31,44.0
1229,18398,18083,62.78,2.31,45.0
1230,18399,18084,0.0,182.31,58.0
1231,18400,18084,39.01,182.31,57.0
1232,18401,18085,0.0,2.31,45.0
1233,18402,18085,24.38,2.31,44.0
1234,18403,18085,42.0,2.31,44.0
1235,18404,18086,0.0,182.31,68.0
1236,18405,18086,30.48,182.31,44.0
1237,18406,18086,39.01,182.31,43.0
1238,18407,18087,0.0,2.31,45.0
1239,18408,18087,59.74,2.31,44.0
1240,18409,18088,0.0,2.31,45.0
1241,18410,18088,30.48,2.31,44.0
1242,18411,18088,60.01,2.31,43.0
1243,18412,18089,0.0,182.31,55.0
1244,18413,18089,30.48,182.31,55.0
1245,18414,18089,47.85,182.31,54.0
1246,18449,18098,0.0,182.31,45.0
1247,18450,18098,30.48,182.31,50.0
1248,18451,18098,60.01,182.31,50.0
1249,18452,18099,0.0,182.31,45.0
1250,18453,18099,30.48,182.31,45.0
1251,18456,18100,0.0,2.31,45.0
1252,18457,18100,32.91,2.31,45.0
1253,18458,18101,0.0,182.31,60.0
1254,18459,18101,23.77,182.31,60.0
1255,18460,18102,0.0,2.31,45.0
1256,18461,18102,30.48,2.31,45.0
1257,18462,18102,53.94,2.31,45.0
1258,18463,18103,0.0,2.31,80.0
1259,18464,18103,21.0,2.31,80.0
1260,18465,18104,0.0,2.31,90.0
1261,18466,18105,0.0,2.31,45.0
1262,18467,18105,30.48,2.31,45.0
1263,18468,18105,59.74,2.31,45.0
1264,18469,18105,60.01,2.31,45.0
1265,18470,18106,0.0,2.31,78.0
1266,18471,18107,0.0,2.31,45.0
1267,18472,18107,29.87,2.31,45.0
1268,18473,18108,0.0,182.31,45.0
1269,18474,18109,0.0,2.31,45.0
1270,18475,18109,35.96,2.31,45.0
1271,18477,18110,0.0,2.31,50.0
1272,18478,18110,30.48,2.31,50.0
1273,18479,18110,71.93,2.31,50.0
1274,18480,18111,0.0,2.31,60.0
1275,18481,18111,30.48,2.31,60.0
1276,18482,18111,53.94,2.31,60.0
1277,18484,18112,0.0,182.31,45.0
1278,18485,18112,30.48,182.31,45.0
1279,18486,18112,60.96,182.31,45.0
1280,18487,18112,89.91,182.31,45.0
1281,18489,18113,0.0,182.31,58.0
1282,18490,18114,0.0,182.31,86.0
1283,18491,18115,0.0,182.31,45.0
1284,18492,18115,74.98,182.31,45.0
1285,18493,18116,0.0,2.31,45.0
1286,18494,18117,0.0,182.31,55.0
1287,18495,18117,30.48,182.31,54.0
1288,18496,18117,60.96,182.31,54.0
1289,18497,18118,0.0,2.31,45.0
1290,18498,18118,30.48,2.31,45.0
1291,18499,18118,53.94,2.31,45.0
1292,18500,18119,0.0,182.31,45.0
1293,18501,18119,30.48,182.31,45.0
1294,18502,18119,53.94,182.31,45.0
1295,18504,18120,0.0,2.31,45.0
1296,18505,18120,35.96,2.31,44.0
1297,18506,18121,0.0,2.31,45.0
1298,18507,18121,30.48,2.31,45.0
1299,18508,18121,50.9,2.31,45.0
1300,18509,18122,0.0,2.31,45.0
1301,18510,18122,30.48,2.31,45.0
1302,18511,18122,44.98,2.31,45.0
1303,18512,18123,0.0,182.31,45.0
1304,18513,18123,30.48,182.31,45.0
1305,18514,18123,48.0,182.31,45.0
1306,18515,18124,0.0,182.31,56.0
1307,18516,18124,33.0,182.31,56.0
1308,18517,18125,0.0,2.31,45.0
1309,18518,18125,32.91,2.31,45.0
1310,18519,18126,0.0,2.31,45.0
1311,18520,18126,30.48,2.31,65.0
1312,18521,18126,41.75,2.31,65.0
1313,18522,18127,0.0,182.31,55.0
1314,18523,18127,30.48,182.31,55.0
1315,18524,18127,56.38,182.31,55.0
1316,18525,18128,0.0,182.31,45.0
1317,18526,18128,89.91,182.31,45.0
1318,18527,18129,0.0,182.31,52.0
1319,18528,18129,30.48,182.31,52.0
1320,18529,18129,53.94,182.31,52.0
1321,18531,18130,0.0,2.31,45.0
1322,18532,18130,30.48,2.31,46.0
1323,18533,18130,43.28,2.31,46.0
1324,18534,18131,0.0,182.31,45.0
1325,18535,18131,30.48,182.31,45.0
1326,18536,18131,43.28,182.31,45.0
1327,18537,18132,0.0,182.31,62.0
1328,18538,18132,30.48,182.31,62.0
1329,18539,18132,47.85,182.31,62.0
1330,18540,18133,0.0,182.31,45.0
1331,18541,18133,39.01,182.31,45.0
1332,18542,18133,60.96,182.31,45.0
1333,18543,18133,89.0,182.31,45.0
1334,18544,18134,0.0,2.31,45.0
1335,18545,18134,29.99,2.31,45.0
1336,18546,18134,60.96,2.31,46.0
1337,18547,18135,0.0,2.31,45.0
1338,18548,18136,0.0,2.31,45.0
1339,18549,18136,30.48,2.31,45.0
1340,18550,18136,62.78,2.31,45.0
1341,18551,18137,0.0,2.31,70.0
1342,18552,18137,30.48,2.31,65.0
1343,18553,18138,0.0,2.31,45.0
1344,18554,18138,30.48,2.31,45.0
1345,18555,18138,60.96,2.31,45.0
1346,18556,18138,76.2,2.31,45.0
1347,18557,18138,91.44,2.31,45.0
1348,18558,18139,0.0,182.31,45.0
1349,18559,18139,30.48,182.31,45.0
1350,18560,18139,60.96,182.31,45.0
1351,18561,18139,76.2,182.31,45.0
1352,18594,18160,0.0,2.31,45.0
1353,18595,18160,30.48,2.31,43.0
1354,18596,18160,60.96,2.31,43.0
1355,18597,18160,76.2,2.31,42.0
1356,18598,18161,0.0,2.31,45.0
1357,18599,18161,30.48,2.31,42.0
1358,18600,18161,60.96,2.31,42.0
1359,18601,18161,76.2,2.31,41.0
1360,18602,18162,0.0,2.31,45.0
1361,18603,18162,30.48,2.31,40.0
1362,18604,18162,60.96,2.31,40.0
1363,18605,18162,76.2,2.31,40.0
1364,18606,18163,0.0,2.31,45.0
1365,18607,18164,0.0,2.31,45.0
1366,18608,18164,60.96,2.31,42.0
1367,18609,18164,76.2,2.31,42.0
1368,18610,18164,91.44,2.31,42.0
1369,18611,18165,0.0,2.31,45.0
1370,18612,18165,60.96,2.31,43.0
1371,18613,18165,76.2,2.31,42.0
1372,18614,18165,91.44,2.31,42.0
1373,18615,18166,0.0,2.31,45.0
1374,18616,18166,60.96,2.31,45.0
1375,18617,18166,76.2,2.31,43.0
1376,18618,18166,91.44,2.31,43.0
1377,18619,18167,0.0,2.31,45.0
1378,18620,18167,30.48,2.31,45.0
1379,18621,18167,60.96,2.31,45.0
1380,18622,18167,91.44,2.31,45.0
