BHID,XCOLLAR,YCOLLAR,ZCOLLAR
B-576,291492.3,5331488.57,-313.95
E-046,292322.8,5329541.71,326.43
E-133,292423.04,5329537.17,326.73
E-364,289971.66,5328599.92,326.73
P-338,291784.74,5329274.13,-103.94
